用户名,评论,评论时间
嘴大吃四方,位置很好找，跟着导航就过来了，老板人很热情很时尚，很容易沟通，苹果园很大，有好多种苹果，还有蔬菜，桃子，枣子，苹果很脆很甜，汁水特别多，和买的不一样，还是自己摘的好，桃子也很好吃，就是赶上了最后一批桃子，现在估计都没有了，下次还会来的，体验很好～					,2020-11-15
苏梓柒,明年还是你家。苹果采摘季，大众点评上找到这家，带着妈妈、孩子一起来玩，果然不错！老板很热情，洗好的🍎随便试吃，吃好了再摘。红色苹果🍎糖心的，脆甜，水多；孩子更喜欢黄色的，也是脆的，口感更柔和一些。我们摘了六百多的，装了六大袋子，价格也很合理。					,2020-10-12
向阳小花骨朵,真不错呢，苹果非常好吃！好想再买点，过几天再去一次，这个苹果实在是太好吃了，而且自己摘的，看到哪颗苹果树好就摘哪颗，挺好的！非常棒的体验！希望再实惠一点更好，便宜一点，我们可以多去几趟！总之还是不错的，等有机机会多叫几个朋友一起去！					,2020-10-17
jennifer_088,苹果种植面积和品质都还不错，还有鸡，鹅，农家饭，价格小贵，苹果好就行。每年从11月初霜降以后去采摘苹果，味道最好，糖心苹果最佳。。。明年还来,2020-10-26
AYYT,老板很热情！孩子在这里玩的很开心，苹果随便摘，不错的体验！摘了几十斤保存在家慢慢吃，今年冬天的苹果吃的都是自己摘的纯天然绿色食品！,2021-02-07
果冻娘子,放假几天找了个昌平的采摘园，主要是想采摘苹果，来到这家果园感觉还不错。进门先试吃，红色的苹果水份更充足偏酸甜的，黄色的苹果甜度更高，提供试吃的洗好了放在大盘子里，试吃好了再进去摘，采摘完在门口处承重结算，也有带孩子一起来的。					,2020-10-05
w3498c_xy,自驾.采摘.公司福利，想送礼的，可以选这，苹果自己摘自己选，脆甜好吃😋老板也是很热情老北京人，也有园丁帮忙摘，苹果的种类好多，也分早熟跟秋后瘦的，主要品种也不一样，最主要是无公害，我们摘了50多箱..收获满满的...🍎送礼寓意平安幸福.真的很不错哦					,2020-10-11
橘子hui,苹果超级好吃虽然有些小贵但是都是新摘的很新鲜他家的果园特别大很绿色没有化肥农药什么的说摘下来就可以直接吃味道确实很好吃酸甜的我们要的比较多都是自己套的袋子装箱的体验了一把果农的乐趣					,2020-09-04
风筝小猪725,连着三年来这里薅苹果啦！最晚不能超过11月初，苹果🍎超级好吃！自己随便找树摘，可以尝，但不能浪费呦！富士贼好吃！,2020-09-07
ch誉,周末采摘安排上，大昌平走起，大众里搜的这家园子，可能来的有些晚，大果儿都没了，店家忙着打包也不理人，不过好在苹果很好吃。十块一斤也不算便宜。,2020-11-03
拍脑袋分队,周末带小朋友去摘苹果，可能去的比较晚，没赶捡鸡蛋的活动，而且比较低的苹果都被前面人摘走了，不过苹果很好吃。稍微有点小贵10块一斤，不过他家有自己烤的苹果干，小朋友特别喜欢。,2020-11-15
jia_ping2000,按照导航来的，王林和富士特好吃，脆甜好吃。从不吃苹果的娃自己吃了一个。还有烧烤自助，娃要上课时间来不及了，下会再来嗨吃一顿,2020-10-25
shucaishousi,苹果好，老板好，见图！下次还来！,2020-10-31
匿名用户,老板人超级好，口碑好！他家的苹果味道特别浓，自己摘苹果享受到丰收的喜悦！他家客人特别多，都是老顾客，王林和富士两个品种都不错采摘苹果首选！,2020-10-08
dpuser_02439103299,园子不小，苹果很好，还有萝卜，棒,2020-10-24
lie_may,还是很不错的地方，苹果特别脆甜，有孩子游乐场地,2020-12-20
dpuser_2671226382,已经是第二次去采摘了。老板人很热情！苹果甜度很高，尤其是王林，脆甜！摘苹果同时还可以采摘山扁豆，白菜萝卜等。还会再去的。,2020-10-25
槿,果园挺大的苹果是真的好吃脆脆的很可口就是摘完了发快递不方便希望以后可以改进,2020-10-24
秀彤_423,果园很大，苹果种类很多，苹果挺甜的，水多,2020-10-20
木子7667,苹果脆甜可口水分很足蔬菜也不错黄瓜生吃嫩甜老板服务周到下次吃完再过来采摘,2020-09-20
行者,开车一个小时平均一个苹果30块【加路费】还是去年九月份去的苹果很大个🍎汁多爆甜一开始不知道怎么选苹果以为就是看着好看或者向阳就好最后还是果园工作人员告诉我们要看苹果的花开花了有裂痕的就很好吃这么找的话还真的是不好找呢					,2020-08-24
dpuser_8165140499,8月中的周日，去了居然没人，就我们一家。苹果大多都用被塑料袋包起来，红的苹果只有几颗。其他的没啥特别好摘的，只有茄子和青椒。开车1个多小时大概呆了不到20分钟就走了。本来还想买点走地鸡的土鸡蛋，没有。好吧，有点小失望。不过老板人倒是还行。苹果也算清甜可口。					,2020-08-16
Eric_tttt,🍎🍎🍎🍎🍎在南方长大的人儿第一次见到苹果🍎树🍎原来～🍎一棵树能长这么多🍎树上直接摘下来。🍎尝了一个，又脆又甜。🍎这是我吃过最好吃的苹果🍎瞬间就喜欢青苹果。🍎采摘的时候，对着太阳☀是最甜哒🍎和闺蜜一起去，拍了不少漂亮的照片🍎很适合一家人，或者朋友休息体验农家乐。					,2020-08-08
丑小鸭,放假带家人去昌平玩，无意间发现的摘苹果的地方，就进去了，因为老妈喜欢摘苹果，果园真的太大了，摘之前可以随便品尝，又甜又大，有好多品种的苹果，每棵树上都结了好多又圆又大的苹果，老妈不知不觉就摘了10斤，价格也很合理，准备明年还来采摘					,2019-11-17
匿名用户,秋天到了，正好是苹果采摘的季节，来到昌平崔村，发现有很多家可以采摘苹果的地方，按点评来到了英龙。里面的苹果树特别多，每棵树上的苹果都非常多，密密麻麻布满了整棵树，个头在市场上也是算很大的。这里苹果的特点是多汁而且甜，刚从树上摘下来的新鲜和超市里买的确实不一样。苹果按斤算，一斤10元。除了苹果树，院子里面还有萝卜地，有白萝卜和红萝卜，个头都非常大，一个萝卜就很重，但是拔起来并不难。周末去的，人很多，但是一点也不拥挤。总体来说是个适合体验采摘收获的好地方。					,2019-11-15
小婷子,虽然冬天了，但是现在温度还挺高，抓紧时间周末亲子时光。一家人周末来到郊区采摘苹果，按照点评导航过来，人还挺多，老板很热情，先尽情吃再采摘，果园里不仅有各种苹果还有萝卜，大葱各种野菜，不仅可以摘苹果还可以把萝卜，小朋友玩的很开心🥳！					,2019-11-12
JC游天下,今天和南方的朋友一起来英龙果园体验《摘苹果的时候》（这是一部朝鲜电影的名字）。昨夜小雨使清晨的空气更加清新。来到果园，满眼的青翠中布满了红的黄的苹果，恨不得全部摘走。于是开始干活，树下看哪个都觉得好，摘了几个后就改挑大的，一会儿手里的袋子就快拎不动了，就是他吧。过秤后，赶紧洗一个，满口脆甜。南方的朋友说，从来没见过这么大的、没吃过这么好吃的🍎。					,2019-11-10
睿少的麻麻,苹果园里的果子棒棒哒！连续几年来采摘，周末带老人来放松，家里人都十分喜欢！🍎松软脆甜，老板老板娘为人实在，一进院就可以先尝，味道好极了！还可以采摘蔬菜、拔萝卜，最关键的还可以在苹果树下烧烤串串，闻着果香吃着烧烤，十分惬意！值得大家种草！					,2019-11-09
老盐巴,今天清晨雨后来到昌平区香堂村英龙果园，亲自体验摘苹果，天气也是特别的给力，不晒不热，走进果园就被它们的个头吸引住，比我的👋大，摘了一地哈哈哈😄，劳动太光荣，劳动太开心！就地啃了一个，脆香、流甜水、嘎嘎嘎的棒！冬季保存最佳选择！园主说保存得当可吃到来年3月！园子里还有各种有机蔬菜可选择，我等不了了，先冲了！🍎🍎🍎					,2019-11-07
dobby_dp,每年都来，今年刚好！有苹果，有桃子，有蓝莓，有蔬菜，孩子玩得很高兴！,2019-11-05
dpuser_5485532664,苹果又大又甜一个将近一斤重，一眼望去周围都是红苹果和扑鼻的苹果清香，老板夫妻特别热情，红红的大苹果自己采摘孩子玩的可开心啦！！！,2019-11-04
honeypiglei,英龙果园服务周到、热情，苹果得到京内外朋友的好评，一致认为苹果又大又好吃，又脆又甜，是北京市最好吃的苹果！,2019-11-03
dpuser_5049911348,英龙果果园苹果是北京市最好、最甜、最脆、最好吃的苹果！太棒了！辛苦了！,2019-11-03
飞,大老远的就冲老板的热情去的。去的时间有点晚，没什么好的苹果了，老板很好，下次还回来！,2019-11-03
妍_9855,国庆去了一次，还不是特别红，老板说10月底最好，上周去了买了700多块的，吃过的最好吃的苹果,2019-10-30
xin1219,一路导航，路况很好，停车方便。一进院，大哥大姐非常热情，大果子先削皮吃饱再说，绝不吝啬，特别友善。苹果🍎15一斤，各种菜6元一斤随意摘。还给普及苹果知识，告诉你那棵树的好吃。院子特别大，菜也多。白菜，大葱，南瓜，辣椒……跑地鸡，大鸡蛋。鸡现抓现收拾，看着好几只鸡变成了裸体。大哥大姐也实在。根本不用什么砍价，自动抹零凑整。整体体验不错。来了2小时，看看多都是熟客。					,2019-10-30
YOYO081104,对于北方姑娘来说，真的太不划算了-_-||？！！周末，兴致勃勃过来散散心，刚来整体感觉不错，园子挺大，自己随便溜达，没人看管，挺好，随便吃，可是园子里也太臭了，奇臭无比，怎么吃，自己随便摘，性价比太高了，20一斤，超市苹果🍎才多少钱啊٩( •̀㉨•́ )وget！，大老远来一趟，太坑了，可是来也不能白来呀，花了我好几百大洋，就一次了					,2019-10-28
崩溃的鸵鸟,老板特别逗哈哈哈，我们摘了巨大个的苹果和红萝卜，水灵灵的~我们下午快4点到的，正好没人，结果摘出来人还挺多的哈哈~伙计带我们摘的，找的最好的一颗树，还教我们什么苹果最好，要条儿的亮的，薄皮儿汁儿多~我们准备11月再来！					,2019-10-27
匿名用户,每年都要带孩子至少摘一次苹果，往年是在兴寿那，今年想着换个地方吧。就大众点评搜了一下，奔着这来了。周边别家采摘都比他家便宜，我还纳闷，这有什么区别么，老板信心满满的跟我说、你就转一圈尝去吧，保准儿还得回我这！我半信半疑真的跟附近转了好几家，也都尝了一下，真差的不是一点半点，然后果断回他家了！贵果然是有贵的道理啊！本来来之前跟我爸妈还有孩子说好了，不多摘、就一小箱就行，然后愿意来再说。结果.....我爸对比几家之后，进了园子开摘就兴奋了，说要多摘点，人家给拿了一个筐，我爸说不够！然后我妈拿了一个筐，还递给我一个筐！摘了足足三大筐出来！还额外摘了给我哥家的主要对比结果，感觉他家的苹果汁水足、酸甜、而且是我最喜欢的微酸多甜的口！咬一口真的是满口生津，一口接一口忍不住一会一个大苹果进去了，饱了而且他家苹果个头也比别家的大！最大的苹果一个就得小一斤啦！能让挑剔的我老爸老妈满意，真是太不容易了！装好箱、他们还带着孩子摘了菜，回家路上我爸特别高兴的说：明年还来摘，你得把这家地址给记清楚了，下次别搜别的，直接奔这就好了！					,2019-10-27
抖森佩佩李四,35亩果园，1130多颗苹果树，树上挂满了成熟的果实。苹果园是一片丰收的景象，挂在枝头上饱满的红色果实，在秋阳下映射出闪亮的光泽非常诱人，让人垂涎欲滴。小朋友们迫不及待地在苹果林间穿来穿去，快活极了。秋天把苹果园丰收的喜悦也带给了她们。穿行于苹果林中不难发现这个果园最大的特点是所有的树干光滑干净，树枝层次分明，每一层的树枝又大都呈鱼刺状。据果园主人介绍这样做是尽量使每一个果子充分享受到阳光的照射。再来到一颗完全成熟的果树前细细观察树上的果子，它的光洁度非常高。摘下一个苹果切开，果皮真的很薄，果肉呈黄白色，咬一口肉质细脆，汁液也相当的多，一种又甜又脆又香的味道在嘴中停留，沁人心脾。果园主人还介绍说，果园里如果全种红富士花期授粉的概率达到20%如果每种四行红富士树再种一行王林，花期授粉的成功率能达到80%。果园的主人说起他的果树经是侃侃而谈。用他的话说，谈起果树三天三夜说不完。我们知道他丰富经验的背后是辛勤的劳动与汗水。果园的一家人还有她们的姐姐与妹妹都是特别和善，诚实、朴实、开朗的人。这个果园叫英龙苹果采摘园位置：京郊昌平区崔村英龙农家乐旅游观光园13号（离五环约23公里）友情提示：目前采摘王林己处于尾声采摘红富士才刚开始，霜降后红富士将全面红透，大面积采摘就在那时。果园里还有各种新鲜蔬菜可采可购如果您有兴趣赶紧拔打电话咨询吧！（电话在最后一张图）感谢阅读希望对您有用					,2019-10-27
刘永振_8252,答应了孩子采摘🍎，即使下雨，也不想他失望的驱车往返近100km，快到目的地，雨停，天晴。只有我们一家三口采摘，院子主人很热情，带我们参观院子，告诉我们哪个苹果甜，可以摘了。孩子很开心。运气爆棚又完美的采摘					,2019-10-26
王振华_6039,老板特别热情，随便吃，自己摘15一斤，直接买100块一箱，糖心苹果很好吃，还送了南瓜和冬瓜萝卜,2019-10-26
babby_y0610,很赞的采摘园，苹果特别好吃，孩子们玩的开心,2019-10-26
weird817,苹果个大，富士苹果，味道有甜的，有甜酸的，果树多，尽情地摘，休闲游玩好去处，价格可以谈。,2019-10-24
awen0531,苹果又大又甜，还有很多有机蔬菜，老板热情实在，特别好～,2019-10-22
兔爷,每年都会带孩子来这家苹果采摘园，果园很大，苹果又大又红，酸甜可口，老板热情，服务好，孩子摘的特别开心，还能拔萝卜～周末带孩子采摘的好去处～,2019-10-22
小涵妈_8835,苹果水分很大，很甜，孩子拔萝卜特别开心，还买了农家鸡蛋🥚！不虚此行,2019-10-19
GROWUP,苹果很大很甜，老板人不错，可以帮采摘,2019-10-15
Tzamulet,果园很大，还有蔬菜，萝卜，南瓜，摘苹果时老板帮你摘最大的，老板娘的秤给的高高的，还饶两个，回头叫几个朋友再来。,2019-10-13
mazhihuama,苹果超甜超好吃！宝宝玩的很开心,2019-10-07
独角兽_7035,秋天了想带孩子们感受丰收的喜悦，于是搜到了这里，虽然门脸不大，但里面真是不小！35亩地，苹果，桃子，葡萄，萝卜，黄瓜，冬瓜，豆角等等，现在黄香蕉正好成熟，又甜又脆，孩子们玩的痛快，老板也很热情～节后还会再去摘大富士！					,2019-10-06
我爱巧克力慕斯,网上搜到这家，提前打了电话，听说第一波苹果熟啦，带着一家老小早早来了，现在熟的是茉莉士，看着不算红，但是甜中带酸味道清新自然，灰常好吃😋！我们摘了近九十斤，真的是大丰收！老板热情好客服务周到，一去就摘了葡萄🍇给我们洗来吃，还有刚好熟的小番茄、小黄瓜、豇豆，孩子们还拔了三颗红萝卜🥕，开心极了！还看到母鸡下蛋，一窝好几颗，还有一群小鸡在笼子里，孩子们好开心！等红富士熟了再来					,2019-10-05
北京小爷他爹,地址位于昌**郊，好找就在路边，老板热情，苹果种类多，个头大，酸甜可口。基本每年十月份都会前往采摘，孩子很喜欢采摘乐趣。摘完可以品尝，每次都是买回去很多，比较好保存回去半个月左右都能保存完好。总之不错，值得推荐。					,2019-10-03
dpuser_0971519624,苹果还没有熟透，我们当时去摘的时候，反正是也没怎么吃，感觉太酸了，不好的地方就是，羊肉串儿明显不是羊肉，我们提出来的时候那个老板还说，这就是羊肉啊，但其实完全不是羊肉。孩子一口都没有吃，而且我们也怕孩子吃了的，都不知道是什么肉，所以后来我们也是匆匆就走了。反正以后不会再去了。					,2019-10-03
王雯倩candy,现在想起来摘苹果🍎是件很幸福的事，一大早上来到苹果🍎园，看到大片大片的苹果树🍎，树上面长满了红彤彤的大苹果，我们大家都非常兴奋，大家争先恐后的往树上爬，每个人摘到一个大的苹果都特别高兴，用湿纸巾擦了擦就迫不及打吃了起来，啊，太好吃了，清甜可口。					,2019-09-19
JessieQ_Q101,这里的蔬菜很新鲜！苹果也很好，主要孩子玩的开心😄,2019-09-14
chenxiao9103,老板很热情好客，除了苹果还有各种蔬菜，苹果买20斤以上是15一斤，回家尝了水分很足特别甜，蔬菜是6块一斤，种类丰富，园子很大，还有鸡蛋和柴鸡。以后还会经常来的，很不错。,2019-09-14
刘丽清_7768,每年都来采摘，老板实在，人热情，价格公道！,2019-09-14
dpuser_6513792781,果园规划的很好，果树粗壮阴凉地方多，蔬菜采摘起来很舒服，菜的质量非常好，萝卜大、水灵、黄瓜、大葱、扁豆、冬瓜应有尽有、长势喜人～苹果口感好、脆甜水分多，孩子吃的停不下来～点赞,2019-09-13
zoexcc,第一次去摘苹果🍎，老板特别热情，帮助我们摘了好多苹果，之后又去摘新鲜的蔬菜，总之，很开心，服务也很周到。,2019-08-25
开朗的内向人,店家的苹果品种多，黄元帅正是时令，酸甜多汁，是小时候自家种的苹果味道，关键是个头还特别大，全都是套袋防虫，不打农药，十一富士就要熟了，还回来摘好吃的富士的，店家还有各种各样的有机蔬菜，期待长成！,2019-08-19
IT农民不怕苦,园主超级热情，带进园介绍育果多道工序，到树顶摘最大的果。黄元帅清脆可口，更期待撑破果袋的红富士，下次晚些再来,2019-07-26
翎翎_8602,老板人超好苹果很好吃真的可以超级开学,2019-05-09
DUNDUN,昌平英龙苹果采摘园。路过这个采摘园，停车进去看了看。现在虽然没有苹果采摘，但是可以采摘蔬菜,2019-05-04
candy,采摘过程还是很欢乐的，但是摘回来的苹果，到家后吃着感觉没有在现场的甜，价格不便宜！,2019-01-20
modian1123,这家的苹果非常好吃，汁多果甜，我们去的时候已经11月了，好多苹果都被摘走了，当然树上也还有不少，经果园工作人员指点摘到的苹果都特别甜，都有糖心。15块一斤看似不便宜，但是好果子长成需要付出的心血太多了！后来发现家乐福超市卖的陕西苹果更贵，品质差不多，我们还带孩子第一次摘苹果，孩子很高兴。不过他家的老倭瓜太贵了，我们买的不太好吃。大哥家的免费品尝苹果一定要吃！超好吃！					,2019-01-12
爱心心,跟着导航过来的位置比较好找园子不小苹果管够老板特别热情亲自上树采摘特别给力给摘的都是又大又甜的苹果有虫眼的和坏的都给挑出来了一下摘了两大框吃了一个特别大的苹果一个得有一斤多特别甜都是糖心的推荐！！！					,2018-12-05
_____Doris,导航很准，按照导航顺利到达目的地，在一个新村里，这个新村里都是别墅，感觉是村民自建的那种，总之就是个有钱的村子。哈哈，转回正话，苹果很好，又大又甜，我当时去的时候，还有桃，也很好，在现场试吃有点酸，回家放了两天就甜了					,2018-11-17
煜玺_719,搜了评价最好的采摘园，在一个新村里，看着的确比别家正规，而且面积也不小，采摘园里有戴红帽的服务人员，那大爷特别热情，总帮我们挑选，特别实在。采摘园里好像还可以烧烤，人还不少，挺热闹。结账时老板特别爽快，人也热情，满意。					,2018-11-17
NaNa…826,不错，挺好的呢！第一次网上买大箱水果呢，挺方便的,2018-11-17
家的青,服务质量一般服务态度有些不积极环境还好,2018-11-12
知猪霞_1560,位置很好找，门口就可以停车，苹果好吃很甜，果园很大，适合一家人来玩，老板人很热情，服务很到位，绝对5星级服务。,2018-11-07
hizhaoy,自助采摘，农家饭按位结算，谈不上服务，自己满意就可以了，体验的不就是自助采摘的感觉吗！其它的可以忽略，在一个就是苹果不错，价格当然也不错！,2018-11-03
LINDA**_5047,果园很大，本以为这个季节苹果没了，其实这里苹果还非常多，试吃了，苹果又甜又脆，自己能直接上树摘，挑的红又大。,2018-11-03
讨厌那小孩,去的时候人也比较多，基本属于自助类型，拿个筐就进去了，大果子都挂在树上很高不好摘，有水可以洗洗就吃比较方便。就是苹果的确挺贵的。闺女玩玩挺开心,2018-11-02
surewellx,驱车50公里就为了买英龙家的苹果，特别特别的甜，好多年没吃过这么好吃的苹果了，导航定位非常好找，这是第二次去买苹果了，朋友不爱吃苹果都吃上瘾了，老板热情好客，先吃后买，感觉棒棒哒,2018-10-28
verynicenana,苹果园还挺大的，边采边吃了两个，摘的时候不觉得大，拿回家发现好大个，小朋友还拔了两个青萝卜，玩得挺高兴。,2018-10-27
yy_jane,通过点评找到的，结果很满意，服务也很好，串串很实在，苹果好吃。,2018-10-27
安分毛毛,花纹苹果好吃，脆、甜。真的甜，特别好吃，我一昌平人都觉得这的苹果好吃！还有各类应季节绿色菜！摘完苹果来顿烧烤自助，惬意，舒服！,2018-10-27
刘小查,苹果太贵，不值这个价，还13一斤,2018-10-27
8喵喵鱼8,之前看好评并没有太大的期待，毕竟现在刷好评的太多了大周末的带着一家老小，一大清早第一个就到了家里的老人迎出来很亲切的让把车停在马路边我们先摘了苹果，老板告诉红条纹的比较好吃，确实，红条纹的比全红的更甜。本来是想摘王林的，但是，套袋的王林看不见里面到底什么样子，所以就直接买了现成的王林，也很好吃。不到10点半就摘完了，决定在这里烧烤吃饭，老板娘很热情又厚道，看见带了小朋友还送了几根红薯家里的老人孩子都很开心。已经推荐给好几个小伙伴了，超级棒哦。					,2018-10-24
jasondls,老板性格直爽，果園夠大。蘋果也夠好。有國光的蘋果和紅富士的蘋果。除了蘋果以外還有白菜啊，菜花啊，蘿蔔，冬瓜，南瓜等等。吃飯的時候除了有正常的農家菜選擇，還能吃上自己剛摘下來的蔬菜，直接在土灶上一炒，真香。自助的燒烤也是物美價廉。真心推薦，強烈推薦。					,2018-10-24
马小旮_29,来英龙采摘园可不是一年了，搬着手指算差不多有十年了，最早吃到英龙家的果子是朋友送的一箱，第一口咬下去就爱上了，发誓一定要自己亲自去趟这园子，起初是自己冬储大苹果，老板娘教大家怎么运用塑料袋包装大苹果才能很好的过冬；后来就介绍朋友们来采摘园，再后来几十箱的买给单位发福利了……英龙采用摘园的果子又红又大又香脆价格还没有变，釆摘的范围可是拓宽了，采苹果外带无污染蔬菜，品种繁多数不过来，总之来英龙值了					,2018-10-24
helen43357,第一次没发成功看点评去的，英龙采摘！苹果主要有两种，进门先尝，午餐可以选择农家饭或者烤串，烤串有20几种食材，羊肉是老板现切的，五花肉不错，苹果树下烤肉，很舒服！带着孩子去很好玩儿，除了在苹果还有很多种有机蔬菜可以采摘！都是纯有机！老板很热情，推荐！					,2018-10-23
王刚_2727,亲子采摘活动，小孩子很喜欢，从活动中知道苹果是长在树上的，认识苹果树的同时，知道秋季是采摘苹果的季节，小手摘苹果的动作很可爱，摘苹果的过程也是劳动的过程，孩子知道轻摘轻放，爱惜果实，爱惜果树，不毁坏树木。					,2018-10-21
unacui0106,开车去很好找，老板家人很温和，还给指导，告诉我们什么样的苹果熟了，什么样的好吃，苹果不错，好多苹果，品相好，味道好，漫步在果园里感觉太美妙了。还有很多蔬菜，大冬瓜、大南瓜、萝卜、芥菜、辣椒，可以自己摘。					,2018-10-20
guanhu12,天气不错，带着全家到郊区转转，采摘烧烤两不误，孩子也特别开心。到田间肆意玩耍，摘苹果，红红的特别好吃，可以先品尝再采摘。蔬菜也有，我们拔了大萝卜，然后在苹果树下搭起了烧烤炉，开始自助烧烤。老板准备的食材不糊弄，味道很好，也能体验一下diy，很适合亲子游。也可以点几个家常菜，露天吃一顿好满足！					,2018-10-20
小五_武,老板服务热情，午饭烤串特别好吃，关键苹果红又大家人特别喜欢吃，还有冬瓜、南瓜、萝卜、白菜、自由采摘还不贵，下次还来！！,2018-10-20
竹青138,老板超赞，苹果🍎甜又甜。心情放松,2018-10-18
yangjingyyz,老板人很实在，一进门就热情地招呼先品尝，苹果个大水份足口感好，果园很大还有红暑、南瓜、萝卜等，明年还会去。,2018-10-17
