用户名,评论,评论时间
毒药219,三种草莓的采摘园～我们是在周六早上11点到的，那会儿粉白草莓已经被采摘所剩无几了，于是老板给我们开了一个新棚全是红颜草莓的。不得不说，个头大，草莓也很甜，本来想着那就摘点红颜下次再来摘粉白，在结账的时候旁边两位女生极力安利粉白，于是我们问老板还能摘吗？老板说，应该还有一点，但是肯定很小个，我们不死心于是又进棚里了，粉白真的好吃呀，旁边还有一种特别香的草莓，名字记不得了，不过数量不多，味道比红颜好吃。所以周末去的姐妹们一定要趁早趁早啊。					,2021-02-27
lynnwu50,🍓初四下午来的，打电话问的时候说是有白草莓，结果去的时候才知道，这家的白草莓是外面红色里面白的的，不是网上看的外面白色的草莓🍓这家有三个品种：小白，隋珠，红颜。🍓目前小白和隋珠都没有了，需要过几天来才可以🍓隋珠是酸甜口的，有些靠边小小的红颜味道很不错🍓整体体验还不错，建议上午采摘					,2021-01-26
匿名用户,小汤山的草莓最好，朋友推荐的，所以抽个时间就去了，果真如此，草莓香扑鼻而来，而且超级甜，个儿又大又美味，采摘了6公斤，满意的回家，刘师傅老两口人也特别实在。不会亏待客户，大大方方的，爽快人。过几天还去。					,2021-02-15
方方5566,小伙伴想吃草莓了，过节期间相约几个小伙伴一起去小汤山摘草莓，小伙伴想要白草莓，但是去了以后，可能是摘没了，没有白草莓了，都是红颜，吃着酸甜口味，老板娘带着走了三个大棚，就是大棚里太热了，大家都摘的热火朝天，最终收获丰富。					,2021-02-25
爱吃的妞～,人很朴实，草莓也好吃！价格也很公道刘师傅家真心不错！除了地理位置以外！没什么缺点一水的草莓大棚对面马路有片坟地虽说不怕这些但是希望村里遮挡一下不能影响农人生意,2021-02-23
拼命快乐的毛毛虫,看大众点评，看到刘师傅这家口碑不错，还有白草莓，所以来打卡。早晨到了给刘师傅打电话，师傅端着面条出来迎接我们，怪我们到的太早啦，阿姨立刻就去调整大棚。该说不说，叔叔阿姨家的大公鸡养的真精神嘿进棚以后，阿姨就给我们摘草莓，让我们尝味道。然后跟我们一边聊天一边普及采摘草莓小知识。两个老人伺候这几个棚，辛苦是显而易见的，希望每一个来的小伙伴，也可以尊重叔叔阿姨的劳动成果！摘了两大筐，爸爸跟叔叔负责装盒，阿姨就提出带我看新出生的小羊羔，哈哈哈哈哈，跟小狗似的，真好玩儿。我们还没离开，陆续就有人打电话找来啦！生意好不是没有理由的。以后介绍小伙伴都来这儿采摘啦！！					,2020-12-18
么么大雄,一条街上感觉就刘师傅家最热闹，阿姨很热情，看着就特别亲切，主动给我摘了几个白草莓让我先尝尝。棚很大。随便摘，也没人看着，全靠大家自觉。棚里特别热，摘一会儿就一身汗。还有很多小蜜蜂在草莓田里飞来飞去。白草莓味道很香，红草莓超级甜，特别好吃，比超市里卖的好吃多了。一会儿就摘了一篮子，叔叔在门口负责称重，价格也公道，特意给篮子去皮称了。顺便买了一些柴鸡蛋，还喂了门口的小白兔🐰					,2021-01-30
海洋中de火焰,今天下雨☔️，也没影响来刘师傅草莓园采摘的出行意愿来这里的朋友们这里的入口封闭了西侧的入口，得从南侧村的入口进出才可以！刘师傅草莓园的小兔子好壮啊！感觉一直在吃的状态，山羊也是看到人就走过来要吃的，草莓🍓是最好的看看草莓的个头还挺大，主要是来的早就有大个的吃！					,2021-02-28
王煦950316,在大爷大妈这里摘了好几年草莓了，大爷大妈特别热情。之前在他们家只吃小白，今年有一个新品种叫隋珠。两个字！觉了！我老公说是冰糖草莓！香甜香甜的！推荐大家一定要试一下！他们家鸡蛋也好吃，鸡平时就吃一些草莓叶子和草莓，散养鸡，柴鸡蛋。推荐推荐！					,2021-02-26
小羊同学_,微信上传封村了，实际上没有，赶着周末来摘草莓，草莓棚还有兔子跟小🐑，小🐑可爱极了咩咩的，鸭子（还是鹅？我分不清楚）滋儿了哇了的叫唤，跟要骂人似的下次抓一只回来炖着吃！交通：下高速之后走跟着导航走白马路，停车就停草莓棚边上特色体验：草莓本身是有3个品种，但是到了的时候只剩下红颜了，人超多～感觉红颜都快没啦推荐理由：实惠草莓50柴鸡蛋12活🐑现宰19一斤~					,2021-01-06
行走的吃货……,在小汤山泡完温泉，就想吃草莓点评一搜，这家评价不错，电话咨询后可以直接来NICE大家注意导航来之前一定电话联系因为好多路都封了，只能从白马路的南边进村。老板很地道，这有有三种才没，小白，红颜和不知道哈哈哈小白脆甜，红颜软糯，各有千秋公鸡，母鸡都卖150一只鸡蛋12/斤，这个超值大鹅200过年没事可以来好好买两只家禽，鲜活现杀。老板人不错，草莓也好吃。还会再来					,2021-01-02
匿名用户,初五带着孩子们去的上午打电话还说有白草莓结果下午去的时候已经所剩无几大棚都让人摘得差不多了门口称重的大叔都说摘不出那么多了没想到刮大风也有那么多人草莓大棚相当热带着孩子摘了一筐结果出门没搂住又买了两盒大叔推荐的白草莓二百多块买了六斤草莓					,2021-02-21
婷亭子,几乎每年都会来刘师傅家采摘草莓🍓，两口子人很热情，孩子现场品尝草莓还告诉找大的红的，还教孩子应该如何采摘草莓，说话也比较客气，不像很多别的采摘大棚不让品尝什么的，草莓棚子里的草莓也不少味道确实不错，出门还能喂兔子，明年还会光顾。					,2021-02-27
岳来越好_2995,自驾去的，按照大众点评地址导航就能到。推荐理由：价格按照采摘的话算是比较划算的，过年几天去的时候40，而且刘师傅人比较热情，好说话。门口还可以喂小动物。是小朋友的最爱。tips：去之前建议电话先联系一下。问问草莓是不是适合采摘。有时候假期人多，货少采不起来。					,2021-02-27
latoka,朋友推荐来的草莓采摘棚，老板安徽人实在的很。摘完称重都会给抹大零头凑整数。一起结账时候买了些散养鸡蛋，回来尝了尝看蛋黄一般不黄，味道也和市售差不离，下次估计不会再买。要注意1点是老奶奶比较热心，会聊着聊着给你采几捧塞你的框里。我不太喜欢这样的，接了几捧我就离老奶奶远一点摘哈哈！我们摘了就1个棚，从一进门到最里面依次是：白草莓》隋珠草莓》奶油》红颜，最多的是红颜酸甜口，最好吃品相一般小颗的是隋珠，隋珠有个特点成熟后的籽儿是全部暴在外面突出去的，怒目圆睁的既视感。但是口感最好香味最特别。有想尝试的让老板带你们认识一下。我发的图2就是隋珠，吃起来有特殊的果香。哦对咯，这里的白草莓并不是我主观认为那种市售的白色草莓哈哈，就是芯儿是白的外皮还是略红色，不是市面那种皮儿白的草莓，所以不要有太高的期望。吃还是很好吃的～就是图3框里看起来像没熟红带白的那些就是这里的白莓。总的体验很好，下次会继续去。一趟下来发现就刘师傅家人最多生意顶好，一定有他的原因吧。					,2021-02-18
软核的海胆,很实在的老板娘。地道的老农民，草莓口感非常好，真是红颜。还有土鸡蛋。小朋友喜欢喂兔兔，小羊咩咩。还有鹅。安徽人过来承包地，在这边种草莓都种20年了。值得来一趟。,2021-04-06
小艳y,每年都去这里去采摘一如既往的好吃又甜还摘了点儿白草莓，味道比红色草莓要甜多了,2021-03-27
corsairna,草莓很新鲜闺女一直叫着奶奶给我个筐吧哈哈哈态度很和蔼还喂了兔子小羊买了柴鸡蛋还会再去的,2021-03-23
莲_953504,很好的一次采摘体验，孩子很开心草莓不错,2021-03-14
核桃_6149,草莓很甜，老板很nice，走时还送了我们鸡蛋🥚。,2021-03-13
白夜_5236,非常愉快的一次采摘！老板特别热情，也很大方，草莓🍓品种很全，口味酸甜可口，鸡🐔，鹅，小兔子，山羊可爱极了，孩子来了也十分开心，拿着草莓叶子，一会儿喂鸡，一会儿喂兔子，一会儿又喂羊，忙的不亦乐乎！全家都很开心！					,2021-03-09
彻大彻926,最喜欢的草莓采摘园点评上看到这家草莓评价特别好，还有小动物，就趁着开学前最后几天带孩子来采摘了。孩子喜欢喂小动物，老板热情的拿出玉米粒和草莓叶子让她去喂兔子、羊和鸡，孩子玩得不亦乐乎。刘师傅家生意不错，因为这里的草莓有机个大，又红又亮，带有草莓纯天然淡淡的甜味，超市里买不到这么新鲜的。孩子一边吃一边说真甜，还没到家就说还要来。老板很热情，还耐心的教我保存的方法，果然几天后草莓拿出来吃还是一样的新鲜，下次还要再多摘一些。他家还有柴鸡蛋，我们带回来一盒，娃连连夸赞好吃，下次还会带孩子来。感谢老板和老板娘的热情，让我们渡过了一个愉快的下午					,2021-03-07
haoxin5916,适合带娃和老人的地方，在一个村里跟着导航很顺利就找到了，店主很热情给我们介绍哪个品种好吃，没一会两个篮子就满了，还有兔子羊鸡，小朋友喂兔子就不想走了，价格还算公道主要是🍓确实和超市卖的口感不一样,2021-03-07
cindyzhao,草莓非常新鲜，老板的草莓棚很大，据说5.2亩，一个棚不一会我们就摘了9斤多，不用担心摘不到草莓，红颜味道很好。临走老板还送了鸡蛋，也非常新鲜，会考虑多次去,2021-03-07
无敌小尉,又大又红又甜的草莓🍓还有柴鸡蛋鹅蛋又一次满载而归好开心🥳,2021-03-06
skura1981,草莓很甜很新鲜，老板人特别好，价格公道，还有白色品种，推荐给大家！,2021-03-06
dpuser_5499880768,非常不错的一次采摘体验，草莓多而且很甜，小朋友还喂了兔子和绵羊，玩的很开心😃😄😄,2021-03-03
白昕_6556,去过两次了，草莓口感很好，老板是两个安徽的老人，服务也很好，明天还会再去！,2021-02-28
dpuser_8952517452,朋友介绍来的，草莓很甜，连我我朋友不爱吃草莓的都说很好吃，我还买了鸡蛋，老两口态度都特别好，价格也很划算，推荐,2021-02-28
味味宝,非常亲切的刘师傅，草莓好吃，香甜，有小动物孩子很喜欢，还有新鲜的鸡蛋，很不错，还会再来,2021-02-28
丸子279,能摘，草莓挺好的，特别甜，师傅人也好,2021-02-28
壬木木mumu,第一次带孩子进行采摘活动，选择了之前去过的刘师傅家，一如既往的服务细心、周到，满意,2021-02-27
匿名用户,比超市买的好吃农家肥就是不一样,2021-02-27
幸运天使_9003,超级好吃😋草莓很甜，地方很好找，老板人超级好现场指导采摘，整个过程很愉快,2021-02-27
稀碎男,老板非常客气热情，带着我们一个一个棚子转，菜新鲜，草莓非常甜，留了微信下次再来,2021-02-26
dpuser_1098614282,给刘师傅大大的好评，纯朴的农民伯伯，非常热情，聊了一会儿天，讲了半天草莓的种植维护，如何培育好的口感，如何在栽种前土壤的养护，说自己不太会互联网，线上推广没有其他人做的好，但是自己的口味绝对数一数二，说得等孩子回来好好学学，现在当农民不容易，种好东西的同时还得学手机，学微信，学大众点评。照片没照，因为孩子把草莓都吃了					,2021-02-26
悟空爱吃饭,大年初二来摘草莓，这一片大概有十来家个体户，每家都有几个棚子。来回看了看他家的果比较大，红果率也比较高，就选在这里了。采摘的时候是不能随便吃的，旁边也挂有牌子，只能尝一个。45一斤基本上算是均价，其实就是图一乐。					,2021-02-25
何议,带着孩子来采摘，大爷大妈的态度特别好，人也和蔼，说话客客气气，还教我们要把大人摘的和孩子摘的分开放，因为孩子手劲没谱摘下来的草莓带伤要先吃掉，真是非常感谢。价格算是公道，草莓味道是真不错，纯纯的草莓香气，下次还来！					,2021-02-23
dpuser_63718758800,第二次来这家了，老板两口子特别和蔼，还给拿了草莓秧子让孩子喂羊。摘的时候还指导孩子怎么摘，整体采摘的很愉快。中间给品尝了几个新品种草莓，感觉味道不错。没一会儿就摘了四斤，孩子很过瘾。走的时候还热情的告诉我们，到天暖和了可以再来，到时候草莓价格会更低。					,2021-02-21
尹小抽,🍓第二年来刘师傅草莓园摘草莓了。🍓交通：大众点评导航直接到门口，很准确。进村要扫健康宝。特色体验：刘师傅夫妇依然周到服务，今年采摘从以前的塑料盒升级到塑料筐了，今天摘了一百一十斤多斤草莓，刘师傅给抹了零，还额外摘了草莓给我们吃，草莓又大又甜！					,2021-02-19
lxm1505,看评论来的，以为不错。谁知道里面服务不好，小白几乎没有了，所以摘的慢，还没摘够一盒小白，就开始轰人，就说别摘了。口感也一般，没有草莓特有的那种香味，不知道那么多好评怎么来的。以后再也不来了，打电话问的时候说是有三个品种的草莓，结果到了就剩一种红颜了。					,2021-02-08
匿名用户,每一年都回来这里采摘，和朋友们元旦一起约好了泡温泉，顺便跟朋友带着小朋友一起采摘了草莓，品种：红颜，但是感觉没有往年那么甜，老板说这个品种就是酸甜口，特别甜可能打了东西，40一斤吃的也是新鲜劲儿，草莓味儿挺浓的，我们一群人也没摘特别多，摘了7斤，公里280块钱					,2021-01-31
小野猪大食怪,第一次摘草莓，体验非常棒，进村不收停车费，50元一斤，一筐4斤左右，3斤多也卖。称重时已经换成塑料盒，不用担心筐也算重量。大棚外有自由自在的羊和鸡，景象非常温馨恬静。整体是一家非常良心靠谱的草莓园，推荐。					,2021-01-23
笨笨兔_892,刘师傅采摘园非常好，下次还来，我们很满意,2021-01-21
Elsa,大爷很热情～地方也很好找～草莓🍓味道很好～,2021-01-18
璐璐_1129,非常喜欢在刘师傅家采摘草莓，香甜可口…,2021-01-14
Cansy123,老两口人很好很热情，草莓🍓又大又甜，试吃小白清甜可口，可惜今年种的不多供不应求，强烈希望明年多种点儿！一大早去的人不多，跟大姐一边聊天一边摘，一会儿就摘了一大篮，光顾着摘了都忘记拍照了,2021-01-10
喵了个大蘑菇,草莓很香甜，下午去一家人一个棚，门口停的车都排队了。有草莓，有土鸡，有鸡蛋。不一会儿摘了六七斤,2021-01-06
小怪兽rxt,草莓很大很甜，叔叔和阿姨都很厚道，摘了草莓还买了一只大公鸡，晚上跟蘑菇一起炖肉很鲜,2021-01-04
匿名用户,特色推荐：小白🍓：感觉应该是嫁接品种，熟透没有纯白，有点淡淡的粉红色，口感确实不错，我觉得小的好吃～他家几个品种草莓全是一个价钱50一斤，这点比较好,2020-12-29
田小吉吃美美,头茬草莓🍓真是太好吃了！小汤山最普通的草莓大棚，路边停车就进去摘草莓真是又红又大随便摘摘就五六斤以上了棚里养了两只羊妈妈，生了四个羊宝宝小羊特别可爱可以自带点蔬菜喂门口有笼兔子也可以喂玩一会摘够了草莓就可以撤退了周围除了大棚还是大棚					,2020-12-29
whgcj1,找了周一上午去，大姐很热情。导航直接进村，打了电话就来接我们。棚里草莓个大匀溜也红，味道酸甜；再采满红颜后，还带我们摘了点白草莓，比红颜有口感，更甜更香，其实算不上正宗白草莓，大概是嫁接的品种，但确实比纯白的更多了几分甜。大姐是真热情，一边聊天一边介绍草莓，最后上称也是格外优惠，下次还会来。					,2020-12-28
这是谁家小可爱吖,今天周末，带孩子去采摘草莓，老爸一直在他家买菜和草莓，鸡蛋什么的，今年就是为了带外孙才第一次去采摘。草莓特别好吃，大棚里暖和，孩子第一次摘草莓，特别开心，我们摘了满满3篮子，那里还有小羊，小兔子，鸡和大鹅。老板和老板娘都挺好的呦。					,2020-12-19
羽裳,2020年12月8日开车直接导航刘师傅草莓采摘园，工作日从东五环出发50分钟，一路畅通~刘师傅家一共4个大棚，有鸡，鸭，鹅，羊，兔子可以喂~小朋友玩的很开心~草莓又红又大，糖酸适中，非常可口~由于是工作日中午，只有我们采摘，简直幸福到爆炸~草莓55元一斤，还有新鲜的鸡蛋也很棒。老两口是安徽人，实实在在，热情爽快~非常推荐大家去~					,2020-12-10
雪的终点,周日去摘得草莓，人还挺多，看棚的老太太死盯着你，还要必须从最里边开始摘，你不在里边摘她就一直嚷嚷，一直嚷嚷不让吃不让吃，明明是前边的人在吃，我一个也没吃一直在我边上嚷嚷，一点儿摘草莓的乐趣都没有就听那老太太在嚷嚷，赶紧摘完走了，那么多草莓采摘以后不会再去了					,2020-12-08
回忆专用小砂锅,老板老板娘都是很淳朴的老人，五十多岁从安徽来北京种草莓，种出来草莓超级好吃，而且是小汤山最早成熟的草莓。草莓香气很浓，酸甜可口，强烈推荐。不过今年草莓略贵，钱包不允许我摘太多。还有母鸡和鸡蛋，母鸡价格略贵，鸡蛋品质还不错。					,2020-12-08
海鱼,开车去摘桃🍑，虽然进村的情况较为复杂，好在安全到达。记得好像是七块钱一斤，在里面也吃了比较多，因为真的熟的太多了，有时候在摘另外一个，旁边的也掉下来了。味道很不错，比在水果店里面买的大桃子有水果的香味，而且特别的甜。最后买了三十斤左右的🍑，一打开冰箱都幸福感爆棚					,2020-12-06
不爱喝水,来这家草莓园纯属偶然，那天在军都山滑完雪后看到门口有卖草莓糖葫芦了，就想采摘草莓了，于是立刻打开大众点评看到了这家草莓园，距离不远，立刻开车前往，到的时候大棚里就我们一家了，草莓还是很多的，边摘边吃，最后买了三斤回家接着吃，草莓还是要吃刚采摘的。					,2020-12-04
sankeshu7,既前两天草莓采摘全部吃光之后，今天又忍不住来采🍓了，谁让我对草莓这么没有抵抗力呢…这次选择的采摘园离住的地方比较近，在附近的一个村里，比较幸运开车直接进来了，采摘园大姐说有的时候村里不放外人进来，要看运气这里的价格还比较优惠，采摘大棚很大，附近有很多家大棚都是草莓采摘。🍓的味道比前几天的略微逊色，和快过季了也有关。大姐推荐年后就过来采摘，那时候的草莓最好吃					,2020-07-25
dpuser_7404225746,冬天的娱乐活动本来就不多。正赶上草莓季当然少不了摘草莓这项活动啦。地方在北京郊区。导航过去还挺好找的。小道都标的明明白白的。棚主大爷大妈非常热情。教我们怎么摘好摘。什么品种好吃。草莓特别甜。一下摘了三筐					,2020-07-25
赵真知,阿姨挺热情，给我们讲了草莓的种类，哪些好吃。这个季节吃草莓刚刚好。挺甜的，有很浓草莓的香味,2020-07-16
蓝色答案,满载而归，味道还可以，就是周日下午过去的，很多大的都没有了，推荐大家以后周六早上过来采摘。,2020-06-05
TL得心应手,疫情期间不让进村子，老板现摘完草莓给我送到村口，还送我一兜子新鲜小白菜。草莓很新鲜，酸甜口，个头都不算小，有机会进大鹏亲自采摘。,2020-06-04
CarinaRan,这疫情真的是没地方去，只能来郊外摘草莓，整体还行，还有小兔兔，闺女很喜欢,2020-05-04
Luna_9571,采摘园有好几个，草莓口感不错，孩子喜欢来这里摘着玩，价钱团购的合适。,2020-04-09
yuanyoudaisy,还是年前去的交通按导航就好了搜出他家大众点评是第一名到了以后确实院子里有小兔子小羊小鸡之类的可以拿草莓叶子喂动物之后呢说他家的大棚在另外一个地方大概有一公里吧去了以后草莓还算不错味道甜甜的但是不如想象的好					,2020-03-08
匿名用户,年前带儿子一起过去采摘的，现场人不是特别的多～那会是非常的安全所以我们采摘的时候非常的痛快！整体的感觉还是不错的～孩子吃的还是蛮开心！可能是因为采摘时间问题、草莓🍓的个头都不是特别大个～感觉大个还是会好吃一些～					,2020-02-23
池苑,曾经去摘草莓的幸福时光啊～～一去不复返了，不知道草莓园的那些小美好有没有被安全的摘下运往超市各地……只知道肯定是没有自己去亲摘的乐趣了，他家还有白草莓的之前，不知道草莓季过去之前，疫情能不能控制好，想念亲近自然的味道～～					,2020-02-15
匿名用户,我的生活日记之刘师傅草莓园，和朋友约着想去摘草莓🍓，小汤山这边比较出名，就点评了一下，发现这家排名比较好，开了一个多小时的车，到了这儿之后发现已经关门了，但是提前打电话的时候，告诉可以来，说了半天之后，才让摘，进去摘了半天，也没有找到几个，个头都不大，回家吃，草莓味儿也不是很好吃，价格还不便宜，也不知道好评这么多，怎么来的					,2020-02-01
蚕豆眼宝宝,元旦期间去的，下午，人不少，居然还有旅行团确认是网红店。但可惜，刘师傅自家的草莓园没有草莓了，只能去他亲戚家。奔着他家来的，被迫消费别人家的，有点不太满意，但也没办法，店一红去的人多了，可草莓就那么多，根本不够。					,2020-01-20
放学别走,🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓我太喜欢这个草莓啦下次还去！！！🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓上次去过以后真的太喜欢啦！！！久久不能忘怀这次！！！！草莓也太大啦，我看到就激动的不行！！！！有我小手指那么大！！而且回家一吃太好吃了吧！！！我下次还要去摘草莓！！还要吃好多好多草莓！！！🍓🍓🍓					,2020-01-17
小怪兽,去益泉泡温泉，搜到了最近的一家草莓采摘园，开车大概15分钟，比较好找。到了之后老板很热情，不过我们去的有点晚了，他们准备关棚下草帘了。奶油草莓非常好吃，很饱满，也不容易磕破。就是价格比别家高，不过老板还送了我们一袋子生菜吃火锅，非常好吃哦					,2020-01-15
大牙Jessica,从大众上搜到的，有个老刘和刘师傅是不是一家，他们家棚挺多的，找了一个草莓多的棚摘的，天气冷，周六日也没啥人，满棚只有我们四个人，草莓个头不是特别特别大，但是很红很红，基本成熟的，没有空心和白心，45一斤，以后还会来的啦					,2020-01-14
北向葵花哀伤,本来就是奔着他家的白草莓来的、到了以后老爷爷说白草莓都摘光了，现在只有红颜～进了棚里只有我们摘、脱了羽绒服还没5分钟呢就冒汗了、棚里估计得有30多度、反正就我俩先一顿拍照、摘了两小筐、味道还不错，就是真爱坏					,2020-01-13
糖醋糖醋排骨,提前一天打电话去问周日能不能摘接电话的大姐说可以来吧来吧第二天我去了告诉我要去另一个园子因为草莓没有了一个大哥带着我们去另一个进了大棚草莓没啥红的偏小尝了一个并不香我心想来都来了凑合摘吧吃了四个小的草莓看着我们的大姐说“你差不多行了还要吃多少还吃”。那语气真的绝了。以后不会再去了那么多草莓园去哪不是去					,2020-01-10
匿名用户,农场的老大爷和老奶奶特别亲切，红颜草莓45一斤，很甜很香，小白的味道倒是一般。草莓园旁边就是鸡棚，挑了一只跑的最欢快的母鸡回家煲汤，150一只。饲料走地鸡，肉质比超市的好一点点。孩子去鸡窝捡了鸡蛋，和超市买的差不多，就图个体验。老大爷还带着孩子去看了小羊，孩子特别开心。推荐带孩子来体验这种乡村的朴实。					,2020-01-06
Phyllis,早起机场送人，想顺便摘草莓，大众点评一搜刘师傅排第一，就去那里了。来的太早，帘子还没掀开，有散养的鸡，等了一小会，大姐很热情。大姐说昨天周六来了好多人，摘得差不多，又给我们找了一个大棚。大姐先摘了一个让我们尝尝，果然和超市买的不一样，大棚里有红颜，奶油，白草莓，价格都比超市里便宜。最后大哥人很实在，摸了零头，还送两颗大生菜。					,2020-01-02
楠楠大美妞0,周日，带着闺女和儿子来摘草莓🍓两个小东西玩的特别开心，到了先是喂兔子🐰之后进大棚摘了几个，老板说由于周六来的人多，基本红色都被人摘走了，好在我们本来也就是带孩子玩玩所以摘了不到一斤，确实没什么能摘的，但尝了一个没红透的，味道确实不错，老板说它们家的草莓是浇的鸡粪，所有化肥放心吃，闺女很喜欢，下次再去一定周六一早就到不过草莓园对面就是一大片坟地，我自己倒是不怕，就是带着两个孩子心里还是很膈应，我闺女4岁儿子才1岁，老怕对孩子不好					,2019-12-22
羽丹旭,老刘家一家蛮热情的，主要是草莓很好吃，虽然开车过去耗时一小时，但也值了，临走还买了一只土鸡,2019-12-20
沙漠来的婷婷,大姐人很好草莓红颜小白超级甜但价格也贵50一斤值没吃过这么甜的,2019-12-16
