用户名,评论,评论时间
holaforest,连续第三年来这里了，一如既往的好，蔬菜西瓜依旧是5元一斤，葡萄15，柴鸡蛋15。我们真的是从天亮玩到天黑，挖花生拔萝卜，今年老板又新增了烤箱，自家种的红薯也按5元卖，就说有多实在吧！一进门就是烤红薯的味道，别提多香！地里还有辣椒、茄子、玉米、黄瓜，最最出名的当然是庞各庄的小西瓜了，巨甜啊！一定不要错过！					,2020-06-11
dpuser_4875695728,十一假期想着来点和别人不一样的冷门，但其实应该说东西不是很多了，如果仔细的采摘还是可以弄到自己喜欢的蔬菜水果，最后采摘到了花生🥜、黄瓜🥒、茄子🍆、辣椒🌶️、西瓜🍉还买了点柴鸡蛋🥚。老板非常好客特别亲切手动点赞					,2019-12-05
呐呐,[交通]一大早出发，赶在堵车之前就到了，一路畅通，微凉的清晨，感觉很舒服。[推荐理由]去的时候只有葡萄和茄子了。葡萄没有籽儿，紫葡萄，很甜。教小朋友从套袋的口子里看葡萄的成熟度，也是一个好的学习体验。圆茄子长得真正标志，一个个油亮可爱。[特色体验]没有想到店家居然还有自家蜂场产的蜜，买了一小罐回家，确实甘甜纯正。下次西瓜成熟的时候一定要来摘西瓜，这次没有西瓜是我最大的遗憾					,2019-12-05
大月亮大星星,非常不错，有各种蔬菜，都是5块钱一斤，跟超市差不多的价格，但是质量就完全秒杀超市了。。太新鲜了。而且还是自然蜜蜂授粉。重点说一下葡萄。15一斤，说是葡萄，其实是提子嫁接的，没籽儿，超市买，都要好几十一斤。真的甜，可以边摘，边吃。就是停车，没有专门停车场，就是路边。孩子很喜欢也					,2019-11-26
dpuser_7335900816,好吃！可以自己去采，也可以让老板给快递，包装盒不错，送礼没问题,2019-11-15
爱乐喵喵,开心，很热，路好找，西瓜很甜，老板热情,2019-10-27
阿拉灯神玎珰,特色体验：西瓜熟了，备儿甜，来，品尝一下,2019-10-08
*黑暗天使*_5729,服务一般没啥服务！总体就是西瓜老贵了,2019-10-03
xx57-c,夏天去过，摘的西瓜，蔬莱都是5元一斤，,2019-10-02
静静的顿河,夏季游玩好去处，庞各庄的西瓜就是甜，每年都得弄点,2019-09-22
宝贝琪琪568,十一假期去新机场玩，回来顺路来翠芳瓜园看看，最近新添了烤红薯烤土豆，干净又好吃！还可以自己动手！进门可以先免费尝瓜！非常不错！适合带家里老人一起来玩[特色体验],2019-09-22
DluffyD,每年都得去两三次，真的特别好，而且价格真实惠，满载而归,2019-09-14
basalyj,采摘还不错，品种还可以，价格也公道，体验不错,2019-09-13
匿名用户,[交通]大兴庞各庄最著名的是京新西瓜，今年去大兴采摘点瓜果蔬菜，纯天然，自己采摘[特色体验]通过劳动获得季节的水果或者蔬菜，可以锻炼身体，陶冶情操，提高动手能力，远离城市喧嚣，呼吸新鲜空气，修养身心；[推荐理由]价格不高人好随便吃					,2019-09-02
Aventador,去年采摘的瓜园今年歇业了，在点评搜到了这家。周末上午去的，比我去年去的瓜园更大，瓜棚很多，蔬菜种类也不少。比起西瓜其实更喜欢这里的西红柿。西红柿比起超市的水分足，味道也很浓郁。价格的话，所有蔬菜水果都是5元一斤，应该这边的价格都是统一的，去年也是这个价。西瓜也是真的好吃，非常的甜，皮超薄！朋友轻轻弹了下，瓜就裂开了。明年还会再来					,2019-08-30
Bessylin,周末带着老人孩子过去的，一路高速之后绕一段挺好走的小路就到了。去的时候刚好西瓜摘没了就带着孩子去摘西红柿，茄子，葡萄据说八月初才能采摘。建议不要选择大太阳天气过去，因为在棚子里面特别的闷热。孩子玩的很开心，下月还得再过去一趟。					,2019-08-16
Rosemary,他不愿意为你付出任何，不愿付出时间陪你，不愿付出耐心哄你，不愿意为你付出金钱。一个不愿意有所付出的男人，拿什么理直气壮的对你说爱。即便他表现的自己愿意花时间去陪伴你，愿意付出耐心去哄你，甚至愿意为你花钱。但是，他付出这一切的前提条件，就是需要你付出以后才会回报给你的。因此，当他对你的付出都取决于你对他的好，他也只是表面上爱你。					,2019-07-30
hppby,采摘院在大兴庞各庄，离市区大约40公里高速比较方便，院子很大，各种蔬菜都有，只要是奔西瓜去皮，都在大棚里的小吊挂，蔬菜，西瓜都是5元一斤，门口可以随便吃，大热天的采摘完了吃口西瓜还不错，西瓜很甜皮很薄的那种，西红柿也不错孩子也很喜欢					,2019-07-30
木易,不吃西瓜的夏天，绝对是不完整的！西瓜不吃庞各庄的，绝对是不完美的！怎么办呢？买去呗！买不到正宗的，那只能奔庞各庄去摘了！！！———————————————————————刚好周末去的时候太阳不算特别毒，多云的天气来到西瓜采摘园儿，拍拍照，摘摘瓜，简直不能太惬意了！就是蚊虫多，大家带好花露水儿！大家肯定都关心甜不甜！ok，脆沙瓤儿！吃到停不下来！！！					,2019-07-30
轩宝大乖乖,夏季来了，很想去尝尝庞各庄的西瓜。京津冀旅游年卡上有一个老宋家，上大众点评一看，评价不算好。果断用年票参观了，之后直奔翠芳园。果如点评的那样，价格合理，可摘的东西多，品质好！尤其是西红柿，找到了小时候的味道！强烈推荐！西瓜，西红柿，茄子，青椒，价格都是5元。					,2019-07-17
横刀夺爱,周末无聊来采摘一打听摘樱桃已经摘不了了所以就随便找了个地方庞各庄嘛主要就是摘西瓜哈哈开始以为是大西瓜觉得还不摘一个就足够了原来是小西瓜摘四五个尝了一下还都挺甜的不错还能摘西红柿🍅每个都红红的好可爱所有都五块一斤其实主要是采摘的乐趣嘛					,2019-07-16
鹏瑜辰,这家采摘园还行，去过几次总体来说还可以，大家普遍反映也不错，亲可以带上亲友一起去体验一下，里面人员的服务态度特别好，特别特别热情好客，给人一种特别实在厚道的感觉，相信大众的眼光一定没错的，呵呵呵嘿嘿嘿,2019-07-11
DQ,无公害绿色蔬菜种植基地采摘园、怀念啊我们青春少年、怀念家乡🏡一亩田,2019-07-09
胖秃秃最乖了,停车方便，服务周到，菜种类多，建议玩！,2019-07-08
吉媛宝宝,去晚了，一茬西瓜没有了，要等到8月的二茬了，摘了一些西红柿，老板娘人超好,2019-07-06
cpeitjj,挺好的，家人一起来玩，很方便，很好客。,2019-07-01
就酱紫吧,今天来采摘西瓜，花生，茄子，葡萄，玉米，太棒了，质量保证！,2019-07-01
dpuser_8954892246,朋友介绍来的，大姐服务非常周到，小西瓜倍儿甜，种类挺多，西红柿辣椒茄子土豆，听大姐说再过一个月葡萄也能采摘了，下个月我还来！,2019-06-30
dpuser_2482332873,6月22日去的，地方很好找，根据导航直接到，就在乡村小路的路边上，门口没有专用的停车场，只能停在路边，不过还好，因为没有爱别的娱乐项目，基本上大家采摘完就走了，没有太多车辆聚集。门口的大蜜蜂已经不像点评照片上那么艳丽了，已经有点破旧。大棚里可以采摘西瓜，西红柿，尖椒和茄子，一律10元一公斤，虽说比市场卖的贵些，但是可以让孩子体验田间地头的感觉。西红柿和西瓜的味道都很不错，还可以试吃，这种天气去哪里采摘的话一定要注意防暑降温，棚里太热了，带孩子去的话也要留意防蚊虫叮咬，总体来说这里是个不错的采摘体验地					,2019-06-29
淸欢ya,新鲜摘的西瓜很水灵，首先来四个西瓜。还摘了几个杏儿，没有收费，蔬菜统一过称，5元一斤。这里蔬菜品种真不少，家里老年人非常喜欢这种自然生态的新鲜蔬菜，采摘的非常开心，我们采摘了西红柿、黄瓜、茄子、柿子、尖椒。尖椒小小嫩嫩的，到家后洗干净直接吃，一点儿也不辣，但是有尖椒的清香，太好吃了，连吃了两根。不错不错，自然的清香。					,2019-06-25
billhunt,从大众点评上搜索到这家采摘园，口评非常好的。确是棒棒哒！服务大姐热情而温柔，指导怎么摘西红柿和茄子，这里的西红柿🍅，茄子，辣椒，青椒，西瓜，小南瓜通通都是五元一斤。真是要早起早到，在我们之前来的一波人，基本把西红柿摘光光呢。下次还要再来					,2019-06-25
dpuser_6796486223,又到了可以摘西瓜的季节了。点评一下这家排名比较靠前，导航就过来了，高德位置正确。这家首页展示的那个小蜜蜂又脏又破，基本上看不出样子来了。这家比较大，除了可以摘瓜之外，还可以摘蔬菜，因为西瓜靠蜜蜂授粉，所以他们家还卖蜂蜜。瓜有两种蜜瓜西瓜，菜有西红柿，茄子，黄瓜，辣椒，还有胡萝卜，都散布在不同地方，他们家还有葡萄。先说一下瓜，我觉得大小正好合适，刚好两个人一人一半就可以吃掉一只。可以都是先尝后摘。每个人发一个剪刀，剪瓜秧，然后用塑料袋自己装，最后称。不论瓜果蔬菜都是五块钱1斤。中途行车问了一下，路边直接卖的就是两块钱1斤。摘就是乐趣嘛。菜和瓜在大棚里面，非常的热，非常的热，现在外面本来就很热，里面更加热。西红柿只剩下绿颜色的，不知道红的去了哪里，黄瓜也非常非常的小，胡萝卜更小。所以就摘了几个茄子。瓜不是很甜一吃惊艳的那种，但是甜度比较均匀，也还可以。					,2019-06-22
小猴子呼呼,又到吃瓜季，前年来过翠芳园，西瓜很甜还有麒麟瓜。蔬菜种类多，圆白菜，茄子，西红柿。。。品种丰富。价格统一，一斤都是五块钱。孩子从此爱上了吃瓜，因为太甜了老板很热情，到店瓜切好随意品尝。下波西瓜也快熟了，还有店门口的杏					,2019-06-16
生如夏花！@,看了点评导航来的。周日上午，摘了5个小西瓜。大棚里太热太热了！西红柿周六就被摘光了，都剩下青的了。柿子椒还比较小。圆白菜、茄子都有！也都不错西瓜当时人家就开了两个，都很甜，回家晚上吃了一个也很甜！别看西瓜个头不大，都很沉，水分大，籽也不多，皮薄现在西瓜和其他菜类都是5元一斤，西瓜大概一个4斤多，圆白菜一个3斤。西瓜没比超市贵多少，圆白菜相对来说比市场上贵了不少，不过这里的圆白菜真的不打农药吧，因为摘下来后发现有虫蛀的迹象，工作人员就帮着把外面都剥了，直到没有虫蛀的为止，很赞					,2019-06-16
秘密糖罐,真的是不近啊，来的有点晚，五点多了，虽然不晒，但是西红柿全没了，本来想着摘点西红柿回家的，棚蛮多的，西瓜都是吊瓜，特别可爱，确实非常好吃，挑个头大的拿哈，还有菜花圆白菜辣椒。茄子~茄子有的真的像成精了似得巨大巨大的哈哈哈					,2019-06-14
匿名用户,早上按导航去，十来点到的，试吃了西瓜，然后摘了两个瓜，和一袋子西红柿。买了已经摘好的茄子，都很新鲜。就是天气太热，期待摘葡萄的时候,2019-06-13
2丫!,朋友送了2箱自己采摘的庞各庄西瓜，个个皮薄沙瓤汁多甜度适中，一到夏季就爱吃低糖祛暑的本地西瓜，少年不太爱吃西瓜，用榨汁机榨成汁后就喝了，存了地址，有时间还是自己去采摘一番，想来乐趣不少。,2019-06-08
dpuser_85154445358,今天朋友介绍来到翠芳采摘园，园子里的疏菜非常新鲜，茄子又圆又大，西红柿口特别好，西瓜甜度特别大,2019-06-07
浅秋,西瓜甜瓜超级好吃，沙瓤西红柿酸酸甜甜，超级大茄子，新鲜的小黄瓜好好吃，还有小盆友们拔的胡萝卜香香甜甜，我小时候吃的就是这样的，这，就是我家的菜篮子了,2019-06-03
yihonglin,朋友介绍来的老板很热情环境很好篷子很干净很规矩一进门的西瓜品尝超级甜！！价格也超级便宜！不虚此行啦,2019-06-03
梦吃吃,不错不错保持住,2019-06-03
果冻娘子,挺好找的，按着导航没什么困难就到了，就在路边上，车就停在路边，进去就可以摘瓜，老板很热情，现切的西瓜供游客吃，采摘有小西瓜，杏，黄瓜茄子，圆白菜，葡萄，香瓜甜瓜哈密瓜，特别合适！,2019-06-02
朱雨菲,所有菜，都是5块一斤，价格不贵！菜就是新鲜，水灵灵的！,2019-06-01
M字母男神,第三年还是第四年来摘西瓜了？忘了，就是今天人超级超级多！西红柿没有红的啦，不过西瓜仍然有好多好多，据说端午节那时来会更甜！不过既然来了，肯定要买够啊～西瓜和菜一律都是5元一斤，没啥变动涨价，因为人多，啥都得自助啦！比较遗憾的是这依然没有啥吃饭的地方。。。哦对了，今年附近开了好多好多西瓜采摘园呢！去年还没有这么多呢！					,2019-06-01
dpuser_9719504661,去了两年了，是无意中找到的觉得还不错感觉有不少回头客种类还算丰富，貌似还能吃饭但要提起预定还是要赶早去我们中午到的西红柿都没几个红的了明年还要去哈哈看准时间摘小西瓜很甜很好吃还吃了玉米最后的两个捡到宝似的…					,2019-05-25
三字经,以前特别不喜欢吃西瓜，但是大家说吃西瓜可以利尿消肿，所以买来西瓜试着吃，感觉像吃药的感觉哎，吃不下呀，不知道为啥那么多人喜欢吃西瓜，我是怎么试着去吃都吃不下，吃西瓜给我种特别痛苦的感觉，但是我朋友们都说很好吃，😄					,2019-05-07
春天一样的美丽,工作日去大兴办事，路过庞各庄，想着去买个西瓜。这地方如果不是回头客，不按导航走，应该发现不了。在村子里面的，没什么指示牌也。如果按着导航走，路边会有很多家卖西瓜、香瓜、南瓜之类的，偶尔几家还有黄瓜和西红柿。建议先冷静不要购买，问问价格就好，去过采摘大棚没有满意的再回来买，反正走高速都要必经这里。下面来说一下主角吧，按着导航走丝毫不差，远远能看到红色的大字，但是停车是个小问题，不错车的话还好，停路边就行，路就是那种乡间小马路。店家一男一女，都挺好客的，里面有一些现成的果菜，还有干蘑菇、柴鸡蛋。被告知西瓜只有小的了，大概每个2-3斤那种，我们就改采摘西红柿了。价格是5元一斤，男士带着我们去的，我们进大棚摘，男士外面等我们，也没有说跟着进去看着我们啥的，大棚里是真心热，头皮都湿了。西红柿说是没有打农药，自然生长的，同行里年纪大的人说这西红柿不错，大概摘了100元，别的没有买就走了。					,2019-04-29
颖颖而已,端午节假期去的比较热闹，当天非常热，摘一会儿汗流浃背体会到农民不易。按斤收费，所有蔬菜西瓜都是5元/斤收费，感觉比按人头收费合适，价格也合理。摘到了西瓜，皮薄脆甜茄子、西红柿都没有熟，黄瓜、西红柿只有摘好的卖。正好中午，定了一套餐（乱炖之类），味道一般，苍蝇环绕。他家的玉米真是甜美，一定要吃。					,2018-11-22
玉跃共舞,位置很好找，跟着导航走就可以了。没有车位，车就直接停在路边，有点点碍事，还好大家时间都没有太长。我们下午去的，所以除了西瓜，别的菜都没得摘了，都是没熟的。大概半小时左右采摘就够了。进门就可以免费尝瓜，大姐很热情，采摘的时候也有人介绍和陪同。瓜真得很不错，很甜，沾刀裂的。作为网红店，价格是比外面贵一些。这里五元，外面可能两元，但是这里主要是体验采摘的乐趣，所以看个人的取舍吧。看网上说有儿童乐园，但是现在已经停用了，有点遗憾，小朋友除了采摘没地方玩，希望可以收拾一下再启用。					,2018-08-05
1_7shenghuo,服务很周到，环境不错都是无公害食品，性价比很高！,2018-08-05
李俊涵love,价格偏贵，而且地方也不太好找。,2018-07-09
楠姐,那天到庞各庄翠芳园西瓜蔬菜地给孙子买俩个西瓜，吃了，觉得很甜。,2018-07-04
Ann,地方挺大，来的太晚，已经什么都没有了，大家暂时别来了，而且转了半天也没看见人。点评没有更新！,2018-07-02
李三岁sara,本来打算去摘西瓜，结果西瓜过季了，老板说8月初可以摘葡萄，15一斤。这趟就只摘了点小西红柿。大棚里环境不是特别好，西瓜烂在地里，苍蝇到处飞，这方面有待加强。,2018-06-29
呵呵_233969,西瓜甜度够，口感好，下次还去摘,2018-06-24
过客_519999,去的时候太热了没去棚里面摘她们刚摘完的我们选了几箱送人用的真的特别甜超级好吃5元一斤感觉贵了点有个儿童乐园但是里面太闷了玩儿了一会儿孩子就一身汗总体感觉一般,2018-06-23
大林,大众点评上都是假的吗？有点被坑的感觉！以后不会再去也不会再相信大众点评。在北戴河就被大众点评拐了一次，没长记性，这次又被坑了，一定会长记性了。😤,2018-06-23
小哲hisa,瓜又甜又沙，好吃，老板很热情,2018-06-18
hsj7325123,朋友推荐的这家采摘～带娃第一次摘西瓜，很开心～除了西瓜外，这里还可以采摘各种蔬菜～给孩子做了一次很好的科普，西瓜真的超甜，就过来的时候有点堵车，来一个半小时，回40分钟建议大家真的要阴天再来，大棚里实在太热了.....走的时候买了香瓜，菜瓜～都超级甜					,2018-06-17
题色,想半天端午怎么避开人流，采摘吧那就。虽然他家人气爆棚，但是人家地大，各种蔬菜都有，全是5块一斤。🍉好甜，玉米也好吃，可惜去晚了没有能买走的了，只是试吃了一下。里面很意外的是居然有儿童乐园，虽然不大，也够孩子玩上一会了，大人可以踏实采摘了，这个太棒了！走的时候买的东西太多，把水杯都忘了拿，还好打电话店家说找到了可以帮我们快递，感谢感谢，我们还会再去的，一定要买到玉米！哦对了，他家有只小狗还没断奶，特别温顺，一堆小朋友跟它玩。这里简直太适合亲子游了					,2018-06-17
小行星321,夏日最应景的水果就是大西瓜啦！西瓜冰过后对半切吹着空调拿勺崴着吃简直是人生乐事之一有木有！这家是我入夏前就收藏了，从来都没有采摘过西瓜，想感受感受，庞各庄咱中国最著名的西瓜之乡在大帝都，不去摘一把咋行，市区卖的好多所谓庞各庄西瓜据说都是假的，是外省市的…这家除了可以摘西瓜每到一个季节都有不同的应季蔬菜可以采摘，如果说光摘西瓜太单调，再采摘一下各种蔬菜就丰富了许多，正好老家儿也爱这类活动，一家人劳动协作互动性也强～赶上一个阴雨的周末，天气预报明说南边有雨，但我想反正采摘也在大棚里淋不到雨，下雨反倒使炎热的天气变得凉爽了许多也有利于采摘，走着！庞各庄也蛮远的，开了得一个半小时多才到，路上也不算堵车，除了后来快到了的一段因为下雨车多点，基本很顺畅。在经过庞安路时，漫漫长路两旁都是一个挨一个的瓜棚，每个瓜棚外都有瓜农的摊位摆满了此时成熟的西瓜，因为阴雨天气，来采摘购买西瓜的人也不算多，当然我们去的也有点晚了，奔下午三点才到，据说上午人挺多的。翠芳园要不叫基地呢，真是好大，他家有N多成片的大棚，西瓜家常蔬菜种类不少，采摘购买西瓜和蔬菜全都是统一价格：5元每斤。就是现在不到季节可供采摘的不多，早上去了好多人把我想采摘的西红柿都采摘光了，剩下了还没熟透的…店家相当热情，一家子对来采摘的游客们热情招呼，进门先切瓜让品尝，现在大西瓜们还都没有熟透，最适合采摘的就是什么6号小西瓜，个头较小皮薄脆甜型，店主说端午后大西瓜品种陆续都可以随便采摘了。我们只在小西瓜的瓜棚里采摘，这里也是店主接待客人的地方，还有很多店主一家子摘好的西瓜、蔬菜，摘不够还可以直接买点装盒走！西瓜不是我想象的满地都是😄，而是被架在藤上了，一个个小西瓜很可爱，采摘前店主说西瓜上系黄绳的就是熟了可以采摘的，系白色绳子的就是未熟的，然后拿着剪刀和大袋子就开始采摘了，因为来的有些晚，好多熟的都被采摘走了，我们也没怎么多摘，摘了6个，也没再多买西瓜，主要是想回家试试好不好吃，回头再去，现在有点后悔了，应该多弄点西瓜啊！6个西瓜15斤多79元；摘西瓜太快，没过瘾，又去摘蔬菜，想摘的西红柿已经被早上来的客人把熟都摘没了只剩下青的…店主说还有茄子和柿子椒可以摘，进了茄子棚，茄子蒂有刺摘的时候一定要注意，我穿着短裤进去也不是很方便…成熟的茄子都超级大，最后摘了三个特别大的，四斤多20元。摘完蔬菜瓜果都是到大厅去称重结账，我们顺势又买了几个采摘好的黄金瓜和甜瓜60元…全程都很欢乐啊。西瓜回家就有裂开的，因为太脆了，放在车里给颠裂了，直接开吃，水分足非常甜，很好吃的说！回头再去准备多摘点西瓜，感觉应该放得住～					,2018-06-17
545928678hao,位置：大兴庞各庄张北路，导航定位很好找。院内环境：西瓜五月每年都是采摘的好时节，院内还可以买其他的蔬果，带娃去非常适合。服务：服务态度很好，很热情。会告诉你什么样的瓜熟了好吃了😋五元一斤，可以买一点送人带走！					,2018-06-16
cute瑜,刚过完年突发奇想去摘草莓，大兴竟然也有，就带着老婆孩子欣然前往。总体还可以，不过草莓的质量一般，采摘的环境也很差，道路崎岖，还是得去昌平，听说还有其他蔬菜什么的，但是已经提不起兴趣了，希望尽快改善环境。					,2018-06-16
AAsophia,庞各庄翠芳园，普实的庄家采摘园，5月庞各庄西瓜快要下来了，农户们都在做好迎接采摘期前的准备，蜜蜂授粉成逐渐被消费者认可，农民不累，消费者得到更优质的西瓜，而因为蜜蜂生长对环境的要求严格，农药等施用，会造成蜜蜂不授粉。因此优质果蔬的评判蜜蜂是一大关键！田园农家小院，生活幸福中					,2018-06-16
潜水员咪咕007,还不错，蔬菜瓜果都五块一斤，可惜我们去时西红柿红的都被摘完了。西瓜免费品尝。伊丽莎白瓜，甜瓜不开放采摘，看着像别地拿来的,2018-06-16
狗是浪子十一,非常好的感受！朋友推荐的来她家，老板娘热情好客，试吃的西瓜随便吃，味道也非常好。以后一定再来,2018-06-15
舞hime,人巨多，网红店算是，瓜其实一般吧，采摘环境也一般，因为人多，服务就那样，问题是太贵了，一样的瓜他们去5元/斤，路边3.5块/斤，所以真没必要,2018-06-13
天宫露西西,"有儿童乐园，西瓜蔬菜一律五元一斤，可自采也可以直接买，就是棚里稍微有点热,特意一小时车程过来，满意的体验",2018-06-06
Alexander孙,慕名而来拔草，采摘体验不错，有工作人员跟随服务！有孩子玩的地方，适合亲子体验采摘！,2018-06-05
Zz...Lzt,里面有个小游乐园比价适合孩子们去边采摘边玩,2018-05-24
木木小,6月初，伊丽莎白和西瓜都5块一斤，特别的甜,2018-05-24
尔雅,现在是吃西瓜的季节😅在大众上看的它家离我住的很近，不愧是自己种的西瓜🍉口感特别好，很有西瓜、味道而且还多汁真好吃😋😋,2018-05-03
equallgu,草莓味道不错，就是价格有点贵，称重的时候篮子的重量都没有去除,2018-02-22
姝晴,还是很喜欢庞各庄的小西瓜，口感脆甜，多汁。在大众点评上查，找到这家。在摘西瓜的时候不小心掉地上了一个，当场就碎开了。这时也顾不了那么多了，我也能体会一次手掰西瓜直接啃着吃了！感觉还真的不一样。一个小西瓜一顿吃了一点都没觉得撑。一进门有几颗生菜不错，还有苦菊和小葱。蔬菜的种类不多，只有玉米，茄子。小胡萝卜还没长大，大萝卜也没熟，花生米有大有小应该还得再长一段时间。甜瓜有两种，据说很甜有酸奶味，摘回家尝尝。					,2017-11-23
楠_4079,脑袋一热不分时节我们去买西瓜🍉。后来去了发现没有西瓜🍉。有红提很甜很甜。导航很准。按导航来就行。季节不对所以为没看见大家说的蔬菜。老板实在是太实诚了，进门时候我问西瓜多少钱一斤老板说15。我真是差点走了，进去一看问了一句🍇葡萄15？老板说嗯葡萄15。觉得也不便宜没敢多买。都包着纸也没有试吃所以不知道是红提，剪下来回了家，才发现是提子。。。(•́₃•̀)还挺甜。。要是知道是提子就多买点了。。老板你这太实在了也。。(•́₃•̀)					,2017-10-10
philips1135,挂着长的西瓜，孩子很喜欢。采摘稍贵3元每斤,2017-10-05
林海涛_920,摘了西瓜什么的。花生老玉米很好吃,2017-10-05
朱大福_8397,服务态度很好，瓜果蔬菜比较多，就是来得有点晚了，下次还来,2017-10-05
dpuser_8464197227,孩子玩痛快了，大人挖痛快了，还会再来！,2017-09-28
miller0201,每年这个季节都要在来这里再次釆摘，只觉得这家的瓜果特别好！,2017-09-24
dpuser_98193074580,非常好，儿子采摘的不想走，西瓜特别甜，特别脆，十一再来,2017-09-24
羽丹旭,一早和老板联系好带家人来采摘，这里好大，老板人特别热情，好的就是好的，不熟的就是不熟的，老板会一一介绍。我们采摘了钵盆满满！孩子玩的很开心……期待11月再来拔萝卜啦！祝老板生意兴隆！,2017-09-23
大海虾,特别好第二次来了上次来摘西瓜这次摘了一堆菜不错菜也好,2017-09-23
西瓜君＊,西瓜超甜，提子也很好吃，菜也特别多，下次还来，态度也很好,2017-09-17
妖精一只桃儿,附近很多的瓜果、蔬菜采摘基地，五六月份去西瓜真不错,2017-08-16
