用户名,评论,评论时间
争青禾,上庄水库有无数家类似的烧烤，看了点评觉得这家还行。结果临去的时候完全被申隆龙溪清泉等各种名字整晕了，也不知道里面有什么故事。周末这里居然有好几百人，可以算得上是人满为患。不过烧烤的流程比较清楚，供应也算到位。就是可乐雪碧很快就没了，只剩一些土饮料（不过想烤串儿喝酒的还是很不错，雪花管够）。肉质一般，冷冻居多。儿童娱乐设施聊胜于无，不过毕竟地儿大，孩子们很开心。小动物就羊互动比较多。乒乓球麻将，扑克牌啥的都需要占，而且破坏严重。卡拉ok基本就是喝多了才敢唱……					,2017-05-28
五月_7460,周末去的人挺多的最好提前打电话预约这样店家能给预留个位置孩子玩的有蹦蹦床秋千滑梯还有土大人看着一般但孩子玩的挺开心的进场后取酒水饮料一人一瓶喝完拿着空瓶再去换烧烤的食材挺丰富的被人拿空后补的也挺快的所以这价格还算挺值的农庄里有个鱼塘看见有钓鱼的还养着鸡羊猪什么的孩子可以带点菜来喂					,2017-05-28
鸭大婶@Breeze,每年清明五一都会去郊外自助烧烤～这次在大众点评看到评价不错就团购了，因为坐公交过去的，下车还有1000多米的步行路程，热情的老板还亲自车接车送，非常周到的服务。自助烧烤的场地挺大的，取食材也有秩序，还有很多可以租的娱乐设备，总之是一次很好的体验～					,2017-05-21
锋狼9,坐车到303的白水洼，老板会开车来接，很方便。环境还不错，园区比较大，可以烧烤玩牌还有KTV。三小时不限量烧烤，菜品内容还算多，鸡肉串还可以，还有玉米、香菇之类的素菜，味道还不错。一行人玩的还不错，吃了之后还可以玩牌					,2017-05-20
封密,自助烧烤品种很多，水果，蔬菜饮料也还算齐全。烧烤区有儿童活动场地，带孩子去孩子玩的很开心,2017-05-17
yy_yuan29,位置还好，农庄可以钓鱼，很大，只不过不知道是不是我们去的时间不对，并没有看见有人组织团建什么的，倒是有人在唱卡拉ok,2017-05-14
Zezac,人气很旺，满满的，烧烤不错，种类不少，肉类吃的不多，感觉没那么好，团队拓展要一定人数才能玩，5月初去的，还没采摘，过段时间可能就更好一些了。,2017-05-07
胖兔兔笨兔兔,很好价位很实惠就是好多项目都没有开很失望,2017-05-06
桃儿啊桃儿,休闲娱乐好去处，值得一玩，支持了,2017-05-03
喵喵叮叮123,真不错，食品丰富，量也足，服务好,2017-05-01
思miss,烧烤不错，自取也有水果之类的，种类也挺多的，娱乐设施也有，就是土太大了。,2017-05-01
梦缘_381,院子挺大，就是如果都是洋灰地就好了，去的那天刮风，满身的土！,2017-04-26
一指馋馋馋馋馋馋,【位置】在沙阳路顺着导航搜就可以搜到路口有挺明显的路牌提示进去就有停车场【环境】停车场边上就是钓鱼的鱼塘旁边还有许多小动物另一片就是一大片烧烤区域面积倒是挺大的就是有一些区域是在土地尘土飞杨的。。可想而知了游乐设施有台球乒乓球都在室外随便玩人多的时候就要排队了也有小朋友玩的一些区域还有露天KTV麦霸可以露天吼一个再里面有一片可以团体拓展区域有拔河攀杆等一些运动项目总之整体是集合吃玩一体的休闲地团购66位全包了吃喝玩乐一整天都可以【味儿】说实话食材种类挺多的吃的喝的但是我不得不说肉不新鲜拿过来都是冻着带冰的吃起来也不香总觉得有土渣子似的一些素菜还可以还有水果黄瓜西红柿什么的种类倒是没的说食材的质量就差点意思刮风的时候最后不要选择这里了。。土太多					,2017-04-23
shanelaily,服务菜品都挺好的，人很多，自然环境也很好，可以烧烤，30人以上赠一只羊腿，钓鱼，打乒乓球，台球，麻将，简易的儿童游乐设施，双人自行车，K歌，素质拓展，CS，可以喂羊，看鸡鸭鹅鸽子孔雀，还有农家乐餐厅，吃灶台鱼，不错的休闲活动场所，下次再来还会考虑这里。					,2017-04-23
Daisy__.小雏菊,节假日去转转，整体效果还可以，园区占地挺大，可玩的项目不少，户外烧烤还不错，小试身手以后再烤串就不怯场了，烤品不少，酒水也很多，三个小时的时长足矣。再说说园内娱乐项目:拓展运动、真人CS、动物园区、采摘园、垂钓几乎应有尽有了！					,2017-04-21
天使中的坏蛋,首先：这个地方好像不叫“龙溪农庄”了，叫“申隆农庄”。通过店铺地图导航的位置基本准确，需要结合店铺所示的文字地址才能准确找到，到了那个十字路口还要往西80米左右路南，有何多车停门口。这个农庄占地面积是真大，各种果树（樱桃、梨，估计还有其他的），现在去的话，有草莓可以采摘，30/斤。农庄里有个专业级鱼塘，并非想象中的小水洼，好像还有垂钓俱乐部在比赛，鱼18/斤，鱼塘对面就有个灶台鱼馆，钓上来应该就能直接炖。和这个鱼塘在一个院子（这个农庄分很多区域，像是一个个独立的院子被分隔开）里的，是一个叫“小型动物园”的地儿，这个动物园还挺逗，一堆大鹅、一大群鸡和一只大狗。农庄里还有一部分水泥“蒙古包”建筑，看起来是可以住宿的。烧烤的品种有点儿出乎意料，本来以为品种会很少，但其实种类挺多的。羊肉串（推荐）、牛肉串、鸡肉串、小腰、鱿鱼、鸡胗、鸡心、黄花鱼、烤肠、骨肉相连、奥尔良鸡胸、馒头片等等等等。水果和蔬菜的种类也不少。吃的还是很过瘾的。配套设施稍微........有点儿尴尬：KTV是很不错的，台球比野俺子还要野出几个层次，乒乓球还不错，棋牌游戏种类微少（三国杀及各类象棋、跳棋），素质拓展那个院子的器材有损坏。整体评价：地方挺大，适合人多一起来闹。烧烤味道还行，属于可以再来的水平。我们去的时间可能还是有点儿早，4月中旬去可能是最好的。					,2017-04-20
enjolly,没以前环境好了，纯粹是露天烧烤了,2017-04-15
yyzs946,很不错的地方，烧烤三个小时吃的很饱。还有其他的游乐设备，露天ktv人太多了，根本排不上，希望多设几个，,2017-04-11
dpuser_13693082076,吃完拉肚子，态度也不是很好.爱答不理的,2017-04-04
淘气红…,还不错吧，适合集体活动，大家一起动手烧烤挺有意思的，不过现在的季节基本没有什么可以采摘的！,2017-04-03
waiting_3550,肉不是纯羊肉，环境不好，失望而归，去一次够够的了！,2017-04-03
倍儿蓝的天,整体还是不错的，很适合公司出游，或是家人朋友聚会。,2017-03-27
Carey笑的,还不错，宝宝很喜欢，吃的也很新鲜，等天气在暖和点带爸妈去！,2017-03-14
菁菁_4346,很开心，店家那边管接送，吃的东西也很干净，就是感觉去的早了些，等在暖和一些去估计会更好,2017-03-11
青蛙思静,单位三八妇女节活动选在这里，因为季节原因，有好多项目都不能玩，但抵挡不住我们满满的热情，K歌、烧烤、拓展、自行车、麻将，我们玩的很开心，老板热情，烧烤种类多，拓展训练也不错。,2017-03-08
依洋老师,经常去！感觉还不错……适合聚会得好地方……,2017-03-02
章鱼_丸子,非常适合单位和同学聚会，价格实惠,2017-01-13
婷婷_710445,领导组织团建，选择了这个地方，下了公交车，农庄的人开车来接，如果是自己去，最好是自驾，要不然不是那么方便，不过里面的地方真的还挺好的，有玩的，有吃的，大家可以自助烧烤，还可以荡秋千，然后我们还玩麻将，唱K。					,2016-12-13
紫碎碎君,去上庄水库，这家烧烤比较方便，团购或者到了现金都行，老板是南方人，食材都挺新鲜的，上的也比较速度，水果跟花生也都不错。院里地方不小，有鱼池，乒乓球，台球什么的，适合朋友小聚，烧烤没限定时间，饮料是一次一瓶，然后换。					,2016-10-14
小满,周末去的，人超级多，虽然有很多免费的娱乐，但是都得需要排队很久，也就只能免费玩一些简单的，各类球运动和麻将扑克等都需要交押金租。都得排队玩。其他的没有什么娱乐项目，都没玩，没开放。吃的没话说，种类很多，吃的撑饱，食材还是可以的。玩到下午才尽兴离开适合朋友聚餐，最好有车否则过来不方便					,2016-10-07
kibu,跟着导航比较好找，附近也有公交车站，据老板说坐公交到大锅伙村站他们会去接，也看到有用电动车往外送的客人。应该是没有以前那么多地方接待了吧，也是由一辆电动车带着我们的车进到比较靠里面的院子。商家主动提出买团购比较值，六十多块又能自助烧烤又能随意玩。台球乒乓球案子都有，有点儿旧了，露天的卡拉ok倒是声音很大，我们去的时候遇上了魔音穿心……儿童区有滑梯秋千蹦床，跟双人自行车的低利用率有一拼。垂钓区不大，很容易上鱼，论斤不贵。烧烤比较出人意料，肉，蔬菜，水果，尽情供应，还有各种饮料啤酒，碳火也给得旺盛。					,2016-09-30
柴雪松,这家是烧烤自助，怎么分类变成采摘/农家乐了？幸亏来过几次，看到团购还在确定还有烧烤就来了。原来就在路口一拐弯的1号院，现在搬家了，从1号院再往前走到4号院拐进去就是，车停在小树林里很凉快，烧烤的地方围绕着一个鱼塘，吃完饭可以钓鱼，鱼竿是免费的。还有人在打台球和乒乓球，唱歌，打麻将。搬到这人少了不少，可能是因为原来1号院处用大字写着龙溪饭店已关门吧，这有点不厚道，明明人家搬到了不远处，给个路标又比写关门费事么？可见是欺负人，可也坑人啊，大老远来了万一找不到岂不郁闷。喜欢这家的原因是没有任何附加消费，凡是冰柜里有的全部自己随便拿，没有了会不断补充，而且饮料是小瓶装的，每人一瓶，喝完拿空瓶换，啤酒饮料任何一种都可以，换几次就看你的容量了。配料也是用完了自己加。店家几个大男孩不像本地人，很阳光很和气，出来做生意不容易，祝他们生意兴隆多多回头客吧。					,2016-09-26
五花肉SAS,各位:图片是假的，请勿上当，外地人承包。一·里面设施那个破，没法说。二·烧烤设备那个脏，烤出来的东西黑的，木炭不是专门烧烤的木炭，烤东西不好吃。三·鱼塘你能掉上鱼的可能性为零。四·门面就是彩钢房，到了你心就碎了。五·ktv就露天那破玩意。六·地面都没铺完。七·老板真怕各位去了吃多了。图片忘拍了，不信可以去试试就后悔了。					,2016-09-02
吃货lilly,还不错～肉还挺新鲜的～台球设备老旧～打了一会儿乒乓球不错～有人在旁边打牌，挺好的～,2016-09-02
贪吃的北京大妞儿,老板人很好，烧烤也还不错，娱乐设备旧了点儿,2016-08-29
毛香香,品种稍少了些，肉质一般，胜在便宜,2016-08-29
马路狂笑二,这个太一般了人太多了肉也是很一般酱不好吃,2016-08-15
海阔天空_621684,非常不错的一次旅行，环境优美！而且设施什么的非常齐全,2016-08-14
ericlee09,整体非常满意，东西很新鲜。饮料管够，天气也不热。不错,2016-07-24
微信_8338,不错。有野外的感觉。下次有时间还是会去的。,2016-07-17
dpuser_18801071362,挺开心的！一天，有吃有喝有玩！很赞！有机会还会再来！推荐！,2016-07-09
杨杨吃草不吃肉,玩得挺全的，唯一缺点就是设施比较旧了,2016-06-28
拉拉拉唔唔唔,适合想烧烤又懒得自己准备东西的同学我们团的66元自助烧烤券包括炉子碳吃的和饮料什么都不用自己准备特别省心肉类种类挺多的鸡翅鱿鱼羊肉牛肉鸡胗鸡心一应俱全都在冰箱里自己拿蔬菜也很多土豆韭菜香菇水果有西瓜西红柿什么的看着还挺干净的吃完也没拉肚子自己烤稍微累点得不停地煽火不过乐趣蛮大的环境就那样吧是围着一个池塘不是河边比较脏一刮风到处都是土烤完了可以去旁边屋子里打打打兵乓球什么的还能采摘地方不远比去个怀柔密云近多了休闲娱乐好去处					,2016-06-27
韩原芳子,自己感受下，采摘另外收费。钓鱼另外收费，看这苍蝇，台球，歌厅，荒废，不建议白天玩，热**了得，拓展训练全是破破烂烂的秋千，66吃自助，唯一不错的是花生，和饮料，可以喝完一瓶，领取一瓶。,2016-06-19
你就叫我晨爷吧,试过不后悔，不错哦……吃货们的福地，尽情享受,2016-06-19
筷到碗里来cc,还不错，能再来。还差七个字，哈哈。,2016-06-16
鹏_513597,不错的自助烧烤第一次自己烤很开心,2016-06-11
败家小魔仙,农庄游戏没有促销活动说得那么好,2016-06-09
奶茶半糖不加冰,老板非常热情，性价比超高，里面什么都有，适合团队前往,2016-06-08
随心而动_2381,烧烤的在河边，其实是围在小池塘边，挺凉爽。玩的地方不大，设备旧，两人车根本不够用。唯一的欣慰就是吊床了，可以在小树林里凉快的休息了。,2016-06-05
djmaomaozhao,吃的不是很好。采摘只有黄瓜西红柿25块钱一斤,2016-05-27
悠然生活_5733,品种较多，其它就不要要求了……只是品种哦,2016-05-25
pig90210,特别差！给吃的特别抠门！差极了！环境真是差中差！据说是几个河南人新包下来的场地，肉全部都不新鲜，是冷冻的！炭火师傅只有一个，比其他农庄不知道差多少，吃饭的地方距离特别远，真是脏乱差啊！,2016-05-23
王小胖丫,清明节和男票，闺女一行人来自助烧烤，人挺多的，就是遮阳的大伞比较破旧，希望商家可以换点新的，不过不影响食欲，第一次自己动手，不太在行，还好有男票，虽然他也烤糊了，还算满意的行程,2016-05-20
甜宝125,环境很好，独立的院子，有很多适合小孩拓展的项目，就是自助的肉类没有去年新鲜了。,2016-05-17
夜神的夜神,环境和景色都不错，可以野外拓展，有一朵顿烧烤自助确实一般，不过绝对对得起这个价格,2016-05-13
sklly_7526,总得还可以，就是那天风太大。娱乐设施都得交押金。,2016-05-11
蔡蔡,总体很一般，虽然地方很大，但里面的大花园一般不让进去烧烤，除非团体提前预定。只能在停车附近简陋的棚子和过道烧烤，交钱买票的地方很混乱，出来也没有人管，炉子还好多地方不让放，拿食材的地方离我们还算近，也要几分钟，其他地方更远了，也就是羊肉还算不错，鸡翅不新鲜，院子里除了小孩玩的，大人基本没什么可玩的，双人自行车就几辆，我只看到我们骑了。吃完就走了，院子里都是车，总之以后不会来了，管理太差！					,2016-05-08
arabella_kk,地方比较大，去的那天下雨的，店家室外ktv转到了会议室，还有室内乒乓球和羽毛球，吃的比较干净，还有一些拓展项目，还有自行车，肉比较新鲜，饮料种类很丰富，都是不限量的，服务人员态度特别的好，距离公交车站特别近，很方便，去的人多还赠了一条20斤的鱼					,2016-05-04
雨月凡星,清明节去的提前一天打电话预约的但好像不用到哪里交钱就可以11点多到的人很多排队交钱就排了20多分钟地方很大但根本没有地方了找了半天才找到一个桌子没有凳子了服务人员根本不管饭点去拿东西基本靠抢得慢点东西就没了品种挺多的看着也很干净环境还可以有一些玩的东西就是最后也没找到鱼塘在哪里如果人少点的话服务再好点的话下回还是可以再来的					,2016-05-02
xieyuan0804,超级好的地环境特别好，吃户外烧烤吃的就是环境嘛，食材也全也干净，供应充足不用排队，吃的这方面给满分，比一般地的羊肉都地道，玩的种类也多，也全免费，没有隐形收费这点最好，总的来说真是性价比之王，怪不得这么高的销量跟人气。					,2016-05-01
刘颖_9836,在太舟坞这边，导航很好找到。30一位，不带吃喝，只提供炉子、盘子和杯子。自己从家门口买的烤串儿带过去烤的。地方很大，娱乐设施很齐全。但是土太多，一天下来黑鞋都变灰鞋了！建议早点去占桌子，抢伞，不然到中午都没有桌子了。					,2016-05-01
bolipaoyu,周末同学聚会，玩的很好，带孩子来的都物超所值，孩子免费，吃得多也有的玩儿。菜品都还不错，虽不能和自己准备的比。树林里有拓展设施随便玩。,2016-04-30
冬天的风马2,吃饭几乎靠抢，真是崩溃。吃饭的地方排烟太差，人太多，像难民营，再也不想去了。,2016-04-25
cris1,地方很大，玩的也多，烧烤很方便，吃的东西很全,2016-04-17
毕涛_8194,还不错的地方，就是管理有点混乱，可能是人太多了吧，儿子玩的很开心,2016-04-12
dpuser_97763310539,场地很大，绿植多，烧烤凭票入场，管理比较好。,2016-04-08
5餐谋,挺一般的主要可能我们也不怎么会烤吧,2016-04-05
一个有双下巴的死胖子,都很一般，没啥期待；都很一般，没啥期待；,2016-04-04
C糖0糖0,还可以，就是周末人好多啊，自己烧烤感觉还是挺有意思的,2016-04-04
CrissLee,小长假和朋友烧烤，环境一般般，肉的品类还算齐全,2016-04-04
淘气小樱桃,之前就和朋友来过，羊肉串比牛肉的好吃饮料也挺丰富的，鸡翅也还行，能唱歌🎤台球，乒乓球，秋千，拓展游戏，总体来说就是店家提供场所和肉，其他都靠自己，搬桌子啥的～就喜欢这种自由的赶脚！,2016-04-03
小雯妞,跟着导航走的，七拐八拐的要不真不认识也没有路标。人还挺多可能正赶上清明小假。烧烤的种类还挺多的荤的素的水果花生全都有。饮料有黑加仑这个让我惊喜了一下～唯一不好的就是环境，土地，一刮风好家伙……手机上一层能见到的土……可想桌子上的串……不干不净吃了没病吧。拿着团购兑换券可以领烧烤架碳篦子。整体来说还是挺不错的，适合朋友一帮子来热闹热闹。他家分两个烧烤区，其中一个还有游乐设施和卡拉OK！往后面走点还有个小池塘和若干桃树，估计再过些日子花开的正旺最好。吃完烧烤还可以去他家第三个院子钓鱼。鱼竿和鱼食在烧烤那地方租，鱼是18块钱一斤，还挺好钓的吧。鲫鱼鲫鱼草鱼也就这些。					,2016-04-02
