用户名,评论,评论时间
奎爷,点评搜索的，入住酒店后就开车直接过来了，今天工作日人不多，进去就开始采摘，夹子根本用不上，大桃基本都在不高的地方，他家的桃个大香甜，不一会儿就摘了近二十斤，不分品种每斤七元，本来还想再摘会儿无奈蚊子太多，临走老板还送了十个大桃，送的桃虽然有些许问题，但不是有摔伤就是有虫眼儿，不影响食用。父母对他家给了很高的评价，觉得老板人不错很会做生意。					,2020-08-25
飞来飞去de琪森,平谷最有名的肯定是大桃了。休息开车直奔平谷采摘，由于工作日路上的车很少，导航新宇桃园位置很准确。以前桃花盛开的时候也经常过来玩，因为新宇这家的桃子以前买过几次，还挺不错的。所以这次专门是为了采摘。真是开车二个多小时，采摘半小时搞定啊。					,2020-09-22
那凉君,今天，在兴奋的心情下，带着两位外地远道而来的创业伙伴来到平谷，他俩带着五年来打光棍吃馒头的积蓄，攒下来想有一番作为，听我说平谷的桃子出名，来原产地肯定便宜，就和我一起来到最源头的桃子园里采购，我们在烈日炎炎下收获了最新鲜的的桃子，在他们洋溢着笑容的脸上，我们仿佛看见了财富密码，看见了发家致富的光明未来！我们喜气洋洋得称了重，7元/斤！我的大哥因为觉得价格低兴奋得蹦上了树！但是接下来，我们的心情从高空垂直坠落！没走多远的摊子，只需要10元4斤，到了平谷城区，竟然只要令人发指的1元1斤！我们震惊了！还好，我的另一个合伙人（藕哥）提醒我们要打起信心，毕竟我们亲手摘的桃子是用鸡粪，羊粪，油渣施肥的，并且老板还送了我们两瓶矿泉水。因此我们不离不弃，不三不四，不紧不慢，坚持我们的创业计划，决心把桃子卖到底！后来，我们筋疲力尽得回到了家，我们的家人从此有一个礼拜吃不完的桃子啦！朋友们还为我们的勇气感到高兴！都纷纷称呼我们为“凯子”！真是令人高兴的一天！					,2020-07-22
余生请多指教,吃平谷桃五年了头一次吃到这么甜的桃太好了大水蜜桃真的太棒了真的不是夸实话实说强烈推荐也会介绍朋友来用矿泉水给洗桃巨甜老板特别热情告诉你到地了就当自己家一样别客气听着非常舒服而且我跟老板探讨种植的过程太辛苦了不是忙活一夏天一年四季都得管理剪枝植树浇水弄糞同样的品种为什么口感不同因为用的肥不同用羊粪对桃的甜度好用化肥和打催熟剂就很省事了但是不懂的人看不出来那种桃不能多吃对身体不好跟你讲述好多好多这老板说的真实在我能保证这家用的绝对是纯有机肥羊粪因为有的树底下铺的能看到以后认准这家了加了老板微信还可以快递比咱们自己摘的好咱们只是体验他们才是真正的行家坏果还包赔交通：路边就是特色体验：爽推荐理由：桃子又大又甜老板确实真实在					,2020-08-16
匿名用户,也不知道哪来的那么多好评，看了评价特意开了一个半小时才到，结果去了只剩了几颗桃树还剩了些挂在树上的小桃，大桃基本没有了本来想带着孩子体验一下摘桃，下边的又小又不熟，上边的很多都让虫子咬了，没办法随便摘了一些。最可气的来了孩子后边不怎么听话，有点闹，在结账时我跟孩子爸爸轮番陪他玩，导致！！！结账前我把有虫眼的桃是挑出来了，他们在我孩子轮番喊爸爸妈妈的时候，趁我们没注意，全部放回去了！！！我们花7块钱买了一堆小桃！！加一堆有虫眼的烂桃！！！一共花了270！！！最搞笑的是老板说话很大方！很客气！比自己家亲戚还客气！！你们随便吃！你们随便摘！黄蟠桃也买了2盒，到家放了没两天都坏掉了！这样的质量和歪心眼！怎么的就能刷这么多好评！！					,2020-08-17
狷介幸运妞儿,城区开车一路畅通，接近桃园不少路边摊售卖应季水果蔬菜，若干摊位也有采摘项目可选，道路两旁结满果实的桃树映入眼帘，一番喜人景象！打电话给负责人开车接洽，开了两三分钟即到，入园随意挑选，采摘每斤7元，入口处有盒装黄油桃大概是十块每斤。桃树不高，硕果累累，店家服务态度和蔼可亲，家人满载而归！					,2020-08-03
芊妈,位置：就按点评位置，高德导航特别准介绍：下了京平高速，路边就好多桃园。按点评排序，这家人气，排名极其靠前。按位置导航到，路边停车，给商家电话，很快蓝色小飞度打着双闪过来接人。停路边，下面就是桃园，说实话，人有点多，桃子一般，种类不是很多，但自己动手采，一手拎桶，一手拿杆儿。这个方式还是很新鲜，孩子体验下挺好。摘了10斤，门口又买了品种好的蟠桃和水蜜桃，20一斤，15一斤。					,2020-07-19
瘦吧~皮卡丘,平谷是大桃之乡，趁着周末有空，过来采摘。位置很好找，沿着崔杏路走就能找到。店家很热情的招待。tips：车可以开到地里面，采摘过程不会累。特色体验：摘了久保，真好吃。黄金蟠桃也特别甜。推荐理由：周末一起跟朋友来采摘，既能收获绿色，又能放松心情。					,2020-08-15
小剁0713,特别棒的自驾采摘园。我们是跟着大众点评找到的。果然特别好。老板哥两特别会做生意。人也很nice。我们选择了自己摘桃。小朋友玩的很开心。果园的大爷也特别特别好。最后还送了我们好多桃子，还有免费矿泉水。真是特别感动！强推！					,2020-09-23
馋坑儿,从来没有到平谷采摘过大桃，今天来尝试一下。提前给桃园主人打电话，因为桃园有好几处，需要有人带路才能找到适合采摘的园子。现在是油桃和离核的13号。我们喜欢黄油桃，就去那个园子里摘了。园主超级贴心，提供矿泉水可以洗桃，边摘边吃。他们家的黄油桃是甜香甜香的，味道浓郁。摘了一个，已经软了，应该算树上熟，一口咬下去，桃肉软糯，满口汁水，香甜的桃汁经过口腔流入喉咙的感觉太美妙了连不爱吃桃的老公都赞不绝口这次摘了十斤，估计三四天儿就吃完了。下周打算组织闺蜜再来采摘一拨儿					,2020-07-21
Sonana,老板人特别好，很热情，去的时间段正好没什么人，包场摘桃的感觉特别爽哈哈哈，还有个阿姨来教我们怎么用摘桃工具，桃都很大，本人超爱吃桃，咔咔就是摘，闻着就是满满的桃味，唯一是没摘多久咬了一腿包，建议提前喷点花露水。					,2020-09-04
瑄瑄大宝贝,地理位置很好找，老板会在路边接人，据说有很多冒充的我们一家老小去摘的桃子，老人、小孩都玩的不亦乐乎，采摘可以免费试吃，娃娃特别开心，迟迟不愿走，当然，环境很干净，没有想象中会弄一身的桃毛~哦哦哦，还有地边上的井水，特别凉爽					,2020-08-22
匿名用户,位于平谷区的宇新桃园环境很优美，老板及家人很热情。这个时节虽然进入了采摘的晚期，但是仍有许多成熟的大桃挂满枝头，老板让我们尽情品尝，这又脆又甜的大桃完全是那久违了的味道！我们即兴摘了满满一大桶惹人喜爱的大桃。在大众点评团购，价格很实惠。					,2020-09-25
茉莉花开香满天,亲们要去平谷去采摘大桃工作时几乎每年六、七月份都要去平谷教工疗养院对采摘大桃没什么太大的兴趣不过这次疫情，无论是最初的、还是六月份再次升为二级的，平谷地区一例都没有，是大桃林起的作用吗亲们买回来的桃子可太好吃了快吃完了，盒子里就剩这么点儿了一定要再去！					,2020-08-06
酸酸甜甜的酱酱,过去之前给老板打了电话问了能采摘的桃子品种，按照导航很好找，老板门口准备了矿泉水，可以洗桃子，尝好了哪甜摘哪，带着老人、小朋友摘的乐趣大于吃，老板热情实在，老人想折一根桃枝，老板带着折了两根，必须点赞					,2020-08-28
He_390,桃子非常好，不是离胡的，但是又大又甜。导航的地方，老板说桃子摘的差不多了，还特意带我们到了另外一个桃园去摘，我们摘了10多斤，基本上两三棵树就够了，看好了再摘，不要浪费哦。老板说也可以订快递送到家。一直到10月份都可以去哦！					,2020-12-01
难寻忘忧草,桃罐头很好体验很足亲自体验摘桃,2020-09-21
静小文儿_7599,平谷大桃声名远扬，个头大，新鲜，甜老板很热情,2020-09-14
朦朦881103,环境还不错、大哥也很热情、给拿了两把伞、进去就给摘了几个桃子、先尝尝、很甜不错,2020-09-14
小魔女Mona,桃子随便采摘，老板人好桃子自然更好吃～临走时还摘了蔬菜赠送！推荐！推荐！推荐！,2020-09-11
OK,这是在特别愉快的采摘，他家的桃子每个都特别好，有冲眼的小哥还都赠送了，还能采摘一些蔬菜免费送，就算不能采摘的朋友也可以联系小哥快递到家，我和老婆摘的不亦乐乎，真的好开心，下次还会再来，也祝老板生意兴隆。					,2020-09-08
水晶苹果,老板人特别好一直说当自己家吃没事哈哈桃子🍑也特别好脆甜脆甜长得还特别漂亮价格也合适～导航完给老板打了电话出来接我们带我们去🍑园最后还送了好几个红油桃～～想要采摘的可以来哦放心实惠加了微信以后老板还能给快递～特别注意⚠️千万别穿短裤腿被蚊子🦟咬疯了哈哈					,2020-09-06
dpuser_7097934815,特别棒的桃园，是我在北京吃到最好的桃子。园子里地上都是人们扔的不合眼缘的桃子，看的我挺心疼的。虽然不用花钱买，但是扔到地上毕竟是浪费。希望大家采摘的时候挑选好再摘，避免不必要的浪费。老板是个年轻的小男孩，特别仗义，临走还送我家小朋友一些桃子。					,2020-09-06
饕餮,额我没拍照因为只是进去看了看几个小伙子倒是挺热情的让我们先尝尝我们进去随便摘了一个尝了下其实这个时候桃儿已经不太好了不甜而且里面还有些糠了老板说7块钱一斤我们觉得不好吃就走了以后赶上好时候再来吧类似的采摘这附近很多很多					,2020-09-06
Holiday,来平谷沾沾福气好吃😋的大桃必须摘回去，第一次见黄蟠桃，好吃😋，久保刚摘下来有点硬，放两天就很好吃啦，到附近给老板打电话，会来接，直接到桃园，还有桃子罐头，也好吃😋，还可以加老板微信直接发快递，很好					,2020-09-05
果妈,晚九桃，水分多，甜、香口味，喜欢脆的还是软的，现场按自己爱好摘。园主人很好，很实在，明年再来。,2020-09-01
Double_L小花,桃子很甜，价格实惠，老板热情周到，下次还去,2020-08-30
小祖宗啊,服务很到位，开车带我们去开荒的桃林，里面的桃子个个很大很饱满，是吃了一个香脆可口，喜欢吃软的可以放几天捂软了再吃更加好吃😋还有自己做的桃罐头也很好吃头走的时候买了几罐自己吃送亲戚朋友也很不错,2020-08-30
饭团CAT,桃子特别特别的大，特别特别甜老板人很好，到了桃园，各种桃子请你尝遍，相中哪个吃哪个，价格合理，老板人特别好，桃子都很大很好吃～已经去过好多好多次～近期还要再去,2020-08-29
天天吃好吃的,特意来平谷摘大桃～桃子又大又甜～一下子摘了好多，回家慢慢吃吧,2020-08-23
eileen,第一次体验采摘大桃，有趣，桃子可真大啊,2020-08-23
煎饼君不能再吃了,采摘院子挺大的桃挺大的很新鲜味道不错价格也便宜,2020-08-22
匿名用户,现摘的新鲜大桃子～～就是特别棒～,2020-08-22
王哈哈,服务很好桃子味道也不错出来还送了几个品相受损桃,2020-08-17
jia383221,桃子非常甜，老板非常热情。还送了很多。,2020-08-16
Sehy_Vivi,我没进去亲自摘，一走近就浑身痒，他们给摘的，🍑挺好吃的，挺甜的，大老远100多公里来这里买桃也是醉了，挺晒的，也没见人亲自去摘，周边有啥好玩的呀，跑过来摘个桃就走了，太不划算啦，周围卖桃的也很多慢慢看吧					,2020-08-16
sandy_21。,周日和朋友约着开车来平谷摘桃，店家服务很好！提前电话联系的，现在的品种是大桃久保可以摘，大众点评有券和现场一个价，5斤35元～桃园在路边不难找，店家提前在路边等，领到桃园里，有桶和摘桃工具，桃儿挺大的，4人摘了20斤😄					,2020-08-14
小韡韡,成熟的桃子是软软的那种品种，不是很甜。。没去过别的桃园采摘，不知道这个大不大，感觉不大不小吧！约二百平吧！孩子还是挺喜欢的，桃树顶端基本没桃，都在下端多。桃子全红的很少，基本都是一半红，一半白。自己找不到地方，给店家打电话来人接的。					,2020-08-09
百海至尊,一进桃园，桃香与泥土混合出的田园味道，使人深处大自然一般的轻松畅快。密密麻麻，排列整齐的桃树上，棵棵都结满了粉粉嫩嫩的桃子，随手一摘，便轻松下来，如果你实在忍不住，你还可以边吃边摘，但注意可别让鲜嫩饱满的果汁流到你的衣服上哦。					,2020-08-08
匿名用户,新鲜的桃子，毛桃，油桃，都是杠杠的，现场吃到饱，大叔和阿姨都很热情，装袋子的时候都是一个一个的挑选，然后装好，特别有责任感，因为要上飞机的原因，大叔把硬的桃子都是放在下面，软的桃子放在上面。非常棒的体验					,2020-08-03
郭贤夫,他家油桃是真滴好吃，好甜好甜好甜，虽然7块一斤在平谷这个地界儿上贵了点但是味道是真的不错，而且老板人很好很热情，直接拿了一个大桃洗洗让我们吃。里面的采摘和外面直接买一个价，都是7元一斤，感觉还是很合适的					,2020-07-31
云淡风清_5045,交通：顺着导航过去就行，大马路边就是。特色体验：采摘了红油桃和早14号，离核的。两种都是7块钱一斤，我们一家人去的，摘了20斤，回来吃了一周都没吃完，摘太多了，哈哈，不过体验很不错，树下空间蛮大的，有风也凉快，慢悠悠的摘，心情很好。					,2020-07-31
ellen10000,一年一季的采摘又开始了平谷就是一个世外桃源桃花开的时候太美了欣赏完桃花，很快就到了果实丰收的季节平谷桃是很有名的，口感很好可以自己摘，也可以直接买，反正就是满载而归好有成就感					,2020-07-29
dpuser_6044531419,差到爆炸怎样才能凑够100字？没人招呼没人管，满园一地烂桃子，千挑万选摘了长得还不错的桃子，一点不甜，而且发干，只好泡酒用了，倒了酒以后进入会漂起来，这就是传说中的康了吗…大众点评五星不知道怎么来的，不推荐					,2020-07-29
乌拉梨子_9205,严重谴责。今天和两个朋友去摘桃。商家把我们带到了一片桃林，大桃一个都没有了，还说只能在这摘。碍着朋友面子，我也没办法，只能在那摘了。真心是坑人呢！还不如路边买点。这么做生意行不行啊？这家是一个桃林，还是层层转包？					,2020-07-27
小可爱,桃子🍑很甜，老板很nice，值得一去,2020-07-25
嬅嬅送给你,因为疫情，很多商家不接受现场采摘了。开车路过，这家就在马路边，桃子又大又甜，往园子里走，还摘了很多野菜。,2020-07-25
wl8123,桃子味道还可以，但是核儿很多都是坏的，还有有虫子的，我采摘的是久保。,2020-07-24
xoxoxoo,朋友推荐的，桃子种类多，味道也好，够甜，来了好几次了，小伙子服务非常好，，以后采摘就认新宇桃园了,2020-07-24
马布里,亲近大自然，就是有些热！要早去，不然太热了,2020-07-23
A.M.X丹丹,大红蟠桃工作之余，姐姐带着孩子去平谷桃园采摘的大蟠桃，桃香阵阵，每一个桃子都很鲜甜，今年虽然有疫情，但丝毫不影响对桃子的喜爱，不少人前去采摘，感觉自己摘的桃子更好吃更甜，摘回来放冰箱凉了吃更爽口香甜，闲暇之余可以跟着朋友或家人一块去哦					,2020-07-21
梦想成为瘦子的胖子,打电话，老板人很好，可以来接或是领路，园子里桃随便吃平谷桃子还是很不错的，采摘的也很开心，不过，大部分树的果实已经没有了，有摘好的整箱，摘了10多斤，后来又买了一箱蟠桃70元，蟠桃很甜，也比较软了，需要赶快吃，送人也是不错的。					,2020-07-21
匿名用户,跟着导航走的到了地一定要注意确定是不是新宇的人一般来说都会有人开车接你的而且路边的小摊小车都不是但他们会说自己这就是新宇（新宇从不摆摊儿）至于人嘛可以说是很热情了不管再忙只要你找不到位置肯定会个年轻小伙开车接你。（（（千万不要像我一样）））第一次去被截了胡他家导航的位置已经采摘完了需要提前打电话询问新的桃园🥰					,2020-07-20
寻觅舌尖美味,交通：交通物流公司，采摘完物流发货很快，1天时间即可到达。特色体验：不用你动手他们帮你采摘。推荐理由：省心还能吃好吃的桃子。桃子运回来有软的有脆的，只不过物流快递小哥有点暴力，运输途中扔箱子把桃子磕坏了6个桃子。味道：味道酸甜可口，真的很好吃。					,2020-07-20
会飞的河马,这个季节去平谷摘蟠桃最合适，一个月后才适合去摘久保和十四号。不管摘什么桃子，店家说最好吃的都是树尖上的，所以决定采摘的话一定要记得跟店家要梯子，还有钩子，可以勾到上边最好吃的。这个季节的蟠桃，平谷的比较大，不虚此行了。					,2020-07-19
jadeliukun,在家实在没意思，专门开车来怀柔摘桃子，现在久保还没下来，只有蟠桃与油桃。店家人豪爽，门口有矿泉水可以洗桃，随洗随吃，店家说：没吃中午饭的来这儿摘桃吃。桃园有摘桃的工具，小孩玩的不意乐乎，一边儿摘一边吃了3个。地上也有不少摘下来人不要的桃，所以说采摘的确单价要高一点儿					,2020-07-19
ecto,非常好的摘桃体验，老妈第一次用工具摘桃，把她乐坏了，桃子特别大，而且特别红，看着掉在地上的桃子太可惜了！不过地点有点偏移，大爷的小儿子开车带我们找到的。7元一斤还是非常值的，就是可惜没有蟠桃了！下次再去！					,2020-07-19
dustingao,交通，导航可以直接到，到了打电话有人在路边迎。没牌子不知道为什么。车停路边就可以进桃园摘了。我们去的时候只有蟠桃。最好上午去。要不去晚了大的都被摘了。带小孩去就是为了玩。还不错。大个的桃子很甜，很好吃。价格也合理。					,2020-07-16
栋梁81,好吃不贵，当然会比路边的桃子贵，毕竟采摘嘛。整体都很好，来他家人也很多，可能都是看着点评第一去的，其实没家都一样，都是平谷大桃，只不过网络营销做得好坏不同，这个院子也很大，但是人有点多，其他路边桃园规模小一点罢了。					,2020-07-16
大户,第一次去平谷摘桃，采摘园在道边上，有人站在那里招揽客人，挺好找的。园子里面积不太大，几亩地的样子，桃是七块钱一斤，但都是小桃子，不是大桃品种。店家还给准备了摘桃器，挺老长的一根棍子带抓钩的。感觉还不错！					,2020-07-13
kelseyfu,桃源很大，但只能摘蟠桃，油桃黄桃都在庄里，因为疫情进不去，都是老板从庄里拉出来，70一箱，称的话差不多十来块一斤，价格相对贵一点，品质还不错，三种桃都很甜，口感不一样，老板的服务也很热情，到了就随便吃，带孩子来比较好玩					,2020-07-12
匿名用户,今天去采摘，在大众点评上随便搜到的一家，评论都说不错于是抱着试试的态度去了，到了地方找不到，给商家打电话，老板亲自来接的，到的果园老板还给顺便普及了桃子采摘的季节和品种，很长知识，不得不说桃子太甜了，让我找到小时候满屋桃子香甜的味道，可以说现在在城里的市场买不到这么甜水头够足的大桃，太好吃了，老板说下星期才是蟠桃采摘的最好时间，于是我们约定下星期再来一趟。					,2020-07-12
zrt86,很不错的采摘园，兄弟俩很好，满意的一次采摘。,2020-07-04
李德伟,服务很周到，热情的招待，桃子🍑又大又甜还有个菜园子，摘了点菜，第一次采摘就遇到这么靠谱的商家，真的特别开心，以后会常来，和朋友一起组团也是不错的选择「桃子采摘5斤」,2020-07-04
大齐格飞飞,桃子很多，就是个头有点小，服务很热情！,2020-06-28
尛瘋zii,服务周到，老板想的细呀，我们都感到欣慰，这次的钱💰没白花🌸，也许一个店能做大做强，跟老板有直接关系，跟服务周到有很大关系，哈哈，加油(ง•̀_•́)ง，我们自己拿的德州扑克，垫子太小，老板正好有一个大的，拿给我们用了，玩的畅快					,2020-06-15
辛然降林,桃园里的桃子很多，挂满了树，主人很友好，会帮着准备用具，在桶里垫上叶子，避免仙桃损坏了，还会帮着把采摘下来的桃子提出去。品种有蟠桃和久宝，很大，口味也不错，摘得时候最好仔细观察一下。有的会熟的太透了。很遗憾没有摘到黄金蜜，她家黄金蜜特别甜。只吃到了仅剩的一个。					,2020-02-14
有木有便宜的,中秋收到同城邮寄的一箱桃，正常存放两天后一箱坏了四个。卖家以我储藏不当为由拒绝赔偿。我问卖家同时寄来的为什么有的桃子没坏有的就烂了，我说只能说明你寄给我的桃本身就有伤，不然能两天就烂？！难倒你家桃子就两天保质期吗？这种两天都放不住的桃试问谁敢买？这你到哪都说不过去吧？卖家还振振有词的说赖我自己储藏不当，说不知道我是不是洗桃以后再来找他索赔，真是无理搅三分，毫无诚信！各位买家擦亮眼吧，卖出去就不管了，不讲信誉的商家，以后谁还敢先给你钱后让你发货，桃园有的是，基于信任选择买你的东西，你却拿客人的信任当成儿戏毫不顾忌，不懂经营之道在于诚信和口碑，能走的长远才怪！					,2019-12-14
追忆,桃子是真的好吃，价格也不贵，服务态度也很好～唯一就是地点不太好找，需要打电话提前联系。他们给提供工具，摘完了还可以临时吃，提供矿泉水给洗桃子，推荐推荐～就是地里有点脏，最好带双好刷的鞋，特别容易猜到烂桃子🍑不					,2019-11-28
dpuser_43453569434,8月中旬来的，正好赶上巨蟠熟了，我以前本里不太爱吃桃子的，但他家桃子真的好吃，又大又甜，老板人也超好的，没那么多事儿，而且超级乐于助人桃子种类很多，来之前联系一下老板就行了，看看可以采摘哪里的，好吃好吃！！而且价格合理～～～推荐大家来呀～～					,2019-10-21
dpuser_8117627357,之前去采摘过，价格比较公道，老板人挺好，采摘边上的水是真凉，大热天洗把脸人舒服,2019-10-13
6655开心快乐,去那边玩，到处都是采摘，随机进的一家，桃子特别大,2019-10-08
爱吃的水果,九月底去的了，过了平谷桃的季节，有水蜜桃，自己采摘可以挑自己喜欢的，还可以边吃边摘，价格也不贵，郊游不错,2019-09-28
暴力熊_2463,去的时候天太热了，但是不枉此行，桃子超级大，口感非常好，下次还会去哟,2019-09-16
匿名用户,[特色体验]自己体验摘桃过程[推荐理由],2019-09-16
阿大,[交通]，交通方便[特色体验]，桃子，利，平果。[推荐理由]，自己可以摘，,2019-09-15
dragonflyinrain,水蜜桃很好吃，交通便利！老两口和闺女很热情！,2019-09-14
蓝色骨头,真不错，摘了很多桃，很好吃😋,2019-09-06
dpuser_5096967406,桃子真的很红很甜，吃完还要再买两箱。,2019-09-05
烁烁,真的太好吃了，这是我这辈子吃的最好吃的桃子了，他家桃源的位置好找，小伙子很帅，服务很好，非常圆满的一次体验，下次还要来,2019-09-05
