用户名,评论,评论时间
shirangxin,早上九点半开始，主要是奔着钓鱼虾来的，孩子玩的很开心，提前联系约的饭桌，还可以自助烧烤，钓的小龙虾也后期加工，钓的少不够吃，元气满满的一天,2020-10-01
Sunny,初次体验垂钓好玩，孩子大人都挺满意，美女老板服务体贴周到，还能喂可爱的小动物，自在～,2020-10-09
hkwbting,清明小长假放假第一天，正好赶上开业第一天，可以钓小龙虾，钓鱼，喂小动物，适合小朋友玩！大人很轻松，在边上晒太阳！,2020-10-22
相识在初秋,今天上午去的，人不算多，娱乐项目齐了，钓鱼，钓螃蟹，萌宠乐园，骑马等。反正大人小孩都有的玩，老板说4月3月正式营业，而且来腰提前说，怕没地，期待开业时再去,2021-04-05
匿名用户,休闲娱乐的好去处，工作之余很好的放松,2020-10-07
mianbao_shu,跟着电瓶过来的，孩子一直嚷嚷钓螃蟹，离家很近，三十分钟的路线不错，方便。池塘里钓螃蟹，一人一个杆，早上人很多，下午人会少些，还能自助烤肉，不错现在这天气螃蟹公的多，母的少，要有足够耐心才能吊上，一下午收获不多，也算略有遗憾。周边有采摘，喂养小动物！还能捡鸡蛋，适合亲子活动，也适合家庭聚会。唯一不足的路边没有指示牌，门口不明显，差点开过路！					,2020-10-05
匿名用户,最近很火的一家店，就在青云店，我看离大集不远，大集听老板娘说今年不开了。钓螃蟹来这家店两次，第一次是上午，很好钓，有公有母，周末人比较多，超负荷，店里根本顾不过来，乱一团，第二次是下午，钓了两只，大概有七八波人一起钓，就我们钓出来两只，有一家子一下午没钓上来，气的说离天黑前赶紧走，去买点。但是螃蟹到快天黑的时候就会上岸，直接捞，小孩子玩也有意思。店还是不错的，老板也是善人，一下子火了人多了，体验感下降。希望越来越好吧。					,2020-10-11
810自由女神,哇塞！这个地方，满足了我所有想干的事！钓了螃蟹，挖了红薯，刨了花生，摘了好多的菜。钓螃蟹挺有意思的，很好上手，一个多小时钓上来13只。螃蟹口感也很好吃！特别要感谢这里老板的弟弟，一个健谈的小伙子，我家车没有电了，打不着火，他带着我家老公去村里借了工具1，车修好了，要不我们找救援可就费劲了。还有就是她家这鸡蛋，特别好吃！会再来的！					,2020-09-30
sophy_cnn,导航走京台高速，跟着导航走很好找。上午9点多到的。人还不多，中午人会比较多。想多抓螃蟹要早点来奥。可以自带捞鱼网子，螃蟹还比较好钓。也可以钓鱼。农场还有各种小动物，猪，兔子，鸡鸭等。带小朋友来非常不错。午饭有一锅熟，摊鸡蛋，炖鸡，菜品种不多，能吃饱。小朋友说下周还想来					,2020-10-17
小宇哥670027577,第一次体验钓螃蟹。太难钓了。这螃蟹太聪明。于是耗到晚上等着螃蟹自己往上爬。院子里还有兔子，猪，羊，狗狗，还有一只神出鬼没的猫。自己可以带胡萝卜和菜来喂。还可以捡鸡蛋鹅蛋。鸡蛋是柴鸡蛋，还有大白菜和红薯。不过来的晚了都被摘光了。可以自己烧烤，也可以点菜。推荐溜娃一日游					,2020-10-17
XZ121,导航位置很准没有导航可能真找不到老板人很亲切螃蟹个头也很大大众上团45一斤调螃蟹的杆10元不限时最后租金退还螃蟹可以直接加工也可以带走老板说早上和晚上螃蟹最好钓（捡）中午下午有些难搞旁边有采摘园蔬菜水果还能捡散养的鸡蛋适合遛娃的好去处					,2020-10-11
朱大福_8397,一定要提前预约！！！提前问了老板，九点开门营业，我们8:50到的，但是！！！蟹池子围了小半圈的人了，晚到一会就没有地，没有抄子，没有钓竿！蟹池子不大，但是蟹不少，时不时的就能听见各种欢呼声（钓上来了！）临近饭点，就看见老板各种忙，一定要提前跟老板点菜！有各种大锅菜，也有烤串！20/人，50/套烤炉、炭火、小料，50/鱼竿/把，20/蟹竿（10块押金、10块使用费）					,2020-10-05
我是小猴子,钓螃蟹小达人～战果哈哈哈哈，大家值得一来！巨赞🏻老板人超级奈斯，可以提前给老板打电话预约，老板会给合理安排时间哦～后边院子里还可以掉小龙虾的、其次院子里的狗仔超级乖，可爱，不认生～还有一只灰色的小猫咪🐱，小朋友追着到处跑很是开心重要的是可以在店里吃饭，炒菜，烤串都有，串儿巨大，肉🥩嫩，螃蟹也可以加工的哦～					,2020-10-11
眼镜先生,之前年年去蟹岛钓螃蟹，今年特意在点评上查了下，发现了这家店，开车四十分钟到地，钓了一个半小时，一共十四只，不到三斤，很不错的体验，旁边还有只可爱的小松来回转悠，但没看见传说中的偷鱼猫，中午自己烤的串，店里就老板和老板娘两个人，忙来忙去确实很辛苦。					,2020-10-01
匿名用户,简直差到你不能想象，一堆不专业的服务员，就在那说忙，没见干啥啊，桌椅板凳都是自己弄的，连上一桌吃完走了，是我们自己收的，然后自己擦的桌子，铺的桌布，最夸张的是茄子辣椒直接从箱子里拿出来，拆去包装，没洗，直接切了烤，钓小龙虾太贵了，也是他们买了放进去的，我们肯定是不会再来了					,2021-04-07
dpuser_4283147958,周末带着孩子找地方，在大众上搜到有钓虾的就来看看。院子不大，中间有两个池塘，周边都是桌子和碳炉。炉子带碳50一套。烤串羊肉5元一串，不建议大家点脆骨，超级不好吃，烤熟之后不知道上面那个酱是什么。鱼豆腐还好，玉米是煮熟又冷冻的味道还可以。羊肉太肥腻。好的是可以单点菜。价格小贵。自己去点菜，交钱，端菜。口味一般。周边有小动物可以喂。30一份胡萝卜🥕。环境嘈杂。有些乱和差。一刮风都是土。人多之后各种垃圾往池塘里飞，也没有人清理。小孩子可以喂个动物，捞鱼30。钓小龙虾5斤以下50一斤，5斤以上60一斤。我也不知道怎么算的。他家院子真心不大，承载量最好不要超过十户。体验不是很好，以后不去了。					,2021-04-07
freeze1900,老板热情…钓虾好玩…烤串好地方…什么都不用带…全都有…很方便,2021-04-07
匿名用户,服务周到环境优雅食物新鲜好吃美味和同事一起聚会非常开心下次还继续来棒！！,2021-04-06
迷人小高,晚上最后一家去的，环境很好老板也很热情。半个小时左右钓了一斤小龙虾，好吃好玩，推荐,2021-04-06
白夜_5236,迟到的点评，带孩子特意来钓螃蟹人很多说是钓螃蟹其实是抄螃蟹可能我们赶的时间不对一个没钓到好在孩子很喜欢,2020-12-26
王智星_2770,交通：大兴青云店，周末可以带孩子去钓螃蟹！！免费停车钓鱼钓虾钓螃蟹，还可以捡鸡蛋，挖红薯挖花生挖土豆摘梨，足玩一个周末！炉子炭火20元，可以自己带肉吊杆+诱饵20元，螃蟹45一斤还可以哈，主要是乐趣。加工费20。					,2020-11-16
诚成,节假日人超多，一定要提前预约，不然去了没有饭吃。螃蟹有大有小，但真的很不好钓。咬钩后要慢慢用网子抄上去。而且因为天气凉了螃蟹都在池子中间，基本趴着不动，真的很难钓到，如果中午想吃可以去厨房后面的池子里捞，有零散的几只也不多。反正不要奔着钓很多螃蟹来，就是过来吃个农家菜，乐呵乐呵					,2020-11-11
皮揣子大萌,地理位置有一点点远，高德导航可以直接搜索到，钓螃蟹也是个技术活儿，钓了两个小时就三只，其他都是岸边逮的。哈哈～钓不上来就没的吃了！农家菜味道不错，还买走了只大鹅！5月初还有龙虾钓，9月开始到10月底螃蟹就结束了！快点来玩吧！					,2020-11-06
jzyuan1,跟着导航还算好找，停车场较小，去的晚了没有停车位。要了两个螃蟹杆，钓了半天一个没钓到，加钱换了鱼竿钓鱼，给的鱼竿浮漂竖不起来，一个没钓到，可能人多，老板很忙，顾不过来，几乎都是自己找。中午吃饭味道还行，柴鸡好吃，一锅鲜面多有些硬，室内的吃饭区卫生也一般。本来想捡鸡蛋，看了下环境还是算了，太脏了，可以喂兔子，猪，羊，也算是有特点，儿童滑梯很脏，基本就是看看。总体来说，商业开发的不错，钓到的鱼20一斤来说价格太高了，鱼以鲫鱼和鲤鱼居多。菜5块一斤，与其他家3块一斤相比也偏高。体验下就行了，以后应该不会去了。					,2020-11-01
被欺负小孩,看了大众点评种草好久了，就想带孩子和老人老体验一下。老板很热情，今天的收成真的不小，孩子很开心，尤其是钓上螃蟹的时候很有成就感。他家还能采摘、捡鸡蛋，烧烤、农家菜也有，可以空手来，满载而归。想来的赶紧，天冷了老板就该清坑了。					,2020-10-31
匿名用户,老板看小朋友摸兔子，就问买不买兔子，不买别不让小孩摸小兔子！之前也是看到很多小兔子，和小朋友和小兔子的合影才去。不买鸡蛋也不让进鸡棚。服务态度不好，吃饭桌子都得自己码放，到处都是臭大姐和土，很脏，清理不到位。哪里都爆土扬烟！如果不吃烧烤也没几个菜可点。每个烧烤挨着很近，过道都快没了，小孩跑来跑去也容易被烫到。					,2020-10-31
Lufangbo,服务老好了，可以钓鱼，可以烧烤，老板人还好，特别推荐，经常去！,2020-10-30
贪吃兽小乖,小孩玩玩还行，螃蟹不太好掉，串串可以单点自己烤还不错,2020-10-30
又又44,能烧烤能钓鱼能喂小动物很好。带孩子玩玩很开心,2020-10-28
匿名用户,抓了螃蟹，钓了鱼，捡了鸡蛋。孩子们特别开心！,2020-10-25
匿名用户,九点开门就到了，感觉像承包了整个鱼塘，早上螃蟹还挺容易钓的，孩子确只喜欢沙坑.........又拔了点葱和菠菜,2020-10-25
请叫我贾贤惠,钓螃蟹挺好玩，老板热情，还能代加工，建议大家工作日错峰来玩,2020-10-25
匿名用户,特别推荐这家农家乐可以钓鱼钓蟹自助烧烤采摘应季蔬菜还有很多小动物是一家休闲娱乐的好地方,2020-10-25
晓_578171,不错的选择钓螃蟹好去处还有迷你动物园,2020-10-25
fangxilingzi,这地挺好玩，带孩子体验农家生活很不错，钓螃蟹，摸鸡蛋，各种小动物，很不错！,2020-10-24
匿名用户,又到了一年一度的吃螃蟹🦀️季节在网上无意间发现了这个地方还可以钓螃蟹，出于好奇看了点评就来了。交通：按着导航走路从家出发快到时候不是很好走，车底牌低的一定要注意正好赶上十一小长假去的，人是真心多环境真的是挺差的乱七八糟，去了店家根本没有功夫搭理你，叫了半天租了个杆子钓螃蟹，钓了一下午一个也没有钓到，最后放弃了。咬了好几次钩也上不来，拿那破网也捞不上来。没劲，下次不会再去了！体验感极差！					,2020-10-24
咖啡酱酱,十一时就想来，打电话大姐说人太多别来了。这里的蟹是店家从小蟹养大的。上午十一点多来的。经过一天努力钓了四只大的，小的。就是太晒了。早点可以捡鸡蛋，鹅蛋。还可以钓鱼，采摘，非常适合一家来玩。有烤串可以吃吃喝喝					,2020-10-24
1234吃饱饭,周末人比较多，中午赶到，兴冲冲地架杆钓螃蟹，一开始怎么也钓不上来，漫漫有感觉了，钓了好几只，就地解决。园子里可以电螃蟹钓鱼，捡鸡蛋，还有些小动物，可以烧烤吃饭，玩的很开心,2020-10-20
dpuser_73027931807,十一来的，人巨多，老板可能没接待过这么多人，到处乱哄哄的，影响体验。项目还是好的，看有没有机会再来吧。,2020-10-19
Miss西_835,今天初到虾蟹友鱼，钓蟹钓鱼，玩的开心，吃的舒心。承蒙老板母女热情关照，在此一并谢过。此地为城南优选农家院根据地，绝对的唯一,2020-10-18
QBM_2578,下午两点到的人还挺多太阳晒得很舒服开始不知道怎么钓有点费劲后来找到感觉了一下能连好几只有时候还能在岸边捞几只挺有意思的没玩够下周还想来哈哈哈,2020-10-18
dpuser_2618881104,院子特别大，好停车，钓到了6只大螃蟹，回家可以吃一顿了，这里也可以吃饭，烧烤，很不错,2020-10-18
A00“TTT”王蕾*,老板服务特别好，螃蟹又大蟹黄又多，下次还会来！,2020-10-18
牛二她姐,带着孩子一起来的地方很好，环境也很棒，有小兔子小鹅，狗狗🐶，小绵羊，小猪猪，小猫咪，大家釣的都很棒，每家都有收获，下次还可以再来哟,2020-10-17
闪_2257,好玩儿，明年多来，再战钓螃蟹很好玩,2020-10-17
消失在风中_2211,带小孩很好玩，自助烧烤钓螃蟹捡鸡蛋，很好玩,2020-10-17
花钱吃的香,比想象中难钓很多价钱不贵还算可以,2020-10-15
lsymrx,人有点多，其他还好，螃蟹不好调，有小动物，菜品有些少，适合自带东西来烧烤,2020-10-14
A杨光,环境很好，螃蟹也好。老板人也很好。值得推荐。,2020-10-12
Sylvia_9288,已经第二次来了，很好玩的钓蟹场，孩子非常喜欢，钓不上来的时候还能从边上捞。中午可以烤串，点餐，葱油饼超好吃。服务不错，还会再来。,2020-10-12
心心麻麻,自己也是看点评来的从东三环附近开过来差不多四十分钟左右的车程实话实说吧！到哪里以后门口没有明显标志，如果导航不说停你根本找不到，进去以后给我的第一感觉就是乱进去以后没有人理你，里面有烤串的乌烟瘴气，你需要自己去找这个院的主人好不容易找到了，想在他那里吃个饭，菜单几乎没什么可吃的，随便点了2个菜，一个一锅鲜，一个摊鸡蛋，一个疙瘩汤，一共130元我都不知道吃什么了然后店里的人跟你说，你需要自己出去找地方坐，找到地方以后再过来点菜好不容易找到了坐的地方，点了菜半个小时才上来，人家还说正常，说现做的都慢菜的味道我就不说了，你们懂！然后再说说钓螃蟹🦀，20块钱租一根杆，有十块钱是押金，你就钓吧，反正我是没看见有钓上来的，都是那抄子捞上来的，但也是少数人，几乎都是白板哎呦，这点评我真的不想写了，我保证以后绝对不会再去了					,2020-10-11
猪小乖888,交通：在村子里，只能自驾前往，开车一定小心，周边在修路，沟沟坎坎的，一定慢行特色体验：采摘蔬菜，捡鸡蛋，钓鱼钓螃蟹推荐理由：钓螃蟹很新鲜，刚开始不太好上钩，后来逐渐找到规律，当然也有直接抓的tips：早点去，人少好上钩，要不螃蟹都躲起来了带花露水驱蚊水，会咬大包的这次还是挺有趣的体验，还看到了网红偷鱼喵～特别聪明目前大众点评发圈会有优惠价，48元/斤，都是公蟹，饱满度还可以吧，重在体验					,2020-10-11
匿名用户,好玩儿，螃蟹价格也实惠，挺好的,2020-10-09
恠裑籩,老板特别奶思，两个小时钓了8只，老板说早上来更好钓，价格公道螃蟹肥，下次再来,2020-10-09
悠酱咩,错峰去玩，非常不错的一个地方，价格实惠，老板一家人都特别友好热情，大人孩子玩的很充实。吃的也都很不错，值得推荐，还会再去玩的,2020-10-09
魇琴,环境优雅，非常有意思，是个休闲娱乐的好地方,2020-10-08
铁爷,螃蟹还是很好钓的！可以钓鱼！有超级多很可爱的小动物还可以烧烤～阿姨人很好～超开心,2020-10-08
懒着懒着,超级好玩。带孩子玩一天，午餐葱花饼可香了。城里吃不到,2020-10-08
dpuser_90306574526,环境很好，好多小东西，兔子，羊，猪，散养鸡鸭鹅。还有刚出生的小兔子。,2020-10-08
dpuser_5382377324,螃蟹很大，很肥，傍晚基本都爬上来了，很好抓，味道相当好,2020-10-08
dpuser_5608671348,一日游好去处，老少皆宜，特别适合遛娃小聚,2020-10-08
兔土土,朋友推荐的地方，带娃来合适，螃蟹很多（也有很多来钓鱼的），孩子玩的很上瘾，旁边就有农家菜可以吃，也可以自助烧烤，很方便,2020-10-08
匿名用户,所谓好评都是强制的，不然休想带走螃蟹，想来游玩的想好了在来，出来玩不想赌气,2020-10-08
zbl_216,特别有意思，孩子到天黑也不想走。老板人很热情,2020-10-07
青春怒放的爷们儿,不错，可以钓大闸蟹，哈哈哈哈，好评,2020-10-07
hz2002,可能是体验最差的一次户外烧烤+钓螃蟹，不建议大家去上当受骗！朋友提前定好的位置，到了之后无人招待，并且只有一张桌子没有椅子，问了老板之后，老板很不耐烦的说要凳子可以自己去搬！并且预留的位置每个烧烤炉子旁边都放一个巨大的垃圾桶！感觉他们家是苍蝇店，完全被苍蝇包围着，无人管理！收费也相当不合理，20/人的位置费用给了还要收炭火费！炉子炭火都是我们自带的还要收取50元？像是一家**，门口不挂招牌听说被查抄了好几次了！慎去！！并且下面的好评都是螃蟹每斤便宜20元刷出来的，大家要慎重，不建议大家去踩雷！					,2020-10-07
阳春白雪_元缘,不建议大家去这里，提前预约还没有被合理安排，桌椅很脏，椅子还得靠自己抢，苍蝇到处飞，环境很差，厕所根本就没人收拾脏的让人受不了而且厕所门也关不上，这里管理很差，你叫服务人员根本没人搭理你，上菜速度堪比蜗牛那个叫慢，服务员直接跟你说别点了，点了也得很长时间才能上，看来是钱挣够了就不考虑服务质量了，来这一次真是够了。					,2020-10-07
爱吃土豆的嘟嘟,环境很好，特别大，还能烧烤，有羊肉串，棒棒哒。钓螃蟹很有意思，白天人挺多的，但是特别欢乐，这里的人都非常好，很友善，我们在这待了一天，钓到10多只螃蟹，孩子很高兴，还有很多小动物，鹦鹉，羊，兔子，小猪，鸡和鸭子，适合全家人一起，或者好几个朋友一起来。非常值得假期来的地方！					,2020-10-07
清基,简直就是垃圾中的战斗机杂乱无章门口连个牌子都没有是因为无照经营吗？里面桌子挨着垃圾桶坐在垃圾桶边上烤串好多苍蝇和臭大姐去之前打电话咨询过说场地付费100租用他们的炉子➕50也可以自带。我们自带的炉子碳他还是管我们要了150说你们用不用都得交那50元没有那么大地方就别招那么多人提前预定的说有地到了以后挨着垃圾桶就一张桌子椅子也没有一问说是人家拿走了你们可以自己找椅子搬和着150就用你一块地方所有东西自理破地脏乱差还没有信号厕所门都关不上收费还不合理建议大家不要去					,2020-10-07
J烤N官,服务周到，味道鲜美，自助烧烤钓鱼钓蟹好玩,2020-10-07
匿名用户,第二次来玩了很棒，值得再来一次啊,2020-10-07
小雪儿_5330,螃蟹非常好钓，主要靠抄，网大就好用,2020-10-07
dpuser_93941010263,过节人多，平时来最好。摊鸡蛋，疙瘩汤，烙饼都好吃，螃蟹新鲜实惠，带孩子还可以去摘菜挖红薯，亲子好去处。,2020-10-07
Lyn,服务周到，环境很好，螃蟹很大值得带孩子来玩,2020-10-06
匿名用户,发现南城一个可以钓螃蟹、钓鱼的好地方，每杆租金10元不限时，钓上螃蟹很活泼，个头也不算小。中午还有农家饭和烧烤，烧烤炉店家提供。没事的时候还可以捡鸡蛋、采摘。很不错的地方。,2020-10-06
擦巴巴,地方不大，建议早一点到，提前一天预约餐食，孩子玩的很开心😃,2020-10-06
沃拉德*迪瓦茨,玩的特别高兴，螃蟹也特棒，饭也做的好！,2020-10-06
bj艾窝窝,非常棒，钓了好多只螃蟹，老人孩子玩的很开心！,2020-10-06
如果我现在_8657,周末休闲的好地方哈！做好防晒，不限时的，超值~,2020-10-06
sugarlsg,抓螃蟹钓鱼喂兔子，老人孩子都很满足,2020-10-06
木又寸芬,朋友推荐的，钓螃蟹的好去处，我们是中午到了，先是品尝了农家菜一锅鲜和炖柴鸡，都是农家烧柴火的那种大铁锅，下午开始钓螃蟹，水草塘里螃蟹挺多的，就是要练一下钓的技术，多试几次就找到技巧了，中间还是很多小乐趣和惊喜，特别要说的是，螃蟹很鲜美，娃很满意					,2020-10-06
郭()_7692,10/5去的，十点多到已经人满为患了，钓螃蟹没有地，租了根杆，让自己找抄子和桶，自己各种找了半天才找到，螃蟹一个没钓上来，说去采摘吧，地理也已经没啥可摘得了，就红薯，山楂，老板根本忙的没时间理人，饭要提前预定，我们没预定所以没吃上，反正跟评论一点也不一样、也可以是十一人太多了吧					,2020-10-06
oweigndf,十一期间，去体验了下，人很多，真的很多，都集中在中午午饭期间，没吃到饭，看了眼菜单，嗯，少、贵！点啥啥没有，说我没预定。螃蟹4个人钓了3个多小时，收获16只，还算好钓。商家告知这里评五星螃蟹45一斤，准备带孩子去捡个鸡蛋，被告知有只🐔正准备下呢					,2020-10-06
xiaotiantian123123,孩子玩的开心，还不错，钓螃蟹杆10元一个，不限时间,2020-10-05
美环704,开心的体验带孩子不错的选择,2020-10-05
dpuser_99970991507,提前一天打电话预约的，就这样，大家自己看吧,2020-10-05
机器猫萌小姐,打电话根本没人理，我还傻傻的来了，网红骗子多,2020-10-05
氰化曼,开了40多公里过来钓螃蟹，来的有点晚了，还是钓了五六只。老板说早上来比较合适，可好钓了～假期消磨时间的好地方～,2020-10-05
dpuser_5561648263,这里好多小动物还可以烧烤螃蟹满好钓的下次可以带孩子一起来了！,2020-10-05
dpuser_7265243027,可钓鱼，可烧烤，可钓螃蟹，还有小动物，踏实玩一天！,2020-10-05
仙人球_bj,孩子超喜欢，一个多小时，收获满满！,2020-10-05
我很低调呀,环境很好，服务态度也很好，下次再来,2020-10-05
shamier2008,特别棒的体验，钓螃蟹很有意思，孩子玩了整整一下午？还会再来的！,2020-10-05
矮脖儿长颈鹿,体验感超棒！和家人近郊之旅的绝佳选择！,2020-10-05
玉面魔鬼,很不错的钓螃蟹体验，开始的时候不好钓，慢慢找到了要领感觉下杆就上货，孩子们也很开心，下次一定还要来,2020-10-05
xiaotian20130513,第二次来了，非常好特色体验：他们家有钓螃蟹🦀，非常的火爆，钓了三只公的，五只母的，64也是很值的。推荐理由：这里可以喂小动物，喂猪🐷喂兔子🐰喂狗🐶还可以捡鸡蛋🥚服务态度:服务态度还是可以的，就是有时候人家挺忙的，要等一等「虾蟹友鱼」					,2020-10-05
匿名用户,南城的好去处，小朋友觉得掉螃蟹很有意思，饭菜不错，老板一家服务热情,2020-10-05
踔尔,钓螃蟹俩小时一个也没有钓上来。哈哈哈中午添个菜的计划未能实现。去的人特多，得提前预约吃饭否则没有地方吃。,2020-10-05
耍单儿90,项目挺多钓螃蟹钓鱼喂兔子捡鸡蛋还有小鸟,2020-10-05
131雨露芳菲,十一游玩，来钓螃蟹，适合大人小孩一起娱乐,2020-10-05
V_V傲世雄猫,国庆节人很多，还是得早点来，一上午收获颇丰，吊到半桶小朋友和老人运气都超好，太开心,2020-10-05
Lancelot_zou,环境不错，螃蟹不那么好钓但很有乐趣,2020-10-05
小婷子,不错，住在南城的人来方便些，十一期间是人真多啊，来之前最好提前预定。,2020-10-05
荷包里的美小慧,全家人一起来玩，钓鱼钓螃蟹，还能烧烤，太棒了，必须推荐,2020-10-05
不忘初心,这真不错，能钓鱼能掉螃蟹，吃饭要提前预约哦。,2020-10-05
周丽云_8591,非常棒，螃蟹还挺大的，下回再来,2020-10-04
