用户名,评论,评论时间
捉急的Queenie,夏场河畔农庄采摘园，位于葫芦垡以南，西部临近小清河，景色不错，只是交通不方便，只能自驾前往～农庄里有许多的大棚，大棚上标注数字，便于区分～大棚内种有草莓🍓和各种蔬菜，便于采摘～农庄里有烧烤店，养着山羊，估计小孩们会非常喜欢～					,2020-04-11
荷塘月色,农庄环境好，老板服务好，西瓜切了一个免费品尝，特别甜，葡萄吃起来有一种茉莉香，园子大，出门就是小清河。蔬菜都是绿色有机的，品种多样。下次要带着孩子来。很多小动物，可以免费近距离接触，孔雀还下了3棵蛋。特别好的一个游玩去处。					,2020-04-16
yeguangbei20,就在小清河边儿上，快到了就有提示的牌子的，也算是比较容易找到。没有明显的停车位，到的晚了就会没地方停。把一个大棚改成了儿童乐园，有滑梯，沙池，还有小兔子🐰，外头有羊，鸡鸭，狗狗，挺多小动物，采摘也有巨多得棚，唯一的问题就是，烧烤，人员超级密集啊。					,2020-05-27
江米条大人1,非常喜欢采摘，尤其喜欢采摘草莓，去年就来过这里，今年又来了。他家的草莓挺好吃的，但今年我们来的时间比较晚，所以大个的，和特别甜的草莓都不太有了。这里有可以为小动物的地方，感觉还挺不错的。而且这这次还尝试了小火锅，感觉他家的蔬菜真的是太新鲜了！					,2020-04-30
爱笑的眼睛,在夏场村好多蔬菜水果花生各种采摘房山区最好的采摘园服务态度很好带着去介绍讲解是神马菜神马品种葡萄葡萄品种多多服务人员给你剪下来让随便尝摘一堆表示下次还来,2020-04-25
KLN815,一家人周末去烧烤，不太好找…有的口被拦住进不去，正门找了好久才找到。人很多…还好选到了一个大棚前面的小地方，和人隔离开了，比较幸运，不然在人堆里…不可想象的嘈杂…有几只小羊，好多鸡，可以喂一喂，还说有采摘的地方，有采草莓和西红柿的，不知道是不是我们去的时节不对，草莓有点酸，西红柿还可以。总体来说…一般吧，人不多还好，人多就…					,2020-04-22
xulei&#39;&#39;,地方好找，主要就为了烧烤去的，忘记预约了还好有空位，只不过是露天的没有棚子！有预约的带棚子！烧烤的人不少，可惜风太大了吃的不太尽兴，不过可以去采摘！目前就有一有草莓！友情提示去之前一点要预约，还是带棚子的好一些！					,2020-06-06
好心情_5409,位于房山长阳，她家草莓很新鲜，超级好吃，带孩子来的好去处，主要还有一些游乐设施，还有蔬菜可以采摘，现在疫情期间，多去一些室外活动区，商场啥的建议还是少去，空气流动的地方还是比较好的地方，带着娃娃们去采摘吧					,2020-04-22
莫有得名,第一感觉就是人不少可以烧烤搭帐篷基本都是带孩子来的16号棚是小型儿童乐园和结算的地门口有点小动物（羊狗兔子鹅孔雀）可以随便喂采摘有萝卜10元一斤西红柿15一斤草莓30一斤厕所有点小经常需要等位地上土较多会吸附在鞋和裤子上					,2020-08-01
圆圆璇璇,环境不错，尤其适合给娃放风，有孔雀，兔子，羊等等等等，够孩子玩一阵的，16号棚是专门给娃玩的地方，比较干净。采摘环境也很干净，草莓很甜，也不贵，西红柿采摘略贵，所以放弃了，最强大的还能认领土地，去了几回了，满意！					,2020-04-18
caxia523,西红柿特甜，鸡蛋都是刚下的，自己从鸡窝掏出来的，葡萄也很甜,2020-08-22
匿名用户,原生态，大自然，好风光，呼吸新鲜,2020-07-20
滚雪球06,摘果草莓，味道价格还行，西红柿有点贵没摘,2020-06-27
zbazzsc,真心一般，草莓表面一层白霜，也不甜！不会再去了。,2020-06-08
秋_4633,这季节应该没有草莓了。去摘点蔬菜回家做火锅吧,2020-06-06
我叫慢性子mmm,开车带孩子过来玩，很开心，适合周末过来,2020-06-03
PINK_XingyinG,蔬菜葡萄都非常好！无公害，甜甜的,2020-05-15
没有追求,第一次摘西瓜还是挂着摘还是很新奇的不过价钱确实有点贵尝试一下是可以的,2020-04-09
坏元元,找很久也找不到，疫情期间进去太费劲了,2020-04-06
m_adi,环境一般吧，孩子玩儿的开心就好,2020-04-05
kimi,这里离北京城区不是很远尤其离大兴区不知道是不是因为疫情的原因目的地路边很多人在烧烤垂钓草莓园不是很难找但因为疫情正门封路了走的小路院子有停车场🅿️很方便园区有很多动物兔子🐰鹅🦢鸡🐔山羊🐐还有孔雀🦚适合带小朋友来玩里面不仅有草莓🍓还有西红柿🍅萝卜也种了黄瓜🥒不过现在在开花估计夏天就能吃了草莓园最多达到10个也挺大挺甜的我和朋友摘了好久最后去称重草莓30一斤西红柿鸡蛋15一斤萝卜10块一斤我都摘了一些但草莓最多结账才花了88很划算老板也不黑人还拍了美美的照片很开心的体验					,2020-04-05
雪小妞1209,周日去摘得草莓，地方很大有七八个棚，下午去有的棚被摘完了，不过有很多棚所以小伙伴们不用担心，草莓很甜，就是疫情期间大棚通风草莓有灰尘，建议就不要试吃了摘完回家洗干净再吃，草莓是30一斤大众点评没有优惠，服务一般，院子里有羊和小兔子还有孔雀，适合带小朋友来玩，反正挺开心的					,2020-04-04
橡皮擦擦擦1,疫情期间实在在家憋不住了又想不到去哪大众点评一搜就找到他们家赶紧打电话是否营业结果还真没让我们失望开车十多分钟离家很近我们差不多不到11点到的人还不是很多她们家有一个专门为孩子设计的棚里面是秋千滑梯还有小兔子小孩还挺感兴趣的还可以采摘蔬菜草莓我们就采摘了点草莓30一斤味道很不错溜娃好去处					,2020-03-30
卷儿不是大卷儿是花卷儿,[交通]在房山小清河那边，跟着导航走就行，还算好找。这家采摘园去过很多次了，基本每个季节来都能采摘。尤其是西红柿，西瓜，心里美萝卜，非常好吃，老板也很好说话，采摘时不会一直盯着你，当然自己采摘也最好别浪费，尝几个也可以。孩子最喜欢的就是喂小白兔，孔雀和羊了，里面还有滑梯，秋千之类的，不采摘也可以随便玩。					,2020-03-30
~zZ冯二宝.,已经连着去好几周了，哈哈，被小兔子勾了魂的闺女每周都喊着要去。这里比较好的一点就是喂小兔子的地方在大棚内，不冷，适合冬天。而且棚很大，里边有大兔子，还有刚出生的小兔子，十分可爱，棚有有菜叶，也可以自己带点胡萝卜。采摘的话4号棚的西红柿很不错，生吃做菜都很香，想摘草莓还要早去，晚了就木有了~室外还有羊、大鹅、孔雀，可以带娃喂动物（免费）+采摘，非常好的遛娃地~					,2020-03-30
lh158829874,夏天的时候带娃来摘过西瓜和桃子，很好吃，是水果本身的味道，秋天来摘过西红柿，现在可以摘草莓了，准备过两天去。娃很喜欢来，不止能采摘，还可以玩沙子玩滑梯，每次儿子来了都不愿意走。这不太好找，第一次来的建议提前打个电话，店主会告诉你怎么走。总体还不错，不摘也可以让孩子玩一会儿。					,2020-01-13
汐暮,看到点评上评分挺高的，去尝试了一下。大棚挺多的，快20个了吧。去的时候空无一人16号棚里是玩的地方，秋千啊、兔子啊，鱼啊、吊床啊什么的。门口有大鹅、羊什么的也可以喂喂，就是冬天冷，不想在外面呆着。草莓倒是挺甜的，可能客流量比较大，红的不是特别多。而且一斤66，感觉不便宜啊					,2020-01-05
等待的使者,入冬以来最开心的一个周末冬天周末的商场，人多密度大=病毒。户外=冷从11点半玩到下午3点半才离开，孩子们说还想来【位置】高德地图定位很准，好停车【环境】一个大棚是玩儿的，有滑梯、秋千、摇篮，大人可以坐摇篮和椅子。有兔子鱼乌龟。还有一个沙池和攀爬网。兔子不关笼子，孩子们想抱抱，你追我赶，满头大汗，也抓不到。在这个棚里玩了俩小时，孩子们玩，大人休息。【午饭】68一位，配好了一小盘羊肉、一小盘丸子和面条、一份菜。调料是草原红太阳。孩子不算位。特别推荐的是蔬菜是棚里种的，现摘现洗，蔬菜不够可以再要这么一份，一个大人一个孩子足够了。说起来呷哺也就差不多这么多价格。但蔬菜绝对没有这里好吃，我吃绿叶菜吃得非常满足，嫩绿嫩绿的，很水灵，像南方的蔬菜。建议来玩的，就在这里吃这个火锅，无公害蔬菜。周围的采摘和温室，比如南宫、中粮、各大大小小的采摘，蔬菜没有这里好吃，这里人也不多更像私家农场【采摘】今天草莓我们摘的11号棚，66一斤，可以吃一颗，可以理解。蔬菜采摘了1号和4号，都是15一斤。西红柿朋友试了说特别好吃，孩子拔了萝卜，有心里美和水果萝卜，还有大白萝卜。我摘了很多生菜，特别嫩，真是好吃极了，回家可以生吃，炒着吃【小动物】有两只羊，我们喂了萝卜的叶子。有鹅有鸡。有孔雀。冬天孩子的活动有限，这样的地方休闲一下真舒服，有运动量也不冷。					,2020-01-01
稻草飛飛,哈哈，草莓贼好吃，媳妇是个水果胃，特别喜欢吃的那种，我们采用我托住老板跟老板聊天。我媳妇进去扫荡哈哈。一边吃一边采摘。最后花了200我记得。[交通]交通很方便。[特色体验]注意把控和老板聊天哈哈。[推荐理由]好吃才是王道。					,2019-12-31
孤心寞合,去年的时候跟儿子的同学好几家一起去的，整体感觉非常Nice草莓超级好吃😋蔬菜也都特别的好，详细的说一说这里的小火锅，儿子一人吃了两盘肉，我都没吃上，以前在家根本不吃这个肉的，我尝了一下特别嫩，入口即化的赶脚，唯一的缺憾就是大棚里实在是太热了，出来又太冷，孩子容易感冒，别的都特别好，另外有一个儿童乐园可以跟小动物们一起玩，超赞					,2019-12-29
enyawu,去过一次，位置需要导航过去，要不有点不好找，里面有好几个大棚，我们去的时候草莓已经没有什么了，摘的各种瓜，还有孩子玩的地方，有好几只可爱的小兔子，被熊孩子们追的到处逃窜，还有秋千是我的最爱，偶尔去体验一下下，还不错					,2019-12-28
reuda,离家近，这几年都去了。老板也热情，还可以采摘。适合大人和孩子。,2019-12-28
老牛加大牛,娃娃太开心了摘了草莓，喂了动物在外边小清河旁边野炊回去后跟我说想再来一次,2019-12-19
angela小曼,带小朋友来玩的，有个小朋友玩的小院子，里面有点小兔子，秋千，小滑梯什么的。孩子挺爱玩,2019-12-17
乐星凝,去年来过，今年继续，一直好评～,2019-12-15
Yifei_6686,跟团队一起来农庄活动，本以为冬天可玩的少，谁知这里不但可以采摘，还有不少娱乐项目，让人意犹未尽，在此推荐给大家。活动方面：小朋友们可以追逐小动物嬉戏，滑梯秋千小沙坑，大棚里温度适中，非常适合亲子活动。采摘方面：果蔬种类应有尽有，即使是冬天，除了草莓🍓，番茄🍅，黄瓜🥒，还有各种叶菜🍃和豆类。关于餐食：不得不推荐这里的单人自助小火锅（照片附后），食材中的各类蔬菜都是地里摘的新鲜货，热腾腾地太适合冬天了！据说夏天还有室外自助烧烤。PS老板人超nice，不仅帮着推荐，还赠送了不少，期待夏天可以再来，那时候就可以摘葡萄🍇吃烧烤了					,2019-12-14
liuhaimei1,位置跟着导航走很好找，里面孩子可玩的很丰富可以挖红薯摘西红柿喂兔子喂羊还有个小型游乐场采摘的所有东西要是想带走都是10块钱一斤还可以烧烤但是得自带肉好像马上会有草莓采摘我们十月末去的还没有草莓总之带孩子去体验下采摘这个地方性价比很高					,2019-11-24
古月,特别特别的好，周日去采摘的，正好是西红柿熟的时候，进去之后大姐帮着摘，一边吃一边摘哈哈😄~[交通]交通相对便利，但是没有私家车不建议去，满载而归但是没法装下的感觉可不好~中午一顿小火锅，蔬菜都是鲜的，特别好，羊肉片有点肥					,2019-11-12
妍,夏场冷棚葡萄🍇，进了大棚里老板说了先吃！真甜那，吃的我都撑着了！可以采摘豇豆，快菜，白萝卜，香菜，青椒等等！孩子特别开心，有吃有玩，从来不知道萝卜是怎么长大的，这下都学习！老板也特别实在，所有摘下来的葡萄🍇都把坏的用剪刀剪了！					,2019-10-12
煮熟的洋葱甜甜的,因为赶上有个团所以全程活动需要主动点娃对他家的吊床恋恋不舍几乎每一个都得坐一坐躺一躺儿童游乐设施上有水可能是冲洗过但是没擦我们就只能玩一个擦一个最后几乎全擦干了。。。娃看见小兔子走不动道问了服务人员说外边有红薯秧和花生秧自己捡了可以喂兔子和羊娃这次可喂过瘾了体验了挖花生红薯掰了玉米还顺便买了葡萄白菜和萝卜确定是丰收的一天					,2019-10-12
李天天love,一路跟着导航开过来，没堵车，很顺利的就找到了。这里环境只能说一般，就是很普通的采摘园，不过老板态度很好，田里的叔叔阿姨也很和蔼，价格没进行过对比，所以看不出高低，我们自己带的烧烤的食材，老板提供场地和架子，场地费20/人。我们到了先采摘，只能说终于满足了我想要挖红薯🍠的心愿但是感觉花生🥜更可爱一些，品质也特别好，生着吃也很美味。还撅了几个老玉米🌽应该是还没到时候，玉米还是太嫩了。四大两小一天下来吃吃喝喝，玩玩闹闹，很开心，有机会还会来。					,2019-10-06
瘦瘦胖子,很不错的采摘园交通方便导航准确采摘烧烤一应俱全还有小动物值得一提的是采摘园工作的大爷大妈真的能感受到农民的质朴没有很浓的商业气息虽然没有特别豪华有档次的规划但是孩子在里面玩的很尽兴尽情感受泥土的芬芳还会再来的					,2019-10-06
馨0321,跟姐姐带着侄女来采摘，无奈她妈咪竟然害怕鸡🐔不敢下车，重任交到我身上，此地是个及儿童乐园，采摘，喂兔兔于一身的不错遛娃处，妈咪们可以稍微喘口气～ps:其他美图在后面几张哦～[特色体验]摘西瓜🍉及花生🥜，15元一斤，西瓜摘4个以上打八折，在大棚里阿姨特别好，给开了2品尝，用手一敲就裂了，特别甜好吃。一共摘了7个。[特色体验]摘花生🥜，10元一斤，是紫皮的，新鲜直接从土里拔出来，然后摘。「儿童」乐园，养了2只乌龟🐢及5只兔兔，可以喂兔兔，而且里面有4个吊床及6个秋千，还有滑梯等小侄女在里面玩了2个多小时不走……总体来说7个瓜➕2斤花生一共花了180多还可以，她开心就ok～					,2019-09-30
特仑苏那个和路雪,🍠抛红薯🍠秋天🌾是个大丰收的季节🍁！来到🌾田地间🌾到处都是🌼金黄🌼一片，此时此景，映入眼👀帘的真是🌸美不胜收！周末，带娃儿来体验，抛花生🥜、抛红薯🍠！累并快乐着，玩中学，做中学。边体验边学习农作。并体会其中的艰辛。很有意义					,2019-09-20
xuexuexc,工作日去的采摘园，人不太多，草莓品种有好几种，可以依照自己口味偏酸或偏甜让工作人员帮忙推荐，草莓地里很干净，也有蔬菜可以采摘，去的时候草莓的量很多，吃起来比外边买的好吃，没有硬心，采摘的小篮子也可以一起带走，不会挤破草莓工作的大叔超和蔼，会一起聊天，帮忙找车位，推荐草莓品种，以后还会再来					,2019-09-05
吃不饱的小孙孙,比较好找，有小朋友活动区域，秋千，滑梯，还有散养的小兔子，小朋友玩的比较开心，采摘环节一般般，羊角蜜试吃了下，和超市买的基本没区别，采摘了些黄瓜西红柿，个人觉得还是有些偏贵，如果为了带孩子玩可以去看看，纯为采摘觉得没什么亮点。					,2019-09-01
mishare123,非常差，不知道那些好评怎么来的。周末临时决定去采摘，孩子想摘西瓜，在点评上搜了看这家评价不错，打电话问了确认可以采摘西瓜就去了，大老远开车过去，摘了2个西瓜，15一斤花了一百多块钱，结果拿回家根本不能吃都坏了，也没有别的能摘的东西，香瓜更加难吃一点都不甜全是水，农民态度倒是挺好的，就是骗人，不知道打了什么药还是膨大剂，黑心商家，奉劝各位不要去					,2019-07-16
Alcius,主要是带孩子去体现采摘农园的快乐。这里还有一片儿童的游乐区，我家孩子在这里打枪玩儿得不亦乐乎，也亲自采摘了蔬菜回去做着吃，很不错的体验。,2019-07-14
marissa0503,老板和蔼可亲，位置在六环附近，停车容易,2019-07-13
dpuserAt_4770600892,主要是采摘，有小兔子、蟋蟀，小孩子玩的比较高兴，吃的也还行,2019-07-13
tinax1202,假期带孩子来的，本来是想摘桃子和杏，以为是像樱桃园一样的一片林子，没想到就是路边的两排野树，感觉都没有人打理，靠这些树自己的毅力发芽开花结果。。。杏没有熟，桃子🍑？桃子🍑我怎么没有找到，突破了我的认知，原来是杏一样大的小毛桃，真的是靠这些树自己的努力啊，说不上好吃倒也清脆可口。这里的亮点是中间大棚的游乐园，有秋千滑梯小兔子挖沙，夏天也凉快，就是蚊虫多，小西瓜也15一斤特别不划算，所以摘西瓜的少，摘掉黄瓜西虹市还不错					,2019-07-11
卡诗lucas,阴天没有太阳，于是和家人商量去采摘，毕竟这个季节晴天会很晒。真的是来对了，空气清新，凉爽舒适。小朋友看完鸡鸭看山羊，看完山羊喂兔子，玩儿的不亦乐乎。最后玩儿沙子玩儿的不肯回家因为是淡季了，采摘的东西并不多。摘了油桃，黄瓜和甜瓜。油桃真的是没剩几个了，不过摘得都很好吃，味美多汁。据说十月份有西红柿🍅，还是很期待的。					,2019-07-10
shengming300,位置：跟着导航一路来到了小清河畔，这一片采摘园里，他家算是比较正规、规模较大的了。环境：空气清新，而且专门有大棚布置吃孩子们的儿童乐园。秋千、兔子、小鱼……如果团建还有个小型的会场。服务：一进门工作人员就很热情的接待，介绍大棚的种类，这个季节可以采摘什么，他家基本每个季节都有可以采摘的瓜果蔬菜。					,2019-07-09
安子,在房山的一个采摘园，有20几个大棚，西瓜，樱桃，水蜜桃，油桃，黄瓜，西红柿，香瓜，应有尽有，非常全，全程自己动手，喜欢哪个翟那个，感觉不错，这里还可以烧烤呀，而且还有小朋友的游乐区，里面有各种兔子，孔雀，山羊，唯一的缺点就是太热，太热，太热					,2019-07-08
Queenly咩,约着朋友想采摘西红柿，大众点评搜到这家分数不低，去之前的半小时特意打电话问还有没有西红柿，可不可以采摘，回复有的，可以猜。一路开车过去，还带着小朋友们，结果到了全是青的，还没熟，内心一万匹***奔腾，再也不会去。					,2019-07-05
驴驴BaBa,挺好的有个大棚里面养了好多大兔子我家小狗🐶喜欢追兔子，工作人员一直阻止，怕吓到兔子.哈哈最后放弃在大棚里玩儿在外边烧烤自己烤的串真香啊吃了好多里面还有西红柿和草莓采摘去的晚了也没摘太贵也消费不起啊下次还会去的					,2019-07-05
匿名用户,很不错的采摘园，有蔬菜、有草莓，只是我们去的时候黄瓜🥒已经被摘没了，又摘了些西红柿，样子一般、但是太好吃了！真的好吃！草莓🍓虽然个子小，但是味道特别好、院子里还有孩子玩儿的地方，沙子，兔子，秋千，攀爬架！很多！不错！推荐！亲子活动好地方					,2019-07-01
大便便大,位于房山区夏场村，不太好找，百度地图未显示大门位置，更换了高德地图才找到大门。整体南北狭长分部，东侧有二十多个大棚，大棚西侧都是果树，主要是毛桃和杏。大棚里有西瓜和香瓜，蔬菜品种就比较全了。可以拓展，也有专门为小朋友体验农耕的活动。小动物有孔雀，羊和兔子，第一次见到耷拉耳朵的兔子，很可爱。采摘水果15元一斤，蔬菜十元一斤。还有68元一位的火锅，不过需要预订。提供烧烤工具可以自行带材料来烧烤。也可以包菜地。					,2019-06-29
DZ朵莊创始人,【交通】开车下六环后2-3分钟即到，但是必须开车前往才方便。【内容】采摘：端午节去，主要还可以采摘西红柿（黄的、红的两种）、黄瓜、西瓜、油桃、桃子游玩：有一个室内小游乐场，滑梯、吊床、小秋千、小障碍物攀爬小动物：看了小兔子、孔雀【价格】西红柿10元/斤（10斤可享优惠），西瓜15元/斤					,2019-06-29
飞天小神童,来过好几次了，这里真的算是个遛娃圣地之一，位置很好找，停车也方便免费，园内外有各种小动物，山羊，兔子，鸭子，乌龟什么的，还有沙堆，秋千，吊床，足球，滑梯等，小朋友在这里可以玩大半天，还定期举行各种亲子活动，适合各种年龄段小朋友，现在有西瓜，黄瓜，西红柿可以采摘，非常新鲜，大黄瓜和西葫芦那么大，看着好可爱哈，中午还有小火锅可以吃，很人性化哦					,2019-06-24
asdf_zhang,第一次来到采摘农园，看到菜地种蔬菜，水果，西红柿，异常的兴奋，还有小孩游乐园，很温馨，孩子享受大自然的风光，自己亲自体验采摘菜的乐趣，还有小鸡，小鸭，孔雀，可是没有看到孔雀开屏有点小遗憾，期待小孔雀开屏					,2019-06-16
昆仑,带娃来采摘是个不错的地方。水果新鲜，服务人员热情。除了采摘外，还有很多小兔子！孩子们可以和小动物们互动，给采摘增加了一些乐趣。草莓个头不大！但确实好吃！！！,2019-06-10
妙不可言888,大众点评看了去的，带孩子去还不错，有一个游玩的小地方，采摘基本满意,2019-06-09
恐怖大魔王,蔬菜10块一斤，水果15一斤，老板很热情，要是有住宿或者炒菜那种餐厅就更完美了,2019-06-09
阿狸的传说520,每个有蔬菜的大棚，负责接待的人员都很热情，采摘的的水果蔬菜也好吃，摘了黄瓜，西红柿和西瓜，由于季节原因，品种有点少。,2019-06-09
NONO_8830,端午节正热找找附近采摘这家人气挺旺所在的村子都是采摘园这家现在能采摘的有西瓜黄瓜西红柿葡萄水果类的15一斤菜10元超过多少斤打8折（西瓜是超过3个）算下来价格还是可以接受西瓜是薄皮很甜沙瓤西红柿挺好自然熟不打药味挺浓的不像外面市场买的那样里面有一个儿童乐园有小动物秋千吊床外面艳阳高照里面凉风习习非常惬意					,2019-06-09
大园园,超艺术范儿😬😬这里面有秋千沙子吊床滑梯帐篷乌龟蹦跳的兔子而且不热很清凉大棚外面有孔雀山羊鸡鸭鹅各种采摘带着老大老二玩没问题😹😹我们采摘了西红柿黄瓜大萝卜油麦菜小白菜没有消费要求可以试吃老板娘特别好缺点是管理人员少点哈					,2019-06-08
神桐广大,夏场河畔农庄采摘园，位于房山区长阳镇107国道夏场村小清河东岸，可以免费停车，在大众点评上经常看到这家的推送，感觉还不错，就约着同事一家一起过来玩了16号大棚里养了很多小动物，孩子最喜欢追着小兔子一直跑					,2019-06-08
HuA蕾,环境基本没有环境可言，一排大棚，头顶高铁线。服务更不要提了，哪有服务呀，就那么一两个人看着，说的最多的就是不能吃不让尝，见人就说一遍，见人就说一遍。本身棚里东西就少，品种也只能说太一般，都不太好吃，价格还不便宜，算了算了					,2019-06-07
圆圆_4062,这个地方真的不错，有一个大棚专门改成了儿童乐园，散养了小兔子，有秋千，滑梯，沙坑，可以让小朋友摘瓜累了临时舒缓情绪。采摘的目前时段有香瓜，西瓜，甜瓜，羊角蜜，黄瓜和其他蔬菜。说实话，瓜都非常好吃，水多香甜，水果15一斤，蔬菜10块一斤，这个价格也是真不便宜。但是整体小朋友可以体验采摘的乐趣也可以自由活动，很是满意，离长阳首创奥莱又近，时间充裕还能去逛个街，大人小孩都满足，非常好。					,2019-06-04
国产猪,5.1期间带孩子来的，人竟然不是很多可能我们快中午才到的吧，其实就是一个大棚改造了下里面有些亲子的项目，和小兔子互动是小朋友最喜欢的项目，进去后所有小朋友都会兴奋的逮兔子，以至于兔子被吓的到处躲藏，上午感觉小孩子多兔子都藏起来，下午兔子被追累了，孩子也少了，兔子开始松懈了，就在你身边趴着哈哈。午饭我们在另一个大棚里解决的是自助小火锅，每人一个套餐分量够吃其他活动就是采摘，每个大棚里种了不同东西，我们摘了草莓，西红柿，香瓜，羊角蜜，总共300多，还是很贵的，虽然草莓马上过季了，个头也都小小的，但是却吃到了本年度或者近几年最好吃的草莓，以至于我们在棚里吃完又去复摘，强烈推荐！					,2019-05-28
dpuser_4654037638,偷菜来了～哈哈哈最近开始健身了～食欲时好时坏～看心情看称所以～农家乐挺合适的～有趣无负担～这里的品种还是可以的～黄瓜西红柿豆角茄子西瓜菜花包菜etc～品质OK～西红柿沙甜可口的～草莓有点儿过季了～但是味道还是对的～预约的话有火锅套餐～也提供烧烤场地～偶尔玩玩还不错啦～					,2019-05-27
咱叧類戀嬡,非常不错的地方适合带娃来采摘游玩大棚里面有个小小的儿童游乐区还有不少小动物可以采摘草莓甜瓜等水果三十元一斤还可以采摘黄瓜等蔬菜十元一斤中午吃饭有68元的小火车据说以后还会提供烧烤之类的停车是免费的带孩子来可以玩一天					,2019-05-26
企鹅小姐愛蜂蜜,两位美女老板特别热情！！采摘产品非常好，绝对是外面市场上买不到的，自己尝试采摘的乐趣，周末过来放松心情，大人开心孩子乐意！非常好，节假日首选！,2019-05-25
乖猫猫,特别好，有吃有玩有动物，可以采摘，我儿子特别喜欢,2019-05-18
兔猫欢,离家比较近，可以带孩子过来玩儿，孩子玩的很开心，服务人员态度也是不错的，就是不能随便吃，哈哈，还有就是可以烧烤，需要提前预约,2019-05-16
露露十一,好多品种可以采摘，还可以烧烤，但是需要自备食材，而且需要提前预约,2019-05-13
