用户名,评论,评论时间
love2summer,去之前提前问的还有没有草莓，说是有很多，到了一看果然很好🍓；大棚里养了蜜蜂来传粉，地里也有蚯蚓，果然是有机的，尝了几个味道很好，有草莓香味。一共摘了八斤多。老板和老板娘人很好，很热情地帮指路再便宜点就好了					,2017-12-30
冰儿带泪的鱼,前段时间来的，位置很好找，而且专门为了采摘而去得，草莓🍓很新鲜，个头很大，采摘园里得大姐还给我们介绍了很多，很热情，价格也合理，这次采摘很开心，还试吃了几个草莓很甜，很可口，总体比较满意，来年还会再来。					,2017-04-16
珊珊羊,问了好多家都说还的等两周左右，只有这家说有成熟的可以采摘。确实草莓成熟度还可以，味道也不错，5斤以上40一斤。草莓有很多品种的，早点去，否则5点多天就黑了，棚里没灯，就看不见了。,2017-02-06
风少,非常好，老板人好实在，每次带同事去！习惯了一周不去都想吃,2017-02-02
我家有只大胖猫,大众点评上搜的评价比较高，直接导航过去的。草莓比之前采摘的那家甜，就是感觉草莓没那么多，老板说是人为的限制产量。总之还会再来的,2017-01-31
dpuser_9105801898,进棚每人只许吃一个？防贼一样。采摘体验不好，差评。,2016-12-21
无处不在。。。,前几天刚去的，摘了3盒，孩子太闹腾，没摘够，这里的草莓口感是真的好，果个不是太大，草莓地里的蜜蜂和土里的蚯蚓都活蹦乱跳的，感觉放心！谢谢老板大哥夫妻两的辛勤劳动和负责任的种植，还会再去。,2016-11-09
haozi1228,不错的老板，吃的时候老板也没有刻意不让吃，采摘的价格也不贵，特别好吃，的确是有机的草莓！每年都来。,2016-10-18
dpuser_8524476204,味道不错，就是地方特别难找。下次再去,2016-06-19
李建龙_7143,还行，自己觉得贵，可能是我挣得少，不过草莓很甜。,2016-06-12
朴开仁609,环境不错，去过两次了。场主人很热情,2016-06-02
呼叫小龙虾,周末和朋友去的，位置不好找，但是买家服务热情,2016-05-14
吴小迪的,草莓很新鲜，好吃，还是刚摘的好吃……,2016-05-06
詹小李,按着导航来的，很好找。草莓🍓两个品种，有偏甜的，偏酸的，草莓个头大。价格比昌平优惠。老板人超好，帮我们摘了好多，还让了好多秤。带孩子来的，这不但能摘草莓，还可以喂喂兔子，羊，鸡鸭鹅，小狗，不错的亲子活动，推荐！					,2016-05-06
dpuser_59232152705,很不错的老板，是两口子一起干，热情好客。家里人一起去到哪里老板直接叫我们自己去弄，也不看着。呵呵咱们素质高，门口有羊，兔子还有一只叫虎子的狗，虎子跟小羊会打架但是都是输。里面的大棚很大红颜草莓，牛奶草莓。大棚里面热的很，大家可以进去脱了外套，要不一身汗。					,2016-05-05
xiaomayi_119,失望去年去过草莓很好吃今年换地方了味道差好多不过老板还是很好,2016-05-02
indiaabc,这个应该还不错，本来说去的。后来没去成，不过听说挺不错,2016-04-30
天外小匪徒,还可以，就是必须评价15个字很烦人,2016-04-27
imcloudy,有点儿贵，不好侃价。草莓有的好吃，有的又没味,2016-04-24
qijinzi,还不错，虽然不觉得草莓大，但是还是有刚采摘的香味和口感的，价格也公道,2016-04-24
汉隶hong123,很好吃，老板人也很好。下次还会去。,2016-04-21
甜妞妞-妞儿,采摘的草莓就是不一样，比市场买的强多多了,2016-04-13
菠萝包不是菠萝,很不错，草莓很甜，交通也很便利！,2016-04-06
飘无定所pp,还行吧个头挺大好像有好几种品种吧,2016-04-04
y944940894,挺好的摘了很多味道不错还会再去的,2016-04-04
大雪纷飞的年代,真的是有点贵了其他的还好了没什么赶脚，不像采摘樱桃那样可以边玩儿基本上我们采摘完没多长时间就回家了娱乐上太无聊了而已。,2016-04-03
maning_34773694,去了好几次，今年搬家了。一定要早去！,2016-03-27
大熊仔的妈,按照大众点评网上地图导航没找到，找到一个多多美草莓园！,2016-03-26
ying414,去他家的人不少，一进门就有兔子和小羊，孩子就很开心，旁边有草莓秧叶子，直接拿来喂小动物，35一斤，比别家贵，老板意思一分钱一分货，草莓酸甜，草莓味儿不错，去的晚了老板又开了一个棚让我们采，于是都是大草莓，摘了三盒已经十多斤了，边采边吃几个老板也不会介意，就是最好洗洗再吃，否则容易拉肚子哦。送礼很好，老板会帮你采摘码放好					,2016-03-25
我晕晕_2263,这个地方非常不错，春天旅游踏青吃吃草莓利于养肝。我一直是个爱运动爱旅游的，热爱生活的人。我觉得冬天刚过，终于熬到了春天，心情大好。草莓个个饱满，好吃，熟透了，甜甜的。在院里吃了很多，有带了些回来。有健康有口感有心情					,2016-03-20
姜楠_9863,老板夫妻很热情，很不错的一次出游。老板夫妻好有爱心，收留了一只流浪狗，还养了两只小兔子，鸽子。鸽子没拍照。草莓确实好吃，适当吃些，口感不错。摘了四斤，临走老板还送了一颗草莓苗。拿回家已经开花了，不知道能长出来草莓不？					,2016-03-19
青鱼渊,首先，他家换地方了，点评上的地址已经是旧的了。到了新的地方，因为是周日下午去的，几乎已经挑不出来什么来了，基本都不怎么红，能挑出来的味道还不错，下次不会去了。建议下次去之前打电话问问还有几个棚，草莓被摘的怎么样。					,2016-03-15
花朵绽放的声音,搬家了，新地址杜店村牌楼往前100米左转。连着有三家，因为看了来的。来的时候大人在别的棚干活，他家俩孩子带我们摘得。奔着又能采摘又能喂小动物来的。结果就倆羊俩兔子，有点惨。采摘过程还是很开心的，摘了两盒子。儿子玩的挺开心。草莓大有甜，还有草莓味，比市场买的好吃太多了。35一斤。建议去之前打电话问问果子还多不多。					,2016-03-14
qzuser_26098823319344566,老板真心不错！草莓很甜！个头不是很大，但是味道很好！分量给的也足！,2016-03-13
池素媛,总体还不错哦！比昌平那边采摘园价位要低一些，草莓🍓也很甜！,2016-03-12
myx1982,便宜实惠，就是草莓摘的差不多了，红的没多少。价格还可以，权当体验一回。,2016-03-12
路一步步走。。。,草莓很好吃老板也很热情人很好，下次还会去哦,2016-03-08
vera22222,再次光临的采摘园，跟去年不是一个地方了,2016-03-04
WeiXin_4998422437,夫妻俩经营的草莓园，人很好，很亲切。,2016-02-29
紫色清风2014,物流很快，，卖家态度好，关键是好吃，，，,2016-02-29
达达达兔,特意开车2个小时过去的，草莓味道不错，孩子们玩的很开心。,2016-02-26
游走在路上的李喵喵,味道挺一般的，草莓放不住，到家都烂了。采摘时品尝了几个，结果到家拉肚子啦！晕,2016-02-25
bunny1988,草莓很甜，很好吃，就是赶上大风，没有更好的采摘,2016-02-24
戚公子_4970,人好，草莓好！总体评价都很好！,2016-02-22
大老虎嘿嘿_6008,草莓不错，老板超级好，就是有点小贵,2016-02-22
麦兜爱贪吃,很不错的采摘园，老板人很热情，打电话咨询地址，特别贴心的把地址发送。草莓很甜，个头很大，老板娘看见我们采摘不好的草莓直接帮我们扔了，特别热情，贴心,2016-02-21
jingjing_xun,价钱不贵！草莓很甜！不错不错！值得一去,2016-02-20
我爱大晴天vip,今年的换了新址，草莓灰常好吃，可惜我们去的晚，没摘到多少，老板老板娘人很好，主动带我们去另一大棚摘，老板娘还摘了几个给孩子吃，很热情！给大大的赞,2016-02-20
元宝2008,老板人很好，草莓非常好吃，性价比非常高。,2016-02-19
keni@Emily,草莓很好吃，价格还可以不贵，态度很好,2016-02-13
偶素小白鼠,灰常好的草莓，老板也热情，还能买土鸡蛋,2016-02-13
dpuser_06132260659,不知道为啥让我评，有机会会去的,2016-02-12
jingjing～～,老板娘太好了，不但草莓特别好吃，人也非常热心，我的钱包被我落在车后座去吃饭买单时发现钱包不见了，赶紧给老板娘打电话她竟然打手电找了三个大棚，后来我手机没电无法回复，到家充电才联系上她，真是感谢热心人。,2016-02-09
_9145ghju,他家的草莓特别甜，非常好吃，比外面卖的不知道好多少！！,2016-02-08
:-O喔:-O喔,去年去过好几次很甜老板人挺好的确实好说话谁能告诉我今年多少钱一斤？,2016-01-30
Lucy_7800,还可以，味道不错，孩子很喜欢。,2016-01-27
实现梦想_4220,老板娘很热情，草莓个大，味道不错，出来玩挺开心的，明年还来,2016-01-26
盛世童年,到导航上的位置再走一公里就到了。难得这个季节还能有这么好的草莓，价格也不算贵。个大而特别甜，老板非常好，还让宝宝品尝了不同品种的草莓。宝宝很喜欢，以后还会去。有小兔子和小羊，很有意思,2016-01-15
美好周末,去年就来过，她家还算好说话。现在市面上草莓十几块钱的大的都跟鸡蛋似的，口感也不咋样。真是不敢吃，她家草莓虽说个头不是很大但是口感还不错。连买再玩也没有什么值与不值,2016-01-09
liu475929960,不记得去过啊，怎么还要评价。。。,2016-01-05
dpuser_15611029119,草莓好看又好吃，地方也好找，大棚里随便摘，也能吃,2016-01-03
478@@@,草莓园位于通州西集那边很好找，老板一家都很好说话！边采边吃也没有问题！价格很合理,2015-12-20
四叶草_20072,大夏天的时候去的，太热，着急忙慌得摘完就走，还不如自己买点呢，厚贵厚贵得！,2015-12-12
家爸0921,整体不错，随便吃，草莓还可以，很新鲜，要轻拿轻放，很容易就压坏了，还有草鸡蛋买，符合生态园的名号。,2015-12-06
15317437_51返,连着去了三年了，老板人很好，可以品尝,2015-11-29
椒盐饼干,老板人不错，草莓也不错，去了几次了！,2015-10-30
gordon202,有点远，但东西还是不错的，草莓不大，但味道挺好的。,2015-09-29
豌豆黄mm,挺好找的。看到好几家一看就是不止第一次来的。价格合理，品种齐全，只是一年多没去了，不知道现在如何了。,2015-09-27
愚公移山_9270,时间很久了，但仍然记得当时草莓的鲜美，团购与现场好像差别不大？总之老板很实惠很好商量。只是眼睁睁看着好多草莓被浪费，谁都会心疼吧？！,2015-09-13
chunlzhao,很不错的草莓采摘，孩子比较适合去玩,2015-09-05
topcook,三月份去的，带着老人，大家采摘的很尽兴，就是草莓被前一波扫荡了，看上去不太大，不过还能采。老板人很好！,2015-08-30
馋猫望舒,去了很多次，后来老板合同到期，搬家了。,2015-08-18
vivienne1001,挺满意，主人很活气，采摘愉快！,2015-08-08
nizhidao61,主要是和朋友一起去完的很开心。,2015-08-07
pharmacywang,还行吧。团购很划算的。好评一下,2015-08-02
Fiona,老板很赞，草莓也特别好，特别甜，自己动手采摘真不错,2015-07-27
丑胖子_4012,很久以前去的，抱歉忘了点评，印象很好,2015-07-19
eri0206,老板娘人很好，对客人很信任，不像有的地方在屁股后面监视你。采摘后还教我们识别野菜，还提供我们工具让我们免费挖了一大兜。还送给小孩一个看看生出的鸡蛋，还是热乎的。同行老人、孩子都很高兴。,2015-07-09
燕燕0512,不错，可以边摘边吃没人管，一家老少可以慢慢逛,2015-07-09
大叔,老板娘很nice，草莓很好吃，重点推荐他家的柴鸡蛋，真的很柴，嘿嘿原生态,2015-07-04
sophiexy2013,一般，小朋友吃了拉肚子了，说是没有农药，存疑啊,2015-06-12
宇中漫步,体验还好草莓不太好吃可能没到季节,2015-06-09
Xiang无法预料的未来,草莓很甜，个也很大，赶快行动吧,2015-06-04
馨馨小宝,很好很开心的采摘之旅，下回还要去,2015-06-03
wangkaifa,多扣了一张券，最后老板也忘了退钱了。不过总体还不错，有小动物，适合带孩子去,2015-06-02
北京二婶,初创阶段，不够好，不算坏，还算实惠。,2015-05-31
dpuser_26158987921,距离太远了有车去还不错噢坐车就太远,2015-05-29
少轩1101,草莓很好吃啊，老板娘人也不错…,2015-05-25
cool_1234,带孩子先去的通州万达广场，由于中午吃饭排队耽误时间里，本以为去不了采摘了，但打电话后说可以等我们，感觉很高兴。地方比较好找，老板娘的服务态度非常好，亲自指导我们应该摘什么样的草莓，还提醒我们大棚里热，给孩子脱掉外衣等。草莓可以品尝，味道也不错，以后还会来。					,2015-05-15
number_long,很抱歉只能给2颗星，特别想说，人还是那波人，草莓也还是草莓，但是地址已经不是原来的宋庄，搬到了比原来得远3倍的接近河北省的香河，距离远而且不好找。因为去年就来的红星采摘，记得名字，口评也不错，所以今年没带考虑的就带着朋友继续选择这家。直接大众点评导航，但是没想到，到了以后才发现名字没变，地址却变了，不知情的我们随着地图就来了这。很遗憾，这种“挂羊头”的生意（虽然这种形容可能不太恰当），让人很失望。特此说明给其他和我一样需求但不知详情的采摘者（尤其带娃的）。注：服务好、草莓也不错这是优点。但距离太远。					,2015-05-12
hahawang1980,草莓园里的小羊和狗狗都很可爱！,2015-05-02
红了花儿,特别好，下一次还去。必须的必须的,2015-04-22
珍爱0127,真心不错！老板人不错，大气！草莓也很好！院子里还有羊，兔子，宝宝们玩的很happy!下次再去,2015-04-19
codebear,挺不错的！草莓很新鲜很好吃。有机会再去。,2015-04-18
ZZS0083,很满意的一次团购，草莓有两种口味的，老板娘人很好，摘了两个棚，喂了动物还拔了个大萝卜，有机会还要去。,2015-04-13
福嘉,草莓超甜，原来这家是在宋庄的，今年搬到西集了，质量一如即往的好，老板娘人很好，满五斤还送大萝卜。问了老板，今年天气热，草莓也就能摘到五月底吧,2015-04-10
阿璨,挺好的。老板很实在。带孩子去不错。,2015-04-09
上网找吃饭的地儿,老板娘人超好，园子也干净整洁有序,2015-04-09
小元小圆,草莓不是很甜。不能采太红的，晚上吃就有几个烂了。大棚里很热。有养鸡、羊、兔子，孩子摘得、喂得超开心。为什么采摘的价格比市场上贵3倍呢？,2015-04-08
dpuser_10856739329,草莓不错现在还个儿挺大呢好吃漂亮三十一斤算不上便宜采摘就图个好心情吧挺远的,2015-03-29
kiko小毒,非常有意义的一次采摘，老板夫妇人好还特别实在，亲自摘草莓让我们品尝，将心比心人家做的是生意，尝几颗就行啦！草莓好吃价格公道，还可以喂些小动物！没有理由下次不去，还会再去的！,2015-03-29
从天而降IRIS,红星也是比较早的草莓采摘大棚挺多的老乡家里还种了别的菜菜走时候还让我们带走但是实在没时间吃就没要还有羊羊好可爱的说不怕人呢,2015-03-29
lishuang1221,总的来说还不错，带孩子去玩的，草莓很甜，老板人很好，送了青菜,2015-03-27
tsg20080808,老人和娃都很开心，草莓不算太红，红的草莓有点小，估计四月份会更好！开的篷子不太多，人不少，小朋友除了采摘还可以喂喂羊和兔子。吃饭附近比较少，最好去之前在周围把午餐订好，不然开回城里吃午餐就需要一两点了！					,2015-03-23
野风578,老板安徽人，很精明，但是给人感觉不太好。主要是来玩的，草莓品质在市场10块钱都不值，30一斤翻倍三翻，吃点最多一个人吃一斤？我使劲吃，我父母是使劲摘，就是相互来玩笑，老板娘就监视我们，还总说吃点就行了，老板就说好浪费，损失好大这种话，心情受影响。总说我们没有入场费，我又不是第一次入采摘园，尼玛有入场费的园子无论樱桃，桂圆不会高出市场价几倍吧。老板虽说会做人，但是还是能感觉到太市井，市区开到那里一个多小时，就是陪家人去玩玩吧					,2015-03-22
美丽的北极星0714,老板态度很好，自由采摘，可以考虑再去。,2015-03-22
宝儿0315,老板人很好，还告诉我们什么样的更好吃，下次还要去,2015-03-22
kevin-danguo,草莓很甜，采摘人很多！还算比较好找！,2015-03-21
Kathy_Q,挺好的地方，可能是我们去晚了，不太多草莓,2015-03-21
guaipangpang,周末人多去的有点晚大个的草莓都被扫荡完了草莓很好吃采摘多了动手的乐趣,2015-03-16
ice830122,价格合适，地方也挺好找的，孩子喂喂羊和鸡也挺高兴，就是周边没有什么其他可玩的地方，纯为采摘还是不错的,2015-03-16
宋莉_3720,很不错的采摘园小羊超可爱老板人很好,2015-03-15
leesing_1688,团购很实惠，已经买了很多次了。1000元省40可以煨次排骨汤了。希望今后各开展团购，优惠力度大些再大些!！！,2015-03-15
乾丰祥茶空间,味道不错，人很多，真材实料，去晚了还要排队。,2015-03-15
夏悠de娃娃,周六上午去的，草莓还挺大的，建议周六上午去,2015-03-10
小寳小寳,自己动手采摘虽然累点但乐趣满满，确实比外面卖的好吃,2015-03-08
尐菓冻儿,老板人很热情，草莓好吃，还会再来！,2015-03-07
水娃水-笨臭,地址还算好找老板非常热情草莓可以尝味道相当好以后还会来就是周边没什么玩儿的地方最后去通州万达转了一圈,2015-03-07
紫蝶冰,老板很好很热情，采摘了一点草莓，买了鸡蛋，边上棚里还买了茼蒿，草莓新鲜不是很甜，下次再来,2015-03-04
whatsup,还不错，下次再来，多采点，好吃,2015-03-03
zhangnan,很不错，草莓很甜，老板、老板娘人很好,2015-03-02
婕_7717,草莓相当不错，老板也很友好，下次还去！,2015-03-01
llyy7398,老板很热情，草莓也可以先尝后摘，还有小羊小鸡。带宝宝来的好地方,2015-03-01
Rebecca@cuc,老板人很好草莓甜还有蔬菜可以采摘都很好,2015-02-28
dpuser_71641440870,很甜，老板也很热情。有机会还会再来！,2015-02-28
yaoshan1981,草莓很甜，去之前最好和商家确认一下草莓好不好再去，还有可爱的小羊！,2015-02-28
浮华维他命,地方还算好找，夫妻两人很好。团了三张票釆完了多出来的也给算成团购价。还有小羊，闺女还喂了小羊！,2015-02-27
mmmorningmoon,从通香路中石化加油站对面的胡同进去就到了，主人很热情，态度很好。还有小羊可以喂，孩子玩的很开心。,2015-02-27
dpuser_41053991809,真的很不错，草莓非常好吃，老板老板娘人也超级好！,2015-02-26
静宝_9953,路有点绕，不过还好孩子和老人玩的很开心，草莓很香很好吃个头也大，老板也很好让品尝，还送菜，多的部分也按团购价算了!不错有空还去!,2015-02-25
飘荡的流云,草莓味道一般，春节期间去的，已经摘不到大的了，回家称了下分量，真心不够。。。比较伤心的采摘,2015-02-25
Eric安_5039,还不错，老板很热情，草莓香甜，园子里还有小羊可以喂,2015-02-25
笑笑_7986,非常好，在里面可以随便吃，小孩子在里面也玩的很开心，摘了好多。下次还会再来。,2015-02-25
欢迎太阳,真的很不错，没有上过药的草莓很可口，主人的人也好，赞,2015-02-24
毛豆子318,"带孩子去的,采了四斤,好找,人挺多,老板很忙。总体来说不错。",2015-02-23
dudumin,不错，小孩喜欢，草莓味道也好，新鲜,2015-02-23
Cappuccino1978,带孩子去的，摘了五斤，去前团了三张券，多出的二斤老板也按团购价算的。还买了一盒柴鸡蛋。,2015-02-22
cchys,30元一斤，价格还算比较公道。。。。。,2015-02-21
Dear_余小洋,草莓不错～老板人也很好～值得推荐～,2015-02-20
bj_zz,还不错，价格比较实惠，过去的时候草莓不是很太多了，但对于家庭来说也足够了，重在参与和体验,2015-02-17
yyliang2001,不错，老板很热情，最值得说的还是草莓，真的很好吃,2015-02-16
asuknowy,老板娘很热情，价格非常公道。草莓很好吃。,2015-02-15
amyhu1981,去过两次，离家比较方便，草莓很甜，吃过之后保证你再不想吃市场上买来的，老板还送了油菜，以后还会再来,2015-02-13
dpuser_60517550548,非常好，老板也特别好，下次还会去,2015-02-12
4580hhr,草莓真的是我吃过最好的，价格也不算贵。以后有机会肯定还会来,2015-02-09
RP若芸,老板很好，草莓去的时候还是能挑出不少，还买了花生！,2015-02-08
INTIMATE,老板人不错，热情也挺实在，走的时候还送了些茼蒿。草莓很甜，会再去！,2015-02-07
三碗鸡汤,草莓不错，老板也很实在，很好。,2015-02-07
爱吃番茄的鱼,服务挺好的，老板挺客气的，也有免费的网络可以用，周五来的，人不多，可能是刚过完元旦的事。鱼上来还没有完全入味，不够嫩，口感有一点硬，汤是咸的，感觉对我这样重口味嗯吃起来比较淡，香料再多就好了！酸梅汁比较差，整体拉低水准。					,2015-02-07
沐子达达,特别棒周五去的，地方好找，通香路大橡树主人细心耐心招待，小羊羊热情迎接，快乐采摘之旅。品种很赞，奶油和红颜都有，真棒！,2015-02-01
nanitaliu,非常好，每年都从他们家采取摘，老板夫妇人特别好，最后还送我几个大萝卜，和蒿子杆，绝对绿色，还会再去的！,2015-01-26
正妈正爸,还算不错，朋友们和孩子们玩得很开心。那里除了草莓还有小羊，鸡鸭，蛮好玩！,2015-01-18
七夕茉莉,老板两口子人挺好的，草莓挺好吃的，而且采摘的时候品尝人家也不说什么。主要是儿子很高兴，大棚里边有点热，老板娘总是提醒穿脱衣服。总之感觉很不错的。,2015-01-18
Lu,草莓还应该再成熟些，周末人也多，老板还可以，就是有个大婶跟着唠唠叨叨的，目的就是少吃点，说不干净什么的，除了采摘没有别的娱乐，单调点，有只小山羊挺可爱的，不怕人，小朋友都很喜欢。,2015-01-17
ljbubu1029,老板人挺不错，到的时候已经接近中午，人少，照相采摘玩了一会儿。经老板介绍在路对面吃点农家饭，人也超级好。,2015-01-17
米黑豆,吃草莓的季节了。这里不错，草莓味道也好啊。,2015-01-11
360_双色球研究专家,店家人很好，草莓也很好吃，地方很大，去了两个棚，以后还会去的☺,2015-01-09
曾曾雪雪,老板人很好，草莓很香甜，过段时间再去。,2015-01-01
冰鱼0304,儿子吃草莓算是吃过瘾了，我们负责摘，他负责吃,2014-12-15
为辣吃狂,采摘了两斤，吃了一些，口感不错，就是个头不是很大。孩子很喜欢这样的体验活动,2014-12-13
viviansan,老板服务可以，草莓口味一般。去的人比较多,2014-12-06
cerred,不错，就是远了点，开车过去要很久,2014-12-06
Qzone_3528209447,真的挺好！年年采摘！今年还要去！,2014-11-28
南瓜的叶子,可能是到季节了，草莓不大，不过店家说是没打药的原因，同事说大棚草莓是冬季草莓，到了5月份，打了药也该过季了，店家人不错，临走还给我们装了很多紫皮花生就是位置说的不太详细，其实是在那生态园里，找到那生态园就找到了，让我们傻找半天					,2014-11-18
CXH,草莓采摘了7斤，还不错，孩子觉得很有意思，还买了土鸡蛋，老人说很好,2014-11-11
悦动京京,很甜的草莓个头也是大小适中主人很好让我们随心所欲试吃哈哈值得推荐哦,2014-11-02
藤原浩,挺不错的，带孩子采摘，孩子很高兴,2014-10-25
aiwawp,一般啦一般啦挺好呵呵呵呵呵r,2014-10-04
JING淘,很久之前团的了，位置好找，草莓质量不错，虽然个头不大，但是味浓清甜，园主人很好，还送我们小葱和紫皮花生,2014-09-17
kitty111222333,很好，很新鲜，可以一边吃一边摘,2014-09-11
未来ni大爷,环境服务都非常好，就是不太好找,2014-09-10
mylean,很热情很好下次还去如果有团购的,2014-09-05
奔三胖小护,还不错，带着孩子去的，玩的很高兴。,2014-08-21
im_jiaping,去得时候人不是太多，但老板也给新开了个棚子让我们去采摘，儿子玩的很开心，草莓也很甜。,2014-08-07
rckc,去晚了，大个的都被摘走了。不过小的也还好，挺甜的。,2014-07-19
andylau34,去得有点晚了，草莓都摘得差不多了。地方还是不小的。,2014-06-20
暖小米vlog,真的沒農藥沒打激素的好吃草莓。會一直支持這些辛苦的果農給我們這樣好吃的水果,2014-05-27
emay826,骗人的团购，地方，脏乱差，明明现场和团购一个价格，欺骗消费者，工作人员态度恶劣，一看有人吃草莓就大叫，有必要么，吓死个人,2014-05-26
diudiu0723,我们去的时候是在地铁打车，等回程才发现其实通2就到他家路口。草莓还可以吧，也没在别家买过没法比较。味道的话就真的要会挑。老板娘指给我的就很甜。我自己选的就真心一般。比较喜欢他家的柴鸡蛋。25元15个，很新鲜顺便说句，本来在点评团了10张。用掉5张，结果点评抽风把我10张全验证了。最后找了老板把钱退给我了					,2014-05-17
艳恩,老板老板娘人很好，很大方，草莓也很新鲜。进去品尝也不会得到白眼，免费尝了很多黑皮的花生，老板娘还把剩下的半盒送给了我！和老板娘聊天时候知道，旁边的大棚是本地人，他们是外地人，因为眼红他们生意好，要联合生态园把他们赶出去，真是不公平，做生意不容易啊！园子里还有很多鸡和鸽子，鸡都是吃草莓的哦，纯天然喂养，150一只。第二次去的时候，都卖光了~					,2014-05-02
爽子龙,现场采摘的价格也是30一斤，不用团购。蔬菜统一十块一斤。但是品种太少。只有香芹，西葫芦，茼蒿，生菜等五六种，棚里太热。草莓可能过了最好的采摘季节，不太多了。味道一般吧，两种，章姬和红颜。和超市里15元一斤的口感差不多的。就是图个动手的乐趣，很多带孩子的家庭。					,2014-05-02
