用户名,评论,评论时间
小凉RYO,最近馋草莓了，怎么吃也吃不够呀😶在首页上刷到的老宋家，果断收藏了！果然没有辜负我的期待！他家草莓是自然长熟的，以前吃过，所以一吃就能吃出来～酸酸甜甜的，草莓味很浓很浓！现在大家物质水平提高了，对于入口的要求也高了，也愿意为此付出。大商场或者山姆的草莓也要四十五左右一斤了，但是哪里比得上新鲜采摘的呢？他家还有柴鸡蛋，价格实惠，我也买了一筐，和朋友分了分。回家吃着也很不错，老妈连连夸赞，说还要买而且老宋他也很实在，我也要变成回头客啦！					,2021-02-03
豌豆宝宝呢,想着带娃感受一下大自然正好也是吃草莓的时候🍓就带着娃去了但是娃吧有些小还是等大些了还得带他们去老宋人很nice价格因为是自己摘也还能吃个一两个的就挺合理的少摘些摘够吃了就行有时间再来我们是跟我哥一家子去的我哥一吃来了一句真tm甜哈哈哈哈逗死我了以后有时间还会再去的					,2021-03-26
巨Happy的蹦豆P,4-7号棚老宋草莓园孩子一直好奇草莓长什么样子，周末正好去九华山庄，于是查到了这家，顺便过来摘草莓。疫情期间村口检查体温扫健康宝，停车费一小时一块。进门老板很热情，拿萝卜给孩子喂小兔子。我们来的还算早，承包整个棚，草莓又大又红，孩子摘得很开心，还没走就问下次什么时候再来					,2021-02-28
GaGa,两周前去摘滴，忘了发！！！今天补上～我们已经来了四年咯～～每年冬天最喜欢的项目就是吃草莓啦～全家都爱吃啊！哈哈，去年疫情惨滴嘞我们只能在栅栏外面等着，今天终于可以进棚咯！！还是那个我爱的味道～～老宋夫妻两特别实在！临走的时候还给我们娃拿了两个刚煮的鸡蛋！！上车一吃真心不错！！！！黄芯儿！跟外面买的不一样啊。。哈哈。可能我们。。真的是见不着啥好东西吧，纯天然无公害我们从没吃到过，草莓草莓重点是草莓！！！！太TTTT。。。。。。。。麽。。。。甜了。。。真的是。。。太好吃了！！！！还来哈～～明天就来					,2021-01-25
小语xi,我们周六去的，人不多，城区开车一个多小时到达，跟这导航走准没错～他家是有机🍓，夫妻俩人很好，进门前尝了一个，非常甜，草莓🍓个头也可以，不一会儿就摘了有5斤，门口还有小动物可以喂养～之前去了个大兴的草莓采摘，个头小，味道一般，还要50一斤，感觉太亏，这没有对比就没有伤害，以后就认准他家了，推荐带小朋友去采摘					,2021-03-20
一只特立独行的_猪,从下车开始就感到了老宋家的热情门口的阿姨招呼我们先来和小兔子玩儿一会儿，然后指导男朋友给我拍照贴心地拿来一把生菜让我们用来喂兔子，超级热情。采摘的过程也很轻松~我们四个人摘的不多，一人一斤，陪同的阿姨和大棚里的叔叔也很耐心，没有嫌我们摘得少当然最重要的还是草莓的口感了~不是市场上那种一咬满口糖味儿的草莓，是真的香香的草莓味儿。回来的路上一直拿着图片里那两颗草莓闻，太喜欢了。第一次体验草莓采摘，真的很不错！以后假期多了个好去处~					,2021-02-05
分裂,最近没怎么写点评。实在被大叔的热情圈粉了~~按照导航走，车就停路边。然后大叔就在路边等着，带我们进棚。还带我闺女看了小兔子。告诉她蜜蜂不要怕。给她讲解如何摘。送的小筐子非常结实。没有强制消费没有规定摘多少斤。还有塑料盒子包装，送人合适。大棚里温度很合适，孩子很开心，而且很干净。我们去的时候有几个人在摘。大的没有多少了，所以我们大的小的都摘了些。很多草莓处于全红状态。我更喜欢小的。说不上全甜。但是酸甜比例挺合适。味道很厚重。而且现摘的，那绝对和水果店的不是一个概念。吃个新鲜感还是挺重要的。摘了将近一筐。243.5，大叔给抹了零头还送了宝宝三个柴鸡蛋。还有一个可以举着拍照的“小灯笼串”。然后还特别热情的送我们上车。下次还会带宝宝来的~无论草莓和大叔的热情都让人挺舒服。					,2021-01-10
小仙女,大年初一去摘草莓的有没有，反正我们去了，跑了好远的路，就为了采摘新鲜的草莓，跟着导航走就行，到了之后能看见好多大棚，我们进了一个大棚里面，全是草莓啊一个个，一串串，一排排，琳琅满目，鲜艳欲滴，小心翼翼的摘掉一个，去蒂放入嘴中，酸甜可口，美味多汁，真的是人间美味，喜欢草莓的朋友们可以果断打卡哦					,2021-02-25
潘小戈,大年三十摘草莓🍓今年第三次来这家摘草莓了，今天三十，没什么人，但草莓也没有之前来的时候那么多了，老板说之前几天来了好多人，摘了好多，所以没有之前那么多了。这次采了一点白雪公主，味道有点奶香味，但没有红色的甜，我觉得还挺不错，但家里人都说还是红的好吃。娃喜欢小兔子🐇每次去都玩好久，今天还专门带了小白菜🥬喂小兔子。老板特别热情，还给妈妈拿了一个草莓秧，回家种，老妈特开心，哈哈。新年快乐🎆					,2021-02-11
虎哥姐,老板非常热情，二话不说就拿出菜让小朋友喂小兔子，耐心的等小朋友喂完兔子，开了一个红果特别多的大棚，还特意叮嘱棚里热，可以把大衣脱了放在她的羽绒服上面再进棚。老板说草莓都是有机的，棚里的蜜蜂不会蜇人很安全，一边聊天一边采摘，我们玩儿的不亦乐乎。以后采摘肯定还会再去这里，老板真诚、草莓香甜、兔子可爱！					,2021-02-22
Demi丶G,草莓🍓之大～一口吃不下地方非常好找在村子里，老板非常热情呀，带我们去了一个草莓很多的棚，首次采摘行动非常圆满的完成了～我和我老公一进棚就在摘摘摘，刚摘下来的草莓非常香，而且甜度真的很高，但是酸甜口真的非常棒，完全忘记了拍照这回事补上小草莓花和还没成熟的草莓组，真可爱～有机会还会再来的					,2021-02-20
米拉_6725,孩子期待已久的摘草莓🍓。口味:浓浓的草莓香，又香又甜！比超市买的好太多了～环境:老板也很热情！有鸡有鸭有兔子！孩子喂了好久。周边:摘完中午可以去附近吃铁锅鱼，注意一定要提前拿号。周末很火爆。拿完号后可以在旁边的游乐场玩，各种游乐设施，小吃摊，玩具摊，孩子们玩的不亦乐乎。很大的停车场，免费的。					,2021-03-27
什么东茜,这一片全是草莓采摘园，老宋家挺大的位置位于小汤山有些远，需要驱车前来哦，村里可能收停车费草莓很多很甜很浓郁的草莓味可以尽情的摘，一个大棚里密密麻麻的草莓还有生菜呢，很新鲜、草莓贼大个，可以品尝一个，还有小兔子呢哈哈哈总之很不错的一次采摘体验					,2021-03-07
思念深蓝_8473,上周五上午到了，人不多，被门口的小兔子🐰吸引了，摘草莓成了顺便的事了外面是几只大兔子，大棚里面还有五只小宝宝，特别可爱。书归正传，草莓味道还是不错的，大的小的都有，我比较喜欢小一点的，感觉口感更好，更细腻，价格也是比较合理的，毕竟这附近都是种草莓🍓的大棚，老板娘态度特别好，很热情，顺便买的点柴鸡蛋，回来煮了，确实比超市买的好吃！					,2021-02-01
SummerZZZ,老宋家的草莓品质非常好！早上我们两家去了给我们单开了一个大棚，里面每垄都是红彤彤的草莓，小朋友抓了一颗就开始咬，吃的美滋滋的停不下来每家摘了两筐，回家洗完再吃，还是一样的甜，全家都很满意老宋两口子人都特别实在，做农业生意确实不易，老宋说每天都要从早上四五点干到晚上八九点，但也只有这么尽心的付出才能产出这么好吃的草莓。今天的体验特别满意，下次再多约几家朋友一起来！					,2021-02-06
dpuser_7716216260,开车跟着导航走，地方很好找，一拐弯就到了。老板非常热情，接待的让人舒适。进了棚，本来想找白雪公主，可惜已经没有了，我们还是来的晚了，稍有遗憾。不过红颜也很好吃，边摘边尝了一个，味道很好，酸酸甜甜的。棚里人还挺多，到了采摘季节，大家不约而同的来了，又能娱乐，又弄了好吃的回家，非常棒的一天。					,2021-04-07
风过云动_8516,还是12月份去的，位置好找开车很方便！去之前最好跟棚主预约一下。建议车停附近的时候把外套什么的都脱放在车里，棚里的温度太热了！巨热！待一会儿就一身汗。我们去的还是晚了，再提前一周过去合适，大些的草莓🍓都被前面人摘走了。所以等下次再来一定提前联系问问。我们没有团购，直接现场称的斤数，价格和团购价一样。棚主很实在！话说采摘草莓的过程真是开心！比外面直接买来更有意义～以后可以带小朋友来！					,2021-04-07
Y包子,千里迢迢过来买鸭子，看着是吃玉米长大的，说好的200一只随便选，选了一只最大的，老板娘抓出来说有七斤多，不舍得卖了，坐地起价要220，然后出210问卖不卖说不卖，走了几步又说卖，宰杀拔毛没剖肚一称才4斤6两！到家后发现鸭子看着看着瘦了很多，一称才4斤！很是神奇！真是活见鬼了！鸭子打水了导致的？？？求解释！！！					,2021-04-07
杨小球_2777,摘草莓的时候会跟你说，别吃草莓，草莓园里土比较多，个头不大，说是有机草莓，不知道是不是纯天然，说让我们给好评，好评应该是亲身感受的，不是让我们写的。,2021-04-04
dpuser_8699422297,草莓特别好吃，不光甜还有，有淡淡的香味,2021-04-04
Weixin_9647331234,老宋采摘园，非常不错。果大新鲜味道好，服务周到热情高！老板很实在，老板娘会做生意！草莓自然生长，光照充足，质量很棒！小朋友来了，可以喂兔子，喂鸡喂鹅喂鸭子，很欢乐！棚多采摘有保证，周末人还不少，要提早！					,2021-04-04
dpuser_0461876631,按导航位置过来的，大姐人很热情，小朋友一下车就被小兔子吸引了，草莓园里很干净，体验还不错。,2021-04-03
TIAMO~H,交通方便，老板热情，草莓🍓🍓🍓香甜,2021-04-03
polaris_756,老宋采摘草莓太好了简直不要太好吃有兔子有鸡哈哈吃着也好吃老板也很热情值得来,2021-03-31
dpuser_2459003528,其实就是很普通的一个草莓大棚，感觉里面的草莓就是拿化肥催熟的，因为根本放不了多久，一晚上就不能吃了。价格也没多便宜,2021-03-21
sunjie870616,草莓个大很甜，每年都来几次，孩子很开心，顺便买些柴鸡蛋鸭蛋！,2021-03-20
牛牛_3356,叔叔阿姨非常热情，环境也不错，停车方便，草莓🍓也好吃，棚子里很暖和，孩子们特别喜欢，还可以喂小兔子🐰，喂小鸡🐥,2021-03-19
ll619221,老板娘人很好，一下车就招呼孩子喂小兔子。进篷后就闻到扑鼻的草莓香味，不得不说，老宋家的草莓不管是味道还是口感都是一级棒,2021-03-14
哈哈宝,一家三口第二次来，阿姨很富态很热情，味道还是一样的好，以后就固定这一家啦！,2021-03-13
匿名用户,不要犹豫，爱吃草莓摘草莓就去这里，绝对不是广告哦～超好吃！老板人也很朴实善良～,2021-03-13
kechong2013,老板服务很好，很厚道，草莓园很大，很新鲜。,2021-03-13
PhoebsBuffay,大姐特别实在，特别热情。棚的环境挺好的，干净。我们来采的周六头茬草莓，很多大果，很甜。好评,2021-03-13
dpuser_6184287081,特别特别好，特别特别甜，目前来这么多家，她家最好了特别棒棒棒！,2021-03-09
不想理你_2598,吃老宋的草莓好多年了，草莓超级棒，巨甜，草莓香浓郁。超市货完全没法比。还能带娃去草莓棚里呼吸新鲜空气一举多得,2021-03-09
峻8605,草莓非常好吃，已经去过很多次了，老板人很好，每次还送点东西，如果不想自己采摘可以提前让老板帮忙摘好，还可以快递，服务非常到位,2021-03-08
竹攸雨,草莓园不错能挑出来一些大个的不过有人喜欢小的小的味道更正这家草莓园客人挺多采摘的这一会就来了好几波人说明宣传工作比较到位养了些兔子客人可以随意喂听说也卖鸡也卖鸡蛋老板忙的时候顾不上杀鸡闲空的的时候买了鸡给你杀好还是很不错的推荐吧不过采摘草莓肯定比市场上买的要贵40吧					,2021-03-08
dpuser_0773497620,来采摘啦和闺蜜们一起女主人超级热情一直说帮我们拍照草莓确实不戳个大还红的挺多的不过天气变暖就要抓紧时间去了我们去的时候虽然是周末但人也不多主人还养了兔子可以喂超级可爱草莓一斤是45块钱～应该还可以采摘蔬菜之类的					,2021-03-07
菜小七菜小七,春节前几天去的。停车不免费！要通过一个小村才能到采摘园，村口设置了收费口，停车2元/小时。采摘为村民增收的，收费有点不能理解。草莓介于头茬和二茬之间，每斤45元，一小会就是好几百了。并没有描述的那么惊为天人的好吃，但是非常新鲜，选择全部红透的草莓非常爽口。还买了鸡蛋，号称土鸡蛋，但是为啥一点鸡粪啥的都没粘上?而且那么几只鸡，能下那么多蛋吗？老板养了几只兔子，为了吸引小朋友吧					,2021-03-05
ansooansoo,老板娘特别热情，小宝喜欢喂鸡，热情的拿出一盆玉米粒给宝儿让去喂鸡喂鸭子，玩的不亦乐乎。草莓有机个大味道正，大棚里看见蜜蜂飞来飞去，还带回来一些柴鸡蛋，老板娘还送了自己种的小葱，回家再来一盘香葱炒鸡蛋					,2021-03-03
大头蕊爱吃蛋糕,带孩子玩，摘了3斤多，出来结账时被老板冷嘲热讽，说我们买这点还不够采摘中碰坏草莓的钱，建议买的少的人，不要去他家了，花了钱还得被人家数落，以后不会再去了。,2021-03-03
匿名用户,价格实惠物美价廉草莓特别大特别甜而且熟的刚刚好大爷人很好下次还要来摘,2021-03-01
想扭扭416,带娃来摘草莓，还喂了兔子看了大鹅，玩的很开心，草莓🍓特好吃，大棚很整洁没怪味道老板娘人也超好，勤快利索的大姐，一直和我们聊天，还会再来的～土鸡蛋也安排上了哈哈,2021-02-28
可爱猫猫_8948,一切都挺不错的，确实服务热情周到，草莓也很好吃。有机会还去！,2021-02-28
吃饭宝宝的精彩,第一次来大叔家摘草莓是12月份了，今天带着老妈第二次来了，一进园子里面草莓还是那么多，味道很甜，还有一股淡淡的清香……,2021-02-27
likethem,除了摘草莓小朋友还可以看看大鹅喂小兔子铲土……嗯就还能玩那么一会除了买草莓还可以买鸡蛋买鹅蛋……挺好的还会再来老板说可以摘到6月份,2021-02-27
xinzhi1030,来过好多次了，比较了许多家，老宋家的草莓最好吃，而且大叔很朴实，阿姨都很热情，尤其是他家白草莓很好吃，每次去都要带点菜回来,2021-02-25
dpuser_3006985902,老板人很好，草莓也不错。还能喂兔子，孩子很开心！,2021-02-25
WXXC,老宋家采摘物美价廉，疫情期间来过好几次了，每次都是一家一棚，特别安心。宋嫂也特别热情，每次采摘不管你摘了几斤都会拔一些自己种的蔬菜小葱给带上。今天小宝还在宋嫂的鼓励下抱了小兔兔，棒棒哒！,2021-02-24
Lin,棚内很干净老板态度特别好主动说小朋友可以吃不过我们是到家清洗后才吃的非常甜停车也很方便,2021-02-24
cuicui崔,特别实在的主人，孩子开心地摘了草莓，喂了小兔子，临走的时候还送了小葱和两株草莓苗，下次还去你家。,2021-02-23
cjh1990,优点：宋大叔很和气，之前电话沟通顺畅，虽然很忙的感觉，但有问必答，都照顾到了，还给了一把生菜。吐槽：这不能说是缺点，只能说吐槽了。真贵呀，3个娃，半小时，摘了600多块钱的。真是肉疼。娃摘的不亦乐乎，只为摘而摘，为娘只能人民币伺候。重在体验吧。					,2021-02-23
dpuser_5243798215,园子在村里，跟着导航比较好找老板服务很好，今天早上摘草莓的人特别多，我们到晚了草莓剩的不多，也很热心地招待我们，还送了一些蔬菜和鸡蛋草莓种类也比较多，口感也很好棚里养了蜜蜂授粉，不蜇人，安全无公害满载而归					,2021-02-22
dpuserAt_4565943284,老宋草莓采摘园，从大众点评过来的，果然网友说的果然不错，草莓园很好找，老板人很好，告诉你什么样的好吃，草莓园子里的草莓都很大，老板在里面帮你摘，摘给你尝一尝，说是头茬的特别甜，孩子尝了后说比超市的好吃，老板还送了小葱，说回家尝尝，下次再来					,2021-02-21
_安米,老板热情，服务特别好，草莓红彤彤的，好吃！！！还有鸡蛋、鹅蛋，加了老板微信，以后还会再来哒~,2021-02-20
dpuser_37790694947,采摘草莓孩子很喜欢，离的不太远，一大早就要起来去摘草莓，孩子喜欢吃，店家也很热情,2021-02-19
吐吐妈,挺好的！老板人特别好草莓也新鲜,2021-02-18
小艾新雅,环境挺好，老板人也很热情，交通也方便，推荐带孩子去玩。,2021-02-18
匿名用户,服务周到，草莓又红又大，还有小朋友喜欢的兔兔，大白鹅。大哥特别热情，给小朋友拿了玉米和草莓秧喂小动物，带着我们看了兔子、大鹅和鸡🐔，孩子玩得特别开心！下回还会光顾。,2021-02-17
小兔兔兔qaq,过年初四草莓采摘，草莓个大，口感好，草莓旁边还有一只可爱的大黄，整天感觉棒棒哒,2021-02-15
vvaannee,过年哪哪人都多，想起摘草莓就搜了下过来了，人也不少，草莓品相也挺好的，小朋友还可以喂兔子看大鹅，草莓味道也很好，推荐,2021-02-15
oo,跟着导航走很好找一大早就去了摘了好多草莓挺好吃的可惜没有什么白草莓了明年一定要早点去,2021-02-14
爱竹子的猫,老板很热情，买了鸡蛋，草莓，还送了香葱，买了鸡还帮忙收拾好，很感激，推荐,2021-02-13
dudubird_8133,亲自喂喂小兔子、看看大鹅，都是宝宝喜欢的。还有第一次体验采摘，宝宝也是棒棒的！棚里还有白草莓“白雪公主”味道非常好。大姐很热情，临走时还送了一把小葱。非常感谢！,2021-02-13
燕子李三2013,服务很热情，草莓棚里特别暖和，草莓美得很，小盆友们摘的开心，棚外还有一窝小兔子超级萌，孩子们围观好久，老宋还摘了生菜给大家为兔子，捡了一些掉落的草莓给兔兔，吃得好欢，推荐带娃去！,2021-02-12
qinying626,大年初一带娃来摘草莓🍓还喂了兔子🐰娃很开心😃老板很热心还送了柴鸡蛋🥚和自家种的香菜香香甜甜，美好的牛年开始啦！,2021-02-12
wlqdkd,草莓园地址特别好找，好停车。里面的草莓特别甜，小而精致，摘到停不下来主任宋大哥特别好客，送给我了一颗小草莓种在盆里。还有自己种的小葱和香菜，味道特别香，真的很不错，下次还会来哈哈哈，太好了					,2021-02-10
阳光罩,老宋的草莓真心好吃！一看就是用心栽种的果实，个个饱满，奶香味十足。娃娃们玩的很开心，边摘边吃，作为一个不爱吃水果的娃娃，可想而知老宋的草莓有多么可口！以后不买草莓了，想吃草莓就来老宋这里采摘！本来想去万德草莓园的，幸亏没去呀！老宋这里四斤才180，真的是物美价廉！还会再去的！					,2021-02-09
dpuser_15810737535,果然名不虚传，一片采摘园里就属他家最火，络绎不绝，老板娘很热情给我们先开的棚草莓不太多之后又给新开了一个，第一茬虽然都摘完了第二茬也不赖，大部分形状都很均匀，颜色也比较饱满，虽然价格并不算很便宜但是口味对得起这价格，总体来说很不错的，值得再来！					,2021-02-09
Florafay,推荐一家草莓🍓采摘园，老板娘超级热情，草莓品种是红颜，肥料是以色列的，45元一斤，不管草莓大小一样都很甜，一个篮子装满差不多要五斤多。除了可以采摘草莓还可以喂兔子、看大鹅，追着公鸡满街跑，还可以把新鲜热乎的柴鸡蛋带回家哦。					,2021-02-09
dpuser_0793310020,周末闲暇好去处，采摘价格45一斤。大姐很实在，不同的几个大棚里头草莓数量不一样。靠近门口的那个棚子基本就是摘着玩的，不过草莓质量一致的，非常甜美。要是不采摘，路边的摊子25一斤。附近有个吃铁锅鱼的地方，超级热闹，**设备，简约粗犷，一家人吃喝玩乐的不亦乐乎。					,2021-02-06
匿名用户,周日的下午才忽发奇想去采摘草莓，确实已经是很晚的时间段了，不过收获也还不错，采了满满两筐。老板人挺好，看到好的也会帮把手，我们筐里最好的一个就是来自老板之手。可能是因为去的晚吧，人很少，整个大棚只有我们一家和另外一家，到后来就是包场了。小孩子玩的很开心，看起来还可以再来的样子～					,2021-02-06
养个号玩玩吧,到了草莓生长最好的季节，新年前的完美体验，老宋师傅家的草莓个儿大、香甜可口！孩子们摘得高兴，吃得开心！,2021-02-06
豆包87,还不错45一斤买了点鸡蛋还有小兔子喂孩子很喜欢,2021-02-06
淼淼,草莓特别好吃！经常来！强烈推荐！散养鸡也好吃！,2021-02-04
酥酥酥西,第二次来采摘了，老板人很好摘了好多又大又红的草莓🍓,2021-02-03
沁馨儿,草莓非常甜，交通也很便利。还有小兔子🐰可以喂，小朋友们玩的很开心。两位老板也非常热心周到。推荐推荐,2021-02-03
siriuswlz,慕名而来，果然五星不是虚的。服务热情，对小孩儿友好，又是喂兔子又是摸狗狗的，孩子很高兴。采摘过程中还特地摘了稀有品种让品尝，赞临走还买了两筐柴鸡蛋，共花费600元，还会再去，等我们呦～,2021-01-31
Winnie默默,草莓很新鲜，老板态度很热情，宝宝玩得很开心，还会再来。,2021-01-31
赫赫妈妈,草莓很香甜，位置也比较好找，孩子玩的很开心,2021-01-30
王小鱼,周五临时找了一家草莓采摘，孩子们到了先喂兔子，采摘草莓特别好吃，都是自然成熟的，给老宋家草莓点赞,2021-01-29
dpuser_92272312300,老宋草莓园交通非常方便，下了高速有几分钟就到了。宋大哥和老大姐都特别实在，红颜草莓个大，特别甜，价格也实惠。孩子们摘完草莓还和小兔子宝宝玩了一会儿，小兔子非常可爱，孩子们都玩儿得非常开心，有空还会再去。					,2021-01-29
蹦蹦跳1987,草莓又大又好吃，有好几个棚。我和儿子下午去的，人不多，跟着导航很好找。园主特别热情，人也特别好，结账时会把我们摘的已经太熟放不住的主动捡出来，还送了我们一些蔬菜。不仅能摘草莓，还有很多小动物，值得一去！					,2021-01-29
糊涂范儿大人,老板一家人超好超热情！从最开始的不熟悉到现在已经是他家常客了！他们家的草莓🍓又大又甜，对比几个采摘园，觉得老宋叔家草莓不论是质量还是价格，做的都很有良心！难得碰上这么一家超好的采摘园！特别值得推荐大家光顾打卡。					,2021-01-28
杨凯_6329,超级棒的体验，草莓个个又红又甜，孩子3岁超级爱吃，吃了20个，确实也比外边买的草莓好吃太多，草莓味十足！老两口人也特别好，看我闺女哭了，还拿出刚出生的小兔子哄她，以后每年都准备去摘两回了，推荐大家去体验一下					,2021-01-25
腿粗是老大,路过顺便买点草莓，周日下午到的，村口需要扫健康码。老板两口子热情好客，草莓口感非常好，酸甜可口，都是红彤彤的，婆婆摘上瘾了一下子摘了10斤。门口还有小兔子，带小朋友的还可以喂喂小兔子。加了微信可以快递，非常方便，下次还会再来。					,2021-01-23
匿名用户,带小盆友去摘草莓，去了就撒欢儿了，15个月实在控制不住，不让吃草莓就撒泼打滚，老板娘招待了2颗，我们飞快的摘了一筐，称一下3斤多200，觉着太贵了，抱怨了一声，老宋立刻给搭了三个土鸡蛋尝尝。草莓味道真的不错，但等过完年价格降下来再来吧。小盆友被门口兔子的size吓呆了，没见过这么大的兔子哈哈哈。					,2021-01-23
dpuser_1138120554,草莓🍓真的很好吃，够甜，草莓味浓。老两口很热情，带着孩子来的，阿姨还拿菜让宝宝喂小兔子。推荐来摘草莓。,2021-01-23
*我是静静*_8433,位置好找！有4-7号棚，可以采摘！老两口很热情！买了2筐鸡蛋，摘了4筐草莓！草莓很甜，水分也足！鸡蛋也很好！周末很适合带孩子去！走的时候，还送了自己家种的小葱跟香菜！,2021-01-20
