用户名,评论,评论时间
匿名用户,"夏天和西瓜最配了。娃儿们快开学了，选个周末带娃去摘西瓜。点评上搜了一下，看点评推荐，打电话咨询后，选了崔鲜生这家。【位置】按点评地址导航，非常准确。这家不在柏油马路边上，要往里面走一小截，人很多，车都停在路边。【采摘】我们摘的西瓜，瓜棚很多，老板告诉几号瓜棚正适合摘，黄色、蓝色绳的最好，黑色的也能摘，红色和白色的不要摘。不同时间种的吧，所以成熟期要隔几天。瓜棚里很热，黄色、蓝色的剩的比较少，我们摘了几个蓝色的，又挑了几个黑色的大一点的。【西瓜】采摘5元一斤，回家洗了切开，水多很甜，比超市买的好吃。					",2020/5/27
小玩za,"交通：自驾最方便，下了高速用不了多久就到啦，他家不在路边拐弯进去才可以，门口可以停车，但是地方不太大。特色体验：有好多个大棚，占地面积不小。跟老板会告诉你哪个棚有什么，拿上🧺和✂️就去采摘吧～西瓜都贴心的系上了绳子，按照绳子的颜色采摘准保熟，虽然瓜不大，但是可甜了～蔬菜品种也很多，辣椒🌶️、茄子🍆、黄瓜🥒、卷心菜、西兰花🥦、西葫芦等等在一个大棚里，好多都还没长大，还是小小的蔬菜baby超可爱。大番茄🍅小番茄在另一个棚里，西红柿红的没几个。估计熟透的早就被摘完啦～大棚外地里还有大葱、小葱、菜花、洋白菜、桑葚树可以参观一下～采摘完老板娘给称重，🍉5元一斤，蔬菜5块、8块、10块一斤的都有。还有超级可爱的小兔兔可以投喂，留下一袋洋白菜给他们，吃的特别香～tips：建议早早就来，大棚里太热了，九点多到的完全是包场呀！十一点人就非常多了久居城里的孩子看看这些还是非常开心的！@北京点小二					",2020/5/28
你家de小主,"小狗子爱上这里了，跑得不亦乐乎，看到奇怪的黄瓜，在原地研究了好久今天中午去的，人超多，一口气摘了20来个西瓜，不枉费来这么远跑一趟，主要是太好吃了，冰箱里镇上个半天，拿勺子呱呱吃，贼甜、今天还摘了很多蔬菜，西红柿看起来超新鲜，立刻回家开吃，哈哈哈老板超级热情实在，持续推荐来哦					",2020/6/6
小歪勺,"本来是直奔地笼宝采蘑菇来的，由于蘑菇所剩不多，孩子没玩够，就在附近搜了一下其他采摘，看到崔鲜生态园的评价很好，又刚好离得很近，开车几分钟的路程，马上就过来了。老板人特好，果然和点评里说的一样，非常的热情，又实在，帮我们介绍，由于今年气候不稳定，所以很多品种蔬菜都还没熟，不过已经熟了的西红柿真的是太好吃了，因为就是带孩子去玩的，所以摘的有点少，回来一尝后悔了还好加了老板微信，只能坐等老板发朋友圈后再去了					",2020/5/12
会吃的猪兔,"今儿个特意跑来庞各庄摘西瓜，崔鲜这家在咱点评上排名很靠前，想必有一定道理，所以没犹豫直奔它家来了!果真很惊喜，因为它家不但有西瓜🍉，还有蔬菜可以采，黄瓜顶花带刺的真是新鲜!孩子们也有的玩儿，门口的小兔子们就很招人爱!老板夫妻俩挺热情，价格也公道，下次会再来哒!					",2020/5/28
喵哥北京,"交通:就在大兴机场不远处，开车畅通。品种:主打西瓜。品种是叫什么我也不懂哈，成熟后个头小，皮非常薄，适合小朋友采摘的小型瓜。很甜，有包装盒，送人划算。另外还有蔬菜:茄子，辣椒，黄瓜，甜瓜，番茄，南瓜，香菜，水芹，豆角还有户外的大葱等等。面积:不大不小，夏天中午棚子里有点热。价格:性价比不错，老板人很好，每次都会送一些。还养了几只小兔子，小朋友可以喂兔兔。					",2020/5/21
Ax憬奕,"交通：路途遥远🚙🚙累死我了🧘🏻‍♀️太远了特色体验：一家三口。相约好友一起亲子游。太热了。天气真是好的不得了。☀️🌤🌦周末人真是多。我们1点多到那，那人***真是多的。棚里热的蒸桑拿，蔬菜来晚真没有，可能9-10点估计有。西瓜大把的是。很多大棚，老板应该是分流的，要不一天把所有棚打开，这周日就没得摘了黄瓜🥒和西红柿🍅真的很好吃。自家种的味推荐理由：西瓜很甜，皮薄，下刀就自己裂开。					",2020/5/23
懒兔范范,"沿途有好多采摘园，冲着点评的好评直奔这里。人很多啊，十一点多到的，蔬菜已经所剩无几了，据说六月份应该会成熟的比较多。西瓜不少，最近可以采摘的是蓝色和黄色绳的。西瓜真的超好吃啊，皮薄，甜，水分多。来的基本都是好几兜子的买。来之前我电话问了两家，这家回答很周到，菜有好多品种。最重要的西瓜便宜，另一家8块一斤，这家五块，这两天刚调的价。小孩玩的很开心，可以喂兔子可以钓鱼。玩的不亦乐乎。					",2020/5/23
倩倩_505009,"本想着工作日人会少一些，没想到不仅人不少，即使在雷雨交加的天气里都没阻止了大家采摘的热情。还好天气不热，在大棚里采摘会舒服很多，这家的西瓜味道不错商家都给大家绑上成熟的瓜的标识，采摘踏实放心咔嚓一剪子落入篮子中。我们还顺便摘了好多西红柿和黄瓜，瓜果香味四溢，我们都吃了个肚歪。良心商家，实在热情，期待6月份再来					",2020/5/22
bling泡泡儿,"周日上午趁着好天气驱车去庞各庄摘西瓜在点评上看这家排名靠前所以直接导航过去。快到目的地时看到小道两旁停的车就知道人不少，果然一过去先看到他家的棚子，人头攒动太热闹了。拿好筐和剪子去瓜棚里，能摘的棚子不多，符合成熟期能摘的瓜就更少了，冲着这么多人来就知道剩不了多少了摘完瓜交完钱还可以现切了吃，味道倍儿好桌椅旁边还有一个冲气的小水池可以让孩子们玩玩水。除了人有点多，总体来说体验不错！					",2020/5/29
dpuser_86385907955,"[圆图钉]地理位置：大兴庞各庄西瓜采摘特色推荐：藤摘小西瓜🍉采摘蔬菜🥬前段时间正好去大兴路过庞各庄那怎么能不去摘西瓜呢这会下来的都是藤上的瓜，6月份大西瓜才能熟，所以这会都是用剪刀✂️直接采摘的西瓜藤上面给打好易拉宝黑红蓝标志着熟了小朋友摘了好几个给他开心坏了跟我说下次还想再来摘西瓜周末可以来这边采摘除了西瓜还有伊丽莎白西红柿黄瓜茄子豆角离采摘不远的地方有个龙湖天街可以饱餐一顿老板和老板娘是小两口，特别好说话，好聊天加了微信，喜欢吃的可以直接包邮到家					",2020/11/24
匿名用户,"第一次去自己采摘，带孩子去见识下西瓜的长法，顺便也认识了其他的蔬菜，孩子玩的挺开心，我也挺开心，就是去的时候有点热，自己摘得瓜就是好吃，也的确比外面买的那种大的瓜好吃，我们一下整了6个！下次再去再弄点的！					",2020/9/17
谁还不是个小可爱,"孩子喜欢吃西瓜，但是没体验过采摘西瓜，就跟三家朋友约好，一起去采摘，几家人就围着这么一个孩子，大棚里太热了，除了我他们都进去体验了，我在外面等他们，可不想刚出门，衣服就湿了，哈哈😄收获满满，西瓜个头儿不大，但很甜很甜，孩子很开心！					",2020/7/25
Ababyagain,西瓜很好，瓜皮薄，而且特别甜，交通也很方便,2020/7/17
慢性子暴脾气爱旅行,总体还算可以，之前去的了，现在才来评价。就是这个时候了也没啥东西了。,2020/7/9
捞汁儿皮蛋,"再次来到崔鲜生采摘园，西瓜品质依旧很好，老板人很好，坚持品质一流，摘了六个瓜，均被老板定为不合格西瓜，哈哈，老板亲自下地给摘了五个回来，不合格的那些瓜，老板都没有要钱，特别实在，这次还给打了八折，真是很棒啦，以后还会去的，西瓜好吃好吃好吃					",2020/7/6
悟炫,"来采摘西瓜服务真的很好细心的告诉我们应该采摘什么样子的最后结账的时候不好的西瓜也会帮我们挑出去但是暂且不说采摘的价格西瓜是真的没一个又甜又脆的后来在路边买的又甜又脆他们家的西瓜软软的肉也不是很甜真的不好吃感觉西瓜都长过头了要不然就不是头茬瓜					",2020/7/3
芳宝贝0726,"又到了西瓜采摘季节啦今年听取朋友建议，选择了这家店位置就不多说了，大兴区庞各庄镇这家店门口有小孩可以玩的地儿，还能喂兔子棚里真的太热太闷了，西瓜5块，西红柿10块因为是工作日，人还真不是很多					",2020/7/3
庄卉卉是个机智的小孩,"感觉还行吧(灬´口`p[💕o｡ιον∈｡o💕]q，西瓜都是大棚里面种植的_=͟͟͞͞(๑•̀=͟͟͞͞(๑•̀д•́=͟͟͞͞(๑•̀д•́๑)，其实挺重的(੭ु›◡ु‹)੭ु˄̻ ̊˄̻ ̊˄̻ ̊˄̻ ̊，一个女孩子也就抱俩就拿不下了					",2020/6/25
dpuser_6961795239,"庞各庄的西瓜真的不是吹的，吃过了真的会嫌弃世面上的普通西瓜，这家采摘我们每年都要来个一两次，真的是超火啊，我们周六11点到哪里就已经满满是人了，青菜已经采摘不到了，不过西瓜管够，可以尽情的摘，听老板说天天都这么火爆，口碑棒棒哒，蓝天白云的吃口刚摘下来的西瓜，别提多美了～					",2020/6/11
小新爸爸,"第二次来这家，是因为喜欢他家的老板娘。第一次来时候老板娘肚子里还怀着小宝宝，今年宝贝都长大了但老板娘一点儿都没胖，还是貌美如花。今天去的时候人超级多，茄子都没有大的了，🍅倒是挺多的，10块钱一斤价格去略贵。🍉5元一斤，我们摘了12个花了280块钱，虽然比外面买贵不少，但是胜在孩子体验的感觉和新鲜度。					",2020/6/11
duolinger198,"这家崔鲜生采摘，我是在大众点评搜到的，看评价比较好就慕名而来。他家不是在路边，真是在西瓜地里，没有导航真心找不到。周末人太多了，停车都费劲。他家不仅仅可以采摘西瓜，还可以采摘蔬菜，蔬菜品种特别多。老板特热情。					",2020/6/11
jun85032611,"一下大兴机场高速就一大堆买西瓜的和大棚，按着导航走没错。这个大棚人气好旺，老板也很热情，接电话问路和周边吃饭的地方都很详细，他家相比其他采摘的，多了很多种蔬菜，价格也很实惠。老板娘忙着称重，老板装箱，很是忙碌。我们周六上午去的，人好多。摘累了门口还有椅子和凉饮料卖~很多人除了西瓜，还摘了各种各样的菜，菜花西蓝花，黄瓜，西红柿，普通茄子，还有白皮茄子，豆角，南瓜，辣椒，柿子椒，应该还有其他品种。采摘了好多，丰收的一天！					",2020/6/9
霉霉__,"周末人太多了，车位也不好找。建议大家错峰出行，周末尽量早去，方便停车，采摘游客也不是很多。他家不仅仅可以采摘西瓜，还有可以采摘蔬菜，有黄瓜，茄子，辣椒，柿子椒，扁豆，菜花，西红柿，等等，品种非常多。老板很热情。					",2020/6/8
可爱婧婧0124,"大众点评搜到的这家店，提前给老板打过电话，确认好有东西可以摘才过来的。他家西瓜大棚很多，但是没有几个棚可以摘，很多还没有成熟。赶上周末了，车停的非常多，他家采摘游客也非常多，老板有些接待不过来了，采摘的小箩筐也没有啦，尽量还是早来。					",2020/6/6
福气,"看大众点评来的他家，他家在最里面，但是去他家的人真的是超多，有种“酒香不怕巷子深”的感觉。第一次去他家，瓜成熟的还不多，老板很实在的建议我六月再来摘，口感好，价位更合适，但来都来了，顾不了那么多了，买吧，不过瓜确实很甜，就是成熟度稍微差了那么一点。五月底再去的时候，我居然没买到瓜，人太多了，下次还是找个工作日再说去吧。					",2020/6/6
king22915,蔬菜种类：西红柿种类挺多的，还有茄子、黄瓜、小葱、豇豆角，现摘的比较新鲜。环境：有孩子玩的秋千跳床。服务：卖家比较细心，会把坏的挑出去，很贴心。,2020/6/6
巨蟹717,特别好的一次体验，老板为人处事特别好，处处为顾客着想，最后还给打折，特别划算。下次还回来！🤗🤗🤗,2020/6/6
福小宝,今天上午又去采摘了，摘到了秋葵并且有和别人共同分享。西红柿真的很好吃。我一次摘了六个品种。西瓜🍉很甜。我是长客。,2020/6/6
头头的猪猪0619,位置跟着导航很好找。老板人很nice，西瓜5元/斤，按着老板的指导，每个都很甜。他家西红柿也不错，是小时候的味道。下次还会在去。,2020/6/4
mickey的美丽人生,"周六一早8点就到了，店家因为很多西瓜和蔬菜成熟的不多，还是暂停营业的状态，但是并没有拒绝我们来采摘，很感谢店家。目前有3个大棚的西瓜有熟的，看图品质很好，特别甜，水份足。蔬菜品种多，🍅🥒🌶️🍆什么的。黄瓜品种多，意外还收获了一根日本品种的🥒。店家说过几天另一拨西瓜就能下来了。蔬菜品质很好，味道不错。价格嘛，还可以，🍉5元，🍅10元，其他都是5元。交通：走大兴机场高速过来特别方便，路况也好。					",2020/6/1
zw125516,"庞各庄西瓜最好吃的时候，前几天跟小区邻居们团购的，没吃够，自己决定去摘，😄，超级甜的小西瓜，春暖花开的时候，可以出来走走，放松下心情，在摘点甜甜时大西瓜，不错的体验，再过一段时间西瓜就没有了，想吃的亲们，抓紧喽！					",2020/6/1
踏雪寻梅008,"周末来采摘西瓜，人太多了，有点顾不上来了，导航可以直接到，位置挺好找的，停车也方便，有西瓜还有一些西红柿等蔬菜，准备了小孩的玩具真不错，采摘也方便，老板都用各色绑带弄好了，看颜色就可以采摘了，越大越好越甜，也有老板早上摘好的，都很新鲜，价格也合理，质量有保证，都很甜，非常满意，还会再光顾的					",2020/6/1
扬_2122,"前一天问了老板高峰时间，为了错峰我们早上9点就到了，我们到的时候是第一个，老板大棚还没开！我们摘了很多小西瓜！现在就小西瓜是可以摘的，大西瓜得六七月份才可以！还去蔬菜棚摘了些黄瓜！西红柿感觉都还没怎么熟就没摘！西瓜吃了都很好吃！下次还来					",2020/5/31
wudi9119,"环境非常好，人也非常多，里面还有孩子在玩的地方钓鱼，棚子非常多，有茄子，辣椒，还有西红柿，不过周六下午去的，青菜已经没有熟的菜了，说下个星期去可以摘，西瓜非常多非常甜摘了6个西瓜，一斤5元一斤，当时就吃了一个。					",2020/5/28
forpei,"看着点评可以摘西瓜了从几家高分的选择了这家周六中午12点到的人还是不少很多车都在他家这看来点评的影响力很大西瓜🍉现在是5块摘了6个145挺合适的高速下来后路边也有卖的便宜5毛4.5一斤还有不是树上挂的在地上的西瓜4块一斤都差不多					",2020/5/27
雅雅,"今日周一去的，经过一个周末成熟的西瓜蔬菜快被摘光了哈哈，但是今天人很少：）老板服务很好，蔬菜水果价格合理，采摘过程很有趣，园内十分干净，还会再来。满分推荐！还有四只可爱的小兔子，西瓜回家切开也很甜～好吃					",2020/5/23
sun192,"五一期间来过一次，女老板很实在，明确告知西瓜瓤还没有完全变红，如果想尝鲜的话可以摘一两个，我们摘了两个，瓜瓤粉红但很甜。这周又来了，赶上了采摘团队，人超多，本周瓜已完全成熟，超甜超好吃，6元一斤，一个小西瓜4斤左右。孩子们可以在门口喂可爱的兔子🐰					",2020/5/23
dpuser_8151117782,"大众点评上看到的！孩子一直想要摘🍉！打电话咨询，老板很亲切。地方很好找，人也不少，老板亲切的给我们讲解如何摘瓜。除了瓜，还有好多蔬菜，但是熟的都给摘了，好多好多都没熟！哈哈，期待下次再去。结完账，老板家还有礼盒，当场切开一个，哇塞！！！！超级甜！瞬间就吃完了！非常满意！加了老板微信，说是随时可以快递！还会再去！					",2020/5/21
qianqing123,服务周到西瓜口感最好水分足甜度高脆沙的感觉！,2020/5/20
CandyRain,西瓜真的……甜过初恋还可以让超负责的老板娘代发快递山东次日达上海隔日达明年还会去,2020/5/19
dpuser_8003093601,带孩子去的，店家很亲切，西瓜六块性价比不错，蔬菜什么的味道很好，有小时候的味道，类似超市的精品无公害蔬菜，六月份还回去采摘羊角蜜,2020/5/18
ceruleanly,西瓜🍉好甜呀成熟可以采摘的西瓜老板都系了红绳这样小朋友也能轻松辨认好办法,2020/5/17
豆芽小雯,老板家地种的太棒啦！品种超级多，真讲究，价格还实惠，一年四季都有东西，以后可以常来啦,2020/5/17
仨麽麻麻爱夏天,采摘的人真多，刚开了新棚，第一茬西瓜可以采摘了，西瓜挺甜，6块一斤，停车方便，服务热情。周末来很多菜都没成熟，还得再等等，老板说周四，周五来最合适。,2020/5/17
wf5257,"老板挺热情的，人不少，西瓜棚很多目前开放了两个，应该是五一被洗劫过现在熟的可摘的并不多，据说下个星期开始有机菜就该熟了，听说庞各庄政府免费给发有机肥，所以不用担心会有化肥的蔬菜，过些天再来。西瓜六块一斤，菜八块一斤					",2020/5/16
小草西_4608,"提前打电话问老板可以去采摘西瓜，开车过去40分钟，摘了西瓜和西红柿。两个棚子是西瓜，上面有不同颜色的绳绑着，蓝色和黄色的可以采摘。孩子很高兴，还摘了西红柿，挑红的老板还摘了一个切开让客人们尝一下，好甜又好吃。真是不错，庞各庄西瓜名不虚传。					",2020/5/16
peri盈,"朋友的同学在这边做采摘生意，去年就邀请我们来玩，今年终于约了一趴，陪着小朋友采摘的我们，玩得很开心。他家生意非常好，来得晚基本大棚的菜是摘不到了，只能摘上些西红柿，棚里西红柿能有四五个品种，偷吃了几个，看着青，但都熟了，有西红柿味，酸甜口，甜口都有。采摘西瓜是重点，瓜秧上有标签，蓝色黑色标签线的都可以摘，建议自己再轻拍听听声，判断熟度。今天天凉快，我们也算来得是时候，结账完太阳才出来，收拾收拾就能吃午饭去了。					",2020/5/16
图四喜,"按照领导要求，逐个落实采摘园实况园子真多，就属它最特殊。老板是名艺术家，热爱生活，专注细心把农产品做成了艺术品。在那一刻我深深的感受到生活本应该如此绚丽多彩🍉🍅🍆🥒🥦🥕🌶热爱生活的朋友们，赶紧去感受美好一定不虚此行					",2020/5/16
dpuser_9094323082,"u1s1这家农庄不算太大，老板服务很热情，有西瓜西红柿黄瓜和其他几种蔬菜。西瓜非常非常好吃，甜、水分足。黄瓜味道也很浓，很清新。西红柿分品种，有的好吃有的不好吃。老板还养了几只小兔子，摘下来的菜叶可以喂兔子，小朋友很喜欢					",2020/5/16
小喜洋洋,"老板人很好，西瓜🍉和蔬菜都有采摘，但还是有点早，瓜果宝宝还没有完全成熟，西瓜熟的稍微有点少呢，但是连玩再摘也够了，西瓜超级甜，现在的甜度能到13~14的，老板说再过一段口感更棒，五月中旬，五月底就差不多了，推荐！					",2020/5/15
快看这里有好吃的,"一直来他家采摘，每年这时候来摘西瓜回去吃，老板特意从国外学习回来的，还带了一些新的品种，摘西瓜顺便带点菜回去，老板说今年天气原因，西瓜熟的晚，建议大家晚两天过来，今天先少摘掉，下礼拜看看继续过来摘哈哈，不得不说他家西瓜口感真的不错，哈哈😄老板特敞亮，还给优惠了，说因为还没到时候，但是我想问，这要是到时候了你家西瓜得是多甜，赞赞赞！！！					",2020/5/14
marciewang,"第二次来了，去年也是5.1这天来的，被他家西瓜迷住了，今年又是想着这口又过来的哈哈，放假带着家里人跟朋友一起出来感受一下农家的感觉！这老板人可好，特热情，来了先吃瓜品尝，然后老板带着去摘，告诉你哪个口感好，摘了好多菜，还有小柿子，还有西瓜，他家主要是西瓜，别看小柿子是黄的，但是口感超级好，水分还足，老板是专门在国外学的，他家还有一些新的品种。真的是五一放假的好去处，奔着他家西瓜，冲着他家老板					",2020/5/11
诺涵3317,"点评看评价去的，西瓜是真的很好吃，还有西红柿，茄子，青椒等可以摘，去的有点晚西红柿几乎没啥可挑的了，西瓜买了好多带回来，还在旁边摘了好些野菜，婆婆特别高兴，回来以后炒了茄子和青椒，果然跟超市的不一样，特别嫩，羡慕能天天吃到新鲜蔬菜的老板，哈哈，等到了季节再带孩子去摘一次					",2020/5/8
lim0907,"还是天气热的时候去的了，看评价排名第一，直接就按照导航过来了，位置还算好找，不在主路上，要拐进去，去的时候已经有些人了，门口摆着小孩子可以捞鱼的池子，小盆友立马放弃摘西瓜，蹲那玩了起来，棚里当时挺热的，速战速决的摘了不少，味道都不错。					",2020/5/3
刘洪宇,年年在他家采摘，年年特满意！品种多、品质高、服务更好！！！,2020/5/2
陈锐,瓜摘了就可以，很甜！老板一家人很好！价格公道！,2020/5/1
