用户名,评论,评论时间
scarlett,很久之前和朋友约了带娃活动。绿草坪场地真的超赞！娃可以随便奔跑！吃着烤串喝着啤酒，超级惬意。但是唯独就是草坪场地太晒了帐篷也晒的特别闷！建议不要大热天去，不然真的会被晒懵。农场有食材、酒水饮料、炭什么的。烧烤场地按人头算钱。推荐！疫情期间户外活动还是挺好的。等春天再约朋友一起去玩玩！					,2021-02-16
顺顺,环境位置：周末聚会烧烤强烈推荐这里，就是地点稍微有点远，园区停车位不太多且是土路，底盘低的车子建议停在入口处步行进入，园内草坪切割平整，就餐区也十分干净整洁，园侧还有一个小型儿童蹦床。服务➕用具：烧烤用具东西园区都有，可以直接使用，部分用具如烧烤扇子夹子需付10元押金使用，我们是自带的炉具，小伙伴体验了一下烧烤乐趣后，果断放弃，跟园区包了一位烧烤师傅，我们后来是一边打牌一边享受大叔的手艺，大叔特亲切，烤好一样就到牌桌这里问谁吃，直接递到手里，给大叔点赞娱乐体验：真的运气超级好，虽然初伏可前一天晚上下雨，烧烤当天不但不热反而凉爽，基本都是来休闲放松的，很多人带孩子进行亲子活动，我们边上还有一大家子人来给老人庆生，老奶奶还带着爱犬一起，我主动帮隔壁庆生家庭拍全家福，搞好关系顺便狂撸大金毛，狗狗乖的很，打牌中途我跑去跟别人家小盆友玩泡泡机去了，真是很难得的放松娱乐体验，小伙伴们一致决定，追加这里为烧烤聚集地					,2020-07-20
匿名用户,溜娃，烧烤好去处！地方不算大，但是整个草坪干净整洁，够娃疯跑的！只要去得早，车随便免费停，帐篷随便搭，棚子随便挑，烧烤炉免费使用，其它需要收费（我们是自己带的炉子和炭），人头费30元/人/天。里面有鸡，兔子和羊，随便喂（话说兔子竟然喜欢吃西瓜，难道是红薯吃多了换换口味更香）！蹦床和转椅是娃的最爱，玩一天都不嫌累！除了厕所够原始，其它都挺好！					,2020-10-03
今天去糟蹋哪家的少年呢,太爽了吧！30一个人，早来有帐篷，占大地方，有大草地，自己吹了气球和小闪灯来装饰，全场我们就是最靓的仔！好多小孩儿羡慕的要死了！哈哈哈哈他们没有我有自己带了音响，烧烤架，还有食材零食饮料，再带上牌，小音乐一听，泡泡机一吹，足球一踢，吃吃东西聊聊天，打打牌，这一天过的太滋润了！有开车的就装上吃的东西，还有小伙伴组团骑车来，赶脚太爽了叭！唯一问题是停车，早到有沥青铺面的地方停车，晚了就是泥巴地面了，有个未来suv就陷进去了，还好我到得早，建议先找个人来占地方，带齐了吃喝玩乐，驱蚊药，可以的					,2020-09-17
雨.食俱近,周四中午来三棵树烧烤，34摄氏度，就我们一桌虽然天气很热，但烧烤区有有遮阳网和槐树遮挡，感觉不是很热大姐服务态度很好，人头三十一位，木炭三十/袋，量很大，剩了大半袋，铁臂子可以买新的，也可以用他们旧的，酒精块五元两个啤酒，饮料，冰棍都有卖！再多点孩子的娱乐设施就更好了！					,2020-07-23
咔彬,东北边烤串亲子团建的好地方，工作日来可以享受包场的待遇。交通：跟这导航走，下了高速几公里就到了。特色体验：农场环境比较干净，好停车。但是游玩设施和服务设施还有待提高，厕所确实不太行。tips：当地可以采摘蔬菜水果，但是肉串还是要自带。场地足够大，可以撒欢玩，建议带个帐篷可以休息一下					,2020-10-10
脸比鸡排大大,除了远，还有厕所太原始，其他都还不错。小盆友们玩的都很开心。从牛街买的串和鸡翅，自带的调料，在那买的碳和酒精，人头费30，挺实惠哈。带个帐篷，看小盆友们在大草坪上追跑打闹，飞机时不时从头顶上飞过，生活不要太美好哇。配套设施有蹦床，跷跷板和旋转木马。老板家还有个小奶狗到处乱跑，小盆友们都炒鸡喜欢。另外建议商家多进一些冰饮，种类太少啦。					,2020-09-12
killy,性价比很高的烧烤农场烧烤场地费30/人根据人数安排烧烤位置位置在草坪四周有帐篷也有长廊里的除了食材所以用品都有可租可买小卖铺很方便烧烤后孩子们在草坪上滋水枪混战很欢乐自带帐篷野餐垫都可以用喂羊兔鸡可以自带蔬菜也可以用笼旁的菜另外还有蔬菜采摘玉米采摘水果采摘收费合理大人小孩都很愉快的一天					,2021-03-28
岩崎shan,小伙伴的约会又来一波，没有烧烤的夏天是不完整的，踩着夏天的小尾巴到了农场来烤串。到的比较早，所以可以挑桌位。没有人的大草坪，孩子可以撒欢的跑，追，闹。草坪一角的大蹦床，孩子们超级嗨皮。中午升起火，烤起串。大人们可以尽情撸串儿，孩子们可以尽情玩耍。中午水弹玩儿起来，孩子们玩儿疯了的节奏。总之愉快的一天					,2020-07-28
菠萝_9958,周末突然想吃烤串了，大众点评搜了好多家，最终选择三棵树，一人30，有凉亭，可以自己带帐篷⛺，可以自己带串，可以自己带碳，商家提供烤炉，其他的就得单收费了，我们是去牛街买的串，买的都是肉，忘了买点解腻的菜和水果了，老板大姐狠是热情，我想吃黄瓜了去问有没有卖的，大姐说没有卖的，她这还有一根，我要是不嫌弃就拿去吃环境不错，适合聚会，现在不让带狗狗了，要是能带狗狗就更完美了，唯一缺点就是厕所实在不忍直视，与其说是厕所不如说就是农村的茅房，入乡随俗，也算是接地气啦					,2020-09-29
zhao小六,趁着天还没凉带着孩子们来烧烤吧！电话提前预约位置带着自己腌制好的烤串老板那可以买碳草坪可以搭帐篷还有采摘园停车位也比较多场地提供桌椅和大的太阳伞，只需自己带着肉串就行总体来说还是很方便的环境也不错					,2020-08-08
qiushuang0219,第一次来这个地方，30元入场费，商家提供炉子和盘子还是扇子，价格还算挺实惠，但是我们13个人去也不能讲价。商家提供其他免费娱乐用品就是足球和麻将。这里非常适合带孩子，草坪很大，可以支帐篷。还有转椅和蹦床，离市区也很近，非常不错的选择					,2021-04-04
老阿姨的杂货铺,外面看着其实并不太起眼儿，往里面走环境还是很好的了，天气好的时候来这里吃吃烧烤还是不错的，适合家庭聚会，团建的好去处，比较适合带孩子来这里，有很多小孩子玩儿的设施，也可以带宠物来的，就是厕所太原始了，不是特别方便。					,2020-10-01
张硕北京,🌈春暖花开，户外活动成为很多朋友休闲的首选。🍃🍃推荐理由：⛺⛺️🍖⚽️️🐶🐶👪👬👬顺应消费需求，将热门项目，农场、亲子娱乐、户外活动相结合。是一家又能搭帐篷、户外烧烤，又可以采摘，还有大草坪可以疯跑，好友聚会、遛娃遛宠物简直最合适不过了。🍃🍃环境：是在一个农业示范区里面，算是比较规范的农家院，面积比较大，看起来打理的还不错，很干净。有单独的种植区，烧烤区、采摘区、草坪、喂养区。🍃🍃娱乐项目：1、烧烤：每位30元，提前订位。分散在大草坪的周围，分两种类型：长廊区：小桌4-6人；帐篷区：适合人多。提供烧烤架子、碳30/袋，酒精5元、扇子+碳架10元押金、其他烧烤必备品都有，忘带都有的买，也有饮料，种类有限。2、中心草坪：可以搭帐篷、疯跑，踢球、放风筝🪁宠物互撩。草地干净，老板很爱惜，你也不要留下垃圾哦3、采摘：有草莓园，可以自己采也有采好的，买了2斤60元/盆。4、兔子：笼子里有几只兔子，小宝宝可以喂喂，还有蹦蹦床，娃撒出去几乎没在座位上呆。稍微不方便就是，就餐在长廊里，烧烤在长廊外的过道，烤的人和桌上吃的人隔得有点远🍢🍢🚻卫生间：草坪旁边有个简易的，正式的是在园区入口的地方，走个百米左右。🅿️停车：不用担心，位置很多，早点去可以停的离自己座位近一些。真的算是家服务周到且性价比太高的农家院了，希望不是短期内为吸引客流，好的服务和质量要坚持哦					,2020-10-01
bushlily,千万不要假日去，人太多，草坪都是帐篷，太呛了，全是烟我们幸亏去的早，中午人太多了，基本都得抢椅子，问题太呛了，整个草坪都是烧烤的烟味，我们直咳嗽，赶紧带孩子走了。人少的时候来挺好的，至少有个草坪。哈哈哈老板忙疯了，有一家孩子淘气差点着火。					,2020-10-10
mytiti,和朋友们一起去的，主要是去烧烤，到哪儿不会引碳，老板热情的给我们生碳，我们忘记了带盘子，都没有等我们说，老板给拿了几个，并且是免费的，风景也不错，还有很多小孩子玩的设施，不会让孩子太枯燥，地上铺的草坪感觉有在好好的打理，总体不错，很适合几个朋友一起来野餐。					,2021-04-06
娃娃想吃好多好多的好吃的,不错的体验，女儿的生日聚会在这里办的，草坪很干净，性价比还算高，自备碳火，可提供烧烤炉，不过要收费,2021-04-06
沁园_MOMO,根本就没有桌子要自己准备提前预订了也没给留在太阳底下暴晒着烤箱没有帐篷没有气死了,2020-12-12
lc8613,场地够大，收费特良心。一定提前预定才有户外大桌，孩子跑跑撒欢的好地方,2020-12-09
葡萄成熟時,孩子玩的很开心，就是可以采摘的东西很少了,2020-11-06
521shuji,10月1的前一周去的，足球场很好，蹦床也很不错，就这几个项目就够孩子玩一天了。可以自助烧烤，自己带食材，商家提供场地，如果工具不算的话也都有的卖，很方便。场地费是按人头算的，30元一位，小孩不收费，当天去人不多，加我们一共是四户家庭，下次还会再去的。					,2020-10-14
bjany,划算舒适1食材自备，烧烤工具基本都有，初次烧烤推荐自己买个烤盘，铁板比较快量大2中午孩子可以在帐篷睡觉，大人就舒服了可以打牌吃饭，很好满足大人小孩的需求3棚子挺凉快，烧烤在后面烟不大合理4人多有大阳伞5有小动物有一点蔬菜可以采摘很满意					,2020-08-22
阳光下的美好,约朋友来烧烤，离市区也不远，导航走京承，很快就到了。这里有蹦床，草坪，还可以喂小动物。适合遛娃30一位，提供一袋碳，炉子。我们自带的肉，环境还可以，就是苍蝇比较多，最好带个扇子，哄一哄					,2020-08-17
王腿腿,离市区不远，有一片大草坪，可以搭帐篷，遛娃，烧烤30/人的场地费，免费提供炉子一袋炭，还有夹子小铁盘什么的，不过要注意，引炭的酒精要单独买呦～唯一一点就是苍蝇有点多，要一直轰苍蝇，哭唧唧....农场还可以承包小菜地呦～					,2020-08-15
Roger,交通：比较好找，快到的时候慢行，到路口左后方，不注意就开过了！特色体验：特色应该是大草坪，大草坪边上有一个小蹦床，草坪的草真心不错。老板打理的很好。还有采摘，但是要看季节。也可以买到现宰鸡带走。推荐理由：老板很好说话，有什么需求基本都会积极帮你，来烤串一定记得自己带食材。这里只有各种饮料和酒，价格比较亲民！唯一的问题是厕所，一个无法描述！真心提议老板建一个好点的卫生间！这里很适合家庭和朋友聚会！					,2020-08-04
施茵,周末打卡了这家近郊农场环境超级棒，草坪空间非常大适合几个朋友小聚/家庭聚餐中间有个大草场，可以打球，玩耍，娱乐孩子们在农场里可以肆无忌惮的玩耍（旋转木马，蹦蹦床）家长非常放心～农场里还可以采摘，看动物🐑🐔🐰让孩子们亲近大自然，稍微有点味道不过卫生间也非常干净，应该是新建的。费用：门票人均30元/人超级实惠道具：农场提供烤炉/木炭/餐桌/遮阳篷自带：串/料/零食/水果/帐篷等等…可以推荐大家去哦					,2020-08-04
贝壳肉_2681,赶着周末，和朋友们约了烧烤局。这家位置还挺好找，跟着导航一直走就可以，路上也好走。院内很大，周末人还不少，基本上所有的桌子都订满了。中间有一大片草地，由于刚下完雨，院内的土路比较泥，草地一点也不泥。车找地停就可以，都可以停下的。					,2020-07-31
小白白,又到一年烧烤季，两个月前就一直在问开没开业终于开门了现在真的没有人，我们不是周末去的，包场需要自己准备吃的炉子碳啤酒饮料那里都有人头费每人30，其他需要的另算草坪很大带孩子宠物疯跑撒欢儿帐篷⛺️泡泡备起来一起来撒欢儿					,2020-07-30
梓潇,周末和朋友们一起烧烤哈～从市里开车过来三十多公里，感觉还可以哈～路上有些小堵，10点出发，机场高速🛣️有些堵车～11点半左右到的，好在另一车的人先到后已经生火了～来了后碳就烧的差不多可以用了哈～用了两个炉子，烤起来真的挺快的哈～每次都是眼大肚子小，到最后又剩了不少的串呢～地方很空旷，又和朋友们一起玩了几个小时的狼人杀～不错哈～					,2020-07-28
小宝哥,跟几个好友找了很久终于找到这家啦自助烧烤非常方便，一个人场地费30，小孩不要钱。然后自己找位置就可以。提供炉子，然后食材和碳都是我们自带的，酒水我们也提前准备了。后来发现他家也有卖，而且价格还真心很实惠！超大的草坪孩子们玩起来太爽啦，可以一直待到晚上，最好带好蚊香哦					,2020-07-27
漂漂小猪倩倩,疫情刚刚好转，周末想找个地方烤串，朋友打电话订了这家。据说刚开门没多久，之前疫情不让开，所以人不多，成功预订到，不然提前订也不一定能订到。一个人收30的场地费，提供炉子和棚，自己带了碳和肉。草坪还不错，可以踢足球。还有蹦床和旋转木马					,2020-07-25
faychenyang,北京市区开车过去大概一个小时。定的烧烤，整体环境还是不错的，烧烤炉在草坪旁边，有桌子椅子，洗菜的地方。老板提供炉子和碳。旁边有可以喂小动物的地方，还旋转木马非常适合小朋友玩。草坪上可以搭帐篷，踢足球，放风筝。大人们烧烤，小朋友玩耍，非常适合朋友聚会。					,2020-07-25
dpuser_55798401532,周末的烤串趴！闺蜜精心挑选的场地还是很赞的，大大的草坪很舒服，像个足球场。有儿童蹦床和摇摇车，草坪上可以搭帐篷，野餐垫，孩子们玩的不亦乐乎。我们呆到了晚上8点多，太阳下山后真的超级舒服，躺在草坪上像软软的地毯，喝着啤酒聊着天，消遣时间的好推荐！					,2020-07-23
果果*_552,超级棒的烤串郊游遛娃圣地～周末不想去太远，又想自己烤烤串喝喝酒溜溜娃～选择这里肯定没错体验感特棒，超级大的草坪，非常干净。大家在旁边搭帐篷玩游戏烤串喝酒～可以一直待到晚上。孩子们有很多可玩的娱乐项目，还能看大飞机～唯一不足长廊苍蝇有点多～不过到了晚上就好一些。可以自带个蚊香啥的哦					,2020-07-20
萌梦酱,总体感觉还行、环境不错，中间有个草坪，孩子们可以踢足球、不过约了好几次才预约上,2020-07-20
匿名用户,和朋友小聚，查到了农场，评价很好，忙打电话预定，说平日来就可以人不会太多。大概十一点到的，已经有三四桌人烤上了。串、碳可以自己带，也可以那里买。30元一个人场地费，不限时。烤架、扇子、夹子、盘子等都是免费提供的。有一大片草坪，草不错。离机场近，偶尔会有飞机✈️，天气好的话，很适合拍照。有不少带孩子来的。院子里还有小兔子、小羊，也有菜地好像可以出租那种。如厕环境一般，有要求的人做好心里建设。					,2020-07-19
仔娇,溜娃的好去处，好吃好玩。我们是自己准备的食材，棒棒哒。小朋友玩的有蹦床转椅跷跷板，还有那么软的草坪，游戏垫帐篷都是好的大人和1.2米以上小孩是30一人，碳30一包，烧烤坯子中途要换的话是20一个，除了烧烤还有小动物看哦，反正小朋友是美啦美啦					,2020-07-14
雪宝,很棒的周末去处有一片特别美好的大草坪，孩子们可以疯跑还有蹦床和跷跷板，旋转木马，孩子从三点玩到太阳落山都不肯走，绝对的溜娃胜地开车进来的时候看到有果树和菜地，不知道可不可以采摘，还有羊驼🦙和小兔子🐰可以喂我们这桌可惜都是吃货，从进场来吃，一直吃到太阳落山，就是卫生间实在是不敢恭维，我这大肚子也不敢去，桑旁边的小树林推荐给大家					,2020-07-13
陈钰～（）～,还是五月中旬去的，当时很火爆，提前一周定的位置，差点就没有位置了，约了同学四五家一起去的，在顺义，走京承高速，下了高速差不多还要开十几分钟，他家的草坪特别赞，可以脱了鞋子在上面跑，孩子玩的很开心，场地周围都是遮阳棚，旁边有老板提供的烧烤架，自己准备食物就行，等这次疫情过后，还会在考虑去一次					,2020-07-11
大王来巡山顺便吃点东西,前一阵带孩子去玩、还挺好的很适合拍照片唯一的缺点就是太热了、孩子热的头发全湿了、下一次我觉得还是九月份左右再去最好、草坪很绿很绿很适合拍照片、我们自己带的肉烧烤孩子很开心兴奋的睡不着觉车位也很充足、就是厕所不太方便比较简陋真的是呆一天不敢喝水的节奏其他都很好目前这个季节去建议大家一定要做好防晒以免晒伤					,2020-07-11
愚人,周末和朋友来烧烤，自己带的烧烤食物。1点多到的，买了门票进去，结果告诉我们场地我们只能用到2点半，太坑爹了，后来沟通后说我们要不只能选择下午场，3点才能进场。于是在园区里闲逛到了3点才进去。那天非常的热，所以感受挺不好的，很累人。我们下午3点进去知道结束离开，一直只有我们和另外一桌人。所以商家真的非常不灵活。服务0分。环境还可以吧，毕竟每人38块的场地费。动物挺多样的，虽然10分钟不到就逛完了，但还是给我们带来了乐趣。					,2020-07-04
沈大小姐1989,提前电话预约，30一位，小朋友一米多点木有收费，提供炉子和架子，可以从他买炭，也可以买串，还挺方便，不过我们是自己带的，因为我们人少，没有让坐在伞下面，坐的是长廊里，门口可以支帐篷，草地很大，孩子们可以玩泡泡机，踢球，疯跑，整体还不错！也有小超市，可以买冰水，冰啤酒，小玩具什么的，还挺方便！约上几个小伙伴或者家庭聚会都是不错的地方					,2020-07-02
鹿角大人,不错的环境很大，适合亲朋好友聚会，孩子也可以玩收费：30元/人提前一个星期定位置，不然临时决定真的是没有地方啊，这个地儿是同事推荐的，疫情没升级前去了不错，草坪挺大的够孩子在上面各种玩，大人们就坐那聊天，店家提供炉子和碳，自己准备食材就可以了。还是推荐过去的。					,2020-07-01
倩倩_177838,夏天和烧烤最配了周末约了几个朋友一起去烧烤牛街自备肉到了有他火炭火供应其实环境就是普通农家院但是适合女孩子什么发的跑着发发照片再晚几点估计就热了很多带小孩去的烟雾有点大希望有室内的地方凉快一点就更好了					,2020-06-30
nksnowwind,烧烤、集体带娃的好地方。很多人都推崇这里的草坪，搭帐篷，踢球，打滚儿，孩子们追跑打闹，刚会走路的孩子连滚带爬。价格每人30，提供烧烤工具，有水有厕所，较近的地方厕所比较土，城里人还是去刚进门的那个吧。可以喂食小动物，孩子们玩儿的东西还可以适当增加。					,2020-06-27
三轮车司机,疫情当前不能去外地玩，那就北京周边玩吧，没事就看看大众点评有什么地方好玩，今天跟朋友一家约好，驱车60公里来到三棵树农场烧烤，就是天太热了，但别有一番风味，昨天上午去牛街兰大买了羊肉，又从家里拿了块鸡大胸，下午切好腌了一晚，今早错过早高峰还算顺利，一个来小时就到了，车可以停进去免费停，有支好的桌子，提供炉子但自己买炭，按人头每人收30元的场地费，最值得一提的就是可以采摘蔬菜，所有菜都是12元一斤，有点小贵，主要是让宝宝认知蔬菜生长的环境，多少钱也是值得的，摘了点西红柿、黄瓜(宝宝闲扎手)摘了2根，还摘了辣椒和油麦菜，总之还是不错的体验，有机会还会去的					,2020-06-25
甜面酱不是酱,约了几个朋友一起去的，环境很好，烧烤器材现成的，每一桌都有一定距离，比较舒服，偶尔看到飞机，适合带孩子,2020-06-15
吃货寻味北京城,三棵树农场去的有点晚了。四点左右才到。上午有事没去。不过晚场也挺好的。清净。去的时候就断断续续有人走了，地方有的是。我们离家也近不着急。玩到了快八点才走。下次来去早点玩一天应该更有意思。,2020-06-14
NEET_8933,团建常去，带孩子玩儿还是很开心。尽量选择不晒的天气，因为草场确实没什么遮挡啊，好在烤肉吃肉的地方有遮阳棚,2020-06-13
宝妈萌萌哒,带孩子去采摘，樱桃50一斤，很甜很大。农场里有小动物，家禽很多。有一个不大的草坪，适合搭帐篷聚会。不过要提前预定烤串，我们没提前预定，只能采摘！,2020-06-12
夏夜微凉,和朋友一起去这个地方烧烤，食物都是自己准备的，带孩子自己开车推荐来这里，环境还可以，哥们的小孩儿精神头儿真大，充电五分钟待机一整天呀，给我们几个大人都耗没电了，最后提醒要去的朋友，千万注意防晒，不然会很惨！					,2020-06-12
sophiazhuo,真的还很不错跟着导航走完全没有问题自己在农场里找停车的地方一般都是有地儿的订位打电话联系就好不用交押金30/位含炉子炭火另收费提供桌椅坐着还是挺舒服的农场里有饮料没有食材最重要无论坐那里对面都是草坪软软的很舒服不分时段有时间可以呆上一天					,2020-06-09
even,部门团建烤串走起，这个地方稍微有点不好找，标识不明显感觉，烤串还是很爽的，设备齐全，自己拿肉什么的就行，草坪很大，孩子们可以玩耍，就是现在太晒了，大人基本都在棚子里，孩子在草地上耍，也有蹦床，旋转木马什么的，还可以拔河，丢沙包，还有采摘，挺好的。					,2020-06-07
AshleySun_276,农场特别适合亲子家庭游周末来京郊散心很划算30一位不限时间需要提前预约给提供烤架炭火可以自带也可以直接在那里买也不贵帐篷也可以自带场地内还有一个蹦蹦床孩子们都很喜欢玩家长们烧烤孩子有充足的场地可以奔跑玩球等很适合家庭周末放松在北京周边来个一日游					,2020-06-06
密境Vivi,老公单位组织部门团建，一起来这家农场ＢＢQ！来的时候阴雨绵绵的，以为天气不给力，结果下了一场小雨后便雨过天晴！按人头收费，小孩免费。有亭子，可以租伞也可以自己扎帐篷和吊床！大片的草坪，孩子们可以在上面玩耍！非常惬意的体验！但是草坪上的孩子玩的蹦蹦床被玩坏了，有个洞，希望及时修好，否则容易受伤🤕️的！					,2020-06-06
哈哈哈哈哈好,三棵树～京郊烧烤第一推荐！！！环境：大大的～绿绿的草坪～就足够小朋友奔跑一天了～旁边还有几只小动物～让小朋友去喂食也可以喂好久～（除了厕所有点坑）服务：提前预定（但也不需要交定金），到了之后发现人流控制得很好～一点也不挤～性价比：必须要说，太良心了～30块钱一位～带烧烤器具（炭火可自带）～带棚～1.2米以下不算～这样的价位哪里找！必须强推！！					,2020-06-05
caocao茉莉曹,公司福利去体验植树摘草莓。农场很大，环境比较原生态，可以植树，采草莓，摘菜，喂兔子等等。休息区有很大很平整的草坪适合团建，踢球之类的。其实农场主营业务是外包农场。5000块可以包100平土地，选自己想种的菜，店家帮你种。到收获的时候通知你来取。绝对环保无污染。					,2020-06-04
收集猎人,地方很好找，上午适合烧烤，下午有阴凉地方吹风玩耍，农场可采摘樱桃，价格微高。😄烧烤架，食材，饮料，啤酒建议自带，帐篷野餐垫背齐全很舒适，对于带儿童的朋友，泡泡机可以购买，足球农场可租赁。总体来说很不错，唯一不足的是没有水玩耍。30一位可待一整天哦。					,2020-06-04
匿名用户,周末搞了一次大型户外烧烤活动，邀约了六七十人的规模，其中还有不少孩子，在网上搜罗到这个地方，看到有比较宽阔的草坪，孩子们能在上面随意撒欢玩耍，比较符合我们的预期，提前一周定到了场地。活动当天上午下了点雨，之后的天气很棒，蓝天白云，活动也很顺利，大人孩子玩的很开心。老板服务还是比较热情的，基本上的要求都能满足。烧烤只提供场地和炉子、碳之类的必需品，食材需要自带，农场还可以采摘、认养菜地，是户外烧烤聚会不错的选择！					,2020-06-04
大曾,一个不错的地方，五千包100平米菜地，可以委托种菜。一个巨大的草坪，剪草后那种香气浓郁。草坪外面围着一圈烧烤位置，老板出碳和烤炉，每人30，碳和扇子架子一共45元，可以退十元。有冰激凌和饮料，有洗菜池很干净。孩子可以去喂兔子羊，还可以去摘樱桃，四斤起，五十一斤。樱桃树下一群老母鸡，二百一只可以代杀					,2020-06-02
北京的老狼,性价比超高！人均30可以玩一天！自己带食材，只需要用个炉子就行，碳可以现买。有个小超市，孩子们的冰棍和小玩具都可以解决，建议给孩子们带着足球飞机吹泡泡机什么的。可以带宠物，大家都牵好就行，毕竟有很多小朋友，多为别人考虑一点。农场可以采摘，西红柿11/斤，樱桃50，没人强制你任何消费，我连管理员都没见着。孩子们在绿茵上撒欢儿，烤肉在炉子上滋滋冒油，大人们促膝聊天，好不惬意！					,2020-06-01
Winnie_sama,没有什么是一顿烤串解决不了的，好友相约郊外烤串休闲，在大众点评上搜到了这家，从城里走京承1个小时左右的路程，最吸引我们的是这片绿地，可以在这里搭帐篷，踢球，肆意玩耍。店家会为客人搭上遮阳棚，有一边有一条长廊，长廊里有桌椅也可以烤串，中间是一个小商亭，每人30元，提供炉子，10岁一下儿童免费，非常不错的休闲地。					,2020-06-01
