用户名,评论,评论时间
小灵儿,临时想去十渡玩、非常临时订的房间、也是在网上搜到的，周四预定还剩一家房就果断订。跟着导航比较好找，车位紧张但还可以。在山坡上的小院，可以直接看到十渡蹦极，院子比较干净，午餐简单但是味道不错。晚餐是烧烤自助、串品随意拿、很好吃。一家一个炉子，很不错的体验、老板人不错，很贴心。					,2020-08-17
匿名用户,部门团建，来十渡玩，买了这个238的团购套餐。老板很热情，来之前帮忙解答了各种问题。游玩项目包含:玻璃栈道，大概爬半个小时，不算累，栈道挺有意思的高山漂流，很推荐，有意思挺刺激，还有几个平滑的湖，可以打水仗套餐里的五选三项目，只有水弹吃鸡和碰碰车，少玩了一项，老板一人给我们补了瓶饮料。吃:自助烧烤，讲真的食材很不错，感觉很新鲜干净，不限量自取，送了两个凉菜。唯一不太满意的一点，就是开发票，每天催，催了快一周才开好。					,2020-07-18
鞑靼牛肉沫,很适合一家人去旅游，有自助烧烤，店家服务态度也很好，直接可以买通票，很方便。离景点也近。,2020-06-07
喝杯奶茶怎么了,满意的好吃老板人也不错！以后还回来！,2020-06-11
若初0609,周末带宝宝去玩，住的大床房，有很大的窗户很棒，198一个人食宿全包，环境一般但是服务很好，晚上还可以唱歌，唯一缺点可能就是停车有点麻烦，老板人很好可以帮代买各个景点的门票优惠很多，给个大赞！,2020-08-04
yolo,在蹦极对面的一个山坡上，停车比较费劲，老板会帮忙占车位。住了2天500块钱好像。我们住的屋是大窗户，可以看到蹦极。晚上周围有很多放烟花的，很好看。饭不太好吃，而且不便宜，但是整个十渡味道都差不多，全都不好吃。					,2020-08-24
假不止,由于工作原因，休息也不能去太远的地方，就来房山的十渡放松一下，来十渡好多次了各种的玩，有三渡的乐谷银滩，十渡的誓言栈道，都玩了好多回，空气特别好，住宿的地方也不错，还有猴山，每次玩的都特痛快，十渡还会去好多次					,2020-09-15
秀英,住宿的房间很干净，也够大！就是隔音不太好！楼下说话楼上都能听的到😄༣烧烤：烧烤是自己烤，老板和老板娘很实在亲和力也很好！准备的食材也比较新鲜，价格也很亲民！喜欢老板家的宠物，一只贵宾犬，一只比熊🐶环境因为忘记拍照📸了！					,2020-09-06
班乐熙祺,就冲景点门票便宜也要五颗星。老板炒的小龙虾绝了，老妈赞不绝口，回家了还要吃哈哈。客观点评：住宿算是干净的了，小院也很热闹，晚上唱歌放花，适合出来散心，不太适合喜欢安静的人。炒菜味道不错，烤串没吃多少还行，虹鳟鱼不贵。就是九渡的景区不如三渡的景区，九度景区收费比较多，而且不太值。三渡看起来更正规一些。					,2020-06-24
鋀児鱼,嗯，他们家的这个农家乡村两天游呢，是我从大众点评上团的，嗯看到他们家这个地方呢，非常的不错，而且呢很放心，给人一种很清净的感觉，在城市里工作久了呢，总希望有一个安静而静谧的地方，那去农家乐呢就是一个非常好的地方，它既能让你有一个好的相处，又能让你呢得到一个昵称两生活的一个方式，嗯呐，谁知道什么是一成两生活呢？大家可以给我评论或者说给我提问。					,2020-09-30
*琪琪琪琪琪大神儿*,真心不错，老板人很好，他家宝宝和我家宝宝一起玩的很开心，到了那里本来定的厢房，后来因为有孩子老板直接给我们换了一间正房，有暖气，有空调，还告诉我们游玩攻略，就是没有吃上老板做的饭听说也挺不错，老板娘没在家，整体不错推荐去					,2020-06-15
dpuser_9025301507,闺女带着来十渡玩，选择这家很不错，老板热情，房间干净，吃住全包，还有一顿烧烤，很好,2020-10-14
飞爷和蹦der地铲屎的,为什么给两颗星呢，因为环境不错，价钱也公道，但是服务是真的差，第一次来农家院没有拖鞋，没有洗发沐浴的，老板态度也很差。这次是很不好的体验,2020-06-10
匿名用户,老板比较热情。价钱也很合适。自助烧烤很棒。尤其是饭菜。真的特别好吃。厨房手艺相当不错。玩的很开心。也祝老板以后都生意兴隆,2020-08-25
刚刚吃,环境住宿条件菜饭非常一般人多也不是包院的吃饭的时候还是和其他客人一块非常吵非常乱的菜饭也不要好不新鲜价格也不便宜呢实际住的地方和环境和网上的不符,2020-08-15
只道当时是寻常_2651,公司团建，在大众点评看见他家的，吃的团餐，那叫一个难吃啊，全是素菜，梅菜扣肉一点都不好吃的，烧烤串总类还不是很多，一看就粘签字上了！,2020-07-03
Lucky,老板烤羊排，麻辣小龙虾做的地道,2020-05-28
匿名用户,干净卫生，老板态度很好，就是现在不让下水玩了，有点遗憾,2020-04-25
单身小资美食家,还可以，这个价格在景区挺好的，饭菜一般,2020-03-24
dpuser_26582472421,吃住玩都不错老板也特别好超级好的店,2019-12-21
晴天,我们是中秋的时候去十渡玩的，最后选择大海民宿，一开始就我们一家要去，后来孩子的同学们的家长知道后也都去了，哈哈，人多还是比较好玩的，最后的最后那一整栋楼都被我们包了，还是蛮合适的，包早中晚三餐，我们去的时候是中午，吃的炒菜类的，晚上是烧烤，当天下午去的东湖港那边玩，从老板这订票比去景区直接买便宜，爬山，走七彩玻璃栈道，七彩漂流都很刺激小朋友漂流都没坐够、还想在玩一次，哈哈，以后可以夏天早点去，九月分去好多玩水项目都不开了，太冷，漂流什么的都没法玩了					,2019-12-11
grape,赶个秋天的小尾巴！一行人等前来十渡玩耍！海哥热情款待晚上是烧烤自助，整扇的羊排吃的非常过瘾！海哥手艺给大大的赞，小院很惬意，有投屏电视还有卡拉OK.老板北京老炮一枚客房干净、整洁24小时热水！客厅配有麻将机供娱乐！更温馨的是店主家高颜值小狗🐶，早起院中还有自养的小鸟鸣叫…吃过早点后海哥推荐了东湖港景区，很是不错！各种优惠套餐应有尽有！一次不虚此行的旅行，来年开春继续走起					,2019-12-11
火星人Peter,很干净整洁的别墅小院，海哥很热情，安排的很周到，餐饮安排的也丰富，我们又点了烤鱼，鱼养在院子里有个小水池，特别好吃，鲜嫩。住宿环境干净整洁，还有些有趣的装饰和小摆设，可以看到院子的明亮大窗户，院子里还有个儿童小乐园。体验很满意，写了有点晚，玩高山漂流手机进水坏掉了，就不上图了，大家去十渡玩漂流一定要准备好手机防水袋和换洗衣服，会全湿的。					,2019-10-21
rambo0521,公司团建选择了大海别墅老板老板娘老板闺女人真的是太好了从大海家买票也是超值中午农家饭下午漂流晚上烤串自助唱歌自助羊肉非常不错食材新鲜品种多值得一提的是早餐的馒头蘸上酱豆腐简直了很多年没吃过俩馒头了卫生方面住五星酒店都会感到不舒服的我躺在大海家的床上真的是感觉到非常适应干净卫生感谢大海家让我们一共23人度过了一个愉快的周末					,2019-09-29
陈钰Adriana,特别喜欢十渡，平时太忙了没有时间，这次终于能去十渡看看风景，这个农家院的房间非常干净，而且和别的地方不同的事装修的很有特色，让你一眼就能喜欢上，而且他家的娱乐项目很多，卡丁车，碰碰车，吃鸡等等，都是年轻人非常喜欢的项目。烧烤也非常的不错，味道很好，很新鲜。希望下次有机会还能再去。					,2019-09-22
v飞鸟v,在大众点评上研究很久农家院，我是自己带孩子出来玩，必须选个食宿服务都很好的地方。周三坐晚班绿皮火车到了十渡，老板海哥亲自开车来接，一直玩到周六才走，海哥和嫂子都特别照顾我们，吃喝玩乐非常满意！他家的德牧黑豆特别乖，晚上还会看家！简直棒呆了！					,2019-09-15
小顿号儿_9836,院子位于九渡民俗村，周围都是村民修建的农民房，环境热闹但是脏乱差吵杂。一家子开的民宿，房间还算干净敞亮；一日三餐都可以在这里吃。老板和女儿态度都不错，老板娘很差，专门给老板娘减一颗星星。总的说来不适合对住宿和环境有要求的人，但是性价比还凑合吧。					,2019-08-27
dpuser_15201290899,第一次去大概别墅，准备去十渡玩，然后就看了很久的民宿，最后选择了大海别墅，老板很好，待客很友善，我们就是只在那里吃了晚饭，就是烧烤，很赞，随便吃，哈哈，感觉我都没有吃过那么多的烤串，还有赠送凉拌西红柿，疙瘩汤很好的哦~推荐推荐~					,2019-08-26
土豆猫1226,周末放松的好去处，约上三五朋友一起，吃个农家饭烤个烧烤不错的选择,2019-08-24
妞妈_4202,我也是朋友介绍过来的，真的很不错。老板是北京人，很热情周到，住的地方干净舒适，菜品口感口味非常好吃，最主要的是周边的游玩项目跟老板说，很多项目都能拿到优惠票价。明年要有机会还去的话，依然会选择大海家的,2019-08-16
木伊爷,这个海哥简直是太棒了的！价格公道！东西好吃！烤羊腿啥的尤其的好。,2019-08-13
mmm_6071,对于没有车的我带着娃出来旅行，选择大海还是很好的，出行老板可以车接车送。吃的方面也很不错，老板手艺很好，尤其是晚上的烧烤。住的也好，很干净，装修也很好，很喜欢。,2019-08-06
葡萄唐唐,服务态度好，住宿环境好，饭特别好吃,2019-08-04
盛開蒲公英,环境优美房间也很干净不错的体验还帮忙预定了漂流套票价格非常实惠自助烧烤味道很好羊肉串很纯,2019-08-02
晔99,党建活动完来这边吃的，服务挺好的，饭菜还行，烤鱼挺好吃,2019-07-21
小新没有蜡笔巴拉巴拉,十渡属于每年夏天避暑的地方，之前去过多次，但随着我妈开发了平谷这个更清凉的地方，十渡有几年没去过了，这次是根据大众点评选的，也许是缘分，他们家人都很热情，头天漂流完了衣服湿的晒院里，大姐帮我们晾到厕所里了，避免夜里被雨淋了，真是太感谢了！他们家人都很热情，毫无违和感，感觉就是跟邻居聊天的感觉，特别舒服，推荐！！！					,2019-07-12
only_cranberries,同事联系的说这家老板特别好我们是工作日过去的人也不多招待的也特别好农家菜农家院自助小烧烤麻将桌小秋千露天KTV很不错住了两天去玩儿的时候都是车接车送我们也不会买票老板全帮我们解决了推荐大家可以去十渡找大海那个狗狗是真的好玩					,2019-07-08
zhpan2005,端午节约着一帮好朋友带着自己家仔来到十渡玩耍，大众点评搜到了大海别墅提前给老板打了电话给我们留好了房间老板很细心因为有孩子特意都给安排好了各种房型，让大人和孩子能睡的舒服强烈推荐-强烈推荐-强烈推荐-海哥家的小龙虾🦞保证让你吃到幸福感在十渡的各项娱乐项目也可以从海哥家订票免去了你排队买票的时间而且价格还更优惠简直是完美晚上吃完麻小和烧烤跟朋友们喝着啤酒🍻唱着歌这个假期过的特别赞想去十渡玩的你们直接找大海别墅吧！					,2019-07-01
面包会有的,怎么说呢，只能说不推荐，住的地方比较简陋，去一定要提前问清价格，牙刷和毛巾都需要单买，吃饭收餐具费，最好是点餐，因为包餐的菜相对不太多，就几样菜，性价比真的太低了。老板是个很开朗的人，很能聊，但是哪哪都要收钱，所以有点让人感觉变扭。如果想去的提前一定要问清楚。					,2019-06-30
薇宝宝22,朋友之前来过，给我推荐的海哥家，先加了微信预约的。海哥一家特别热情，房间是新装修的很干净，晚上烧烤自助，还有疙瘩汤和凉菜，羊肉是新鲜的真羊肉，本着不浪费的原则能吃多少拿多少吧，肥肠也很好吃，推荐这两样。要去附近景区也可以问海哥拿票，会便宜一些。					,2019-06-15
思琦_9068,很幸运中了点评霸王餐，吃住玩全包啊，非常Nice！预约到店，一切顺利。老板人很好，住宿的房间干净整洁。简单的农家饭，有一些简单的娱乐设施，晚餐可以烧烤，各种食材很新鲜，另外赠送了玻璃栈道的门票，吃住玩一条龙，很不错的一次体验，推荐！					,2019-06-11
胖妞丫头,十度是夏天常去的地方，这个旅店环境还不错，外面有秋千孩子可以玩，情侣💑也可以做，周边环境也干净，店家很热情，这里还有麻将桌，够四个人可以搓麻将，晚上🌃在门口或院子里坐着秋千看星星还是很不错的可以来玩。周边环境忘记照了，自己来体验吧。					,2019-06-10
英豪,炒鸡幸运啊！中了大海别墅家的霸王餐特意请了一天假和家人一起去的。历经三个小时的公交车，但是沿途风景秀丽，多少缓解了枯燥。宾馆环境特别温馨，干净，整洁。老板人特好，贴别热情，把我们安排的明明白白老板自己做的农家饭也贴别好吃玻璃栈道惊险刺激，玩得特别开心。这次霸王餐体验妥妥的五星好评，希望老板再接再厉，再去十渡就找你了					,2019-06-06
不交朋友只做你爹,很高兴中的霸王餐，感谢大众点评给我的机会。正好我没来过十渡，跟着导航来到大海家。主人很热情、好客，马上安排住处，服务周到。环境好，非常干净，主动给我们介绍景点，安排游玩的事情。让人倍感亲切，好似许久未见的朋友一般。总之一切都好，有机会一定带朋友一起去的。在此对大海一家表示感谢！					,2019-06-04
杜超,领过了不知道多久的车程终于到了十渡，忍不住热泪盈眶。这里的老板是北京土著，一张嘴就亲切，跟隔壁邻居似的，哈哈哈。首先说说菜吧，严重推荐炒圆白菜和少东家亲手烙饼，真心好吃。建议过来的朋友不要错过这俩。房间的话，说实话，比想象的干净很多，卫生条件很可以，算是意外之喜。不是重度洁癖的朋友应该都是没问题哒。					,2019-06-04
小小硕_8306,第一次中了这种农家院霸王餐，正打算要去十渡或者野三坡玩玩呢，于是早早的预习了下功课，哈哈😄。预约了两次：第一次预约了周六，不过当天临时有事，只能和海哥改约了。海哥很痛快的给取消了。第二次提前两天预约的，这次我们选的工作日，还是很顺利预约成功。根据名字直接导航过来的，结果有点偏差。问了下周边的人指引了一番，然后联系了海哥。出来迎了一下我们。到那边中午了，直接准备了午饭。三个菜，没吃完。她家手艺还是很不错的，简单农家饭，吃着确很好吃。有两栋别墅，我们住的是老别墅，还有隔壁一新的。选了一间稍大点的房间。洗澡水很热，水流也很足，非常nice。屋子看上去非常整洁。也很满意。晚上有一个单位的员工在院子里k歌，烤串。很热闹，海哥人也很好。她家人都挺和气的，给个赞。她家还养了好几条狗狗。一条大狗天天在院子里，不过不咬人，也不乱叫，和住客们很亲近，哈哈，还会撸串呢😄我们选的是清云玻璃栈道的门票，第二天吃过早餐就辞别了海哥一家人。体验非常不错，推荐大家来。					,2019-06-02
Charlie.G,不错，出去玩很好的选择～推荐哦！,2019-06-01
hellokitty王,没的说，海哥一家人都很棒，饭菜可口，服务周到，看出我们不太会，老板娘还帮着烤串，给推荐景点，有优惠票，下次带朋友一起去,2019-06-01
区区在下,服务好，环境一般般吧，夏天太热了，蚊虫多,2019-05-31
兔兔我要幸福,老板很热情，服务态度很好，下次还来住,2019-05-30
称心如意,很高兴跟朋友一起去十渡玩，终于能放松一下心情啦。山里环境优美，空气清新，满眼的绿色。玻璃栈道有点怕，群山很美，跟大自然来个亲密接触。大海别墅环境不错，客房干净卫生，食材新鲜，特别是烤串，边吃边聊……。					,2019-05-30
*缘来是你*,很久没来十渡玩了，记忆中来过一次是跟单位组织一起坐大巴车来的，这次中了霸王餐，实属不易啊，感谢点评和商家。过来有点晕头晕脑，不知走哪里，跟商家打了两次电话，过来门口亲自接我们，到院后，给做了吃的，足够吃的很饱而且也很丰富，老板娘服务态度也太好了吧，由于时间关系，下午还要回去，所以没来得及去玩，本来想去玻璃栈道的，可时间不允许了，不过出来散散心，还是很不错的，下次过来就来他家消费了！谢谢老板，还赠送了瓶矿泉水。我会记住你们哒💞					,2019-05-30
bblanshu,很幸运抽中霸王餐。大海别墅生意很火，预约几次才约上，去了以后也是感慨，也许因为大海家有几个团体来的，生意碾压别人家。农家菜虽然简单，味道还不错，两个人扫光了所有菜。大海帮忙安排住处后，根据我们的要求推荐了玩的项目，还帮忙买了优惠票。晚上没吃套餐里的农家菜，团了大海家烧烤自助，羊肉串不错。房间还不错，简单干净。躺在床上能看到别人放的烟花。下次准备带朋友来，对多玩点项目。					,2019-05-28
姿木子Edith,很幸运抽中住宿霸王餐，五月底到十渡天气再合适不过，因为怕周末太火爆订不上房间，所以提前一周和店家联系的，大海家农家院停车需要停在停车场，不收费，在走过去住宿的地方不算很远，店家一家人都很好，说话友善，办事有效率，安排了一桌丰盛的晚餐，发现晚上在这吃饭的人很多，还有一些是慕名而来的，吃完回到其他农家院住。小院子装饰可以看出来别有用心，有吊椅和小板凳，很多都是一家三口来住宿的，可以看出来店家很喜欢狗狗，家里养了三四只泰迪和一只黑背，周边有小超市，会经营到很晚，吃完饭出去溜溜弯也是很好的选择。回到房间，洗澡水还是很冲的。第二天临走前，店家给了玻璃栈道的门票，出发前还告诉我们很多细节提示，很细心，一次满意的住宿体验！					,2019-05-28
华晨马宝宝,十渡大海别墅，吃喝玩乐老板一站式全包，想玩什么海哥都会给安排，省去了自己做攻略的环节非常方便，老板给的票都比景区的便宜，农家饭菜吃着比大鱼大肉舒坦很多，客房偏向民宿，特别干净，住得非常开心，和朋友一起来的晚上夜钓钓了两条武昌鱼，在大海别墅烤着吃了					,2019-05-28
331779149,老板特别照顾我们，人也很好，住宿卫生干净，每个房间都有电热水器，不用担心没有热水，酒水也很多还有进口啤酒，自助烧烤种类丰富，除了常吃的串还有小排骨，老板最拿手的小龙虾这回没吃到，下次一定要再来吃，家里的狗狗特可爱					,2019-05-26
M_y._2942,老板人特别好，服务也很周到，这次周末去玩特别满意～景点的门票选的是玻璃栈道，但可能是今天阳光太好了，走上去之后看下面玻璃会反光，感觉没有想象中的吓人，但也还是挺好玩的，走在上面风景真的特别好，视野很开阔，空气也很清新。					,2019-05-25
八戒大师姐夫,来十渡小放松一下，在评叔儿上搜了搜，排行靠前，评价不错，果断定下。位置很方便，院里有停车的地方，也可以停在中间的公共停车区。老板是北京人，一家子很热情，也很健谈，主要是做饭的手艺那是没治了，就那个麻小绝对私房。姑娘给炒的农家菜也是色香味俱全，我们来的时候旁边桌几个姑娘一直说炒的菜好吃。晚上烧烤自助，羊肉新鲜，好多品种，老板娘还帮着烤肠，娃可喜欢吃了。小院装饰的很温馨，晚上跟老爸撸串喝酒嗑麻小，美！住宿很干净，有大屋榻榻米，孩子滚来滚去也掉不下去，住的新楼，装修都地中海风格，很清新。特别推荐榻榻米，落地窗，对面就能看见蹦极，缆车。拒马乐园就在对面，躺在床上就能欣赏风景					,2019-05-25
子灏鱼,很感谢点评平台和店里提供的机会店老板人很亲切打电话预约后很快给安排了微信发定位提前询问到哪了总之很暖心住的房间很舒服很干净光线充足很家里一样舒适饭菜很充足丰盛口味也很好很家常重要的是很干净很干净很干净（重要的事想说三千遍）询问了老板周围的景点有什么好玩的项目选了套餐里的玻璃栈道太刺激了不过没有拍照总之过程体验非常好而且院子位置很好停车也方便以后再去十渡玩还会再来～					,2019-05-23
"叫我,柏拉图",来的第一天九点半才到但老板很热情的为我们烤串主动问我们想吃什么，拿饮料晚上，房间出乎意料的干净，不想其他民宿床单被子房屋摆设都非常满意.羊肉新鲜鸡翅烤的特别好吃😋饮料品种很多进口啤酒好喝老板一家非常实在一直在询问有没有什么需要小院儿特别的干净总看老板在冲地他家的农家小炒也很好吃推荐梅菜扣肉四喜丸子喜欢肉食的必须来总体来就没有不满意的地儿有机会一定常来羊肉真心绝了					,2019-05-21
dpuser_2306517418,大海别墅，是农家院类型，住的还可以，吃的饭就是农家饭，还不错，玻璃栈桥好爽，只上风很大，外边也有烧烤，自主的，夏天真是很适合来，不过有点远，哈哈。下次有机会再来玩，这次实在太开心，要是风小一点就好了，哈哈					,2019-05-21
哆哆姐姐,感谢点评爸爸让我中的霸王餐，赠我十渡两日游～店家人可真好，提前一天预约立马就约上了。到地儿店家很热情的招待我们，服务态度可好了。农家院也很干净，房间干净整洁，饭菜可口，吃的都是很下饭的家常菜。聚龙湾也非常好玩，景色优美、树木繁茂，这次十渡之行解我疲惫，太满意了吧！					,2019-05-17
dpuser_3374828940,大海别墅是我几年来北京郊区农家院游玩遇到的性价比最好的一家，出乎预料，惊讶伴惊喜。说真的，玩的多了有点惰性了，农家院普票餐食太难吃，无任何手艺可言，普遍糊弄，扔到锅里煮熟就是菜了，调料普遍用最次的，甚至伪劣不合格产品，卫生状况更是堪忧，前年就在十渡一所农家院看到主人在一个洗菜池里又冲脚又洗鱼。怀柔的烤虹鳟鱼也特难吃，又咸。昌平有个朋友的农家院房子倒是挺漂亮，但是缺少乡野农家气息，做饭还得自己动手，还得自己收拾。大海具有让你放松心情的所有优点，小院不大，坐落在临街后排，幽静而生趣盎然。入眼一排红灯笼，二层连体别墅样式，两个小院都可以停车，院里花鸟鱼犬，各种人工绿植，秋千荡漾。院里凉棚下几张桌子，往那一坐，立马有了惬意和清凉。室内特别干净，无任何异味，厅里有麻家桌，各种棋类，房间里设施质量好、干净，床上用品颜色舒服，细软纯棉，被套是新棉花的，卫生间马桶也是新的，热水也足。最关键的是菜品，老板是真正的会做菜，用的都是好料。一个清炒包菜，特别好吃，菜叶熟的刚刚好，脆嫩，好酱油耗油做出来滋味就是不一样。米粉肉梅菜扣肉香而不腻，下饭超级棒，炸花椒芽特别香脆，尤其煮花生毛豆特别新鲜，毛豆翠绿翠绿的，看着就干净有食欲。院里还能烧烤，老板备的有材料，也可以自带。也有大屏幕，可以看球也可以K歌。听老板聊天，他是北京人，北京郊区做农家院也有日子了，是个玩家，经验丰富，也会吃。看来院如其人，一切充斥的都是他的文化，质量好，休闲不紧张，随心随意。十渡野三坡一带玩过好几次了，没有比他家好的，甚至差不多的也没有，值此一行。					,2019-05-14
yyysss0818,感谢大众点评抽中的霸王餐，一直想去十渡玩，奈何太远了，行程计划总是搁置，感谢大海别墅让我可以有机会把十渡之旅提上日程。因为是工作日体验的，民宿人不多，所以整体是比较清净的，老板服务也很周到，感觉特别亲切，项目里可以选择栈道或者孤山寨，因为想去体验一下自然风光，选择的孤山寨。强烈推荐孤山寨，真的风景挺美的，乍看很像桂林山水甲天下的样子，因为晚上和住十渡的同学聚会，错过了大海别墅的自助烧烤，看到别的体验者都吃到了烧烤，很是羡慕，下次再来一定要补上！个人感觉，会推荐朋友或者同事来体验，感觉身心得到了放松，逃离了城市的喧嚣，很值得的旅程！					,2019-05-10
dpuser_2034305158,服务亲和！环境干净舒适，菜做的好吃（农家院的饭好吃的不多）。,2019-05-10
小梦梦,超棒的两天一夜体验！！🏠民宿位于一个上坡路口的第二排，装修很新，各方面设施都很卫生整洁，很不错！（建议来玩的亲自备牙刷毛巾洗发露之类的，店里一次性的不算很好用）🍲老板的厨艺也很赞，三餐都很好吃，很各我的胃口~🐶民宿老板自己养的狗狗，特别乖，民宿老板也很喜欢狗狗，我们起床比较迟，老板还帮忙把狗狗给遛了，真的特别感谢（因为为了保持民宿干净，所以老板不太允许狗狗进屋里，所以特别离不开人的狗狗不建议带去，比如我家的大狗还好，睡院子比较安静，但是小狗整夜都在叫，对自己对别人都是一种打扰。）👀小建议：如果可以，我觉得老板对带宠入住的客人可以适当收取房间清洁费，50或者100，这样宠物也不至于扰民，相信也能吸引来更多带狗旅行的客人					,2019-05-10
