用户名,评论,评论时间
四海漫游的六哥,他家的葡萄和玉米是最好吃的！每年都会定一些！现在还可以给你送到家！非常不错的服务！只是价格贵了一点点！自己去采摘也非常不错！他家也可以烧烤！烧烤是收费的，按场地收费，价格也还行！食材自己准备，他们准备炉子炭火！去之前联系好，他会提前把炉子给你点上！去了就可以烤，自己还可以带着吊床和帐篷，烧烤旁边有点场地可以吊床和帐篷！还有个水渠，小朋友都在那玩水，大人烧烤，小朋友玩水采摘！挺不错的地方，主要是地方不大！不用怕孩子跑不见					,2020-07-19
圆圆是真的圆,第一次来这里采摘，环境不错，葡萄很大也很甜还有可以酿酒的葡萄，味道也不错，还可以烧烤，小孩子还可以玩水，吃喝玩乐都有了，还可以采摘各种蔬菜，农家院的感觉，很不错，以后有机会还会在来的，祝老板生意兴隆。,2020-07-23
沐浴阳光,非常满意的一次采摘，这个季节可以摘葡萄，拔花生拔萝卜，生菜，白菜🥬应有尽有……太棒了👏👏原生态，很新鲜，特别棒,2020-10-04
小玲子870204,一路上车不多，最后一小段路坑坑洼洼。葡萄不错，尤其玫瑰香很甜。蔬菜不够多，西红柿都是青的，黑花生还不错。,2020-09-13
songdazhong,开车车过来采摘，有蔬菜瓜果都有，有丝瓜，葡萄，小苹果，海棠，李子，茄子，玉米，花生都有，我们摘了葡萄与苹果，小苹果嘎嘣脆，有点酸，葡萄可以不用吐皮，比较干净，可以烧烤，很容易找，也可以打牌,2020-08-03
妈妈苹果妈妈,五四青年节那天去的，这地儿稍微有点远，但路很好走！按导航走没问题。场地要提前约，一共就三个位置，我们是第一个到的，园子里除了烧烤，别的什么都没有呢！有限时，4小时，如果后面没人再来就可以再多烤会！场地费是6个人内200，超6人一人再加20。提供炉子和炭，其他的都需要自带！可能五一期间贵点吧！不过这已经算是便宜的了吧！总体还不错！					,2020-09-13
傻妞de幸福,不好意思哦我记不清是不是这家采摘园了，只知道今日糖度超标太好吃了也白蜜樱桃🍒名不虚传小杏儿软的要赶紧在今天吃光不然就坏了门头沟这边的采摘园还是很不错的新鲜好吃性价比高推荐周末前来买买水果满载而归					,2020-05-14
素素,今天我和我哥家两家去带孩子去采摘，带着愉快的心情翻山越岭的来到了这个采摘园，首先葡萄的品种只有玫瑰香和巨峰，当你想尝一下的时候工作人员会告诉你，打药了，我说我洗一下尝，然后递给我一个小剪刀，让我剪下来尝，尝了一下问道真的一般，但来都来了就带着孩子玩吧，我们总共摘了470元的葡萄（15元一斤），60元毛桃（特别小的那种和小区里的一样，酸味重微调，喜欢吃酸可以试试），再结账之前孩子拿了几个葡萄想洗洗吃，店家一脸的不情愿，地里野菜我们要采的时候告诉我们有药别采吃不成，当我看见别人采时，告知20元随便采，这里把顾客就当一次性买卖，从不想回头客，我看了下评论，90%估计是店家自己刷的吧，希望大家能不去也不去，沿路的采摘园很多，真没必要去挨宰！差评差评！					,2020-06-25
MQ.M,差评，去过很多采摘园，这是最差一个，全程都不友好。我们六个人采了600多块钱的葡萄，小孩吃了一个，居然冷冷地说称完了再吃。全程像防小偷一样防着你，好像我们能吃你多少似的。地里有野生马齿菜，本想采点，居然告诉打药了不能采。后来看别人采了，一问说20块钱随便采。靠，啥都是钱眼里了。大家千万不要去，真的特别没劲。					,2020-08-23
一天d晚游泳d鱼,搜到这家，巨热，全是苍蝇，旁边一桌汗流浃背的插花、煮茶，骂孩子没有风扇，野地里烤串的感觉每桌旁边有个烧烤的小车，有个桌子，烤火有多热，坐在那就有多热，最夸张的是上百只苍蝇围着，体验感极差，天冷了再来吧。					,2020-09-06
多肉不怕多肉,跟着导航走就可以找到，这个季节有葡萄🍇和各种蔬菜可以采摘，吃的也不错,2020-08-22
dpuser_9320589219,老板人为人热情，服务周到，他家玉米贼好吃,2020-10-07
阿泰777,玉米不让自己采摘，工作人员直接给掰回来的，回家剥开皮一看都是这样的，坑人,2020-08-23
雁子,价格公道，这么多东西才70几块钱。关键是小孩拔萝卜很有代入感。,2020-07-24
曹操,初夏的白杏采摘只要6元一斤，位于门头沟王坪村，环境山清水秀，景色宜人,2020-06-22
南城小刘主任,整体感觉不错，希望多多组织，价格更亲民。,2020-09-13
全智贤的小妹,老板人很好，很愉快的一次烧烤体验,2020-09-13
fengyehhh,葡萄青青的，可好吃了！很甜味道不错。,2020-08-26
宋琳_6266,葡萄非常甜，位置也很好找，旁边有条小溪，采摘完了可以带孩子玩会水,2020-08-18
买菜小兔,离城区不远，采摘的选择多，铁锅炖鱼超好吃,2020-07-28
dpuser_60158959364,去年偶然的机会跑到这里。很隐蔽的不太好找。在一片小树林当中，边上有一条小河，可以带孩子玩。种的都是香椿树。可以采摘有葡萄，还有一些蔬菜。可以在这儿吃饭，还有烧烤设备可以出租。今年赶上疫情应该没有开。有机会还会再去的。					,2020-06-07
小霸爹,采摘园里有各种各样的葡萄，非常新鲜。适合亲子游。足得，绿的，黄的，各种颜色，形状的新鲜葡萄🍇[特色体验]带着宝宝摘葡萄，然后自己吃，是一种多么奇特的体验。[推荐理由]亲子感情提升，增强互动。真的可以常来					,2019-12-22
姜小牙和米小圈,哎呦喂这个地方是真的稍微有丢丢远啊，但是门头沟就不近了，这个地方算门头沟里面很近的了开车的话从北五环过去一个半小时打底吧。但是，我想说，整个门头沟区都严禁烧烤，这家可是翻遍大众找到的一家有抽烟机可以无烟烧烤的地方！！一共三台抽烟机，找个地方真太不容易了，天气冷了，室外烧烤机会不多了，想去的小伙伴们抓紧了。园子挺大，刚到的时候我说实话不是很满意，因为就感觉有点怎么说呢乱七八糟的再加上这个季节树叶呀葡萄架呀叶子都变黄落掉了，我本来还以为这采摘园啥也没有踩啥呀后来想换地方也麻烦就这吧～后来进去发现环境还是不错的，三台机器都挺大，店家炉子稍微小点，但是一个机器可以摆俩炉子，碳也提供，很棒烧烤的地方在一片小树林里面，位置也是蛮惬意。后来我才知道，虽然葡萄架子上面叶子🍃看起来有点枯黄但是人家确认是有葡萄摘的而且葡萄超级甜……跟市场买的完全不一样……太甜太好吃了……还有自己酿的葡萄酒🍷不要太好喝小伙伴们想吃葡萄的快去吧真的，我们既可以自己烧烤又可以吃好吃的水果🥭，这个周末没白过呀～6个人150，再多人的话多加钱就好了，提供抽烟机和和炉子，木炭，烧烤网有点脏建议自备，玩的时间不限。葡萄采摘15一斤，葡萄酒50一瓶。对了，其实院子里还有种玉米卖，老板送我们两个，很好吃！跟市场的也不一样，但是去的时候早就卖光了，是把自己家吃的玉米送我们俩，可爱的老板原谅我没晒几张环境图片，我们自己带的好吃的太多了，拿出来晒晒					,2019-11-17
小小小雯_5173,可以玩儿的很开心的地方噢，葡萄不贵，品种还很多，好像是10多种品种，价格也很亲民，比其他地方便宜不少，农场里还有很多其他蔬菜，玉米，南瓜，还有一人多高的大长丝瓜，太惊喜了，不过据说他家买玉米需要抢购，排不上队					,2019-11-13
匿名用户,想吃葡萄了大众里面搜到的带着疑惑开了大几十公里真的没让人失望葡萄特别特别甜特别特别甜特别特别特别甜巨好吃也不知道多少斤一共100多价格虽然高了一点但是真的好吃总比少花钱买来的不爱吃强重点推荐他家自己蒸的酸菜包子4块钱一个真的太香了柴火蒸的正要走呢看见大爷揭盖儿大包子带着蒸汽正好要出锅看饿了味道也是真的好吃！下回还来他家大爷大妈人也不错总之超赞！					,2019-11-04
边吃边减,假期去哪里人都多，只能附近郊区带父母去采摘一下，透透气。采摘的地点离家很近在门头沟，开车大约一个多小时。门脸不大，里面不小，有烧烤和各种品种的葡萄采摘，还有花生，蒿子杆，茄子等农作物。中午的饭也不错，家常饼和肘子都很惊艳。					,2019-10-20
fendi,幼儿园老师留作业，希望国庆节家长能带孩子去采摘…原本未做出游计划的我直接在大众点评上搜到了这家，说去就去…从石景山开过去50分钟，合适…这季节可以摘葡萄，摘花生，拔萝卜，孩子玩的挺开心…葡萄花生都是15一斤…这里可以烧烤，但是要提前预约，下回来试试…					,2019-10-20
yayato,不错，葡萄好吃，回来没吃完，放了好几天，都没有坏,2019-10-15
徐老欠,朋友推荐的，周末正好没地方去，离家也不远就说过去看看。地方挺偏的，但是挨着小河边可以玩玩水。葡萄好像就两种，一种巨峰，一种玫瑰香，都是15一斤，玫瑰香挺甜的。,2019-10-11
王士锋,在G109国道旁，跟着导航开很容易找到。他家的自助烧烤，提供了炭火和炉子，还点了肘子肉和疙瘩汤。总体还算不错，但是环境还可以改进一下。,2019-10-09
猫猫兔0909,好像第三年吃他家葡萄了，巨好吃，吃完他家葡萄，外面买的葡萄我根本不吃。他家玉米，自制糖蒜，菜团子，大肘子都非常好吃，老板人也特好！对了，自酿的葡萄酒也很好喝。,2019-10-07
康小康,非常赞！水果新鲜！适合团建活动！,2019-10-06
日子在吃吃喝喝中流淌,冲着门口环境也要打满分。当然服务也不错。来得晚只有葡萄和各种瓜了，孩子觉得好玩还拔了些茴香。葡萄15/斤，其他蔬菜一律5元/斤。沿途景色很美，随时都想停车那种。园内可以自己带东西烧烤，有炒菜。,2019-10-05
Duter95,服务热情，品种就剩巨丰和黑加仑，味道真是甜必须赞一下周边一条小河，孩子可以玩会儿水,2019-10-04
lenseyli,摘了葡萄和花生，都是十五块一斤，很贵，环境一般，可以说是脏乱差，摘完就回家了，没敢在这吃，怕闹肚子,2019-10-04
流寇一个,原来以为会很远，三十公里半个小时就到了，路况十一还不错，价格很亲民，不贵，葡萄真的是很甜啊，可以烧烤，可以农家菜，树荫底下安静的吃饭聊天，远离城市的喧哗，由于不让搭建房屋，整体环境看着一般，设置可能会有些凌乱，期望农村的感觉可以尝试，葡萄和花生可以采摘，还有一些蔬菜，简单不远，可以尝试！能户外烧烤的地方不多了					,2019-10-02
逍遥时刻,这是第三次来这里采摘了：[交通]导航直接进院子里，很方便口味，葡萄摘了9箱，自己吃和送朋友，有玫瑰香和，还有西红柿，味道都一级棒，餐食，是农家菜的做法，在园子里摘了4个黄色西红柿，让那得师傅炒了个鸡蛋，哈哈，好吃两个宝贝玩开心了，边摘葡萄边吃，摘要去拔萝卜，服务，很朴实，也很热情！					,2019-10-02
自由摇摆,冲着葡萄去的，没想到意外收获了紫皮花生，特别好吃，再说葡萄，葡萄可以一边摘一边尝，主要是两种，巨峰和玫瑰香，味道都很好，自然成熟的确实比超市里卖的好吃，15一斤，贵是贵了点，带着孩子玩玩还可以，园里还有特别好吃的玉米，可惜数量很少。					,2019-10-01
匿名用户,现在还有葡萄和花生可以采摘，巨峰葡萄太甜了，花生也很香，有红皮的和白皮的，建议问一下老板，别拔错了。会有一些蔬菜，但不多，摘了些辣椒苦瓜萝卜，看着还不错。吃饭很便宜，就是味道一般般，要等的时间比较长，估计是当天去的人太多了。老板人不错，但人一多有点忙不过来。有一点不错的是没有最低消费限制，摘多少都行。环境比较简陋，野趣十足，😄					,2019-09-29
馋嘴的屌丝,门头沟附近的比较好的采摘园，开车差不多一个小时左右到，下午两三点人还挺多的，很多人都在地里摘花生🥜，感觉还蛮有意思的。我们原本过来摘葡萄，见这阵势也被吸引，开始去地里拔花生苗，花生品种不错，紫皮的，很好吃，很多人摘完直接洗了生吃，头一次知道生的花生居然可以吃园内葡萄🍇不错不仅甜而且有葡萄味，现在市场上很多葡萄品种光有甜味，吃到嘴里都不知道是葡萄。这边园里有玫瑰香，巨峰，黑加仑三个品种，感觉巨峰很甜很好吃，黑加仑稍微有点酸，玫瑰香说是还没熟。关于价格，所采摘的花生，葡萄都是15一斤。园内有人看管，会有专门向导带你去，我们也没好意思一边摘一边吃，剪了几串品相不错的葡萄，随便四五串70元，挺贵的。再加上花生差不多100出头。价格有点高，真正采摘不到一个小时。完事四周转了转，看见这边还可以买一些农家饭烧烤之类。适合玩完吃一顿如果价格再优惠点，考虑可以经常来，不管是带孩子还是和朋友一起，都不错。					,2019-09-26
xiaouwj,很赞的葡萄采摘园。离门头沟城区一个小时车程。采摘园内和门口约三十个车位。节假日比较紧张。葡萄十五元一斤。超甜很好吃。里面有无烟烤箱出租。六个人一百五十元。需要自备食材。里面还有南瓜🎃葫芦花生🥜。很新鲜。还有野菜免费采摘。					,2019-09-22
接地气儿的猫耳朵,这几年园子里的葡萄品种越来越多，老板还自己酿了葡萄酒依然最爱巨峰和玫瑰香🍇像小糖豆一样甜～～～都是没有农药在架子上长熟的葡萄特别好也有别的蔬菜水果～临着水库水也特别清亮					,2019-09-21
zhiling2580,连续来了第五年了，见证了金色秋天的成长和产品的迭代更新，生意越来越好，品牌效应凸现，附加值越来越高。今年来的时间越晚，玉米收成已是尾声，只弄了几十斤，略有遗憾，还好，味道不变，依旧是浓浓的乡土味道。葡萄的种类现在是越来越多，但独爱巨峰，有淡绿色，有深紫色，晶莹剔透或密不透光，颗颗珠圆玉润，清香沁人心脾，忍不住就剪了几串！采摘后顺便吃一顿庄园自产蔬菜制作的农家菜，绿色，天然，无残留，在满园绿色下，享受自然，难得难得！总之，金色秋天是一个适合拖家带口亲近自然的地方，年年至，不觉厌！					,2019-09-15
三月,我已经去过两次摘过葡萄，但是绝对不会再去了！我们是开车从学清路出发，来回两个多小时没关系为了摘葡萄。但去了以后这家人的态度很奇葩。每个人无一例外都是冷冰冰，面无表情，对人爱答不理。我们非周末去的人不多。没有人会问你来摘啥，你自己主动点，你还得等着他们聊完天有时间带你去。但没准说带你去的人半天也没动，你回头人家自己又去聊天了。奇葩！另外摘的时候全程有个男人跟着，我们身上连个包都没拿，不知道你们担心什么。其实本来还想摘点花生，但看他们一副冰冷冷的样子也不给试吃算了。你们的葡萄就那么点不愁摘，你们也不需要有什么服务意识，但是我们也不愁摘不到葡萄，出门是为了心情愉悦，所以不会再去。					,2019-09-14
kingufo,采摘了好多葡萄，消食葡萄的品种和成熟程度对口感会产生影响，有的葡萄偏酸，有的偏甜，在高温天气下，人体代谢，内分泌，体温调节功能失调时，吃些偏酸的葡萄，能够生津止咳，健胃消食，能有效缓解口干舌燥，食欲不振的情况。					,2019-09-14
八戒老板二狗子,价格一般，但是葡萄真甜，最好的是能烧烤，还是自带的。,2019-09-13
瓯丶菈,京郊少数能烧烤的地方了，种植园面积挺大的葡萄巨多有飓风玫瑰香和加仑，带孩子来动手采摘能涨不少知识，牛街带的肉地道烧烤手艺也越来越完美，没有点采摘园的菜自己带的都没吃完。,2019-09-13
锅盖儿@,去的时候，就只剩葡萄花生什么的可以采摘了，总之都很好吃，重点推介玉米，真的超级棒，去了一定要摘玉米回去不然都算是白去了,2019-09-11
eranly,第二年来采摘葡萄🍇，新鲜、好吃。除了葡萄还有蔬菜、花生可以采摘。有场地，可以烧烤。一路开来，风景很美。,2019-09-06
努力工作.好好生活,我尝你个葡萄你告诉我一会蜜蜂蛰我，烂了的葡萄你告诉我更甜，去之前打电话说有很多彩可以摘，去了以后说就萝卜没别的再也不来了,2019-09-05
燕子,一帮好朋友，来门头沟玩，随意搜了一个采摘园，没想到玩的特别好，挨着水库，可以戏水，可以烧烤，园内农产品品类繁多，硕果累累，一人高的大丝瓜，脆甜可口的小苹果，鲜嫩欲滴的葡萄，还有野生的枸杞还是第一次见到，园内还有主人自酿的葡萄酒，味道跟独特，烧烤好像是150一套，他们出地方炉子和碳，葡萄采摘15一斤，苹果10元一斤，和小伙伴河边戏个水，感受一下丰收之美，享受野趣，非常惬意！晚些来，大枣，西红柿茄子就成熟了。温馨提示：注意防蚊防晒，山区早晚低温较低！					,2019-08-28
dpuser_31731788758,和朋友带娃冲着好评去的。但如朋友所说这个高评分怀疑是刷出来的，几乎没有午饭供应，还得去其他地方觅食。葡萄采摘挺贵的，小朋友摘葡萄还推荐买十块钱一个塑料桶，不可理解。当然公道的说一句最后摘的葡萄还是挺甜的					,2019-08-28
heheshen,沿着永定河寻找适合玩的小河边，一路上各种保安把河守的严严实实，于是跟着感觉胡乱开，跨过一个大水坑，找到小河边，旁边有的葡萄园，真是的意外惊喜。葡萄没太熟老板很是热情，介绍种植的品种。这里有特别大的丝瓜，买了几根					,2019-08-27
胡思1982,闺蜜想吃烧烤我们就往门头沟开结果一路都写着不让烧烤我估计现在治理路边河边都不让烧烤了看大众点评找到这家本来是葡萄采摘园葡萄要八月才熟烧烤这里有排烟的设备提供烤架和碳收150元烤架稍微有点小碳火还不错就是苍蝇有点多其他都还好					,2019-08-24
捷。捷,刮着大风直接开干天气很冷来了之后很冷清但是院里的大叔竟然把一个小屋子让给了我们真的很幸运很高兴来的时候大风四六级冷飕飕的院里工作人员正在吃饭说现在是淡季但是看到我们来了让我们进屋烤串吃我们表达出了谢意真的是一个好地方					,2019-08-19
匿名用户,虽然这时候去没啥葡萄了，但还是摘了一些，真心好吃，各种葡萄都很好吃，明年一定再来！好友家人聚在一起烧烤也是不错的！树林里和孩子踢踢球，还挖了胡萝卜，绝对美味啊，临走还品尝了自酿的葡萄酒，还买了两瓶带回家！					,2019-08-18
yi394,今年夏天来了两次啦第一次来的时候还没有葡萄只摘了李子杏子海棠果啥的第二次来的时候葡萄已经非常甜美了只可惜是没有我最爱的玫瑰香了！带我们摘的师傅是一个非常可爱的大哥一路念叨着老婆老婆我最爱的就是我老婆！					,2019-08-05
cherry000111,秋高氣爽時，就是我們啟動戶外活動的時節了，而最基本款就是採摘了。從草莓、蘋果到這次的葡萄都是我們效法陶淵明採菊東籬下的田園樂趣。話說今天藍天白雲的，而葡萄在陽光的照射下，更顯得鮮豔甚至多汁。嚐了幾顆，酸甜酸甜，相當不錯，稍稍採得一些準備在油滋滋的月餅之後能解膩一番~					,2019-07-24
大丹子,老板人人很好，巨峰，和玫瑰香都很好吃，葡萄味浓厚。还有菜和玉米丝瓜。,2019-07-13
我不是人造人,离市区较远，目前只有葡萄和沙果可采摘，葡萄15一斤，沙果10元一斤，葡萄挺甜，我周末去的，但人不太多,2019-03-30
Weixin_7471144698,巨峰和玫瑰香两只能够葡萄，还🈶️小苹果采摘。也有一些菜采摘。旁边的小河安全起见现在不让玩了，有保安看着。可以烧烤。中午吃饭，虽然菜品少但是味道赞，都是自己院的菜。,2018-12-23
Cincin0120,各方面都非常放心的一次体验，老板讲究人，体贴顾客不计较，各方面硬件也干净舒适。,2018-11-01
野piggy,采摘采摘还有肉肉肉肉！农家乐非常棒,2018-10-12
喵咪咪miao,人员服务理念差，服务态度有待提升,2018-10-04
格嵐的生活,价格真心贵啊，蔬菜5元一斤，拔个大萝卜就得20块了吧，估计还不止，葡萄很甜，就是价格太高了，不能随便吃啊，可以稍微的尝尝，几粒吧。葡萄15一斤，没怎么摘200块。主要就是带孩子玩玩。,2018-10-01
喝口凉水长2斤,赶在了中秋节最后一天去的，据老板介绍昨天刚接到了一个200人的大团。价格是这样的：巨丰，玫瑰香，黑加仑都是15元一斤；胡萝卜，大白萝卜，红皮萝卜以及花生都是5元一斤。现在胡萝卜还没有完全长大，花生种的也不深，轻轻一拽就起来了					,2018-09-26
经典黑白0226,前几年无意中找到的，那会儿种的是提子，每一串都饱满，这次去都变成了葡萄和黑加仑，可能去的时间比较晚了.几乎很少看到长得均匀的一串，15块钱一斤的价位在水果店可以买两斤多，主要享受采摘的过程吧，不过似乎乐趣也不大，因为葡萄园的工作人员一直在身后跟着，玫瑰香很多都蔫了，味道还不错					,2018-09-25
苏发_7980,位置很好找，点评地图准确。采摘园地方很大，除了葡萄，还有各种蔬菜，都是5元一斤。采摘结束，还可以吃农家饭，想烧烤也没问题，可以租场地在果园里烧烤。这次摘了葡萄，拔了萝卜，孩子很开心。他家葡萄还是巨峰好吃。还有自己种的小玉米，非常甜糯。过几天还可以来摘蔬菜					,2018-09-24
准备微笑,上午去探路被拒，所以顺道过来看看，大门有点破旧，里边的环境一般，能烧烤150一个桌子，六人以下。但估计蚊虫会多。门头沟这边的农家院要是在环境上多下点功夫就更好了。葡萄目前只有巨峰和玫瑰香。味道都不错，玫瑰香更甜一些。摘的时候让尝了几个，明确告知不让随便吃。所以想随便吃的就算了。葡萄都是15一斤，肯定比超市贵，但是味道不错，看个人喜好吧。					,2018-09-23
zxjoycee,今天单位组织去的，到了地方准备采摘葡萄，老板一家人特奇葩，跟防贼一样从头到尾一直跟着我们，很少见做生意有这样的，原本打算这里吃饭的，结果果断决定改地方了，没有下次，一锤子买卖……没下回了，最最值得一提的，葡萄品质也差得太多，一般我不评论，给个极差评，我觉得一点不为过！明显图片上的已经不够新鲜了					,2018-09-20
随心自由,赶过去已经是中午了，到了先吃了一顿农家饭，味道棒极了今年因为去的早葡萄品种还有很多，老板家里人很热情，陪着一起去摘，还帮着拎框，一会的功夫摘了320块钱的，特别有成就感，这里的葡萄味道还是没的说唯一的遗憾就是没有买到玉米🌽					,2018-09-17
阿拉阿玲,我们是周末去采摘的，葡萄又大又甜。煮了花生🥜，还拔了胡萝卜和大白萝卜！,2018-09-15
自然_829679,总体服务一般，午饭在采摘园吃的，鱼的味道是相当的好，必须推荐!,2018-09-15
王小兔1123,总体感觉这家人素质太差，采摘不让尝，采摘时一堆人一对一看着，生怕你吃！就餐环境非常差，食物不卫生。,2018-09-10
八零后也是后,葡萄🍇不错，花生🥜不错，农家菜不错,2018-09-02
千里孤行86,看着点评去采摘的葡萄，葡萄品种不少，有点贵了，饭菜口味也还行吧，就是上菜特慢，就餐环境不太好，摘个葡萄去那么远有点太累了,2018-08-19
曾庆冬_385,挺不错的，大爱他家的红葡萄酒，就是不知道能不能快递啊，如果能快递就更好了。,2018-08-10
猫列特,葡萄很好吃饭上菜速度比较慢也是人多忙不过来吧黑花生好吃,2018-08-08
风筝海滩,两年前去的，今天朋友又想去翻出来了。建议大夏天去烧烤打水仗，大人小朋友都开心,2018-06-10
珊珊_8811,很好的一次采摘，葡萄个大，很甜，还有很多其他蔬菜，小朋友很开心,2018-04-25
用户名,评论,评论时间
邢丽华_3126,冲着采摘去的，所以先说采摘1.葡萄品种不错，很甜，就是太贵了。2.花生也可以摘，味道也不错，也还是一个字贵！不两个字太贵。3.萝卜也挺好吃，还是贵。摘完以后称重，一共花了500多。接下来说说饭菜，严重人手不够，上菜特慢，味道还可以，品相一般。					,2017-12-21
dandeloin,十一期间去的，现在补上。开车还是有段时间才能到的，不过一路都很好走，有一小段路有些堵。这里主打葡萄采摘，葡萄的味道真的非常棒，不得不可感慨老板选的品种好！除了葡萄采摘，其他还有好多蔬菜:白薯，花生，白菜，丝瓜，各种萝卜。可以一并感受下采摘的乐趣。还有吃饭的地儿，老板自己养的鱼，炖鱼很不错，自己做的饼也很好吃。					,2017-12-08
毛毛marimonn,开车过去还好～不是很远，玉米真的特别甜～就是有虫子，打了药就不会那么原生态了，所以我一点都不介意～有小虫子证明玉米干净无农药～菜的味道也不错～孩子比较喜欢吃丝瓜～葡萄真的挺好吃的～孩子摘了好多～蔬菜已经没有什么了～					,2017-12-08
lavdj,从市里开车过来将近1小时，路况还算好走，顺利抵达。葡萄有3个品种，巨峰、玫瑰香和一个4字洋名（没记住），都是15元斤。店家会有人指引，也会跟着一会儿，提醒游客不要乱摘乱揪乱吃，比较客气，没有那种监工的感觉，哈哈哈。中午就在香椿树下吃了顿农家饭，味道还不错，感觉店家人还算实在。院里还有别的蔬菜但品种不多，长的那种长型的瓜5元/斤，好贵，我们返城时在路边买的，1.5元/斤很香甜很好吃。					,2017-10-15
