用户名,评论,评论时间
重阳99,农场环境不错，位于顺义后沙峪，旁边有祥云小镇和罗马湖，孩子在里面可以捡鸡蛋，喂动物，采摘有机蔬菜，体验农耕，蛮丰富的。小朋友在里面玩的很开心，跟农场的大石榴和叮当玩的很开心，还租了一块地，这样宝宝就可以每周来见石榴和叮当了。					,2020-05-29
曼陀罗,带小朋友来咸鸡蛋，里面有很多溜达的鸡，非常好玩，鸡鸭鹅都有，还可以散养一次滴鸡鸭鹅，第一次见好新鲜哦，里边还有很多蔬菜和水果，小朋友来采摘，很开心，玩的很愉快，11适合来这家农场。,2020-07-05
金玉,农场环境不错，很多菜菜水果，还有溜达鸡鸭饿，兔子🐰猫猫狗狗，不错哈😄值得推荐的一家农场。,2020-12-13
双手成就梦想,农场环境不错，适合带宝宝来玩，里边有吃喝玩乐还可以喂动物，还可以采摘蔬菜，大小西红柿口感特别棒，经典。,2020-09-01
陈翔,今天下雪来农场采摘，好漂亮的雪景，小兔子和小猫咪泰迪熊一直全程陪同采摘，孩子玩的很开心。,2020-07-07
yingzi80323,西红柿🍅味道经典，确实不错，完美不错的店铺。,2020-08-28
dpuser_7291392900,自熟的西红柿真的很好吃，六十多种。,2021-04-06
娜娜,菜品新鲜，西红柿好吃，味道经典，值得点赞.,2021-04-06
匿名用户,真的很坑一斤菜几十块钱人均超300,2021-03-27
dpuser_1551041275,草莓🍓🍓🍓🍓🍓🍓🍓好吃😋😋小朋友喜欢爱这家。,2020-12-31
匿名用户,不知道好评怎么来的？烂菜地一堆，摘回来的东西具难吃。三个西瓜都要300块钱,2020-11-27
景,小动物蛮多的，猫狗兔子鸡鸭鹅，小宝贝很喜欢。今天玩的很开心，值得推荐的好农场，适合团建和亲子游。,2020-10-08
开着呢,孩子来玩，抓鸡喂动物很开心⊙▽⊙菜品多值得推荐。,2020-10-06
蒙古人_9538,孩子来了都不走，喜欢喂养小动物，捡鸡蛋，性价比高！,2020-09-27
先生,孩子很喜欢每周末都带他来捡鸡蛋，采摘蔬菜，喂养小动物,2020-09-21
永不放弃,亲子农场让孩子与您一起回归大自然，感受大自然的魅力，可以直观的看见大自然植物的成长，还有意想不到的可以饲养小动物，亲子农场带给你不一样的感觉,2020-09-21
我是网红,服务周到环境清新交通方便可以采摘80多种西红柿，小朋友不错的体验。,2020-09-21
戀,定位很精确，周末休闲的好去处，带上宝宝一起玩，有很多采摘果蔬,2020-09-21
dpuser_4895212743,丝瓜不错，鸡蛋也不错。每周末都来,2020-09-20
d爱旅游,周末带孩去不错，不一样的体验老板人很好,2020-09-18
心平气和74,应该是刷了评价，环境非常差，鸡蛋五块钱一个，西红柿大部分都很酸味道很一般，门口都是泥巴路，菜都老了。完全没有采摘的欲望。,2020-09-15
莫忘^_^小毅,尝尝这家菜真心不错，喜欢。萝卜白菜真心不错。,2020-09-12
小丸子,园区很大，有很多的小动物，还可以捡鸡蛋，有很多散养的鸡鸭鹅🐔还有兔子猫猫狗狗🐶。孩子很喜欢,2020-09-12
d美好,周末来这里不错的选择带孩子不错的选择,2020-09-11
周,这家农场可以捡鸡蛋，孩子非常喜欢，真不错，还可以采摘蔬菜水果。,2020-09-10
忙了,农场很大，好多鸡鸭鹅，还有猫猫狗狗，小盆友很喜欢，超级赞。,2020-09-03
意浓,跟着导航去，里面可以玩的很多，各种各样的菜啊，有西红柿啥的，早去可以捡鸡蛋哦，这个是小朋友都喜欢的吧，还有各种肉肉植物，看着是真可爱啊，还有很多猫咪是那么的好玩，喵喵喵的叫，孩子跟着跑，这个地方总体不错，可以多次去玩。					,2020-09-01
duser_0887爱神,西红柿🍅好吃，味道不错，孩子很喜欢。还有很多白菜萝卜可以采摘，很不错。很多小动物。宝宝喜欢。,2020-08-29
活蹦乱跳小鱼儿,南瓜🎃品种多，味道不错，值得点赞✔,2020-08-27
友谊共享,园区不错，小朋友很喜欢，点个赞。,2020-08-27
哦哭吧,溜达鸡蛮好的，满农场跑，还有鸡鸭鹅，兔子🐰🐷西红柿🍅80+多个品种，真心不错。,2020-08-26
悟空,西红柿🍅超级好吃，味道纯正，必须点赞哈。,2020-08-24
会不会,多肉好看。西红柿好吃，必须点赞。,2020-08-23
满意大姐,适合小朋友撒欢的地方，奔跑吧孩子们,2020-08-23
精神伙伴,西红柿🍅超级好吃。味道好。经典。品种多OK啦。,2020-08-12
Cllkong,菜品新鲜丰富，味道哦不错，必须好评！,2020-08-11
牛莉,68种西红柿🍅绝对是国内首创，必须点赞，爱死这里了。完全的生态农场。,2020-08-10
的友情,农场有很多小猫小狗，还有小兔子哇，那么接电跑蛮好玩的猫咪可以随便撸，嗯，有意思。,2020-08-09
平安,最爱他家西红柿🍅太棒啦，68个品种，口感没的说，必须点赞。下周来摘葡萄。,2020-08-02
你,喜欢这里，好多小动物，孩子喜欢，还可以采摘蔬菜水果，西红柿🍅68种，超级赞。,2020-07-29
约么嗯,葡萄熟了地道好吃，味道纯正，点个赞。,2020-07-29
镯子,这家老换名字。去了两次，还以为是另一家，结果是同一家。环境没里面照片干净。特别脏。养一堆猫。说的捡鸡蛋就是假的！又脏又乱进里面都是鸡屎鹅屎……根本没蛋！有的也应该他们自己放进去的。青菜更别提了。也就一些黄瓜，其他绿色蔬菜根本没有。西红柿说好吃，根本不甜，还不及菜市场买的。也就对那种没采摘过的人才会感兴趣。总之、有点被坑的感觉。不会再去。					,2020-07-29
刘天赐,鸡鸭鹅超级可爱，有很多，还有很多小动物，还有很多品种西红柿🍅，口感真好，,2020-07-28
王付民,菜品新鲜，味道经典，真实的完美西红柿🍅，68个品种，必须点赞（｡ò∀ó｡）,2020-07-28
我太,孩子喜欢这里，有很多品种的西红柿🍅超级棒，赞/:strong一个。,2020-07-27
我的神,最爱他家溜达鸡蛋，完美的鸡蛋配上他家68种西红柿🍅🍅完美。,2020-07-24
一生一世,西红柿🍅超级好吃味道真心不错，完美类型的西红柿🍅，孩子老人都喜欢，周末来采摘超级开心，有点热带伞最好。,2020-07-24
妙妙,好多猫猫狗狗，至少二三十种，味道经典，必须点赞。,2020-07-24
云有你,位置好；导航方便，好多西红柿，超级好。喜欢。,2020-07-24
匿名用户,西红柿🍅超级好吃品种多。味道经典，值得点赞（｡ò∀ó｡）,2020-07-24
老徐,小猫小狗🐶小兔子🐰鸡鸭鹅很多小动物，西红柿🍅好吃品种多，味道好(✪▽✪)八月可以来摘葡萄。,2020-07-22
张旭_4862,味道好，经典好食材。西红柿🍅品种多，有小时候的味道。,2020-07-22
我是邢天明,地理位置好(✪▽✪)菜品新鲜，孩子老人都喜欢，还可以捡鸡蛋🐔太好玩了。,2020-07-21
小黑4913,西红柿🍅不错，味道好，老人孩子都喜欢，下周来摘葡萄。,2020-07-20
宝妈吖,菜品真不错，好吃，味道好，宝宝喜欢这里，以后准备常来。,2020-07-20
霍礼彪,西红柿🍅超级好吃，味道经典，超级棒。,2020-07-20
冯公子_6886,他们家营销策略和营销手段相当全面，就是忘了诚信本分经营，老板人品欠佳，难怪鸡蛋都是臭的，菜也没多少，200块钱4斤蔬菜，摘不出来4斤的菜可以另买他们的菜，套餐什么的就别想了，去人家的地盘就是人家案板上的肉，想咋切咋切，抖音美团大众点评，刷那么好评有用么？有用啊，我也是看好评多才光顾的。然而哪想到差评都是真的，权当交学费买教训了！大众点评三个号三个店名，其实都是一家，生活家，生活家亲子，罗马湖都是你家的，牛！啥也不说了，牛掰！真牛掰！现在没点文化还当不了骗子了，要么说诈骗犯都是高学历呢！					,2020-07-14
哦弄跑,被坑，200元可摘4斤菜，20个鸡蛋，可是但是，除了西红柿可摘，其他根本就没啥菜，好不容易薅了点韭菜，炒完根本嚼不烂，再说鸡蛋，说是自己去框里捡，本来以为很新鲜，结果回家打开大部分蛋黄散的，说明根本不新鲜了，再也不去了，第一次打这么多评论，希望看到的不要被坑。					,2020-07-14
安迪,菜品好，好吃，绝对经典，必须点赞。,2020-07-12
好人_9125,西红柿🍅好吃口感超级棒，下次还来。,2020-07-11
蒲公英,西红柿🍅品种多味道不错，很棒哈。,2020-07-10
叶子飞最高,孩子喜欢这里，掰玉米🌽🌽非常开心，老头老太太超级喜欢。,2020-07-10
青齿,三十个品种的西红柿🍅口感真棒，味道绝对经典，孩子们很喜欢。下周来摘葡萄。,2020-07-09
小金哥,老板人特别热情，这次去玩的非常棒，下次还回来,2020-07-08
匿名用户,西红柿超级好吃，味道真好。超级喜欢。,2020-07-06
尤其是竹,鸡鸭鹅，小猫小狗，还有很多动物，西红柿🍅味道经典，值得点赞，品种多，味道好。环境不错，钓鱼很棒，很多品种的鱼🐠,2020-07-05
想念飞鸟,西红柿太好吃了，味道儿经典，点赞。,2020-07-03
脑王,蔬菜水果很多，味道经典，超级棒。孩子喜欢，老人也喜欢。,2020-07-03
郭建,孩子喜欢这里，很多小动物，超级好玩。,2020-07-02
大脑,西红柿味道确实不错，好吃不贵，难得的老品种。,2020-07-01
匿名用户,动物很多，猫狗兔子🐰满街乱跑，超级萌。,2020-06-29
匿名用户,太牛了，同一个商户运营不同的账户，实在666。一个深知网络平台钻空子坑钱的商家，话不多说，大家一定点开差评看看。那么多的差评，自己还给刷成5星好评，这波操作牛！一天能跟好几波客人吵架，然后发抖音，编个标题写个节奏，安个清华的帽子吸引眼球也是666！谁去采摘还要给老板看学位证啊，搞笑！					,2020-06-29
北漂,因为价格的关系导致整体体验很一般，三个西瓜三个茄子几根黄瓜加点小西红柿，花了500多，我去买有机菜都不知道能买多少了。然后人家说我们这好吃呀，我当场切了一个西瓜，白心，好啦！人家说是我们没选好，中奖了，不过也给我们补了一个冰箱里的…说真的，采摘是摘个体验，但是我们也不是第一次采摘，这个价格真！的！是！没！见！过！好吃也就算了，关键是我们吃了一个西瓜虽然是红心但也不好吃……等到家尝尝这个如黄金一般的黄瓜和茄子					,2020-06-28
爱旅游爱吃喝,亲子游玩🎈有机农场🌱🌈蓝天☀️白云☁️绿草🌱周末就要带着小朋友来麦草人探索大自然🔭在这里感受和家人一起游戏的乐趣💕亲子游戏解放小朋友的天性，肆意撒欢，迈开腿用力去奔跑🏃，用小手去感受泥巴带来的欢乐，踮起脚尖去摘取树上🌳的果实，自己动手去洗去尘土，用味蕾品尝大自然给我们的馈赠🍒，小朋友还体验了陶艺，玩泥巴玩的不亦乐乎～和孩子在亲子游戏中，让我们与孩子心距离更近～💟👩‍‍👩					,2020-06-28
小莲花,农场里有很多小动物，猫猫狗狗，鸡鸭鹅狗很多种类，还有兔子特别棒。西瓜香瓜口感都很好，西红柿也很完美，有二份十个品种绝对是值得来的，值得推荐的好农场。,2020-06-27
你和爸爸,🍉西瓜好棒🏻味道经典，必须点赞，老板很棒，,2020-06-27
长品王,小动物多，菜品多，口感好，味道真心不错，必须赞一哈。小宝宝超级喜欢这里。,2020-06-27
我这类心意,孩子喜欢这里东西多口味好大人小孩都喜欢,2020-06-26
灌汤,虎斑好可爱孩子们喜欢，老人也喜欢，最爱感谢老板招待。,2020-06-26
yu7465,亲子农场不错哈，环境不错，属于生态类型，西红柿🍅好吃，品种多，味道经典。,2020-06-26
大萌萌mona,西红柿🍅好吃，味道不错，有小时候的味道，他们做了十年，真不错。,2020-06-26
乌沙,服务特别差！环境特别差，根本没有菜！又贵又差,2020-06-25
匿名用户,如果感觉8斤西红柿值200元可以来体验一下。除了茄子西红柿，其他的基本没啥可吃的。环境也很差。,2020-06-25
蜜桃,孩子喜欢这里，很多小猫小狗，满有意思的，老板人不错，西瓜好评。,2020-06-24
王嘎嘎Jackson,小朋友很喜欢，这家菜品不错，味道经典，西红柿🍅最棒，好多个品种。,2020-06-24
dpuser_2383602199,西红柿好吃，味道经典，口感超级棒，品种有十多种，超级棒.还可以采摘其它三十多种蔬菜，真不错。,2020-06-23
dpuser_9250831413,超级无敌差，从来不写评价的人都忍不住吐槽，恶心到家的商家，进园一副嘴脸买单一副嘴脸，大家去还是问清楚看清楚吧，所谓给你看套餐了，说套餐了请一律别相信，最后都不会算数，进园说的鸡鸭都在套餐里，买单又变另付，没见过这么龌龊黑心的商家，二十五一斤菜，五块一个鸡蛋，二百一只鸡，四百一只鸽子，居然一个袋子都不给，袋子按菜价称重！最重要的是我们走了，老板怕我评价先发制人，我不知道什么时候这么神还拍了我的照片跟视频，还警告我，我给差评就给我备注上！本来从来不写评价的人，真是看不惯这种作风，你发我无所谓，至少让大家自己你的嘴脸！想去的看看差评吧，好评不知道是怎么来的！！！					,2020-06-22
哦看,**，好评应该是自己刷的，或者有的顾客确实是对品质要求太低？三个字：脏乱差。一句话：一个你绝不想来第二次的地方。老板/服务员非常傲慢无礼，喜欢抬杠，张口就能让人来气。收费很贵，儿童钓鱼竿借用一次100，鱼食一小罐68，而且根本钓不到鱼。所谓“农场”就是一片管理混乱的塑料大棚，苍蝇乱舞，鸡屎（生态肥）飘香，很适合二百五前来挨宰。					,2020-06-17
出马,西红柿🍅好吃。味道不错，有小时候的味道，十几个品种。真心不错。,2020-06-16
飞,这家产品丰富，有很多蔬菜水果，味道不错，孩子喜欢这里哈。,2020-06-13
dpuser_8581810847,孩子很喜欢这里，鸡鸭鹅猫猫狗狗，很多小动物，还可以采摘蔬菜水果，真不错。,2020-06-13
曦曦_8792,菜品丰富，味道纯正，下次还来。好评。,2020-06-02
水牛牛,小宝宝来这里采摘很开心，宝宝很喜欢，下周再来摘葡萄葡。,2020-05-31
好名字,环境差，性价比低，200才四斤菜，20个鸡蛋全是臭的，弄的屋里到处都是味道，摘菜都是自己，没有任何服务,2020-05-30
匿名用户,挺不好找的，但是感觉没那么有秩序，不过人少还是不错的，什么菜都有点。禽蛋没有捡到那么多，老板给补的几个，但是都坏掉了。,2020-05-20
匿名用户,菜品丰富，品种全，口感好，味道经典。,2020-05-17
芳草碧连,厕所里的苍蝇幼虫都爬出来了。照片就不发了，怕恶心到大家。,2020-05-06
败过输过何曾怕过,差评，乱七八糟的地方，东西巨贵，菜都快干死了，还要200元四斤。,2020-04-28
dpuser_9751830379,这家农场不错很好玩，宝宝很喜欢里面有鸡鸭鹅，还有很多小动物还可以喂它们，最主要的是还可以采摘蔬菜，真不错！赞一个。,2020-04-19
南洋段叔,环境好，值得去的好地方。京城休闲好去处。,2020-04-18
whyellin,服务周到，环境很好，特色体验：很不错,2020-04-16
逍遥哒喵,首先，再进去之前必须付钱。最少100块钱。我们在他的采摘园里，他不让我们进门，不让我们看里面的状况，就逼着我给他微信转200块钱。然后发现里面什么都没熟，只有一些小蒜。他养殖的鸡鸭鹅狗都不知道有没有打疫苗。非常危险。再说，他包括他的员工都没有佩戴口罩，然我非常担心。					,2020-04-15
dpuser_5286434132,转悠转悠发现这个和罗马湖生态农场是一家，这样的地方都能在热门，真心不知道大众点评的评选标准，不多说，这样的老板真不配做生意，真是为了赚钱什么事都干，完事顾客还得背地里挨骂，有幸有老板微信，大伙儿瞅瞅吧，揭露无良商家					,2020-04-15
匿名用户,哇塞，这里多肉特别多，至少有上百个品种太强了，太漂亮了，好完美啊，花期很棒，然后这种长的特别好，宝宝挺喜欢的，大朋友，小朋友都喜欢，最主要是里边还有虎斑猫，超级赞，超级可爱。小蓝猫，还有虎斑猫，超级可爱，还有鸡鸭鹅，特别棒嗯，喜欢这里。					,2020-04-15
dpuser_9802117504,非常好离家近，陪着孩子玩，很开心,2020-04-15
不跟你嘻嘻哈哈,宝宝喜欢这里，有菜有动物。还可以钓鱼，宝宝玩的很开心。,2020-04-14
dpuser_78183616733,菜品蛮多的，还在成长期，嫩嫩的摘下来吃也不错哈(*๓´╰╯`๓)♡还可以喂养宠物，钓鱼🐟烧烤，摘蔬菜，捡鸡蛋🐔，宝宝玩的很开心。,2020-04-09
dpuser_0575081769,白菜没有了，樱桃萝卜很棒，大葱和土豆也很完美。,2020-04-08
dpuser_03751835392,里面很大。很多菜品，口感好，还有溜达的鸡鸭鹅，虎斑猫还有加菲，不错。,2020-04-05
dpuser_1575239572,菜品丰富，还有草莓🍓很棒，还可以抓鸡🐔回家炖了味道真棒(／≧ω＼),2020-04-05
dpuser_4137750060,花花草草很好(✪▽✪)宝宝很喜欢，五一还来摘西瓜和葡萄。,2020-04-03
dpuser_6477551338,菜菜真棒，有点意思，这里有蔬菜水果，还可以喂养动物。还可以钓鱼🐟很棒哈。,2020-04-03
dpuser_1407806853,宝宝很喜欢这里，有很多蔬菜水果，还可以喂鸡和虎斑猫，蛮好玩的，钓鱼也不错哈，有意思。,2020-04-02
dpuser_5710764880,挖土豆钓鱼都是宝宝喜欢的项目，有意思，五月来摘葡萄和西瓜🍉。,2020-04-02
dpuser_8273812050,宝宝喜欢这里，捡鸡蛋可开心啦，还可以钓鱼，真好。挖土豆很开心哈。,2020-04-02
思奇,位置好，挖土豆宝宝超级喜欢，还有小猫小狗🐶很好玩(✪▽✪)钓鱼也不错哈。,2020-04-01
dpuser_9518863624,从大众点评看到..还有很多评论.而且打电话给老板说可以采摘结果来了，能采摘的几乎没有，199元8斤，鸡蛋5块钱一个！鹅蛋20一个！我想说你们近期来的都是水军吧？萝卜一个也没有几个，土豆也是..回家老人一看说土豆就是买完了的土豆挖坑放里面的！不是种的，萝卜也是糠得不能吃！黑死了！骗人的！这么多年第一次被大众点评失望...这么多水军..					,2020-03-31
小红帽,一行人因为疫情在家憋坏了顺义这个农场的老板在这边🈶️好几个基地每一个都做的很好规模不错很专业菜品服务环境推荐给想来娱乐休闲的价格也不错毕竟说有机饭不能和菜市场的比价格今年来了几次了夏天要来摘西红柿一定要来哈哈哈哈哈笑					,2020-03-30
电竞,周末带宝宝来农场采摘发现这里面好玩的有很好的动物，还有满街溜达的鸡鸭鹅太棒了，好喜欢还可以采得各种蔬菜，蔬菜品种，很多味道，很近的闻起来就很棒一定是安全的好蔬菜来的时候真看到你跟中葡萄估计到五六月份就可以吃到很经典的葡萄。					,2020-03-27
水星老师,宝宝很喜欢这里，挖土豆，挖青蒜苗，摘青菜，喂猫咪🐱，狗狗，鸡鸭鹅，宝宝很开心。五月可以来摘葡萄和西瓜🍉还有香瓜，太棒啦。下个月还来。,2020-03-23
修真,挖土豆好玩⊙▽⊙喜欢摘西瓜🍉五月来。,2020-03-22
李萌_6052,宝宝来采摘，很开心，好玩，下次还来。,2020-03-19
随,蛮好的农场，有意思，值得带宝宝来耍。,2020-03-18
dpuser_3105752360,位于后沙峪罗马湖，环境好(✪▽✪)适合带宝宝来耍。,2020-03-16
刘东生,宝宝很喜欢，这里这里有动物，还可以采摘，还可以捡鸡蛋，超级好玩。,2020-03-16
开心就好,特别很新鲜，品种也多，采摘很开心，还要溜达的鸡鸭鹅，非常好。,2020-03-16
随缘,有意思的农场，适合宝宝出来玩，赞一个。,2020-03-16
玄幻,孩子喜欢这里，宝宝很喜欢这里，赞一个。,2020-03-14
兜兜里有糖_1707,宝宝喜欢这里，很棒的农场，适合亲子活动，还有小动物。点赞。,2020-03-13
刘,宝宝很喜欢这里，可以挖土豆白菜，还有小动物，宝宝玩的很开心⊙▽⊙,2020-03-12
写字,孩子喜欢这里，很好玩，有意思，菜品不错。,2020-02-29
杨洋,菜品不错，必须点赞。真心不错。,2020-02-23
脏爸爸,孩子喜欢这里，有很多好玩，孩子特别喜欢，白菜很好吃哦(´-ω-`),2020-02-23
妞妞爸,宝宝很喜欢这里有鸡蛋可以捡，很好玩，还可以摘菜。开心,2020-02-23
三个,宝宝喜欢这里，菜品新鲜，味道很棒。,2020-02-22
军师,孩子喜欢，很棒，宝宝最爱。喜欢。,2020-02-16
