用户名,评论,评论时间
mexiaoli村,交通：驾车，进大门沿着右边路走就能看到了。推荐理由：初学者可以来过瘾，也适合我们这种钓上来鱼却不知道怎么处理的人。孩子也可以学学，这里好多孩子来钓鱼呢。垂钓可以减小压力，工作会产生压力，长时间工作并处于压力中会产生疲劳，使人的免疫力和记忆力下降，垂钓让人离开压力的环境，呼吸着新鲜空气，欣赏着蓝天白云和绿色的美丽景色，让人感到舒畅，人在钓鱼时要求心神合一，把杂念抛弃掉，专心钓鱼，可以放松自己的神经，调高大脑的灵活性，磨练人的性格，垂钓既需要耐心也需要信心，钓鱼时需要静静等待鱼儿自己上钩，这就需要集中注意力，凝神静气等待。tips：中午可以点外卖，在这里呆一天也不觉得闷。					,2020-10-02
runningtime,一个星期来了三次，能呆一天的地方环境很好，有树荫，树底下支根杆超级惬意，周末都是带孩子来的，钓上来的鱼在扔回池子里，休闲练杆的好地方。这边离亦庄山姆很近，中午点外卖也很方便，旁边是骑域马术，再给孩子约个马术课，一天天过得相当充实					,2020-08-09
失落银河,目前北京市区附近环境最好的钓鱼🎣练杆宝地。环境越来越好，钓场的鱼也越来越多，太适合练杆的鱼友了。不论是坐钓箱的还是盘腿坐钓的，在这都能找到钓鱼的乐趣。（不是专业钓鱼的人士也不用担心，不用发愁没有钓具，到这里可以租用，方便休闲垂钓的亲们。					,2020-09-26
丸子阿丹,可能更适合专业钓鱼爱好者吧对于普通家庭遛娃来说没有任何良好服务体验老板很抠，椅子等很脏，钓具很简陋，遛娃真没必要去。,2020-09-05
Amanda_mum,周末跟家人一起来钓鱼，环境很好，人很多，提供钓具不用自己带了，很省心，分深水区和浅水区，溪流竿吧比较短但是鱼种挺多～算是老少皆宜吧，随便就能钓一天，挺好，开开心心,2020-10-03
赵镁,到的有点晚了，下午两点才到，位置不多，得自己找，旁边有个小男孩钓的真棒，一会儿一条，我们半天也没钓上来一条，孩子挺喜欢，小朋友也不少，有毛驴和小马可以喂。下回再钓鱼要早点来，好多位置都是一早来的					,2020-10-06
肥多多胖嘟嘟,离家里最近的垂钓，团购和现场购买价格一样，鱼钓上来不可以吃，不用买，来就是享受钓鱼的乐趣，不限时。鱼很好上钩，乐趣十足，附近还有马和驴子可以喂，可以自己带点儿胡萝卜来喂。大人钓鱼，孩子可以玩玩也挺好的，园区免费停车。					,2020-08-23
nowitizki41,突然想带娃钓鱼，点评搜了一下，看到这家评价很高，还是钓上鱼不用拿走的练习坑，对于想钓鱼又不想带走的人太合适了。可以租竿，没有装备的小白到这来玩一天也都没问题的。鱼坑把钓位围起来，就像在一个小岛上钓鱼，树荫很多，但中间日式hera钓位是没有遮挡的。有饮料自动贩卖机，午餐也可以点外卖，空手来玩一天也是可以的。费用：自带装备的话80一天。希望店家也能推出半天的价格。停车免费。					,2020-09-04
深蓝-京宝梵,、甲乙双方确认，除本补充协议约定条款外，原协议项下其他条款不做变更，甲乙双方仍按原协议其他条款的约定执行。四、本协议为原协议的重要补充，与原协议具有同等的法律效力。若原协议的约定与本协议的约定有不一致之处，以本协议约定为准，本协议未约定的，按原协议的约定执行。五、其他1、本协议壹式贰份，甲乙双方各执壹份，每份具有同等法律效力。2、本协议自甲乙双方加盖公司印章之日起生效。3、本协议附件为本协议一部分，与本协议具有同等法律效力。					,2020-08-22
大腰子资深烤串师傅,看着点评来的，真是挺不错的，好多年不钓鱼了，啥都没有，这里所有东西都有，一百来块钱，能玩一天，找了一个阴天过去，挺凉快还有树荫，关键是没啥蚊子~真是不错~掉了五个小时~上来十三条~跑了五六条~下次自己带上家伙再去~赞一个，老板人也挺不错的!有自动售货机不用担心水，还能跟老板订餐，点外卖也可以!上图吧!					,2020-11-16
taleeglh,【位置】跟着大众点评就很好找到，左边是马术训练场，从那个更大的门进去就可以看到。【服务】服务的大爷感觉不是很热情，可能因为十一长假人太多了，尺子有一点不太够，我们用这边的钓竿四个小时才上来了两条鱼。感觉有条件还是自己带钓竿比较好。【餐厅】我们自己带的便当，餐厅的话这边好像叫外卖比较方便，也算是城里。【总评】感觉还可以当个休闲的地方					,2020-07-17
7202184,门口的老爷爷很和蔼，就是现在这个天儿去室外钓鱼有些冷哈哈哈哈哈哈啊哈哈！场地里还可以点餐，价格还算合适，就是些家常菜的套餐我记得。我第一次去钓鱼，并没有经验，所以一条鱼都没有钓到，下次有空再去试试吧哈哈哈哈					,2020-10-05
小人格,你还在苦寻北京室内没有过足钓鱼瘾的地方吗。我强烈将这里介绍给你们。我家哥哥简直是个垂钓狂人，每周六都闹着要钓鱼，这家店在南城的一个小公园里，鱼超级多，自带鱼具100元封顶，但是鱼不要拿走，钓上来再扔回去。这太适合我们这种钓了鱼不知道怎么处理的人了。中午点份外卖，一钓钓一天。小宝宝也不用担心，有很多动物，可以看看马什么的。					,2020-11-20
乐佩,位置在城外城里边儿别犹豫往里开就能看见了一进去就能看见大大小小的鱼塘，我是周六中午去的，人挺多的但是还是选了一块不晒的地方。租渔具是120需要交100押金走时候退。关于鱼，刚开始不太熟悉上钩率低，后来熟悉了基本竿竿有，自信满满					,2020-06-17
龙鸣人,鱼比去年又有劲了！就是老上树是个问题！能培训出园艺专业！切子线组控制在个位数还可以！,2020-07-27
alisa青,带孩子去玩的池子很小太阳很晒鱼食挂不上钩,2020-12-20
netman7500,环境不错人不少，混养池什么鱼都有，装备可以租，周围还有驴马等小动物，带孩子玩不错,2020-12-17
800_lihan,钓鱼真过瘾，价格便宜点儿就好了。,2020-12-11
匿名用户,太适合平时上班特别累周末想发呆放空了可能还是自己技术不行鱼不太好上钩周围有热心的鱼友帮忙,2020-12-06
Summer_882,好好玩哦养生局三个人在旁边热心大爷的指导下一共钓了7条鱼诶！快乐滴体验,2020-11-06
ssx爱吃肉,第一次钓鱼，因为发小喜欢钓鱼，前一阵他过生日，去年生日送他的鱼竿，今年实在不知道送什么了。就送了一张他家的团购券。那天他说去我就陪他去的。对于我来说，第一次钓鱼体验非常好，为什么呢？是因为我总能钓上来。上鱼率超高。作为新手或者想钓的爽的朋友们可以来这儿体验。					,2020-11-03
大屁股星人,鱼池在南五环城外城里面挨着全聚德烤鸭店，鱼池位置还是比较多，但是如果来的晚的话中间位置没了就不太好钓鱼了，也看技术，边上的大哥最后来的一下午钓十好几条，掉完鱼需要放回去，坑里练手的鱼池上鱼还是挺多的，乐趣多多，没事可以常来					,2020-10-08
匿名用户,第三次来了，周末钓钓鱼放松下，把脏心烂肺的事儿都忘到脑后去，等周一再想起来，这次特意换了一根19调的8H鱼竿…钓鱼就显得很轻松了，上鱼频率还可以，就是下次要换鱼饵了…老三样净上白条了…人家都钓大鲫鱼来着就我在旁边抽小鱼…					,2020-09-30
robin1126,疫情期间在家好无聊，想出去玩玩在大众点评里面发现了这家垂钓园，奔着试一试的态度收拾东西准备钓具开车前往。地方还算好找。里面分两个区。普通区和hera区，没有树阴需要自己带伞去。适合周末休闲发呆。家庭活动。					,2020-09-19
dpuser_68197754878,陪男朋友钓鱼，偶尔发现了这个地方，然后果断带着我家小鸟前往！第一次去是开车去的，可以停里面，就是马场附近，第二次因为疫情原因就得停外面了然后走进去，都是练习坑，钓鱼工具可以租也可以自己带，可以租躺椅嘿嘿也有自动贩卖机可以买水陪钓的人还是很舒服的					,2020-08-22
匿名用户,去了很多次了，数不过来了都，头几天过去下午三点多打的电话问就玩到五点多是按照全天收费么，一个女的接的说可以按照半天收费，因为三点多到六点就关门了，全天是120元，这就两个多小时，确实有点不值得，但是女的告知可以过来吧，按半天收费，到了之后一个大叔告诉没有半天这个说法，只有一天，谁告诉你的你找谁去，这就有点无奈了🤷🏻‍♂️然后就是价格啊，能不能统一，不带渔具120，带了渔具80，第一次去没带120，够来自己带了渔具去的80也给的鱼饵，又一次去了呢，自带渔具100了又，还不提供鱼食，上一次也是自带的，是提供鱼食的，这次就不提供了，鱼食收费五元，你爱买不买，不买自己也没带还没办法钓，我就挺无奈的了，就是每次规矩都不一样，出来玩不是差这几块钱，来你家也不少于10次了，这样就让人特别不舒服，每次都不一样，是看你们心情么？然后点评显示营业，过去了告知不可以了，关门了，既然关门了能不能点评告知一下啊？这不就是让人白跑么，对你家有点伤心了					,2020-08-09
倪菲蒂蒂,服务很好，环境不错，适合带娃，很多专业钓鱼人士，小朋友需要增加耐心，如可以自带专业钓具。旁边马场挺好，离城区较近的马场，骑马的小朋友挺多，还可以喂小马小朋友玩的很开心，下次要组团一块来玩。周围吃饭不是很方便，可以带餐。					,2020-08-08
小元_610,突发奇想跟这朋友去钓鱼，提前体验退休生活几个人都是第一次钓，鱼竿板凳都可以租，也提供鱼饵，管理大爷大概教了一下怎么放鱼饵怎么观察浮标。但总感觉旁边装备齐全大哥自带的鱼饵比较香，把鱼都吸引走了最后钓了三个小时吧，没有想象中那么无聊哈哈					,2020-08-07
Angela把比,环境一般，服务几乎没有，内部的椅子空着也不让做。还有几个流氓地痞，会抢你的钓位。差评！,2020-07-30
孤独的灰太狼,孩子喜欢钓鱼，室内好不容易找到这个地方，收费还算合理，鱼很大也挺好掉的，不过不能带走哈哈,2020-07-23
BunnyZzz,收费不透明，欺诈消费者，以后不会再来,2020-07-19
是阿欢呀,环境不错，想吃什么都可以点外卖，旁边有驴和小矮马，小朋友可以喂一喂。,2020-06-29
五花肉,闹中取静的好地方啊，跟孩子玩一天能，钓鱼水平太差，但是消磨时间挺好的,2020-06-27
陈胜_5351,地方也比较大环境比较好值得大家关注,2020-06-26
匿名用户,两人耗时4小时一条鱼都没钓上来哈哈哈哈哈哈太惨了旁边的人十分钟一条,2020-06-09
如之Vanessa,从没钓过鱼，第一次体验选了离市区不远亦庄附近的酷鱼垂钓Club。周日9：30am到渔场，有阴凉的地方差不多都坐了人，但还是找到了四个小伙伴可以坐一起不晒的地方。酷鱼分两个区：普通鲫鱼区和Hera区。Hera区里是日本鲫鱼，用日式垂钓，没有树与阴凉，需要自己带或租遮阳伞。选择了普通鲫鱼区120元/人含钓具的套餐，大众点评可优惠2元，能钓一整天，钓到的鱼不能带走，需要放回水塘。店主大叔简单教了一下，我们边钓边观察旁边大哥钓鱼学习，在大哥的热心指导下，很快学会。还是很简单，最终自己也钓到了，开心ヽ(○^㉨^)ﾉ♪适合周末休闲发呆，家庭活动。可以点外卖送进来，大门口小卖部冷饮饮料很全，不用自己带水。					,2020-06-09
方便面_2690,自带渔具是80块钱一天早上7点到下午6点，没装备都可以租，练杆塘，只让钓不能拿走，钓点随便选，不能用带倒刺的钩，鱼活性还是不错的，有力，挺过瘾的，饭口可以订饭，就是上厕所不方便，停车比较方便，周围还有驴和小马，休闲娱乐好去处！					,2020-06-06
Vicky901109,交通：离市中心比较远，但是大部分鱼池都在郊区。。。特色体验：鱼还是不少的，无奈技术不够，只钓了几条小鱼，旁边一大个一会一条一两斤的，羡慕死了。还有比赛，钓出来大鱼有排名，还有各种奖励。tips：新手练杆好去处，黑坑比较难钓，可以去鱼池练练，老板很好，如果看你很长时间钓不到会过来指导，想空军都难					,2020-06-05
好嗨哟福,四环外的鱼坑，在一个马术场内这是一个练杆坑，分80元掉一天150掉一天。80的大坑，150的掉日本鲫鱼。虽然有点小贵，但是掉一天还是挺开心的！！上鱼比较快，大坑呢不限杆不用倒刺钩就行。日本鲫鱼坑限杆十三尺！！园区内还有一些建筑，小矮马和驴对了钓鱼时时不时的会听到驴叫！！					,2020-05-22
wangk312,地理位置好，不用开到郊区去。里面不仅能钓鱼还有骑马的。这个地儿是会员制，但是也可以单独购买一天的好像是80元钓一天。去的人基本上都是自己带东西，可以点外卖在里面吃。🐟也好调这项活动真的是磨性子我陪男朋友钓鱼6小时我快疯了！他还不想走…我发誓这项活动这辈子不会再去了					,2020-05-04
大长腿的折耳熊,周末去踩点，正好是下午了，也没钓，人不多，据说因为疫情需要提前三天预约的，环境很不赖，地方不算大，收费标准见图片。感觉最有意思的是外面挨着个马术场，有很多小矮马，一个个都很亲人，采来了旁边地里的野菜喂它们，吃的可香了，大马都很厉害，小毛驴一口没吃上，感觉每个圈里都有个厉害的头领，它吃时不让别人吃，我和儿子只能用调虎离山之计，打算约一次，爸爸们里面钓，我们带孩子外面玩，真不错。					,2020-04-29
Stacyu95,[交通]交通挺方便，在郊外，夏天就来一次…停车的空间也很大[特色体验]这里面是个特色综合体，马场、钓鱼、吃饭、酒店综合一体[推荐理由]很喜欢这，交通便利，环境好，远离闹市区。多位综合体，一站式服务[tips]冬天室外钓鱼有点冷，要注意防寒保暖…这里钓鱼不让带走，纯玩，娱乐…鱼竿10元，可以自带					,2020-04-27
Bettyxin,一进门往左走很快就看见这个钓鱼池了，没想到这大冷天钓鱼的人超多，大概在对面站着看了十分钟，就有人起竿。以老头为主，大家好像都是开越野车皮卡什么的特意过来的，门口停满了这种大车。环境优美，气氛和谐，感觉也不会有什么危险，还不错。					,2020-04-08
马云他爸666,还没有去过，找了一些可以钓鱼的地方，最终选择了这里，过段时间去,2020-04-02
&#39;李小闲^_^,感谢nice的老板和小姐姐教我钓鱼非常开心的体验,2019-12-25
东城燕子,关键没的说，鱼也很多，只是水有点深！还有大马🐴可以看,2019-12-22
石头锤子拳头,一如既往的好！环境不错！休闲度假好地方！,2019-12-13
王,城外城润京广场内，环境好，可以在小帐篷内钓，档档风，这些人还真不怕冷。,2019-12-10
小青年,感觉不错！和爸妈老婆一起来玩的！,2019-12-07
yeninghua,看着不错，以后有时间去体验体验。,2019-12-05
果哥的日记,今天一连串的走好几个点，这里也在城外城润京广场的里面。这大冬天的钓鱼的鱼友们真的厉害了！户外往那一坐就是一天呀。多冷啊，看着都冷咱也不钓鱼也不知道这个乐趣，是不是天天吃鱼呀他们？还得必须必鱼市便宜吧？哈哈哈					,2019-12-03
北北要坚强,带着老爸去钓鱼，开车路很好走，停车便利，十一去的人不少。按杆儿收费，但我们只钓了一小时左右，鱼真的不少，坐着的功夫钓了四五条，旁边的人也不少钓。老爸过瘾了说下次还要再来哈哈，分两种坑，我们是普通的，过瘾够了！					,2019-11-08
Emerson,本人是资深钓鱼爱好者，平时和朋友拼车去野钓，但是时间老是凑不到一起，如果手痒痒了就会来这里，虽然地方不大，但是保证上鱼，但是鱼不能带走，这是纯练竿坑，中午还能定饭，很方便，我们在这个坑折了三次竿子，鲫鱼1-2斤，鲤鱼2-5斤，建议带硬竿子。					,2019-11-06
孔逗豆,第二次来玩儿，人比以前多了。绝对的带孩子钓鱼玩儿的好地方。价钱不贵，120块钱有竿有鱼食，不限时，大渔池子，鱼算是比较好上钩，很好玩儿，儿子玩儿的特别开心。来钓鱼的人不少，好多都是自己带着鱼具，秩序很好。[交通]交通很方便，开车过来很顺。					,2019-10-26
dpuser_4089757315,闺女非要去南宫鹦鹉圆钓鱼，我跟她说那都是景区糊弄游客的，她不干。还是宝妈机智，点评搜到这家，距离上比南宫差不多，但环境专业多了，也都是来钓鱼的，虽然难度上来了，但让孩子真正体验了钓鱼，而不是景区的半娱乐节目					,2019-10-05
Joseph,之前和同事一起来过，觉得特别好，就又约了朋友一起来的，一大早就到了，人不算多，鱼很好上钩，老板人很好，很快就钓到鱼了，钓了一条五斤多的草鱼，还有2条鲫鱼，老板做鱼味道很赞，环境也很不错，适合周末带着朋友来这里休闲娱乐					,2019-09-29
杨_小颠,[交通]很方便，甚至还有停车位[特色体验]看着鱼塘挺清澈，吹着微风可能位置有点偏远，我是上次去全聚德烤鸭店看到的其实也蛮想去体验体验，哪天有机会去看看。也不知道多少价位一个人呢。看好评蛮多的我也给一个。					,2019-09-07
瑞杰美食家,地方算是好找，去的时候人不多，我们两个人老板是一个大爷给我们两个板凳，鱼很多，也很有力，挺好玩的，就是他们哪里的鱼竿钓不了大鱼，鱼线会断，我鱼钩掉了5次，大爷很好没有收我们钱，直接给我们绑新的鱼钩，很不错！					,2019-09-06
xxxxg,玩了一个下午，真的是练习钓鱼的好地方。可以租全套的渔具，坐着钓鱼真的可以提前过一下午的退休时光。人不算特别多，但是鱼超级多，可以不断地拥有钓鱼的乐趣。但是钓鱼的地方没有卫生间，想要上厕所需要走五分多钟到饭店去上，还是挺不方便的。					,2019-09-02
Druck,周末休闲好去处，因为孩子说想去钓鱼，所以在大众上搜搜有什么地方，找到了这里，离市区略远，在南城，收费标准也给大家拍照了，120元不限时，还提供渔具，来这钓鱼的人还挺多，有很多都是自己带渔具来的～适合大人带小朋友来，旁边还能看到驴，旁边还有个马术俱乐部～					,2019-08-27
toto_lulu,酷鱼垂钓俱乐部，博大路城外诚广场里，是一个综合形练竿场，环境很不错，有休闲区域，适合日常玩耍，水面两个浮桥间是Hera钓区域，水深3.5米左右，是北京为数不多的Hera钓场地。平时练竿费用80一天，价格还算可以，办卡有优惠，另外浮桥的位置只允许会员进入。今年区工会组织的钓鱼比赛在此举办，感觉确实挺不错的。					,2019-08-27
Ariver_J,酷鱼垂钓🎣俱乐部，还可以吧，南城这边数的上的钓鱼地点，位于小红门镇博大路附近的城外城家具园里，整个垂钓园面积不大，分几个区域，新手区综合区和专业区，因为是练手坑，所以钓出来的鱼🐟不能带走。单人垂钓🎣套餐是120/人，对于初学者来说还是比较划算的，现场看到好多钓鱼的爱好者，其中不乏有钱的大佬（日本达瓦的海钓箱）其实钓鱼这项爱好还是很修身养性的但因为现在身体的缘故吧不能久坐等以后病彻底养好了，会跟着三五好友来这里享受一下闲暇的时光（最后再说一点管理的大爷由于岁数大了脑子和嘴都不太......希望去的有些钓鱼多包涵一下大家都不容易，都有老的那一天，互相体谅，相互理解吧					,2019-08-26
土肥圆君,位置在博大路那边，地方挺大的，下雨天也有钓鱼的，挺有瘾。有点意思啊，也不知道能不能钓上来鱼，也不想知道，因为我也没有鱼竿。不知道能不能租，估计应该是可以，下次可以来钓钓鱼，钓上来的鱼也不知道能不能直接做了吃					,2019-08-22
基督山博博,可能是天气好的原因吧，今天人挺多。对于我家这样爱钓鱼不爱吃鱼的人来说很适合的。自己准备渔具鱼粮单次买80一杆。鱼不许拿走，就是为了过瘾的可以来玩玩。,2019-08-14
ych88905,周末休闲好去处环境不错晒晒太阳钓钓鱼非常开心,2019-08-11
Plmnb$$雨,之前去的、价格优惠、我们自己带的食物、其他的都挺好的之前去的、价格优惠、我们自己带的食物、其他的都挺好的之前去的、价格优惠、我们自己带的食物、其他的都挺好的之前去的、价格优惠、我们自己带的食物、其他的都挺好的之前去的、价格优惠、我们自己带的食物、其他的都挺好的之前去的、价格优惠、我们自己带的食物、其他的都挺好的					,2019-08-04
大想子,一家练习坑，环境相较于其他鱼坑个人感觉好很多，有很多阴凉，也没有啥蚊子，自己啥都不用准备，到那全都有，非常适合我们这种凑热闹瞎玩的朋友，上鱼速度可以，我不会钓鱼，管理员老大爷还教了一下，过了把钓鱼瘾，很开心，以后还会去。					,2019-07-31
GaivnLiu,这是练杆坑，钓起来摘钩放回水里。鱼主要是1~2斤的鲫鱼，也偶尔上过有花色的草金。空手来有渔具可以租，120/天，提供鱼竿，线组，鱼漂，子线鱼钩，现成饵团，钓椅，抄网，新手直接上手就可以钓。常客有年卡次卡可以选用，退休无事的可以用年卡单人不限次一年随便钓。偶尔来自己有渔具的用次卡，不限使用时间，一人一杆记一次，一次来一群朋友开几杆就记几次，灵活方便。具体价格看照片吧。鱼情，就算挂片树叶都有咬口，当然上一般商业饵就更快更密集了，钓一天下来挺练臂力的。平日人少，周末人多些但也有足够钓位。因为是练杆坑鱼虽然反复起钓会有些胆小，但鱼多争食还是有很多起鱼的机会的，新手也可以有不错的上鱼次数。自带渔具的话，2.7m，3.6m的杆就好，再长在某些钓位就出墙了。注意钓场对倒钩，打窝，小药的限制，就没什么问题了。周边卫生间在俱乐部门口，出钓场十几米就有。钓场有饮料出售，出钓场20米有小卖店烟（吸烟害人害己）、酒、水、零食都有。附近有不少外卖选项，吃饭也比较容易。在钓场几乎没有被叮过，也可能是个体差异吧。					,2019-07-30
柠檬_,朋友推荐过去的，是个周末好去处。垂钓就在一个小亭子上，钓了鱼之后放回去，玩的就是这个过程，很有意思。而且鱼也不难钓，老板会教，而且有很多热心的老钓友会很耐心热心地教你～中午可以在老板的店里吃饭，家常盖饭，味道不错，而且老板还收养了几条流浪狗，现在照顾得非常好，很亲人，很可爱！除了地方有丢丢远，总之是非常推荐的周末好去处					,2019-07-11
糖糖幸福生活,周末休息，跟一家人过来放松，整体的环境还是不错的，看到很多家庭都过来放松，鱼非常的好钓，带着儿子过来放松儿子这边有很多呃野生的鸭子，还有野生的e小鸡，钓鱼是很修身养性的，在快节奏的生活中偶尔过来磨练一下自己的性格也是非常好的					,2019-07-08
黄金窝窝,120元一个人，包含鱼食和一根鱼竿，钓的鱼需要放回去，鱼钩采用没有倒刺的，基本扔下去就吃，适合过瘾的人来钓。但服务态度极差，或者说根本没有什么服务可言！租把伞被服务员教训，你会不会使啊，不会使别给弄坏了。连碰都没碰过，对待女士和孩子如此态度简直了，脏字不想说！又是一家无良商家！差！差！差！					,2019-07-05
曦陌,突然很想钓鱼，搜了个离家近的还不用买鱼，纯练手的。60¥可以钓一天（渔具全套60¥，建议自带渔具）上鱼比较快15min差不多一条，基本1斤多。附近有驴子小马，吃饭有全聚德，这家算是离城区最近性价比最高的一家了					,2019-07-02
文达叶,今天去酷鱼club钓鱼，环境真不错，尽管天气很热，但是这里有很多大树，树荫底下很凉快，加上鱼口也不错，鲫鱼的个头也很大，在这种地方钓鱼还是很惬意的。早上过来的比较晚，错过中午的集体订餐，所以只能点外卖了，牛肉饭+柠檬冰水，吃得很饱。下午钓了几条鱼就收杆回家了。					,2019-06-30
杨,五环里难得一个钓鱼的地方，交通还比较方便，鱼还是很大的，只是第一次来，一条没上来，不过平心静气带了几个小时还是很舒服的，两个池塘，一个1.7米深，另一个3.5米深，旁边还有一个马术俱乐部和全聚德，遗憾的是高尔夫练习场关门了					,2019-06-14
