用户名,评论,评论时间
舟舟,1，草莓很甜，有机无农药，口感多汁甘甜，入口即化2，方便采摘，不累，科学高垄台3，采摘种类多，草莓+各种时令蔬菜4，还有纯土鸡蛋，鸡是自家散养6，还有羊，兔子，可以喂着玩儿7，老板人特别好，亲和实在，帮忙搭理，还赠送了我很多青菜					,2021-03-19
开心果_859196,周日下午去的，只有我们一组客人，有好多大棚可以选。草莓还不错，但是大的不多，可能是因为下午去的，大的被摘走了，哈哈！老板给摘的小草莓比自己摘的便宜，也很甜。还有小兔子可以喂，带孩子玩很适合。现在草莓价格普遍还有点高。					,2021-03-09
盛俊红,本来想去摘樱桃，结果樱桃今年收成不好，价格贵且难吃，临时换成了草莓。草莓快过季了，老板指了几个大棚，给了筐，进去随便摘。虽然草莓大部分都很小，但是非常非常甜，草莓味道很浓。老板人很实在，态度也很好。强烈推荐他家					,2021-03-07
lisa_4019,草莓又香又甜！还有兔子羊狗咸鱼～还可以摘蔬菜，还有土鸡蛋冲！趁现在还不热,2021-01-01
honey蕊蕊,非常好，摘了10斤，还采了蔬菜，老板热情，五分好评。,2020-12-19
dpuser_2780414151,还不错，草莓🍓特别甜！外面可以喂兔子，喂羊！就是比较偏僻，但是跟着导航走还是很好找的。,2020-12-20
宋@_@，，,草莓不错，入口即化的那种，老板人也好，带孩子玩，又能摘草莓的好地方，而且老板家的小女孩好开朗！好评好评！,2020-12-12
认输、难,喜欢草莓采摘，可以边采边吃，只要不特别过份老板不会说太多，但是您也不能吃2斤，摘半斤啊,2021-03-31
诚,3月27号去的，自己采摘草莓30园一斤，感觉草莓有点小，去的时候就开放一个大棚。人不多,2021-03-22
dpuserAt_9614504758,挺好，味道不错，老板人也很好，带孩子去，孩子很开心,2020-06-13
罄埙,老板人很好，菜品丰富，绿色无公害，老板最后还送了我两根苦瓜,2020-06-09
Flying.Wizard,带孩子玩转到采摘蔬菜，菜很棒，口味一流，值得购买，就是路程有点远,2020-05-30
毛小喵,赶在草莓季的尾声带小朋友去采摘，顺带烧烤，每人60块采摘可以免费占场地烧烤，草莓蓬很大，人也不多，不拥挤，孩子开心到起飞；除了草莓还有黄瓜菜花笨鸡蛋，都可以凑60的金额，有烤炉，碳需要买，还有小兔子小羊小狗子大公鸡，小朋友还是足够开心的，烧烤大家也离得很远，独立的位置，不用担心人群聚集。缺点，卫生不是特别好，蚊虫有点多，不过一开始烧烤就没什么了，估计是呛得还有老板你倒是准备个冰柜啊，卖点冷饮挣点钱不好吗					,2020-05-22
Tammy_Du,带孩子过去采摘，感觉有点过时间了，草莓都不是很大，老板还不错，价格给的很优惠。摘着上瘾，一会摘了一大桶。价格还行，草莓的味道也不错。孩子很喜欢。关键没提前准备，准备好，烧烤挺不错的。环境一般吧，养了好多鸡，地上好多鸡粪。					,2020-05-18
CHINA,今天天气不错。和家人一起出来逛逛。离他家也不远。过来摘草莓。今天人不多。里面草莓品种丰富。草莓味道不错。老板服务热情。还有蔬菜可以摘。环境卫生。干净整洁。价格也实惠。好吃不贵。适合出来走走。有机会下次再来					,2020-05-07
lampardnic,家里有小孩的，千万不能错过，让孩子体验各种农家生活。老板特别实在，我们带着孩子去的，他带着我们各种体验，孩子们摘完草莓，又摘了蔬菜，割草喂羊，捡柴鸡蛋，全程特别热情，还告诉我们一个特别适合孩子疯跑的地方。第二周又去了一次。摘了好多野菜。孩子们说下周还要去					,2020-05-05
王蔻,疫情期间在家真是憋坏了清明假期找到了这家采摘园还开放驱车从市里二环到这1小时好几个大棚有大概三波人来采摘商家很热情重要的是草莓很好吃这里有红颜，奶油，玫瑰三种，孩子们摘得不亦乐乎回家洗干净也味美可口价格也不贵和在外边买的差不多非常推荐					,2020-05-03
dpuser_6758763882,疫情过去北京已经很久维持零增长啦，特意开车来到昌平区采摘草莓和蔬菜，开车路上很通畅，昌平区管理也很严格，进村采摘登记检测两次才能进，来了以后院子比较大，而且没人可以肆无忌惮的采摘品尝，草莓很干净，老板娘很漂亮热情，蔬菜种类也很多可以采摘。					,2020-05-01
YesFashion_造型师_艾博,疫情期间在家快憋疯了、今天好不容易来采摘点草莓🍓和新鲜的无公害蔬菜🥬真的特别新鲜而且叔叔家的采摘价格特别便宜实惠建议大家可以来“友人草莓”采摘园来采摘，真的特别特别好……					,2020-04-16
菠萝菠萝妹,因为2020年特殊时期、在家憋的快长毛了、就想吃点新鲜水果、大众点评找了一圈、选定这家草莓采摘还有蔬菜采摘、到了村口等着哥哥给摘的草莓、出乎的物美价廉、极力推荐呀！吃完还会再光顾的！估计也就2天、因为太好吃了！					,2020-04-16
Dorothy,媳妇团的团购，带着孩子家人一起玩很高兴。只有一个大棚，而且草莓没有大个的，红的也很少。可能我们下午去的，大的好的都被摘没了。电话咨询不限制采摘人说，但是采摘时不能吃，比较失望。有人盯着你采摘。带孩子采摘要注意，小孩乱摘，很小的也要称重买走，所以小孩子要少摘，感受一下就好了。					,2020-04-11
酒窝先生LC,主要为了找个烧烤的地儿；只能说是个草莓🍓采摘园，烧烤可以提供炉子，环境就谈不上了…说的小动物就是几只兔子🐰还有几只羊、鸡……孩子没得玩；老板人不错,2020-04-06
dpuser_51807310154,疫情期间家庭聚会的话只能找这种地方了地方不小人挺少的比较安静烧烤每人30元提供烤炉采摘不是时候没啥好东西,2020-03-02
匿名用户,五一假期出来采摘下，感受下乡土气息，老板人很好，摘了草莓和蔬菜，地方很好找，进了村里有指示牌，等茄子，西红柿熟了再去转一圈。,2020-02-22
匿名用户,草莓口感非常好，香味浓，味道甜。蔬菜目前都是大个头重量大的菜，基本没有份量轻的绿叶菜。其他服务和体验比较一般,2020-01-18
匿名用户,我们去了好几次了，家离得也很近，草莓特别清香，特别的新鲜，里边还有柴鸡蛋，芹菜，花菜等蔬菜可以采摘的，孩子很喜欢,2020-01-05
兆辉,这个草莓不一般，老板像个活神仙。,2020-01-05
dpuser_1388143169,对比了一下，当时是团购的200元4斤，还是算比较值的。有红颜和奶油草莓，味道都很不错，奶油的甜一些，红颜的香甜的，草莓的香味很浓郁。后来我们摘多了，老板也是按团购的价格算的。他家也可以摘菜和捡鸡蛋，我们碰上一家人是去他家买菜的，说特别好，一直在他家买，不过我们太远了，没有买。带小孩子特别适合！					,2020-01-04
静小文儿_7599,位置很好环境也不错适合和家人一起来院里的果实也挺新鲜空气比较好位置很好环境也不错适合和家人一起来院里的果实也挺新鲜空气比较好位置很好环境也不错适合和家人一起来院里的果实也挺新鲜空气比较好位置很好环境也不错适合和家人一起来院里的果实也挺新鲜空气比较好					,2020-01-04
李JH,记得还是之前去驾校练车的时候遇到的，因为练完车准备回来碰到了，桃子很好吃很脆很甜，如图所示，在这边有好多的采摘园，也有很多的水果，甚至还有蔬菜也可以采摘，也有养的生态鸡鸭鹅都可以买的，只是价格上就有点贵了，望大家量力而行					,2019-12-28
Qzone_1313486824,跟着导航来的，进了草莓园还要开一小段路就能看到这家的招牌的。这家草莓的味道确实很不错，算是离昌平县城比较近的一家草莓园。草莓棚面积很大，两个棚是互通的，草莓品种有奶油草莓和红颜，个头儿适中，甜度很高，口感绵软，挺好吃的。缺点呢就是服务不太热情。					,2019-12-01
柠檬小兔fiona,必须给好评五一假期就想出来烧烤，问了很多农家院，要么不让烤了，要么人多说九点就得到。跟这家老板咨询了一下，很爽快，11点我们到的。老板大哥人特好特热情，帮着准备各种器具，有棚子，炉子，长桌。我们六七个人，只要采摘一些烧烤就不收费。采摘草莓也不错，熟透了，估计很快就没有了，还有很多种菜可以摘院里还有羊，小兔子，还有一窝刚生的小猫，孩子玩的不亦乐乎好玩又实惠，还不像景区人多拥挤，准备端午再来玩					,2019-11-03
匿名用户,感谢【霸王餐】第一次草莓采摘，本想到了直接拎走一斤，店家说没有现成的，所以还是自己去棚里摘的。有好几个棚，越往里面人越少，草莓越好。店家先把我领到第一个棚，正好碰到一位信佛的女居士刚从里面出来，告诉我这个棚的已经不好了，让店家领我去里面的棚。采摘时店家在门口看着，以前采摘樱桃啥的我们都会边吃边摘，吃够了摘够了才出来，这次摘草莓我一个也没吃，因为也没带洗草莓的水，所以不知道到底让不让吃。结账的时候十分愉快，多出来的价格也不贵。而且回来吃的草莓特别甜，以后如果草莓采摘还回去。					,2019-10-13
眼泪多过微笑,两个品种的草莓，奶油和红颜，奶油的甜，可是已经有点过季，草莓个头小，口感也一般。红颜倒是还很多，但是属于酸甜口，挺有草莓味道的。采摘30一斤，直接买20一斤。整体感觉一般吧，服务倒是挺热情的！体验＞实物					,2019-06-11
devil静静,选择了周末作为师门踏青的地方，店家提供了烧烤炉和木炭，木炭30/袋，我们自己在木屋烧烤拿的材料，超市买的水和酱料，桌布。地毯。🍓草莓摘了30多斤蔬菜摘了5斤主要是黄瓜🥒真的是这个春天吃过最棒的草莓了，拿凉水洗干净，冰甜可口！一行15人，吃了200多串，近30斤草莓完美的一次踏青活动，美中不足，阳光太强，那里没有太多遮阳的地方，我们是自己搭的小遮阳篷。自己动手丰衣足食，我们应该是第一波去体验烧烤的朋友啦！					,2019-05-16
爱新觉罗多希,采摘加烧烤不一样的体验！！先说采摘，幸好我们去的早，老板给我们开了一个没人摘过的草莓棚，专摘又大又红的草莓，果然自己采的草莓就是就是好吃，哈哈这里的草莓也确实好吃又香又甜！再说烧烤，烧烤棚是我们现搭的，也费了不少力，烧烤就是体验一个过程嘛！另外师兄们烤的肉很好吃，还体验了一下用最原始的方法烤地瓜，地瓜烤的很成功哈哈！不错的体验。					,2019-05-09
hlg1108,周末团建去了草莓采摘园。去的很早老板给我们新开了一个大棚。里面的草莓真的又大又红又甜。走过路过千万不要错过啊朋友们！老板还给我们找了个地方自助烧烤。我们支起烧烤架。搬两张桌子放食材和草莓。地上铺上垫子和野餐垫。忙活了几个小时。边吃草莓边吃串真的太美好了。草莓洗完冰冰凉凉非常爽口还有蔬菜也很新鲜！吃完我们还玩了两个小时的游戏。真的是非常开心的一天！老板人真的很好借给我们很多工具态度也很好一直笑呵呵的！如果周末想要放松心情这里是个非常好的选择哦！					,2019-05-03
Jamaica69,去年来摘过，今年又来了，地方大，可以摘草莓，蔬菜。还有小动物，孩子是很喜欢的。,2019-04-28
dpuser_7209842352,草莓味好个大，蔬菜品种多，新鲜，会再来的,2019-04-25
可惜吃啥都不腻,老板人特别热情，蔬菜很新鲜，草莓味道特别好，再过一周就大规模成熟，到时候还来,2019-04-19
lemon,天啊！太好吃了！快来吃它！（高端的食材往往只需要采用最朴素的烹饪方式——哈哈哈是不是应该用这句）谢谢老板的场地今年能早点吃到好吃新鲜有机又放心的草莓就靠你家啦！下个月见,2019-04-16
啊吉吉_,采摘草莓的季节又到了，虽然都说采摘啦什么的是遛娃的好去处，对于我这个暂时还没娃的来说，也是比较喜欢去的！环境挺好的！草莓口感也不错！来年还可以考虑来.,2019-04-15
倾晴空,师门春游选择了一个天气晴朗，空气清新的日子，从北京海淀区出发到友仁生态草莓采摘园（无公害草莓蔬菜采摘）采摘大草莓和新鲜蔬菜，享受着一路的美景，大概一个多小时到达友仁生态草莓采摘园（无公害草莓蔬菜采摘），在这里群山环绕，空气非常好，草莓又大又甜，吃的特别满足					,2019-04-15
G宇宙尘埃,草莓加上烧烤不一般的体验，这里的草莓是真的大，真的甜，老板的服务也比较好。在这里烧烤是第一次，我们自己搭棚子，自己支烧烤架，自己动手做的特别有自豪感。因为是在村里，总的来说，用来烧烤环境不是特别好，但是我很喜欢					,2019-04-14
希望怎么吃都不胖,天气非常好，和师门的师兄师姐师弟师妹还有老师一起去的，摘了采摘了草莓，真的是又红又大又甜，然后老板提供了场地烧烤，非常优秀的师兄考了串，很好吃，还采摘了黄瓜，还有一些时令蔬菜，小羊，兔子，总之玩的很开心，老板人也非常好，以后有机会还会再来的。					,2019-04-14
博妈,中了霸王餐离家很近，本来想清明节来的，怕人多没有大果了，所以今天才来大鹏很长，往里面走，全是大果，说好是带儿子来体验的，结果一进去粑粑比孩子还兴奋摘的还多。草莓很大，我们先品尝了一下，感觉味道真的很不错，甜口，草莓味很浓！老板还送了盆，谢谢！					,2019-04-14
双鱼座_666,一路跟着路标过来的，导航位置也很准确。院子里车位很多，下车便能闻见羊粪的味道院子里养了羊和小兔子，孩子看到小动物都不想摘草莓了，畏起了小动物。棚里温度有点高，幸好穿少了。草莓很大个儿，很甜，炒鸡好吃的奶油草莓哦！					,2019-04-14
吃货肚里开邮轮,中了点评霸王餐，现在正是采摘草莓的季节，霸王餐是一斤，基本上也就是一盒子的量，摘得小一点数量就多一点，不知道什么品种，不过味道确实不错，让尝了一个，说没有农药，红的还是挺透的，很新鲜，老板服务也不错，离家不远，可以团购。					,2019-04-12
燕子,首先感谢平台和店家给的这次免费采摘一斤的机会提前一天打了电话预约📲和好朋友一起开车去的一路跟着导航走位置很准确到了老板很热情地领着我们去了草莓大棚大棚里面有两个品种的草莓一种是奶油草莓另一种是红颜草莓两个品种都品尝了一下都比较甜红颜的个头儿比较大奶油的都被摘的差不多了剩下的就是些个头儿比较小的了但是味道毫不逊色问了一下草莓采摘季可以到五月中旬左右下次带家人一起来摘这里不仅有草莓大棚还有蔬菜大棚顺带手摘了些黄瓜🥒10块钱一斤					,2019-04-11
名字着实不好取,老板很热情，不过我们属于短跑选手摘了3分钟左右就出来了，快速解决了3斤多，而且摘的时候稍微尝两个老板也不会一直盯着你，还送了一个手提框放草莓。总体来说味道水准之上，而且体验比较好，特别不喜欢的就是你摘的时候有人一直盯着你，这家完全不会，把你领进棚就出去了					,2019-04-11
emilywwq,幸运抽中了他家的一斤草莓采摘霸王餐，坐公交来的，离昌平线地铁北邵洼站相对近一些，962，昌21，郊80什么的到八家下就到村口了，从东营村口进去往南走700米过了长安公司门口右转走一截就到了，村里一路上有友仁草莓的牌子指引，所以挺好找的。进的15号棚，一摘就停不下来，摘了一斤三的草莓，个都挺大，也挺甜。听老板说，草莓每年在12月就陆续下来了。另外他家草莓棚里面还有蔬菜可以采摘，所以又摘了点黄瓜和卷心菜，多余得部分额外算钱，草莓35一斤，蔬菜采摘10元一斤，不算便宜。最后刨去霸王餐一斤草莓外，又额外花了30，老板给摸了零，不错。他家还养了几只羊，特别爱吃草莓叶，哈哈……					,2019-04-10
水弄影,这个地方有一点点偏，不过跟着地图能找到，采摘草莓的地方比较大，有好几个园子，我们去的比较晚了，没什么大草莓了，都是比较小的草莓了。我就拍了几张没熟的草莓和小花花。o>_<o下次得早点去，不然就摘不到大草莓了。					,2019-04-09
大嘴康,中了一斤的草莓采摘的霸王餐，就在崔村那边，离家到是挺近的，开车十多分钟就到了，在小路里面，不太明显，幸好有牌子，草莓不错，估计清明假期采摘的人多，好多草莓都摘的差不多了，个头不算很大，不过小的很甜，也很新鲜，好多草莓都正在成长。					,2019-04-09
大淼淼爱喝水,很高兴中了，他家霸王餐，导航还算挺好找的，但是一定要导航啊！要不真的就不好找了，走一段小路，还得左拐右拐。整体大棚环境还可以，道挺宽的，采摘不算费劲。最后说说重点，草莓味道还是不错的，别的家我一般都推荐摘红颜，本人也爱吃红颜，昌平草莓也推荐红颜，但是这家我推荐奶油草莓，看图我拍那种，或者具体问老板，再或者进门左手第一个棚，一进棚的前十排，尝一尝，就是我推荐那种，over					,2019-04-08
Z.TAO,草莓很甜，现摘的就是好吃，之前评论的丢了，补一下图,2019-04-08
悲伤的拿不卡,草莓挺好吃，买了一堆草莓黄瓜土鸡蛋,2019-04-08
吃豹子的甜甜圈,30一斤有奶油和红颜两种比超市买的草莓味浓一些还不错称重的时候筐的重量也算在里面,2019-04-07
喵了个喵_9264,感谢店家的活动，幸运的中了草莓采摘。清明假期第二天，早上打电话询问可以采摘吗？店家说可以，就是节假日采摘的人比较多，不要太晚去，到时候草莓就小了。家离着很近，我一早就去了，到了草莓很多，也很甜。想要采摘的朋友可以提前打电话询问下。看我们带着孩子去的，告诉我们还养着羊，兔子，鸡。我又带孩子看了会儿动物。					,2019-04-07
抹茶爱拿铁儿,清明放假最后一天，带着老妈和大姨来摘草莓，中了家门口最近的草莓园的霸王餐，谢谢大众妈妈，下午快五点到的，人还不少，挺火，老板娘人很好，棚子挺大的，草莓挺多的，看叶子就挺新鲜，个头大小都有，熟的特别好，很甜，看着还有柴鸡蛋卖，团购了一斤还挺值的。					,2019-04-07
soulmatelan,🍓🍓🍓🍓🍓媳妇儿老早就要采摘草莓…一直在外面各种出差没时间去…正好清明假期…一定去采摘一次…位置在昌平…跟着导航还算好找…位置定位的很准确…是个大院子…里面有将近10个棚…有草莓、蔬菜…院子里还有果树…🍓🍓🍓🍓🍓草莓很好…酸甜好吃…大妈也不会一直看着你…尝了两个不错…最后买了100块钱的…还买了蔬菜🥬柴鸡蛋🥚…满意…					,2019-04-06
李清水,因为最近就在附近活动，而且距离也特别近，有幸中的霸王餐甚是欢喜！草莓园挺大的，不仅有草莓，还有各种农家食材，有机绿色食品，比如柴鸡蛋啥的。如果是自己来这里采摘的话，四斤以下按35元一斤计算，四斤以上按30元计算，好像是这样吧，如果没记错的话。我和媳妇去体验一下，草莓还比较多，摘起来很有意思的，媳妇从来没有采摘过草莓，一直想来摘草莓，这次如愿以偿了，正好一次免费采摘的机会可以一用。她一边采摘一边吃，摘美了也吃爽了，这家的草莓个头也大，也很甜，很好吃，以后还会常来！					,2019-04-02
dpuser_1701274018,有幸中了他家搞活动的霸王餐，正好周末有空，就过来探探啦！按照导航走，很方便，定位准确，我们是下午去的，所以人不多。当然，草莓也不错了店老板很朴实和善，带我们进棚里采摘，时间不对，所以被采摘的差不多了，我们也只能是仔细找找。刚摘的很新鲜呀！鲜嫩多汁～老板说，周六一早来，草莓很多，平时也还可以，都是一茬一茬的长。价格也还可以，35元一斤，过些天有蔬菜了，偶尔也可以过来。愿生意兴隆！					,2019-04-02
菁佳佳,今天北京的天儿太好了，晴空万里～中午的时候阳光正好，暖洋洋的，不过春天还是有风🍃今天正好来昌平有事，就顺便在附近摘点草莓，之前几次都是在通州和顺义摘的，也挺好吃的。友仁的草莓棚挺大的，去的时候五点多了，棚里的草莓也不少，还有别人一起摘。30/斤，红颜，挺划算的，不贵，草莓也挺好吃的，甜甜的，提着篮子就能闻到香香的草莓味道～					,2019-04-01
潘小戈,感谢大众和店家给的机会免费采摘一斤服务：很好说是霸王餐就说去吧17号棚就进去了一看已经有不少开始采摘的了三十五一斤我陪宝宝家里人问了一些关于草莓的问题工作人员那个姑娘很耐心的解答我们摘完了还说让宝宝喂喂小羊看看鸡之类的很好环境：每个采摘的过道还是比较干净的我看也有洗手间还有鸡和羊味道：味道真心觉得不错草莓味道浓郁甜甜的稍微有一丝丝的果酸特别好吃市面上买一盒也得三十多这个草莓还是好草莓没有空心那种长得奇形怪状的是草莓本身的样子他家有无限吃六十一位我要真撒开了吃没准真能回本哈哈哈下次可以去试试看正好宝宝只在书上看过草莓的生长样貌这次也算是普及了生活常识挺好三十五也玩了还能带回吃的去多好很值得的出行					,2019-03-31
鸭鸭他姐,感谢点评霸王餐！中了马术和草莓采摘，带着朋友的孩子骑马之后直接开车过来，跟着导航直接就能找到，小姑娘说她们家有十个草莓大棚，深深表示羡慕，周三过来还算比较机智有半个棚的草莓可以摘，我们就让小朋友自己动手了，我们俩大人也摘了几个品尝了下，甜度还差点意思，最后多摘了一点另付了十块钱。蔬菜大棚再过一个星期左右也能采摘了哦。					,2019-03-31
Athena,中的霸王餐，没在昌平，从县城过去很方便，坐公交就行，下车后步行不到一公里，不在路边，但按照导航很好找。到了之后验券，就可以开始采摘了，草莓很红很甜，被草莓吸引忘了拍大棚里的照片。超出部分是一斤30元，还给抹了零，照片中两盒是一斤多点，用了霸王餐的券之后付了10元，很划算。照片中两盒草莓先洗了一盒吃，另一盒下午吃，很甜。					,2019-03-31
Yu,开车特意来的这家草莓太甜了价格也不贵给大家推荐,2019-03-30
dpuser_8394347020,工作日过来还有草莓可以摘，同事还有蔬菜采摘哦。,2019-03-25
无肉使人瘦,环境很好，有小兔子，小山羊，还有公鸡，小朋友很喜欢，看到小羊很兴奋，环境也不错，草莓超级甜，还有些别的蔬菜，很满意,2019-03-25
万小全,一般般，不推荐。草莓不香，也不甜。,2019-03-24
wj_zzh,很好，不错，每年都来，草莓新鲜好吃,2019-03-24
柠檬_451145,草莓很大，也很好吃，下次再来...,2019-03-24
dpuser_3090110612,【霸王餐】主要带娃来玩，看评论有小羊和兔子导航来的，主要没来过，还走错了多绕了一圈草莓大棚挺多的，一个棚里有三个品种，周末人也不少，我们摘了一斤二两，老板也没收钱娃喂了好久的小羊的和兔子过段还可以来采摘蔬菜知道这里有大棚，下次就不用去更远的地方了					,2019-03-24
大肚儿歪,又中了的霸王餐草莓，🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓，非常开心，采摘的地方就在南邵，地方很好找，草莓现场采摘是30元一斤，我们又付了20多元钱，草莓是红颜品种，不是特别甜，有点酸甜的感觉，多摘了点，送朋友，自己摘的比买的新鲜。赞赞赞					,2019-03-23
喵媚儿喵爷,幸运的抽中了霸王餐周末就带着孩子过来了位置不远在崔村的东营村一进门是个很大的园子除了草莓采摘还有蔬菜采摘老板人很好草莓棚很大有两个品种尝了尝摘了红颜30一斤优惠价院子里还养了兔子羊孩子喂了小动物玩的很开心					,2019-03-19
